,what,were,the,first,local,stations,to,offer,streams,of,their,programming,on,watch,abc,?
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.34503069519996643,0.20673875510692596,0.26337406039237976,0.44245919585227966,0.2830800712108612,0.28180238604545593,0.4946078956127167,0.3045167922973633,0.255766898393631,0.49057599902153015,0.19597528874874115,0.2097204476594925,0.31091248989105225
live,0.20532001554965973,0.2256481945514679,0.2995128035545349,0.20244593918323517,0.12844161689281464,0.21594858169555664,0.298321396112442,0.16863887012004852,0.31726890802383423,0.27734068036079407,0.28444966673851013,0.22423318028450012,0.24591919779777527,0.2838585376739502,0.20379731059074402,0.19481121003627777
streams,0.12328469753265381,0.17032423615455627,0.260405570268631,0.13423126935958862,0.17142193019390106,0.3359886407852173,0.23461183905601501,0.19393326342105865,1.0,0.24870352447032928,0.20763829350471497,0.17738279700279236,0.2370377779006958,0.1981705129146576,0.1417797952890396,0.1508319228887558
of,0.33290785551071167,0.34038281440734863,0.733189046382904,0.3536086082458496,0.20668989419937134,0.20414425432682037,0.41548454761505127,0.19393298029899597,0.24870352447032928,1.0,0.4329940676689148,0.14286333322525024,0.3966929316520691,0.19463703036308289,0.14607268571853638,0.1826142966747284
abc,0.1317344456911087,0.09045279771089554,0.2068762183189392,0.2403600513935089,0.16482432186603546,0.23858611285686493,0.1762417107820511,0.15687143802642822,0.1417797952890396,0.14607268571853638,0.17463743686676025,0.3165910840034485,0.2862928807735443,0.20378684997558594,1.0000001192092896,0.19065172970294952
stations,0.1621520221233368,0.19006890058517456,0.24762700498104095,0.17878416180610657,0.29785606265068054,1.0,0.21700026094913483,0.22748234868049622,0.3359886407852173,0.20414425432682037,0.231601282954216,0.22747810184955597,0.3269573450088501,0.22830422222614288,0.23858611285686493,0.13192185759544373
are,0.29724663496017456,0.6489362716674805,0.40399202704429626,0.20306691527366638,0.19665704667568207,0.28331783413887024,0.3504326641559601,0.25856563448905945,0.332151859998703,0.39081433415412903,0.46887820959091187,0.20101211965084076,0.268924742937088,0.22821173071861267,0.06184951588511467,0.24591213464736938
only,0.41415658593177795,0.34466472268104553,0.5497692227363586,0.44869527220726013,0.24513544142246246,0.2648601830005646,0.5096819996833801,0.2802327573299408,0.2499275952577591,0.49632513523101807,0.374733567237854,0.17144659161567688,0.38586410880088806,0.253092885017395,0.1885126382112503,0.2767370045185089
available,0.22032985091209412,0.20631881058216095,0.26723232865333557,0.2574032247066498,0.2083839625120163,0.324524462223053,0.2394571453332901,0.41956478357315063,0.2585521936416626,0.2416580766439438,0.25499746203422546,0.2618813216686249,0.3133032023906708,0.24725349247455597,0.17715942859649658,0.2501629889011383
to,0.455847829580307,0.31913647055625916,0.535392165184021,0.3792489171028137,0.2207600325345993,0.21700026094913483,1.0,0.34615713357925415,0.23461183905601501,0.41548454761505127,0.44619059562683105,0.1961597204208374,0.41031414270401,0.2955072224140167,0.1762417107820511,0.29463258385658264
authenticated,0.2595570385456085,0.23091861605644226,0.19585837423801422,0.20346052944660187,0.21534821391105652,0.20852093398571014,0.22804956138134003,0.3176266849040985,0.23163360357284546,0.1916145235300064,0.2689889669418335,0.35181814432144165,0.16310563683509827,0.16100673377513885,0.2063455581665039,0.25427237153053284
subscribers,0.19859471917152405,0.19306914508342743,0.2519393563270569,0.2294742912054062,0.26067405939102173,0.34051772952079773,0.23463064432144165,0.33374106884002686,0.24396491050720215,0.15746498107910156,0.2933924198150635,0.2550526559352875,0.27401554584503174,0.3023950457572937,0.27086690068244934,0.2567959725856781
of,0.33290785551071167,0.34038281440734863,0.733189046382904,0.3536086082458496,0.20668989419937134,0.20414425432682037,0.41548454761505127,0.19393298029899597,0.24870352447032928,1.0,0.4329940676689148,0.14286333322525024,0.3966929316520691,0.19463703036308289,0.14607268571853638,0.1826142966747284
participating,0.2619934678077698,0.23945437371730804,0.30063968896865845,0.2709444761276245,0.15127891302108765,0.18770968914031982,0.2747798264026642,0.28858858346939087,0.11422219127416611,0.23278085887432098,0.27532848715782166,0.255739688873291,0.2532135844230652,0.26106488704681396,0.15238653123378754,0.19266076385974884
pay,0.2870062291622162,0.22844211757183075,0.1903611719608307,0.18180450797080994,0.23086662590503693,0.18368713557720184,0.26723966002464294,0.38821732997894287,0.06547996401786804,0.1583462655544281,0.21823683381080627,0.14893965423107147,0.18620190024375916,0.3243476152420044,0.2132277935743332,0.19821009039878845
television,0.19838058948516846,0.18070289492607117,0.24569597840309143,0.2787016034126282,0.18328188359737396,0.3494590222835541,0.1933557242155075,0.15996047854423523,0.1483701914548874,0.21995750069618225,0.1628105640411377,0.34514227509498596,0.2825660705566406,0.27474769949913025,0.46871840953826904,0.16825827956199646
providers,0.2401704341173172,0.18897223472595215,0.25975659489631653,0.19474050402641296,0.2796306610107422,0.43674778938293457,0.32176247239112854,0.49691373109817505,0.3381694555282593,0.22307266294956207,0.33861395716667175,0.253106951713562,0.2611115276813507,0.2621792256832123,0.21184875071048737,0.21294598281383514
in,0.30808621644973755,0.3815755248069763,0.6662389636039734,0.4127444326877594,0.2223825752735138,0.25864288210868835,0.45010748505592346,0.1875079721212387,0.22335310280323029,0.5696388483047485,0.34976133704185486,0.17145347595214844,0.46853652596473694,0.18451254069805145,0.1697147786617279,0.20430970191955566
certain,0.4561643898487091,0.2825849652290344,0.392071396112442,0.2569620907306671,0.26164552569389343,0.1622437983751297,0.4444960355758667,0.28514111042022705,0.17969034612178802,0.40204232931137085,0.4244195222854614,0.23164892196655273,0.22485196590423584,0.2409854680299759,0.13027134537696838,0.2516106069087982
markets,0.12341798096895218,0.22451873123645782,0.23818166553974152,0.17275068163871765,0.21626485884189606,0.37372493743896484,0.23568420112133026,0.3107295632362366,0.3085083067417145,0.17050357162952423,0.26594775915145874,0.18377918004989624,0.24747714400291443,0.2020178735256195,0.16946740448474884,0.11209505051374435
.,0.3567904531955719,0.3378238379955292,0.5934505462646484,0.4345304071903229,0.26217252016067505,0.22839494049549103,0.4645031690597534,0.23210087418556213,0.2647906243801117,0.5352458953857422,0.34427863359451294,0.1874377578496933,0.49257001280784607,0.24653306603431702,0.2567209303379059,0.4130953550338745
,what,were,the,first,local,stations,to,offer,streams,of,their,programming,on,watch,abc,?
new,0.2130378633737564,0.21711495518684387,0.3845241069793701,0.3283863663673401,0.19920945167541504,0.1508234143257141,0.33159172534942627,0.24099652469158173,0.13440747559070587,0.343457967042923,0.25697171688079834,0.16611634194850922,0.31106263399124146,0.18739981949329376,0.20663127303123474,0.14782847464084625
york,0.15652963519096375,0.18790318071842194,0.3034006953239441,0.2719916105270386,0.1195809468626976,0.15678028762340546,0.22230617702007294,0.2082003653049469,0.08616013824939728,0.23040355741977692,0.18450471758842468,0.1137041300535202,0.2789517641067505,0.19622161984443665,0.25457969307899475,0.15262620151042938
city,0.17493832111358643,0.20383071899414062,0.35769423842430115,0.20456640422344208,0.17444171011447906,0.26229754090309143,0.20300441980361938,0.16847072541713715,0.17086045444011688,0.32503411173820496,0.18052278459072113,0.10351323336362839,0.2549738585948944,0.17488624155521393,0.2157231718301773,0.13423943519592285
o,0.1489914506673813,0.06454215943813324,0.19071193039417267,0.2060377597808838,0.14591611921787262,0.13341380655765533,0.1644444614648819,0.08218035101890564,0.07627294957637787,0.16054381430149078,0.09659234434366226,0.2120736688375473,0.15472573041915894,0.1114061251282692,0.22499863803386688,0.23868927359580994
&,0.11141876131296158,0.1205248013138771,0.14992168545722961,0.10695473104715347,0.11051949858665466,0.1138077899813652,0.1254875510931015,0.1427270770072937,0.05303499102592468,0.19900451600551605,0.1675928384065628,0.12327443808317184,0.14816857874393463,0.2393515706062317,0.1936885565519333,0.12596383690834045
o,0.1489914506673813,0.06454215943813324,0.19071193039417267,0.2060377597808838,0.14591611921787262,0.13341380655765533,0.1644444614648819,0.08218035101890564,0.07627294957637787,0.16054381430149078,0.09659234434366226,0.2120736688375473,0.15472573041915894,0.1114061251282692,0.22499863803386688,0.23868927359580994
wabc-tv,0.2753899097442627,0.2069435715675354,0.365464985370636,0.26584866642951965,0.33540186285972595,0.4442092180252075,0.31311294436454773,0.2817949950695038,0.3065040707588196,0.34951213002204895,0.19734026491641998,0.3252362608909607,0.3933013677597046,0.36255505681037903,0.5460134148597717,0.2822728157043457
and,0.31309178471565247,0.42175528407096863,0.5171257257461548,0.3167642652988434,0.2468787580728531,0.2687023878097534,0.48971283435821533,0.3224562108516693,0.3020942509174347,0.5116966962814331,0.45114588737487793,0.23146864771842957,0.4077630043029785,0.28016096353530884,0.16453155875205994,0.20544172823429108
philadelphia,0.15730510652065277,0.21799708902835846,0.22828452289104462,0.2372070550918579,0.10868876427412033,0.17334413528442383,0.2041943073272705,0.18365174531936646,0.06582506000995636,0.13581474125385284,0.16516903042793274,0.1642293483018875,0.17339694499969482,0.17304709553718567,0.2533737123012543,0.1888369768857956
o,0.1489914506673813,0.06454215943813324,0.19071193039417267,0.2060377597808838,0.14591611921787262,0.13341380655765533,0.1644444614648819,0.08218035101890564,0.07627294957637787,0.16054381430149078,0.09659234434366226,0.2120736688375473,0.15472573041915894,0.1114061251282692,0.22499863803386688,0.23868927359580994
&,0.11141876131296158,0.1205248013138771,0.14992168545722961,0.10695473104715347,0.11051949858665466,0.1138077899813652,0.1254875510931015,0.1427270770072937,0.05303499102592468,0.19900451600551605,0.1675928384065628,0.12327443808317184,0.14816857874393463,0.2393515706062317,0.1936885565519333,0.12596383690834045
o,0.1489914506673813,0.06454215943813324,0.19071193039417267,0.2060377597808838,0.14591611921787262,0.13341380655765533,0.1644444614648819,0.08218035101890564,0.07627294957637787,0.16054381430149078,0.09659234434366226,0.2120736688375473,0.15472573041915894,0.1114061251282692,0.22499863803386688,0.23868927359580994
wpvi-tv,0.19311726093292236,0.21442797780036926,0.3346294164657593,0.2836151421070099,0.3443748652935028,0.44050315022468567,0.23930034041404724,0.2287990152835846,0.2369268536567688,0.2669532895088196,0.20081253349781036,0.37826088070869446,0.35751715302467346,0.28961530327796936,0.4654618799686432,0.22201858460903168
were,0.22298263013362885,1.0000001192092896,0.3906462490558624,0.3285558819770813,0.16442985832691193,0.19006890058517456,0.31913647055625916,0.1780863255262375,0.17032423615455627,0.34038281440734863,0.43277356028556824,0.10785797983407974,0.2774328887462616,0.2170925736427307,0.09045279771089554,0.17890112102031708
the,0.42745697498321533,0.3906462490558624,1.0,0.49448907375335693,0.2130540907382965,0.24762700498104095,0.535392165184021,0.21118608117103577,0.260405570268631,0.733189046382904,0.516537070274353,0.17869283258914948,0.5107308030128479,0.24077482521533966,0.2068762183189392,0.22068053483963013
first,0.28086137771606445,0.3285558819770813,0.49448907375335693,1.0,0.18006105720996857,0.17878416180610657,0.3792489171028137,0.17793260514736176,0.13423126935958862,0.3536086082458496,0.26809096336364746,0.19660015404224396,0.3120559751987457,0.17308510839939117,0.2403600513935089,0.18701928853988647
stations,0.1621520221233368,0.19006890058517456,0.24762700498104095,0.17878416180610657,0.29785606265068054,1.0,0.21700026094913483,0.22748234868049622,0.3359886407852173,0.20414425432682037,0.231601282954216,0.22747810184955597,0.3269573450088501,0.22830422222614288,0.23858611285686493,0.13192185759544373
to,0.455847829580307,0.31913647055625916,0.535392165184021,0.3792489171028137,0.2207600325345993,0.21700026094913483,1.0,0.34615713357925415,0.23461183905601501,0.41548454761505127,0.44619059562683105,0.1961597204208374,0.41031414270401,0.2955072224140167,0.1762417107820511,0.29463258385658264
offer,0.20134106278419495,0.1780863255262375,0.21118608117103577,0.17793260514736176,0.18117190897464752,0.22748234868049622,0.34615713357925415,0.9999998807907104,0.19393326342105865,0.19393298029899597,0.29210105538368225,0.18294623494148254,0.23681293427944183,0.248478502035141,0.15687143802642822,0.1774262934923172
streams,0.12328469753265381,0.17032423615455627,0.260405570268631,0.13423126935958862,0.17142193019390106,0.3359886407852173,0.23461183905601501,0.19393326342105865,1.0,0.24870352447032928,0.20763829350471497,0.17738279700279236,0.2370377779006958,0.1981705129146576,0.1417797952890396,0.1508319228887558
of,0.33290785551071167,0.34038281440734863,0.733189046382904,0.3536086082458496,0.20668989419937134,0.20414425432682037,0.41548454761505127,0.19393298029899597,0.24870352447032928,1.0,0.4329940676689148,0.14286333322525024,0.3966929316520691,0.19463703036308289,0.14607268571853638,0.1826142966747284
their,0.35142919421195984,0.43277356028556824,0.516537070274353,0.26809096336364746,0.22085392475128174,0.231601282954216,0.44619059562683105,0.29210105538368225,0.20763829350471497,0.4329940676689148,1.0,0.17972438037395477,0.3598666191101074,0.24225130677223206,0.17463743686676025,0.1898253709077835
programming,0.22725710272789001,0.10785797983407974,0.17869283258914948,0.19660015404224396,0.1872871369123459,0.22747810184955597,0.1961597204208374,0.18294623494148254,0.17738279700279236,0.14286333322525024,0.17972438037395477,0.9999999403953552,0.2441612184047699,0.1873900443315506,0.3165910840034485,0.22249025106430054
on,0.34226128458976746,0.2774328887462616,0.5107308030128479,0.3120559751987457,0.1699344664812088,0.3269573450088501,0.41031414270401,0.23681293427944183,0.2370377779006958,0.3966929316520691,0.3598666191101074,0.2441612184047699,0.9999999403953552,0.26631927490234375,0.2862928807735443,0.2714994251728058
the,0.42745697498321533,0.3906462490558624,1.0,0.49448907375335693,0.2130540907382965,0.24762700498104095,0.535392165184021,0.21118608117103577,0.260405570268631,0.733189046382904,0.516537070274353,0.17869283258914948,0.5107308030128479,0.24077482521533966,0.2068762183189392,0.22068053483963013
service,0.16857224702835083,0.15802285075187683,0.22661015391349792,0.23815037310123444,0.22239521145820618,0.33265575766563416,0.24411341547966003,0.2830371558666229,0.24829673767089844,0.18425606191158295,0.1622014343738556,0.17188701033592224,0.21384719014167786,0.1689300537109375,0.22076331079006195,0.1676298975944519
(,0.2411840260028839,0.14743882417678833,0.33289089798927307,0.2450505793094635,0.18996672332286835,0.1346510946750641,0.30882009863853455,0.17126749455928802,0.1427065134048462,0.35032153129577637,0.15721023082733154,0.19239555299282074,0.28656116127967834,0.14697280526161194,0.183883935213089,0.40561532974243164
with,0.2464839518070221,0.3179011940956116,0.4223487675189972,0.2691199779510498,0.16601361334323883,0.1949257254600525,0.4239959120750427,0.2691042125225067,0.16441552340984344,0.41827285289764404,0.4258328378200531,0.17035330832004547,0.40749499201774597,0.20803764462471008,0.17432008683681488,0.2433311939239502
a,0.3320399522781372,0.17203083634376526,0.5829201340675354,0.4287874400615692,0.2435571700334549,0.199105903506279,0.45503583550453186,0.20917463302612305,0.2252943217754364,0.5052502155303955,0.29698723554611206,0.20890353620052338,0.3848365545272827,0.23567292094230652,0.21331243216991425,0.23916715383529663
free,0.22754132747650146,0.16792064905166626,0.22231732308864594,0.182578906416893,0.18601813912391663,0.18315495550632477,0.2913753390312195,0.25923973321914673,0.22205783426761627,0.2430545836687088,0.19708186388015747,0.1321161985397339,0.20887258648872375,0.16169984638690948,0.11575106531381607,0.1278279572725296
preview,0.2590915858745575,0.08160664141178131,0.28450366854667664,0.29906806349754333,0.19708609580993652,0.23600848019123077,0.2777743637561798,0.2500595450401306,0.18671397864818573,0.16367824375629425,0.19750410318374634,0.29538488388061523,0.30247607827186584,0.2960432171821594,0.31419461965560913,0.31559184193611145
for,0.3017193675041199,0.33592689037323,0.4739971458911896,0.3800288736820221,0.23619583249092102,0.236822247505188,0.4451248347759247,0.35623615980148315,0.20315690338611603,0.4185989499092102,0.3406745493412018,0.24722188711166382,0.36199691891670227,0.2322233021259308,0.22510288655757904,0.264628142118454
non-subscribers,0.2245916873216629,0.21113741397857666,0.24969439208507538,0.22649899125099182,0.26681673526763916,0.3340665400028229,0.24673745036125183,0.3221938908100128,0.24024003744125366,0.1773833930492401,0.30439993739128113,0.27216240763664246,0.2632470428943634,0.3208383023738861,0.265643835067749,0.30640414357185364
through,0.23167094588279724,0.20187680423259735,0.44071322679519653,0.25530800223350525,0.12768027186393738,0.2564186751842499,0.4062686562538147,0.180504709482193,0.38484349846839905,0.3647414743900299,0.3113696575164795,0.14839479327201843,0.32785001397132874,0.1833694726228714,0.1861964464187622,0.16913433372974396
june,0.2171148657798767,0.1965353786945343,0.24568822979927063,0.2872718572616577,0.09045663475990295,0.19872751832008362,0.22441016137599945,0.11519060283899307,0.10656475275754929,0.19721001386642456,0.13970327377319336,0.18467383086681366,0.39323267340660095,0.1824934482574463,0.22739821672439575,0.31416764855384827
2013,-0.3886653184890747,-0.3128787875175476,-0.38509321212768555,-0.2023164927959442,-0.21503661572933197,-0.3177395462989807,-0.4248543977737427,-0.22110973298549652,-0.29381245374679565,-0.2904720902442932,-0.35880333185195923,-0.19948741793632507,-0.3310580551624298,-0.19992320239543915,-0.1548854112625122,-0.2969330847263336
),0.26259949803352356,0.1566188633441925,0.3456730246543884,0.27228695154190063,0.18753306567668915,0.1451086699962616,0.31236231327056885,0.18990080058574677,0.14682181179523468,0.3680361211299896,0.1549641638994217,0.18464556336402893,0.29937487840652466,0.17728851735591888,0.18381085991859436,0.42300865054130554
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.34503069519996643,0.20673875510692596,0.26337406039237976,0.44245919585227966,0.2830800712108612,0.28180238604545593,0.4946078956127167,0.3045167922973633,0.255766898393631,0.49057599902153015,0.19597528874874115,0.2097204476594925,0.31091248989105225
with,0.2464839518070221,0.3179011940956116,0.4223487675189972,0.2691199779510498,0.16601361334323883,0.1949257254600525,0.4239959120750427,0.2691042125225067,0.16441552340984344,0.41827285289764404,0.4258328378200531,0.17035330832004547,0.40749499201774597,0.20803764462471008,0.17432008683681488,0.2433311939239502
the,0.42745697498321533,0.3906462490558624,1.0,0.49448907375335693,0.2130540907382965,0.24762700498104095,0.535392165184021,0.21118608117103577,0.260405570268631,0.733189046382904,0.516537070274353,0.17869283258914948,0.5107308030128479,0.24077482521533966,0.2068762183189392,0.22068053483963013
six,0.1779850870370865,0.3701136112213135,0.3614266812801361,0.31582528352737427,0.07879333943128586,0.19792911410331726,0.2762264311313629,0.15710055828094482,0.17677880823612213,0.3317931592464447,0.3002808094024658,0.10149067640304565,0.25166386365890503,0.1312655359506607,0.16650718450546265,0.15298804640769958
remaining,0.21802754700183868,0.3991833031177521,0.45105910301208496,0.2684549391269684,0.1709166318178177,0.21920406818389893,0.3465334177017212,0.22946202754974365,0.20520466566085815,0.3693024218082428,0.32122740149497986,0.09611628949642181,0.2692584991455078,0.14647752046585083,0.10117755085229874,0.16961920261383057
abc,0.1317344456911087,0.09045279771089554,0.2068762183189392,0.2403600513935089,0.16482432186603546,0.23858611285686493,0.1762417107820511,0.15687143802642822,0.1417797952890396,0.14607268571853638,0.17463743686676025,0.3165910840034485,0.2862928807735443,0.20378684997558594,1.0000001192092896,0.19065172970294952
o,0.1489914506673813,0.06454215943813324,0.19071193039417267,0.2060377597808838,0.14591611921787262,0.13341380655765533,0.1644444614648819,0.08218035101890564,0.07627294957637787,0.16054381430149078,0.09659234434366226,0.2120736688375473,0.15472573041915894,0.1114061251282692,0.22499863803386688,0.23868927359580994
&,0.11141876131296158,0.1205248013138771,0.14992168545722961,0.10695473104715347,0.11051949858665466,0.1138077899813652,0.1254875510931015,0.1427270770072937,0.05303499102592468,0.19900451600551605,0.1675928384065628,0.12327443808317184,0.14816857874393463,0.2393515706062317,0.1936885565519333,0.12596383690834045
os,0.17900049686431885,0.1320493370294571,0.16508162021636963,0.11160346865653992,0.19865436851978302,0.17744849622249603,0.14944952726364136,0.16499529778957367,0.11090974509716034,0.08887097239494324,0.1574840247631073,0.23714710772037506,0.211281418800354,0.20509284734725952,0.18691308796405792,0.21512800455093384
offering,0.24005436897277832,0.18105146288871765,0.2296384871006012,0.16809701919555664,0.15707555413246155,0.19254715740680695,0.3353215456008911,0.7218965291976929,0.19297020137310028,0.21607820689678192,0.2773721516132355,0.216722771525383,0.228683203458786,0.21997317671775818,0.1060570478439331,0.15441901981830597
