,what,did,cbs,provide,of,the,super,bowl,50,broadcast,for,its,website,",",some,apps,and,media,players,?
and,0.31309178471565247,0.34479495882987976,0.2054297775030136,0.32960009574890137,0.5116966962814331,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.22526025772094727,0.5064792633056641,0.3841775357723236,0.13574272394180298,0.6633074283599854,0.5337774157524109,0.14380386471748352,1.0,0.28782835602760315,0.24393494427204132,0.20544172823429108
the,0.42745697498321533,0.34736719727516174,0.2283918708562851,0.26373472809791565,0.733189046382904,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.2713715434074402,0.4739971458911896,0.559237003326416,0.2647613286972046,0.4933079481124878,0.4566698372364044,0.17520254850387573,0.5171257257461548,0.19221965968608856,0.2647981345653534,0.22068053483963013
cbs,0.1950361132621765,0.15259867906570435,1.0,0.10569320619106293,0.16151919960975647,0.2283918708562851,0.23111854493618011,0.2528696060180664,-0.030295440927147865,0.5521507263183594,0.20941372215747833,0.18914800882339478,0.19977201521396637,0.18569420278072357,0.18317221105098724,0.15470454096794128,0.2054297775030136,0.30053117871284485,0.215696319937706,0.14594407379627228
sports,0.13245077431201935,0.12759751081466675,0.2991391718387604,0.18696801364421844,0.24392472207546234,0.20313861966133118,0.22513441741466522,0.23383285105228424,-0.0033377292566001415,0.2826615273952484,0.26810020208358765,0.1510474979877472,0.11849069595336914,0.2693314254283905,0.19628486037254333,0.1593826711177826,0.2629663348197937,0.2744218111038208,0.2688162624835968,0.04557104781270027
apps,0.1478865146636963,0.13346832990646362,0.15470454096794128,0.25096750259399414,0.137797549366951,0.17520254850387573,0.1611020267009735,0.1716770976781845,-0.005800248123705387,0.19210870563983917,0.21701695024967194,0.1843235045671463,0.25291574001312256,0.16936150193214417,0.20359718799591064,1.0,0.14380386471748352,0.23590685427188873,0.2317928969860077,0.21651507914066315
on,0.34226128458976746,0.2670976221561432,0.25146469473838806,0.250570684671402,0.3966929316520691,0.5107308030128479,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.2845228910446167,0.36199691891670227,0.34331920742988586,0.20945650339126587,0.49057599902153015,0.31474894285202026,0.19375614821910858,0.4077630043029785,0.19591841101646423,0.2058166116476059,0.2714994251728058
tablets,0.2014158070087433,0.18633437156677246,0.17008636891841888,0.19849833846092224,0.1859407275915146,0.21735721826553345,0.05469173938035965,0.1787262111902237,0.039506152272224426,0.1384284645318985,0.21111352741718292,0.1308688223361969,0.11202362179756165,0.18641988933086395,0.2981303930282593,0.21300525963306427,0.20503899455070496,0.1641124188899994,0.11263559758663177,0.15633375942707062
",",0.3087472915649414,0.3015086054801941,0.18569420278072357,0.20966707170009613,0.4946078956127167,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.24917922914028168,0.4464869201183319,0.33157986402511597,0.12864577770233154,1.0000001192092896,0.42400437593460083,0.16936150193214417,0.6633074283599854,0.23135341703891754,0.21334654092788696,0.31091248989105225
windows,0.18406382203102112,0.17833152413368225,0.22388212382793427,0.23191992938518524,0.1744781881570816,0.23561708629131317,0.21991164982318878,0.19755232334136963,0.06223582103848457,0.19680218398571014,0.23403164744377136,0.24252934753894806,0.18392978608608246,0.21705366671085358,0.25351738929748535,0.3844475746154785,0.22030679881572723,0.23546244204044342,0.19145041704177856,0.17412035167217255
10,0.11840458959341049,0.1914099007844925,-0.004114397801458836,0.07251954078674316,0.2777891755104065,0.2880653440952301,0.053164973855018616,0.06414627283811569,-0.05261240527033806,0.013497992418706417,0.07862305641174316,0.15699118375778198,0.1323714256286621,0.1734008640050888,0.28837814927101135,0.02254618890583515,0.2397010177373886,0.04279511421918869,0.10768932104110718,0.022911956533789635
",",0.3087472915649414,0.3015086054801941,0.18569420278072357,0.20966707170009613,0.4946078956127167,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.24917922914028168,0.4464869201183319,0.33157986402511597,0.12864577770233154,1.0000001192092896,0.42400437593460083,0.16936150193214417,0.6633074283599854,0.23135341703891754,0.21334654092788696,0.31091248989105225
xbox,0.21293765306472778,0.1773591786623001,0.3043312430381775,0.2233799695968628,0.1692035049200058,0.20042617619037628,0.2876792550086975,0.23387467861175537,0.06382782012224197,0.27266010642051697,0.2128230333328247,0.2235841602087021,0.1616801917552948,0.18994641304016113,0.25940898060798645,0.3662119507789612,0.18313856422901154,0.268372118473053,0.2147694081068039,0.24734219908714294
one,0.376489520072937,0.27659472823143005,0.13364626467227936,0.3011925518512726,0.4999135136604309,0.5514441132545471,0.21711376309394836,0.19098831713199615,0.023094678297638893,0.2145468145608902,0.384836345911026,0.42848992347717285,0.14669308066368103,0.3696635365486145,0.4537518322467804,0.2070377767086029,0.42438167333602905,0.1566828191280365,0.2529674172401428,0.2673267424106598
and,0.31309178471565247,0.34479495882987976,0.2054297775030136,0.32960009574890137,0.5116966962814331,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.22526025772094727,0.5064792633056641,0.3841775357723236,0.13574272394180298,0.6633074283599854,0.5337774157524109,0.14380386471748352,1.0,0.28782835602760315,0.24393494427204132,0.20544172823429108
other,0.341873437166214,0.31707024574279785,0.1471167653799057,0.3091827630996704,0.38583824038505554,0.44152235984802246,0.15647977590560913,0.12835361063480377,0.0139119578525424,0.1580214649438858,0.3273986279964447,0.29483991861343384,0.17687736451625824,0.4446498453617096,0.6399164199829102,0.25299665331840515,0.5504306554794312,0.27642714977264404,0.24863006174564362,0.24682199954986572
digital,0.1757969856262207,0.10377924144268036,0.24499118328094482,0.20227859914302826,0.20011478662490845,0.18361380696296692,0.16536913812160492,0.1176709309220314,-0.005269418004900217,0.3613227903842926,0.1780148148536682,0.13031713664531708,0.10577093809843063,0.17865565419197083,0.19114495813846588,0.24225381016731262,0.20433840155601501,0.40665924549102783,0.13657532632350922,0.12982943654060364
media,0.18292108178138733,0.1758316457271576,0.30053117871284485,0.21400699019432068,0.19700391590595245,0.19221965968608856,0.2023422122001648,0.10416857153177261,-0.04522654041647911,0.33128008246421814,0.2442343533039093,0.12195395678281784,0.21604827046394348,0.23135341703891754,0.21985803544521332,0.23590685427188873,0.28782835602760315,0.9999999403953552,0.1747829020023346,0.1571006178855896
players,0.21080905199050903,0.23541630804538727,0.215696319937706,0.12186624109745026,0.20305874943733215,0.2647981345653534,0.2692553400993347,0.21327023208141327,-0.03985470533370972,0.18008354306221008,0.3009685277938843,0.12114077061414719,0.24008668959140778,0.21334654092788696,0.24277617037296295,0.2317928969860077,0.24393494427204132,0.1747829020023346,1.0,0.15925642848014832
(,0.2411840260028839,0.18979617953300476,0.19355924427509308,0.16570471227169037,0.35032153129577637,0.33289089798927307,0.17553061246871948,0.15949074923992157,0.03192463144659996,0.26369622349739075,0.3357032239437103,0.1924784928560257,0.1953553557395935,0.6363511681556702,0.2279975414276123,0.12834738194942474,0.4862271547317505,0.1559925377368927,0.16783088445663452,0.40561532974243164
such,0.23989605903625488,0.24497397243976593,0.13960908353328705,0.35278838872909546,0.3209529519081116,0.3575236201286316,0.17330904304981232,0.14886315166950226,0.027680542320013046,0.16526763141155243,0.36098620295524597,0.22375942766666412,0.10708106309175491,0.39626169204711914,0.6118295192718506,0.14873100817203522,0.44540345668792725,0.18278858065605164,0.19828595221042633,0.17851735651493073
as,0.31749409437179565,0.3596470057964325,0.21606822311878204,0.29995355010032654,0.3886612355709076,0.48381632566452026,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.19535446166992188,0.44774648547172546,0.31874480843544006,0.13478536903858185,0.48816442489624023,0.4293700158596039,0.12381249666213989,0.49487000703811646,0.19105610251426697,0.16888724267482758,0.27043893933296204
chromecast,0.2735980749130249,0.22931206226348877,0.3412242829799652,0.219501793384552,0.21060486137866974,0.2610761523246765,0.2938871383666992,0.31481119990348816,0.016289925202727318,0.3734864592552185,0.2710714340209961,0.25532907247543335,0.2340390980243683,0.2844126224517822,0.25133487582206726,0.22572696208953857,0.23003193736076355,0.22867092490196228,0.2496720403432846,0.27047401666641235
and,0.31309178471565247,0.34479495882987976,0.2054297775030136,0.32960009574890137,0.5116966962814331,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.22526025772094727,0.5064792633056641,0.3841775357723236,0.13574272394180298,0.6633074283599854,0.5337774157524109,0.14380386471748352,1.0,0.28782835602760315,0.24393494427204132,0.20544172823429108
roku,0.1734328269958496,0.11885769665241241,0.17769664525985718,0.07278002798557281,0.18679094314575195,0.2534857392311096,0.1870434433221817,0.12262497842311859,-0.03208364173769951,0.16065312922000885,0.14115235209465027,0.1167665347456932,0.12235448509454727,0.10704163461923599,0.08499905467033386,0.0946274921298027,0.10273832082748413,0.09610962867736816,0.14291058480739594,0.15246115624904633
),0.26259949803352356,0.18584993481636047,0.1881893426179886,0.1700008660554886,0.3680361211299896,0.3456730246543884,0.1971341073513031,0.16361013054847717,-0.0024984623305499554,0.2233462631702423,0.3639558255672455,0.20629894733428955,0.19329166412353516,0.63033527135849,0.2398642599582672,0.1441851556301117,0.4961937665939331,0.1801380068063736,0.1562972515821457,0.42300865054130554
.,0.3567904531955719,0.35288307070732117,0.2350580096244812,0.23842981457710266,0.5352458953857422,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.2280997633934021,0.4726039469242096,0.3566088080406189,0.21623334288597107,0.6812511086463928,0.40663889050483704,0.2250644713640213,0.588965117931366,0.2313707321882248,0.21414920687675476,0.4130953550338745
