,what,did,priestley,name,the,gas,his,experiment,produced,?
clergyman,0.16081534326076508,0.20851480960845947,0.4946554899215698,0.12808917462825775,0.1879919320344925,0.0884111300110817,0.28152555227279663,0.20323646068572998,0.06001819670200348,0.12142539769411087
joseph,0.20494906604290009,0.19009922444820404,0.35218968987464905,0.19314265251159668,0.2251148819923401,0.1297583281993866,0.24828970432281494,0.13761654496192932,0.12820111215114594,0.08421234786510468
priestley,0.20325376093387604,0.2297242283821106,1.0000001192092896,0.13221149146556854,0.21773852407932281,0.26362451910972595,0.23296187818050385,0.20731225609779358,0.18469160795211792,0.13982412219047546
focused,0.2724583148956299,0.2558048367500305,0.18821020424365997,0.036341555416584015,0.2969476580619812,0.17419058084487915,0.26301270723342896,0.27303534746170044,0.19365321099758148,0.1578395515680313
sunlight,0.21599051356315613,0.1563466340303421,0.17058703303337097,0.051844481378793716,0.24547719955444336,0.3218323588371277,0.14228330552577972,0.2014525830745697,0.19245514273643494,0.17698515951633453
on,0.34226128458976746,0.2670976221561432,0.16624125838279724,0.17627742886543274,0.5107308030128479,0.14262238144874573,0.32064297795295715,0.21772995591163635,0.18712371587753296,0.2714994251728058
mercuric,0.1748024821281433,0.17944060266017914,0.3097771108150482,0.23983646929264069,0.3074982762336731,0.36602815985679626,0.20784695446491241,0.25887611508369446,0.24865910410881042,0.17186656594276428
oxide,0.1961873471736908,0.12213745713233948,0.2743090093135834,0.11583404988050461,0.12591426074504852,0.41569027304649353,0.15465611219406128,0.18283414840698242,0.1324545443058014,0.20583678781986237
(,0.2411840260028839,0.18979617953300476,0.21553921699523926,0.2706909477710724,0.33289089798927307,0.14316637814044952,0.16098198294639587,0.16391980648040771,0.15091001987457275,0.40561532974243164
hgo,0.2159062772989273,0.07081476598978043,0.24862678349018097,0.28670769929885864,0.30593323707580566,0.14879757165908813,0.1794607937335968,0.16043664515018463,0.23001627624034882,0.19563528895378113
),0.26259949803352356,0.18584993481636047,0.22483599185943604,0.2638341188430786,0.3456730246543884,0.14129622280597687,0.18606403470039368,0.14680057764053345,0.15463140606880188,0.42300865054130554
inside,0.2567365765571594,0.1754753291606903,0.11935155838727951,0.19591635465621948,0.35313180088996887,0.26350149512290955,0.11332204192876816,0.1761125773191452,0.21336762607097626,0.14505037665367126
a,0.3320399522781372,0.2552328109741211,0.22067803144454956,0.26421117782592773,0.5829201340675354,0.26485589146614075,0.3497250974178314,0.22814621031284332,0.21993228793144226,0.23916715383529663
glass,0.13572539389133453,0.16013789176940918,0.254438191652298,0.1421467661857605,0.20646950602531433,0.26931533217430115,0.21793566644191742,0.2073366940021515,0.21591876447200775,0.1252557635307312
tube,0.19240084290504456,0.1256694346666336,0.2402902990579605,0.16038507223129272,0.222691148519516,0.2959982454776764,0.10486367344856262,0.27763938903808594,0.15788131952285767,0.13631722331047058
",",0.3087472915649414,0.3015086054801941,0.31705740094184875,0.28145334124565125,0.4933079481124878,0.22298859059810638,0.3378419280052185,0.19933569431304932,0.22260788083076477,0.31091248989105225
which,0.5261979103088379,0.2750149369239807,0.1921611726284027,0.2972666025161743,0.6521818041801453,0.268431156873703,0.32283493876457214,0.26624324917793274,0.36149924993515015,0.25814583897590637
liberated,0.18041864037513733,0.19784554839134216,0.13186605274677277,0.14421316981315613,0.2949730455875397,0.1970139443874359,0.26941725611686707,0.11962918192148209,0.2193790227174759,0.1415107548236847
a,0.3320399522781372,0.2552328109741211,0.22067803144454956,0.26421117782592773,0.5829201340675354,0.26485589146614075,0.3497250974178314,0.22814621031284332,0.21993228793144226,0.23916715383529663
gas,0.20887799561023712,0.14743757247924805,0.26362451910972595,0.10167858749628067,0.2339978665113449,0.9999999403953552,0.16530585289001465,0.1838647872209549,0.1631041318178177,0.1582372784614563
he,0.3114890456199646,0.3292143940925598,0.266123503446579,0.16665782034397125,0.4571082592010498,0.1832944005727768,0.7171558737754822,0.21155096590518951,0.09994243830442429,0.2089974731206894
named,0.1525408923625946,0.1507878601551056,0.16053922474384308,0.44205352663993835,0.3521348536014557,0.07071336358785629,0.19388648867607117,0.1278945356607437,0.17367498576641083,0.1297498345375061
``,0.008517155423760414,-0.029888948425650597,0.047525160014629364,0.1001104861497879,0.029072100296616554,0.033798154443502426,0.008275155909359455,-0.020184343680739403,-0.12914173305034637,0.0685480609536171
dephlogisticated,0.3631604015827179,0.27858707308769226,0.2309311181306839,0.16761809587478638,0.332061231136322,0.2501709759235382,0.24635547399520874,0.323953777551651,0.2605852484703064,0.26290395855903625
air,0.10361403971910477,0.12297173589468002,0.1520727127790451,0.06703422218561172,0.2877824306488037,0.3478984236717224,0.16059604287147522,0.18702659010887146,0.18856793642044067,0.1491677612066269
'',0.08143015950918198,0.01978493109345436,-0.0494694858789444,0.003883055876940489,0.041273195296525955,0.05630357563495636,0.016508836299180984,0.03168946132063866,0.04142039641737938,0.018684765323996544
.,0.3567904531955719,0.35288307070732117,0.24535804986953735,0.24737101793289185,0.5934505462646484,0.24812045693397522,0.3119256794452667,0.23954947292804718,0.2634154260158539,0.4130953550338745
