,when,did,setanta,sports,say,it,would,launch,as,a,subscription,service,?
a,0.44397395849227905,0.2552328109741211,0.24850638210773468,0.1933065801858902,0.3464781641960144,0.5452592968940735,0.398599237203598,0.19873975217342377,0.39550232887268066,1.0,0.27930477261543274,0.23104366660118103,0.23916715383529663
subscription,0.1699812412261963,0.19841161370277405,0.2551872134208679,0.1614868938922882,0.18693649768829346,0.267913281917572,0.2673559784889221,0.32418742775917053,0.18730632960796356,0.27930477261543274,1.0,0.41345542669296265,0.22697269916534424
service,0.23540960252285004,0.14130860567092896,0.1315636783838272,0.19060836732387543,0.13209983706474304,0.22391626238822937,0.20397862792015076,0.28502675890922546,0.21829554438591003,0.23104366660118103,0.41345542669296265,0.9999998807907104,0.1676298975944519
on,0.37706470489501953,0.2670976221561432,0.14464156329631805,0.16391423344612122,0.2754344344139099,0.4529881477355957,0.35589995980262756,0.2868025302886963,0.36047765612602234,0.3848365545272827,0.2746742367744446,0.21384719014167786,0.2714994251728058
the,0.5091903209686279,0.34736719727516174,0.23956644535064697,0.20313861966133118,0.3200206458568573,0.6251175999641418,0.4133751392364502,0.2628649175167084,0.48381632566452026,0.5829201340675354,0.26760369539260864,0.22661015391349792,0.22068053483963013
digital,0.11012646555900574,0.10377924144268036,0.1481228470802307,0.14077484607696533,0.08869828283786774,0.13123244047164917,0.128029927611351,0.2516619861125946,0.14300262928009033,0.19387772679328918,0.3110823333263397,0.2400941252708435,0.12982943654060364
terrestrial,0.1570604294538498,0.08567497134208679,0.14795686304569244,0.1516581028699875,0.1691441386938095,0.2566118538379669,0.15366683900356293,0.21973487734794617,0.1771073043346405,0.18862205743789673,0.28497976064682007,0.20304758846759796,0.09166651964187622
platform,0.14008134603500366,0.10859179496765137,0.18449817597866058,0.2053561508655548,0.13212233781814575,0.23571011424064636,0.20553062856197357,0.25985661149024963,0.17198772728443146,0.2319352924823761,0.22211822867393494,0.2683587670326233,0.12602278590202332
",",0.36674630641937256,0.3015086054801941,0.3244000971317291,0.2693314254283905,0.35129812359809875,0.48329564929008484,0.32586824893951416,0.19433410465717316,0.48816442489624023,0.427140474319458,0.252554714679718,0.2389259785413742,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.2635173201560974,0.2629663348197937,0.3314565122127533,0.40957894921302795,0.34921059012413025,0.18879936635494232,0.49487000703811646,0.3739250600337982,0.17433135211467743,0.24532052874565125,0.20544172823429108
on,0.37706470489501953,0.2670976221561432,0.14464156329631805,0.16391423344612122,0.2754344344139099,0.4529881477355957,0.35589995980262756,0.2868025302886963,0.36047765612602234,0.3848365545272827,0.2746742367744446,0.21384719014167786,0.2714994251728058
the,0.5091903209686279,0.34736719727516174,0.23956644535064697,0.20313861966133118,0.3200206458568573,0.6251175999641418,0.4133751392364502,0.2628649175167084,0.48381632566452026,0.5829201340675354,0.26760369539260864,0.22661015391349792,0.22068053483963013
same,0.37020012736320496,0.3097444474697113,0.21702735126018524,0.15461626648902893,0.37754026055336,0.3616943955421448,0.34768232703208923,0.18447747826576233,0.3727807104587555,0.4048157036304474,0.2260475903749466,0.1561957150697708,0.22649677097797394
day,0.30730122327804565,0.20275387167930603,0.15802788734436035,0.17055383324623108,0.24981868267059326,0.2486180067062378,0.2307528257369995,0.2513629198074341,0.23300392925739288,0.18630309402942657,0.21132847666740417,0.22015322744846344,0.2141837179660797
that,0.5860282182693481,0.47518548369407654,0.21167609095573425,0.18669648468494415,0.5852095484733582,0.5921133160591125,0.5895259380340576,0.23042123019695282,0.4735107421875,0.47537946701049805,0.2499164193868637,0.24765339493751526,0.32716336846351624
ntl,0.19841384887695312,0.16293004155158997,0.22223368287086487,0.19811417162418365,0.17905078828334808,0.27703362703323364,0.2076827585697174,0.276229590177536,0.20952725410461426,0.20805083215236664,0.31597477197647095,0.3089490532875061,0.31824302673339844
's,-0.03368149697780609,0.05069678649306297,0.04489641264081001,0.038657430559396744,0.02346254698932171,0.06608816236257553,0.036968596279621124,0.01992534101009369,-0.05775856226682663,0.04866964742541313,0.08943908661603928,0.017307469621300697,-0.023395681753754616
services,0.22728264331817627,0.14472568035125732,0.16095121204853058,0.20325811207294464,0.14278428256511688,0.22879035770893097,0.2584582567214966,0.25271880626678467,0.2673030495643616,0.24030502140522003,0.3946246802806854,0.7696225047111511,0.1328447163105011
re-branded,0.19849564135074615,0.2634012997150421,0.2626742720603943,0.21516862511634827,0.204933300614357,0.21343937516212463,0.3324110805988312,0.32882770895957947,0.2624415159225464,0.2106315791606903,0.25325989723205566,0.18631936609745026,0.16268296539783478
as,0.4437963366508484,0.3596470057964325,0.18761669099330902,0.1638442724943161,0.3316376805305481,0.4461488723754883,0.3824005722999573,0.1635143756866455,1.0,0.39550232887268066,0.18730632960796356,0.21829554438591003,0.27043893933296204
virgin,0.1450301557779312,0.14743593335151672,0.22124308347702026,0.13220985233783722,0.19479940831661224,0.16555088758468628,0.1641126126050949,0.22398018836975098,0.12715885043144226,0.16995084285736084,0.14911246299743652,0.20203861594200134,0.11987020075321198
media,0.13395696878433228,0.1758316457271576,0.19976617395877838,0.2744218111038208,0.1733977347612381,0.19141267240047455,0.1672263890504837,0.22827452421188354,0.19105610251426697,0.21000106632709503,0.2514587342739105,0.1837986707687378,0.1571006178855896
.,0.475719153881073,0.35288307070732117,0.28406819701194763,0.25474128127098083,0.33481550216674805,0.5593622326850891,0.35067233443260193,0.20541822910308838,0.515582263469696,0.50484299659729,0.27391132712364197,0.2115515172481537,0.4130953550338745
