,when,did,bskyb,discontinue,the,sky+,box,?
the,0.5091903209686279,0.34736719727516174,0.20915858447551727,0.2229709029197693,1.0,0.2895233631134033,0.25871407985687256,0.22068053483963013
functions,0.24153868854045868,0.18008622527122498,0.203626349568367,0.24413447082042694,0.2567043900489807,0.07684299349784851,0.2182435393333435,0.13745930790901184
of,0.3757161796092987,0.2513895630836487,0.16413870453834534,0.13801102340221405,0.733189046382904,0.1877743899822235,0.10286273062229156,0.1826142966747284
sky+,0.20370323956012726,0.14635847508907318,0.41069135069847107,0.20817887783050537,0.2895233631134033,0.9999999403953552,0.2263634353876114,0.13872939348220825
.,0.475719153881073,0.35288307070732117,0.2844841778278351,0.2439584881067276,0.5934505462646484,0.2805819511413574,0.2770261764526367,0.4130953550338745
,when,did,bskyb,discontinue,the,sky+,box,?
customers,0.18469516932964325,0.2711557447910309,0.16798615455627441,0.4041173458099365,0.18648205697536469,0.23690320551395416,0.20580913126468658,0.203953355550766
that,0.5860282182693481,0.47518548369407654,0.13467830419540405,0.3522748053073883,0.5473989248275757,0.20177006721496582,0.24640075862407684,0.32716336846351624
do,0.28572237491607666,0.5246143937110901,0.1551859825849533,0.2720422148704529,0.30239659547805786,0.08943720161914825,0.1447449028491974,0.4093979299068451
not,0.4799930453300476,0.6481515765190125,0.1742992103099823,0.3223138749599457,0.4310511648654938,0.09635140746831894,0.2287951409816742,0.41942933201789856
subscribe,0.1821548491716385,0.1844041347503662,0.2751874625682831,0.3217703700065613,0.22791576385498047,0.134497731924057,0.23103325068950653,0.3082660734653473
to,0.5423505902290344,0.4452643394470215,0.16040074825286865,0.32873770594596863,0.535392165184021,0.1998964548110962,0.2480730414390564,0.29463258385658264
bskyb,0.14459176361560822,0.15346096456050873,1.0000001192092896,0.1924598515033722,0.20915858447551727,0.41069135069847107,0.20598848164081573,0.2979319989681244
's,-0.03368149697780609,0.05069678649306297,0.046084970235824585,0.043799106031656265,-0.01540423184633255,0.03897964954376221,0.07951416075229645,-0.023395681753754616
channels,0.1946161538362503,0.0628243163228035,0.1449941098690033,0.23279055953025818,0.27277594804763794,0.19566278159618378,0.2039882093667984,0.19657258689403534
can,0.39191514253616333,0.32383522391319275,0.1512226015329361,0.25206896662712097,0.312528520822525,0.18626058101654053,0.1892959177494049,0.3226337134838104
still,0.4688006639480591,0.38309040665626526,0.1479402780532837,0.3904409110546112,0.40142056345939636,0.20070825517177582,0.18954701721668243,0.3039587736129761
pay,0.22002696990966797,0.29416757822036743,0.18132349848747253,0.3020613491535187,0.1903611719608307,0.17422491312026978,0.1795957237482071,0.19821009039878845
a,0.44397395849227905,0.2552328109741211,0.21951700747013092,0.21880801022052765,0.5829201340675354,0.2107129544019699,0.3003762364387512,0.23916715383529663
monthly,0.20008553564548492,0.12010274082422256,0.19128552079200745,0.19557811319828033,0.21759526431560516,0.06615306437015533,0.18312108516693115,0.19385789334774017
fee,0.1574215590953827,0.20373758673667908,0.19436532258987427,0.24666069447994232,0.17181991040706635,0.14440622925758362,0.14625459909439087,0.13206739723682404
to,0.5423505902290344,0.4452643394470215,0.16040074825286865,0.32873770594596863,0.535392165184021,0.1998964548110962,0.2480730414390564,0.29463258385658264
enable,0.2560608685016632,0.18457524478435516,0.1954313963651657,0.35337045788764954,0.284074991941452,0.16435027122497559,0.2805262804031372,0.2741726338863373
sky+,0.20370323956012726,0.14635847508907318,0.41069135069847107,0.20817887783050537,0.2895233631134033,0.9999999403953552,0.2263634353876114,0.13872939348220825
functions,0.24153868854045868,0.18008622527122498,0.203626349568367,0.24413447082042694,0.2567043900489807,0.07684299349784851,0.2182435393333435,0.13745930790901184
.,0.475719153881073,0.35288307070732117,0.2844841778278351,0.2439584881067276,0.5934505462646484,0.2805819511413574,0.2770261764526367,0.4130953550338745
,when,did,bskyb,discontinue,the,sky+,box,?
in,0.4431333839893341,0.2593238651752472,0.22606848180294037,0.188864603638649,0.6662389636039734,0.28942257165908813,0.26241418719291687,0.20430970191955566
february,0.2621206045150757,0.25426602363586426,0.2539891302585602,0.15096372365951538,0.26483774185180664,0.19173209369182587,0.1636120080947876,0.29594847559928894
2011,0.07140792906284332,-0.03760814294219017,-0.1956479847431183,0.03602215647697449,0.07811610400676727,-0.03567082807421684,-0.03285627067089081,0.005212190095335245
bskyb,0.14459176361560822,0.15346096456050873,1.0000001192092896,0.1924598515033722,0.20915858447551727,0.41069135069847107,0.20598848164081573,0.2979319989681244
discontinued,0.20547710359096527,0.33745869994163513,0.22470559179782867,0.8807626962661743,0.23268692195415497,0.22427032887935638,0.19026529788970947,0.16722558438777924
the,0.5091903209686279,0.34736719727516174,0.20915858447551727,0.2229709029197693,1.0,0.2895233631134033,0.25871407985687256,0.22068053483963013
non-hd,0.14731264114379883,0.17592637240886688,0.365978866815567,0.15431663393974304,0.16980867087841034,0.12532466650009155,0.14655598998069763,0.2393365502357483
variant,0.16177695989608765,0.1219402402639389,0.31605687737464905,0.2624446749687195,0.13544104993343353,0.14038529992103577,0.16948248445987701,0.17448770999908447
of,0.3757161796092987,0.2513895630836487,0.16413870453834534,0.13801102340221405,0.733189046382904,0.1877743899822235,0.10286273062229156,0.1826142966747284
its,0.34032323956489563,0.19922670722007751,0.16232934594154358,0.22421254217624664,0.559237003326416,0.1961018592119217,0.19516241550445557,0.15103481709957123
multiroom,0.24043235182762146,0.22982271015644073,0.341048926115036,0.28174909949302673,0.2565760910511017,0.42401835322380066,0.24369889497756958,0.14623306691646576
box,0.22172194719314575,0.25655797123908997,0.20598848164081573,0.17906862497329712,0.25871407985687256,0.2263634353876114,0.9999999403953552,0.21736569702625275
",",0.36674630641937256,0.3015086054801941,0.2852807641029358,0.2580471336841583,0.4933079481124878,0.2501707673072815,0.2052105814218521,0.31091248989105225
offering,0.21823038160800934,0.27247557044029236,0.16237151622772217,0.3270457684993744,0.2296384871006012,0.22191408276557922,0.2287069410085678,0.15441901981830597
a,0.44397395849227905,0.2552328109741211,0.21951700747013092,0.21880801022052765,0.5829201340675354,0.2107129544019699,0.3003762364387512,0.23916715383529663
smaller,0.27156612277030945,0.17010630667209625,0.16793344914913177,0.16165418922901154,0.3588939607143402,0.14082130789756775,0.1979631930589676,0.17881669104099274
version,0.20694629848003387,0.21677692234516144,0.2267005890607834,0.3082241117954254,0.27268242835998535,0.21051627397537231,0.2360043078660965,0.2573966085910797
of,0.3757161796092987,0.2513895630836487,0.16413870453834534,0.13801102340221405,0.733189046382904,0.1877743899822235,0.10286273062229156,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.20915858447551727,0.2229709029197693,1.0,0.2895233631134033,0.25871407985687256,0.22068053483963013
skyhd,0.24630890786647797,0.1676820069551468,0.44476571679115295,0.256667822599411,0.33522823452949524,0.9548187255859375,0.2590133845806122,0.19564813375473022
box,0.22172194719314575,0.25655797123908997,0.20598848164081573,0.17906862497329712,0.25871407985687256,0.2263634353876114,0.9999999403953552,0.21736569702625275
without,0.4284721314907074,0.3172723054885864,0.1360713541507721,0.2369135469198227,0.3270869255065918,0.08845999836921692,0.13102510571479797,0.2928665280342102
sky+,0.20370323956012726,0.14635847508907318,0.41069135069847107,0.20817887783050537,0.2895233631134033,0.9999999403953552,0.2263634353876114,0.13872939348220825
functionality,0.19845087826251984,0.19940507411956787,0.2492855191230774,0.3104662597179413,0.22399400174617767,0.11592332273721695,0.27744221687316895,0.2694982588291168
.,0.475719153881073,0.35288307070732117,0.2844841778278351,0.2439584881067276,0.5934505462646484,0.2805819511413574,0.2770261764526367,0.4130953550338745
