,what,does,the,secret,history,say,genghis,khan,was,doing,when,he,sustained,his,mortal,injuries,?
fell,0.1721644401550293,0.1272859126329422,0.2598440647125244,0.1406077891588211,0.12695524096488953,0.2209688425064087,0.2781490981578827,0.1570749580860138,0.38681042194366455,0.1880098134279251,0.25296807289123535,0.28772231936454773,0.4078640341758728,0.3207376003265381,0.2947565019130707,0.3583304286003113,0.13107693195343018
from,0.2737620174884796,0.1777622550725937,0.40150508284568787,0.17632733285427094,0.23008158802986145,0.2877751290798187,0.19071364402770996,0.10581372678279877,0.31171464920043945,0.22320200502872467,0.405669629573822,0.3314535319805145,0.20443162322044373,0.3195365369319916,0.18426504731178284,0.23482003808021545,0.19969791173934937
his,0.26976513862609863,0.20403875410556793,0.4394008219242096,0.2219962477684021,0.264125794172287,0.21501833200454712,0.3744826912879944,0.26570460200309753,0.4405253231525421,0.2957729995250702,0.37120407819747925,0.7171558737754822,0.16124983131885529,0.9999998807907104,0.3022441565990448,0.3185986876487732,0.18075084686279297
horse,0.1751573532819748,0.12125030905008316,0.2520756125450134,0.229904904961586,0.16146911680698395,0.17451299726963043,0.24717329442501068,0.11797225475311279,0.24992820620536804,0.21248283982276917,0.20757950842380524,0.234786257147789,0.1892063021659851,0.23897436261177063,0.2352885901927948,0.22523532807826996,0.1128525659441948
while,0.35511791706085205,0.3243313729763031,0.39804592728614807,0.1439206302165985,0.2235724776983261,0.33566465973854065,0.17087101936340332,0.16199307143688202,0.3253832161426544,0.425186425447464,0.548916757106781,0.3526706397533417,0.30966681241989136,0.39785656332969666,0.22605310380458832,0.23147229850292206,0.21076419949531555
hunting,0.21647632122039795,0.1449282169342041,0.2975936233997345,0.2006470113992691,0.1674497127532959,0.16690517961978912,0.22685007750988007,0.10983388870954514,0.19714424014091492,0.29948320984840393,0.2690045237541199,0.2640761733055115,0.19861119985580444,0.2976457476615906,0.208407923579216,0.22862328588962555,0.1138605922460556
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.20960891246795654,0.23541007936000824,0.3314565122127533,0.26551535725593567,0.22885166108608246,0.3740963041782379,0.31533369421958923,0.4716290831565857,0.45427167415618896,0.30431288480758667,0.4234102666378021,0.18834994733333588,0.26974546909332275,0.20544172823429108
died,0.11138711869716644,0.09470275044441223,0.18710990250110626,0.09313059598207474,0.15921032428741455,0.1767750233411789,0.28730252385139465,0.1835235059261322,0.4570699632167816,0.11493803560733795,0.20204433798789978,0.39118778705596924,0.2350427806377411,0.38025936484336853,0.2586369514465332,0.4027538001537323,0.15254227817058563
because,0.46729007363319397,0.4424310624599457,0.44596394896507263,0.2440294325351715,0.21103988587856293,0.5344069004058838,0.192069411277771,0.14214344322681427,0.3841400742530823,0.43942683935165405,0.6114379167556763,0.3656739592552185,0.20231620967388153,0.31541815400123596,0.17817647755146027,0.23689912259578705,0.2528740465641022
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.17003418505191803,0.31014925241470337,0.30290520191192627,0.2938849925994873,0.17124508321285248,0.4069072902202606,0.25269845128059387,0.3757161796092987,0.38706058263778687,0.25234076380729675,0.38364991545677185,0.2270711213350296,0.23467452824115753,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,1.0,0.23541073501110077,0.33215048909187317,0.3200206458568573,0.3448939025402069,0.21067845821380615,0.48711544275283813,0.29305580258369446,0.5091903209686279,0.4571082592010498,0.2170950025320053,0.4394008219242096,0.25879231095314026,0.20518366992473602,0.22068053483963013
injury,0.2131611406803131,0.17109842598438263,0.22097580134868622,0.08824702352285385,0.06060757115483284,0.12899643182754517,0.14175115525722504,0.14384613931179047,0.21684524416923523,0.3032054305076599,0.28201207518577576,0.2709987163543701,0.40298396348953247,0.3168439567089081,0.22414422035217285,0.7515625953674316,0.1309780478477478
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.25202471017837524,0.30310705304145813,0.33481550216674805,0.25373268127441406,0.19819748401641846,0.40146201848983765,0.3253456652164459,0.475719153881073,0.38061028718948364,0.22234973311424255,0.3119256794452667,0.212650328874588,0.22185254096984863,0.4130953550338745
