,who,is,the,english,translator,of,this,hymn,?
catholic,0.2637768089771271,0.19233417510986328,0.26391419768333435,0.22562259435653687,0.2362176924943924,0.3452084958553314,0.23315472900867462,0.29464513063430786,0.16609853506088257
church,0.19418756663799286,0.203276589512825,0.23846197128295898,0.18600057065486908,0.17387738823890686,0.3079429268836975,0.18826861679553986,0.35886234045028687,0.18081501126289368
for,0.37110671401023865,0.43268078565597534,0.4739971458911896,0.2594873905181885,0.19946995377540588,0.4185989499092102,0.5082864165306091,0.1612643152475357,0.264628142118454
lutheran,0.20221543312072754,0.1802605539560318,0.20315466821193695,0.1712881326675415,0.24823281168937683,0.2628459632396698,0.151315376162529,0.3037897050380707,0.1752520203590393
views,0.233521968126297,0.1585468053817749,0.23137402534484863,0.17035888135433197,0.17765970528125763,0.1923438459634781,0.28715986013412476,0.16827470064163208,0.19388815760612488
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.3339248597621918,0.3141685426235199,0.4946078956127167,0.4316047728061676,0.22048476338386536,0.31091248989105225
prompting,0.15514490008354187,0.12345580011606216,0.2722083330154419,0.12153419852256775,0.15738388895988464,0.22003328800201416,0.26591241359710693,0.08514757454395294,0.1389094889163971
luther,0.21013082563877106,0.08282390236854553,0.1759674996137619,0.16135354340076447,0.15376271307468414,0.1719115972518921,0.17328955233097076,0.24335725605487823,0.1732746809720993
to,0.42656609416007996,0.42745086550712585,0.535392165184021,0.21984367072582245,0.11948500573635101,0.41548454761505127,0.5759071707725525,0.1294938325881958,0.29463258385658264
write,0.3035011887550354,0.23610058426856995,0.23380951583385468,0.30182138085365295,0.3452066481113434,0.2147456258535385,0.3430570960044861,0.3005315959453583,0.3189060389995575
the,0.3733934462070465,0.5823672413825989,1.0,0.23982001841068268,0.17395974695682526,0.733189046382904,0.6274310946464539,0.22713270783424377,0.22068053483963013
hymn,0.1901199370622635,0.12444980442523956,0.22713270783424377,0.21598201990127563,0.23103122413158417,0.27317509055137634,0.16291919350624084,0.9999999403953552,0.15131041407585144
``,0.02397952415049076,0.058766357600688934,0.029072100296616554,0.03079455904662609,0.03460836783051491,0.06780257821083069,0.09380315989255905,0.10007781535387039,0.0685480609536171
ein,0.15011993050575256,0.16644345223903656,0.1496526598930359,0.15406093001365662,0.2600705623626709,0.1357971876859665,0.178416907787323,0.18883740901947021,0.19649122655391693
neues,0.1682189702987671,0.13913924992084503,0.26944249868392944,0.12146539241075516,0.2207575887441635,0.25096243619918823,0.15925924479961395,0.23480938374996185,0.1800583302974701
lied,0.24936184287071228,0.09925306588411331,0.18987156450748444,0.1622891128063202,0.1695367693901062,0.17929846048355103,0.1663292795419693,0.3275722861289978,0.21382153034210205
wir,0.10417666286230087,0.1584332436323166,0.15802772343158722,0.13464994728565216,0.26397448778152466,0.06055065989494324,0.13105976581573486,0.13019216060638428,0.07741018384695053
heben,0.24625946581363678,0.23044756054878235,0.2968805730342865,0.21890631318092346,0.31253287196159363,0.27078747749328613,0.19822917878627777,0.3192800283432007,0.15229463577270508
an,0.2848317325115204,0.4654068350791931,0.4207492768764496,0.21771825850009918,0.21789510548114777,0.32280945777893066,0.41881775856018066,0.1355760246515274,0.19793890416622162
'',0.024401003494858742,0.0793738141655922,0.041273195296525955,0.058639850467443466,0.03649384528398514,0.13035868108272552,0.015337302349507809,-0.056234996765851974,0.018684765323996544
(,0.2443375140428543,0.35393038392066956,0.33289089798927307,0.3194602429866791,0.29411205649375916,0.35032153129577637,0.3388223350048065,0.13691121339797974,0.40561532974243164
``,0.02397952415049076,0.058766357600688934,0.029072100296616554,0.03079455904662609,0.03460836783051491,0.06780257821083069,0.09380315989255905,0.10007781535387039,0.0685480609536171
a,0.36608949303627014,0.658733606338501,0.5829201340675354,0.21707510948181152,0.2121020257472992,0.5052502155303955,0.5422310829162598,0.1312560737133026,0.23916715383529663
new,0.2378052920103073,0.2208656519651413,0.3845241069793701,0.22452884912490845,0.13365314900875092,0.343457967042923,0.3234144449234009,0.14954769611358643,0.14782847464084625
song,0.22163687646389008,0.21359416842460632,0.300855815410614,0.21005721390247345,0.20181068778038025,0.18425366282463074,0.2724265456199646,0.3946973383426666,0.20782215893268585
we,0.3228752911090851,0.2876903712749481,0.3206169009208679,0.29083260893821716,0.15329191088676453,0.2769293785095215,0.4555104374885559,0.17415651679039001,0.535264790058136
raise,0.2390180230140686,0.21629464626312256,0.2657596468925476,0.06570443511009216,0.023606212809681892,0.2562425136566162,0.24984678626060486,0.18105675280094147,0.13340649008750916
'',0.024401003494858742,0.0793738141655922,0.041273195296525955,0.058639850467443466,0.03649384528398514,0.13035868108272552,0.015337302349507809,-0.056234996765851974,0.018684765323996544
),0.2457384318113327,0.37732169032096863,0.3456730246543884,0.32298287749290466,0.3157835304737091,0.3680361211299896,0.3621573746204376,0.15801535546779633,0.42300865054130554
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.3339248597621918,0.3141685426235199,0.4946078956127167,0.4316047728061676,0.22048476338386536,0.31091248989105225
which,0.3688730001449585,0.4457404911518097,0.6521818041801453,0.19168700277805328,0.11993362009525299,0.5011631846427917,0.6719430088996887,0.23427073657512665,0.25814583897590637
is,0.24293622374534607,1.0,0.5823672413825989,0.24613474309444427,0.18902017176151276,0.4854315221309662,0.480927973985672,0.12444980442523956,0.22961433231830597
generally,0.3352776765823364,0.4094115197658539,0.41466525197029114,0.24627932906150818,0.08389898389577866,0.3127037584781647,0.47159460186958313,0.059503525495529175,0.23411904275417328
known,0.24757125973701477,0.41921812295913696,0.3624623417854309,0.19519339501857758,0.20584222674369812,0.35814476013183594,0.24229489266872406,0.19287483394145966,0.18314571678638458
in,0.2792111933231354,0.5394441485404968,0.6662389636039734,0.19623121619224548,0.1831309199333191,0.5696388483047485,0.45205554366111755,0.15935353934764862,0.20430970191955566
english,0.33983519673347473,0.24613474309444427,0.23982001841068268,0.9999999403953552,0.42978131771087646,0.17198967933654785,0.2799903452396393,0.21598201990127563,0.23251567780971527
by,0.39727845788002014,0.3899846076965332,0.4408751428127289,0.20002366602420807,0.18025454878807068,0.3646814823150635,0.38438332080841064,0.1872738152742386,0.17966607213020325
john,0.30388808250427246,0.16449548304080963,0.2230520099401474,0.2619529068470001,0.1634170264005661,0.2407056987285614,0.1772448569536209,0.20239076018333435,0.13162356615066528
c.,0.04752575606107712,-0.12003367394208908,-0.23451577126979828,-0.14190776646137238,-0.05136796832084656,-0.18015630543231964,-0.09457206726074219,-0.17433805763721466,0.019047532230615616
messenger,0.30123236775398254,0.1832779347896576,0.2849069833755493,0.04867386445403099,0.27604103088378906,0.19503262639045715,0.28059929609298706,0.23510219156742096,0.14740361273288727
's,0.05599616840481758,0.02396530658006668,-0.01540423184633255,0.04063878208398819,0.044438548386096954,-0.03817026689648628,0.02106832154095173,0.01253789383918047,-0.023395681753754616
translation,0.1680198311805725,0.24474994838237762,0.26402729749679565,0.3901817202568054,0.7230201959609985,0.18704865872859955,0.30652913451194763,0.27337250113487244,0.22574150562286377
by,0.39727845788002014,0.3899846076965332,0.4408751428127289,0.20002366602420807,0.18025454878807068,0.3646814823150635,0.38438332080841064,0.1872738152742386,0.17966607213020325
the,0.3733934462070465,0.5823672413825989,1.0,0.23982001841068268,0.17395974695682526,0.733189046382904,0.6274310946464539,0.22713270783424377,0.22068053483963013
title,0.18150031566619873,0.17983698844909668,0.27465343475341797,0.23430563509464264,0.2121400088071823,0.18969319760799408,0.2553126811981201,0.13303713500499725,0.34551161527633667
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.3409043252468109,0.2829202115535736,0.5116966962814331,0.42353692650794983,0.1816401183605194,0.20544172823429108
first,0.39065709710121155,0.30889374017715454,0.49448907375335693,0.23087243735790253,0.22887039184570312,0.3536086082458496,0.41690850257873535,0.20774662494659424,0.18701928853988647
line,0.1774713397026062,0.19879867136478424,0.29789501428604126,0.11366061121225357,0.08639609068632126,0.23765452206134796,0.2371007651090622,0.14981304109096527,0.16271452605724335
``,0.02397952415049076,0.058766357600688934,0.029072100296616554,0.03079455904662609,0.03460836783051491,0.06780257821083069,0.09380315989255905,0.10007781535387039,0.0685480609536171
flung,0.21154570579528809,0.22244060039520264,0.2535496950149536,0.15630292892456055,0.21617014706134796,0.2579619288444519,0.2660011351108551,0.19100147485733032,0.22495220601558685
to,0.42656609416007996,0.42745086550712585,0.535392165184021,0.21984367072582245,0.11948500573635101,0.41548454761505127,0.5759071707725525,0.1294938325881958,0.29463258385658264
the,0.3733934462070465,0.5823672413825989,1.0,0.23982001841068268,0.17395974695682526,0.733189046382904,0.6274310946464539,0.22713270783424377,0.22068053483963013
heedless,0.3529696762561798,0.21506495773792267,0.22303225100040436,0.22704824805259705,0.18650570511817932,0.2285589575767517,0.3621164560317993,0.2525259256362915,0.2773325443267822
winds,0.09098637849092484,0.2068391889333725,0.2427695244550705,0.09243874251842499,0.01526285707950592,0.21783238649368286,0.2100028693675995,0.11563247442245483,0.1398162990808487
'',0.024401003494858742,0.0793738141655922,0.041273195296525955,0.058639850467443466,0.03649384528398514,0.13035868108272552,0.015337302349507809,-0.056234996765851974,0.018684765323996544
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.3409043252468109,0.2829202115535736,0.5116966962814331,0.42353692650794983,0.1816401183605194,0.20544172823429108
sung,0.20364068448543549,0.18280397355556488,0.22431433200836182,0.22002924978733063,0.1893804520368576,0.2174706906080246,0.16258502006530762,0.4844520092010498,0.15781855583190918
to,0.42656609416007996,0.42745086550712585,0.535392165184021,0.21984367072582245,0.11948500573635101,0.41548454761505127,0.5759071707725525,0.1294938325881958,0.29463258385658264
the,0.3733934462070465,0.5823672413825989,1.0,0.23982001841068268,0.17395974695682526,0.733189046382904,0.6274310946464539,0.22713270783424377,0.22068053483963013
tune,0.2207166999578476,0.17619308829307556,0.22937244176864624,0.18966349959373474,0.14270974695682526,0.16878852248191833,0.19433817267417908,0.46293649077415466,0.19689199328422546
ibstone,0.25222060084342957,0.21595977246761322,0.32725298404693604,0.22403854131698608,0.20649605989456177,0.2954541742801666,0.23348186910152435,0.1797514408826828,0.1895511895418167
composed,0.13117516040802002,0.18838012218475342,0.21816956996917725,0.14108040928840637,0.1564451903104782,0.29509663581848145,0.17827185988426208,0.3454967141151428,0.0784355029463768
in,0.2792111933231354,0.5394441485404968,0.6662389636039734,0.19623121619224548,0.1831309199333191,0.5696388483047485,0.45205554366111755,0.15935353934764862,0.20430970191955566
1875,0.21079674363136292,0.0883140042424202,0.20612575113773346,0.03850652277469635,0.0967579185962677,0.20083793997764587,0.20320063829421997,0.1647188365459442,0.22339659929275513
by,0.39727845788002014,0.3899846076965332,0.4408751428127289,0.20002366602420807,0.18025454878807068,0.3646814823150635,0.38438332080841064,0.1872738152742386,0.17966607213020325
maria,0.20343798398971558,0.12217415869235992,0.15531538426876068,0.09562228620052338,0.151372492313385,0.2167290449142456,0.11987754702568054,0.25955337285995483,0.16458186507225037
c.,0.04752575606107712,-0.12003367394208908,-0.23451577126979828,-0.14190776646137238,-0.05136796832084656,-0.18015630543231964,-0.09457206726074219,-0.17433805763721466,0.019047532230615616
tiddeman,0.33446934819221497,0.18431180715560913,0.25957992672920227,0.2326059192419052,0.3683862090110779,0.20817820727825165,0.23014312982559204,0.21225284039974213,0.24509061872959137
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.2881386876106262,0.22412380576133728,0.5352458953857422,0.500583827495575,0.18054819107055664,0.4130953550338745
