,what,was,another,term,used,for,the,oil,crisis,?
",",0.3087472915649414,0.45456063747406006,0.3283841907978058,0.21599270403385162,0.3120402991771698,0.4464869201183319,0.4933079481124878,0.20043784379959106,0.18660308420658112,0.31091248989105225
with,0.2464839518070221,0.27411898970603943,0.359900563955307,0.18053050339221954,0.3047430217266083,0.39140474796295166,0.4223487675189972,0.14971643686294556,0.1819087564945221,0.2433311939239502
many,0.36131182312965393,0.260356068611145,0.33634573221206665,0.22119450569152832,0.38759201765060425,0.40972793102264404,0.4335206151008606,0.19348452985286713,0.22524181008338928,0.2124512493610382
short-,0.20977485179901123,0.1860104203224182,0.2635853886604309,0.2916308641433716,0.4175693392753601,0.3572228252887726,0.3555263876914978,0.1613202840089798,0.17273637652397156,0.18735942244529724
and,0.31309178471565247,0.3740963041782379,0.3214244842529297,0.22272127866744995,0.3150506615638733,0.5064792633056641,0.5171257257461548,0.19239190220832825,0.17489491403102875,0.20544172823429108
long-term,0.2285422384738922,0.26823827624320984,0.31243789196014404,0.532357931137085,0.3975737392902374,0.3234831392765045,0.3756130039691925,0.21452540159225464,0.239267036318779,0.2383396476507187
effects,0.22572848200798035,0.18203017115592957,0.21839624643325806,0.22398999333381653,0.30228206515312195,0.28118398785591125,0.25316479802131653,0.15926265716552734,0.19362035393714905,0.16749060153961182
on,0.34226128458976746,0.3909217119216919,0.2988088130950928,0.1491490602493286,0.24785758554935455,0.36199691891670227,0.5107308030128479,0.12803566455841064,0.14774295687675476,0.2714994251728058
global,0.21706031262874603,0.14278262853622437,0.1648682951927185,0.1448691040277481,0.16665159165859222,0.23740079998970032,0.17898012697696686,0.25509220361709595,0.2731403708457947,0.22985349595546722
politics,0.2674756944179535,0.2428772896528244,0.14071832597255707,0.26291975378990173,0.2003888189792633,0.22613118588924408,0.2115192860364914,0.20975548028945923,0.381899356842041,0.16389669477939606
and,0.31309178471565247,0.3740963041782379,0.3214244842529297,0.22272127866744995,0.3150506615638733,0.5064792633056641,0.5171257257461548,0.19239190220832825,0.17489491403102875,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,0.5019711852073669,0.2740369141101837,0.3718377649784088,0.4739971458911896,1.0,0.21849922835826874,0.263981431722641,0.22068053483963013
global,0.21706031262874603,0.14278262853622437,0.1648682951927185,0.1448691040277481,0.16665159165859222,0.23740079998970032,0.17898012697696686,0.25509220361709595,0.2731403708457947,0.22985349595546722
economy,0.21764783561229706,0.2389698028564453,0.15583229064941406,0.19749541580677032,0.18694181740283966,0.2269710749387741,0.24644890427589417,0.3649843633174896,0.36276310682296753,0.11486924439668655
.,0.3567904531955719,0.40146201848983765,0.3817248046398163,0.18456575274467468,0.33111312985420227,0.4726039469242096,0.5934505462646484,0.22117017209529877,0.15965543687343597,0.4130953550338745
