,what,percentage,of,seats,did,political,parties,identifying,as,islamist,win,in,the,egyptian,parliamentary,election,of,2011-2012,?
parties,0.21181418001651764,0.21341583132743835,0.2394237220287323,0.44733306765556335,0.20107270777225494,0.6070764660835266,1.0000001192092896,0.1573927253484726,0.212969109416008,0.36933308839797974,0.18663986027240753,0.21453756093978882,0.2535073459148407,0.08444783836603165,0.43011316657066345,0.4163273572921753,0.2394237220287323,0.09718498587608337,0.16949701309204102
identified,0.16489295661449432,0.14156292378902435,0.30219629406929016,0.05211551487445831,0.15355098247528076,0.17029954493045807,0.11618689447641373,0.6673137545585632,0.31918391585350037,0.16688530147075653,0.05960807204246521,0.1841590851545334,0.3162215054035187,0.12436382472515106,0.08443978428840637,0.12052911520004272,0.30219629406929016,-0.0421123206615448,0.18080152571201324
as,0.31749409437179565,0.19401364028453827,0.3886612355709076,0.14060357213020325,0.3596470057964325,0.21393902599811554,0.212969109416008,0.32428744435310364,1.0,0.17964394390583038,0.17371131479740143,0.3887844979763031,0.48381632566452026,0.21681414544582367,0.17422887682914734,0.21759408712387085,0.3886612355709076,0.12047071009874344,0.27043893933296204
``,0.008517155423760414,0.17982427775859833,0.06780257821083069,0.10256221145391464,-0.029888948425650597,0.13712286949157715,0.1245124489068985,0.11767679452896118,0.03910288214683533,0.13633528351783752,0.08500690013170242,0.04765888676047325,0.029072100296616554,0.1257593184709549,0.13432928919792175,0.07789095491170883,0.06780257821083069,-0.04745587334036827,0.0685480609536171
islamist,0.17762082815170288,0.14190588891506195,0.19512814283370972,0.22309660911560059,0.18690630793571472,0.45655131340026855,0.36933308839797974,0.14891669154167175,0.17964394390583038,1.0000001192092896,0.21053071320056915,0.19697563350200653,0.2459319531917572,0.38436397910118103,0.3600134551525116,0.2674066126346588,0.19512814283370972,-0.016836393624544144,0.14697067439556122
'',0.08143015950918198,-0.03317117318511009,0.13035868108272552,0.041654378175735474,0.01978493109345436,0.030319077894091606,-0.01729629375040531,0.0766439288854599,0.006628023460507393,-0.05892671272158623,0.027431504800915718,0.07432962208986282,0.041273195296525955,0.0030579217709600925,0.043146874755620956,0.018185412511229515,0.13035868108272552,0.019128436222672462,0.018684765323996544
(,0.2411840260028839,0.15512096881866455,0.35032153129577637,0.1434663087129593,0.18979617953300476,0.15074515342712402,0.15292030572891235,0.15273606777191162,0.32029855251312256,0.12686777114868164,0.21469834446907043,0.3087427020072937,0.33289089798927307,0.13678191602230072,0.1985132098197937,0.13001319766044617,0.35032153129577637,0.01689772680401802,0.40561532974243164
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.25880131125450134,0.34736719727516174,0.20477235317230225,0.2535073459148407,0.2894144356250763,0.48381632566452026,0.2459319531917572,0.28308698534965515,0.6662389636039734,1.0,0.22032245993614197,0.2708897888660431,0.22873377799987793,0.733189046382904,0.10129208862781525,0.22068053483963013
brotherhood,0.168807253241539,0.17800197005271912,0.2067413628101349,0.13797961175441742,0.1878286749124527,0.32157906889915466,0.296403706073761,0.19204667210578918,0.22813482582569122,0.427336186170578,0.22012142837047577,0.15295812487602234,0.2368839830160141,0.2675729990005493,0.29276174306869507,0.29520484805107117,0.2067413628101349,-0.011045565828680992,0.1117945984005928
's,0.02692362666130066,0.14816685020923615,-0.03817026689648628,0.06529513746500015,0.05069678649306297,0.04151610657572746,0.050334759056568146,-0.09051470458507538,-0.05775856226682663,0.00698884017765522,0.04981255531311035,-0.037580832839012146,-0.01540423184633255,0.05428663641214371,0.01051363442093134,-0.03984489291906357,-0.03817026689648628,-0.02897356078028679,-0.023395681753754616
freedom,0.21405836939811707,0.20790992677211761,0.26562249660491943,0.2574929893016815,0.21706336736679077,0.3992732763290405,0.31326210498809814,0.14856570959091187,0.1729598343372345,0.34311240911483765,0.22098077833652496,0.18632450699806213,0.24307598173618317,0.13899004459381104,0.2946572005748749,0.2440083771944046,0.26562249660491943,0.05321760103106499,0.1626027375459671
and,0.31309178471565247,0.24926191568374634,0.5116966962814331,0.2413434535264969,0.34479495882987976,0.33013346791267395,0.28593164682388306,0.24908587336540222,0.49487000703811646,0.19843706488609314,0.25380003452301025,0.4954058527946472,0.5171257257461548,0.22725237905979156,0.30461975932121277,0.19142299890518188,0.5116966962814331,0.118423230946064,0.20544172823429108
justice,0.21462921798229218,0.11469011753797531,0.2658293545246124,0.14845561981201172,0.10621706396341324,0.328020304441452,0.2098066657781601,0.1368170827627182,0.17992214858531952,0.21645760536193848,0.11051955819129944,0.2678598463535309,0.23470892012119293,0.12907102704048157,0.31965479254722595,0.29305875301361084,0.2658293545246124,-0.037607260048389435,0.19269752502441406
party,0.2398013323545456,0.17998936772346497,0.23662418127059937,0.3720419406890869,0.1442001461982727,0.5684571266174316,0.6788443326950073,0.10367103666067123,0.17884716391563416,0.3862467408180237,0.2346809059381485,0.20446790754795074,0.23779736459255219,0.0670628771185875,0.4871942698955536,0.5416213870048523,0.23662418127059937,0.018983906134963036,0.19031576812267303
",",0.3087472915649414,0.21945469081401825,0.4946078956127167,0.22755272686481476,0.3015086054801941,0.27072274684906006,0.219932422041893,0.20195230841636658,0.48816442489624023,0.18959079682826996,0.2999197840690613,0.5201468467712402,0.4933079481124878,0.21981480717658997,0.23071794211864471,0.22834618389606476,0.4946078956127167,0.11328321695327759,0.31091248989105225
salafi,0.21788690984249115,0.17008338868618011,0.24442888796329498,0.22803540527820587,0.16325388848781586,0.333558589220047,0.2967686355113983,0.15886706113815308,0.25341981649398804,0.5131884217262268,0.2246936857700348,0.23698079586029053,0.24469619989395142,0.36325982213020325,0.23478132486343384,0.23165544867515564,0.24442888796329498,0.05474204570055008,0.218001589179039
al-nour,0.16985344886779785,0.08871913701295853,0.24834944307804108,0.13021142780780792,0.19153524935245514,0.19319435954093933,0.1605834662914276,0.18904228508472443,0.23982374370098114,0.3015129268169403,0.21856623888015747,0.22476215660572052,0.2543555200099945,0.25628307461738586,0.2205258160829544,0.20971855521202087,0.24834944307804108,0.1223447173833847,0.16754907369613647
party,0.2398013323545456,0.17998936772346497,0.23662418127059937,0.3720419406890869,0.1442001461982727,0.5684571266174316,0.6788443326950073,0.10367103666067123,0.17884716391563416,0.3862467408180237,0.2346809059381485,0.20446790754795074,0.23779736459255219,0.0670628771185875,0.4871942698955536,0.5416213870048523,0.23662418127059937,0.018983906134963036,0.19031576812267303
and,0.31309178471565247,0.24926191568374634,0.5116966962814331,0.2413434535264969,0.34479495882987976,0.33013346791267395,0.28593164682388306,0.24908587336540222,0.49487000703811646,0.19843706488609314,0.25380003452301025,0.4954058527946472,0.5171257257461548,0.22725237905979156,0.30461975932121277,0.19142299890518188,0.5116966962814331,0.118423230946064,0.20544172823429108
liberal,0.20277564227581024,0.15974195301532745,0.21689234673976898,0.3557513654232025,0.1655585914850235,0.5218030214309692,0.4318704307079315,0.07415484637022018,0.22359983623027802,0.3388603627681732,0.230083629488945,0.1513776332139969,0.17276059091091156,0.11080878973007202,0.4842715263366699,0.4613707959651947,0.21689234673976898,0.01891864463686943,0.13139645755290985
islamist,0.17762082815170288,0.14190588891506195,0.19512814283370972,0.22309660911560059,0.18690630793571472,0.45655131340026855,0.36933308839797974,0.14891669154167175,0.17964394390583038,1.0000001192092896,0.21053071320056915,0.19697563350200653,0.2459319531917572,0.38436397910118103,0.3600134551525116,0.2674066126346588,0.19512814283370972,-0.016836393624544144,0.14697067439556122
al-wasat,0.16929180920124054,0.16403327882289886,0.3219118118286133,0.3159444034099579,0.1997569501399994,0.18331746757030487,0.1780097931623459,0.07676959782838821,0.23522938787937164,0.35032981634140015,0.2088957279920578,0.32654520869255066,0.34282657504081726,0.22655700147151947,0.26303309202194214,0.16297732293605804,0.3219118118286133,0.11600928008556366,0.15413102507591248
party,0.2398013323545456,0.17998936772346497,0.23662418127059937,0.3720419406890869,0.1442001461982727,0.5684571266174316,0.6788443326950073,0.10367103666067123,0.17884716391563416,0.3862467408180237,0.2346809059381485,0.20446790754795074,0.23779736459255219,0.0670628771185875,0.4871942698955536,0.5416213870048523,0.23662418127059937,0.018983906134963036,0.19031576812267303
),0.26259949803352356,0.18347817659378052,0.3680361211299896,0.15199200809001923,0.18584993481636047,0.18104615807533264,0.1808122992515564,0.14780832827091217,0.32161882519721985,0.16155245900154114,0.23206643760204315,0.3326910734176636,0.3456730246543884,0.14183147251605988,0.2113300859928131,0.1164688915014267,0.3680361211299896,0.04226723685860634,0.42300865054130554
won,0.14840687811374664,0.16775232553482056,0.20832067728042603,0.26701104640960693,0.3493216037750244,0.18119163811206818,0.19348721206188202,0.09749488532543182,0.21471917629241943,0.13767358660697937,0.667466402053833,0.3280489146709442,0.29432493448257446,0.11860696971416473,0.17616070806980133,0.3182719051837921,0.20832067728042603,0.008192797191441059,0.17925700545310974
75,0.07002212852239609,0.048633452504873276,0.06640326231718063,0.08380501717329025,0.017991984263062477,0.08116919547319412,0.026413477957248688,-0.053514961153268814,0.036203689873218536,0.1161428764462471,-0.02178196795284748,0.075807124376297,0.06040945649147034,-0.007329883985221386,0.056755755096673965,0.06116341054439545,0.06640326231718063,-0.12235108017921448,0.017522118985652924
%,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.2608329653739929,0.1450016051530838,0.10378242284059525,0.1697489470243454,0.2016574591398239,0.11994056403636932,0.16520123183727264,0.1005902886390686,0.19465309381484985,0.21490740776062012,0.027757735922932625,0.22254252433776855,0.18445254862308502,0.19953428208827972,0.1259387582540512,0.21441808342933655
of,0.33290785551071167,0.24724560976028442,1.0,0.22482673823833466,0.2513895630836487,0.27319738268852234,0.2394237220287323,0.2781277298927307,0.3886612355709076,0.19512814283370972,0.18048720061779022,0.5696388483047485,0.733189046382904,0.20001496374607086,0.33805084228515625,0.23051156103610992,1.0,0.08572915941476822,0.1826142966747284
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.25880131125450134,0.34736719727516174,0.20477235317230225,0.2535073459148407,0.2894144356250763,0.48381632566452026,0.2459319531917572,0.28308698534965515,0.6662389636039734,1.0,0.22032245993614197,0.2708897888660431,0.22873377799987793,0.733189046382904,0.10129208862781525,0.22068053483963013
total,0.19850242137908936,0.46965354681015015,0.29045331478118896,0.2837938368320465,0.14788632094860077,0.12299172580242157,0.13381868600845337,0.11630215495824814,0.13046351075172424,0.08497169613838196,0.17626415193080902,0.27667245268821716,0.27068960666656494,0.03343873843550682,0.21759574115276337,0.11543407291173935,0.29045331478118896,0.07989437133073807,0.14396025240421295
seats,0.12961463630199432,0.28003162145614624,0.22482673823833466,1.0,0.16118532419204712,0.25843682885169983,0.44733306765556335,0.039398014545440674,0.14060357213020325,0.22309660911560059,0.2764355540275574,0.26510122418403625,0.25880131125450134,0.08694471418857574,0.4233335256576538,0.48095691204071045,0.22482673823833466,0.08092889934778214,0.10678832978010178
.,0.3567904531955719,0.28866735100746155,0.5352458953857422,0.2494688183069229,0.35288307070732117,0.24802669882774353,0.23241087794303894,0.2294604778289795,0.515582263469696,0.20264555513858795,0.25577837228775024,0.5591574311256409,0.5934505462646484,0.20544521510601044,0.21747009456157684,0.25081899762153625,0.5352458953857422,0.13906432688236237,0.4130953550338745
