,what,was,the,name,of,the,leader,ennobled,by,henry,iii
et,0.11868266761302948,0.13651473820209503,0.16372482478618622,0.14667049050331116,0.20089924335479736,0.16372482478618622,0.10431753098964691,0.17770545184612274,0.21908946335315704,0.10587423294782639,0.11347153037786484
magister,0.0873263031244278,0.2563623785972595,0.16355212032794952,0.18566197156906128,0.1882641464471817,0.16355212032794952,0.409198522567749,0.35080406069755554,0.08447832614183426,0.2720564901828766,0.13044176995754242
italiae,0.1758178025484085,0.2105507254600525,0.23160213232040405,0.22116512060165405,0.21724779903888702,0.23160213232040405,0.16546988487243652,0.2898923456668854,0.11987511813640594,0.15728555619716644,0.14418670535087585
comesque,0.27679523825645447,0.25851163268089294,0.26127931475639343,0.2709166407585144,0.2488376498222351,0.26127931475639343,0.2034582495689392,0.21703855693340302,0.172712042927742,0.20921590924263,0.1497262418270111
normannorum,0.21897058188915253,0.27493321895599365,0.34509479999542236,0.26751285791397095,0.2974628210067749,0.34509479999542236,0.2417100965976715,0.45978227257728577,0.25121378898620605,0.3049243986606598,0.28805363178253174
totius,0.236912339925766,0.17924979329109192,0.19107021391391754,0.13730087876319885,0.223764106631279,0.19107021391391754,0.19679823517799377,0.35870361328125,0.18402430415153503,0.2170960158109665,0.20474787056446075
apuliae,0.24004612863063812,0.2110854536294937,0.2647675573825836,0.13702847063541412,0.29639288783073425,0.2647675573825836,0.1702321469783783,0.39935386180877686,0.22129696607589722,0.2445908486843109,0.2770361006259918
et,0.11868266761302948,0.13651473820209503,0.16372482478618622,0.14667049050331116,0.20089924335479736,0.16372482478618622,0.10431753098964691,0.17770545184612274,0.21908946335315704,0.10587423294782639,0.11347153037786484
calabriae,0.19630573689937592,0.18929199874401093,0.20817597210407257,0.09574019908905029,0.2689897418022156,0.20817597210407257,0.0729064866900444,0.3837287127971649,0.14419367909431458,0.26563578844070435,0.2983844578266144
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.041273195296525955,0.05775728076696396,0.022228572517633438,-0.010275691747665405,0.02528763748705387,-0.004651016090065241
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.2302042543888092,0.19070029258728027,0.20696312189102173,0.18191124498844147,0.2434120923280716
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.1001104861497879,0.06780257821083069,0.029072100296616554,0.11118976026773453,0.062442634254693985,-0.030704375356435776,-0.01974090375006199,-0.017043117433786392
duke,0.0933435782790184,0.23636797070503235,0.218814879655838,0.13671450316905975,0.26720118522644043,0.218814879655838,0.22544988989830017,0.440929651260376,0.14198608696460724,0.36148956418037415,0.35217905044555664
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.23547638952732086,0.26382893323898315,0.4289871156215668,0.2218981832265854,0.21456755697727203
master,0.16430073976516724,0.20155122876167297,0.19769129157066345,0.0915624126791954,0.17072871327400208,0.19769129157066345,0.14314529299736023,0.2545948922634125,0.21067877113819122,0.08884572982788086,0.09477660804986954
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.24122127890586853,0.32938113808631897,0.3646814823150635,0.2390729784965515,0.21691277623176575
italy,0.16949890553951263,0.26177310943603516,0.2633645832538605,0.11483806371688843,0.2844046950340271,0.2633645832538605,0.14838382601737976,0.3091586232185364,0.19219915568828583,0.15967535972595215,0.16711077094078064
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.23547638952732086,0.26382893323898315,0.4289871156215668,0.2218981832265854,0.21456755697727203
count,0.11588504165410995,0.16032585501670837,0.21435627341270447,0.18942542374134064,0.23121918737888336,0.21435627341270447,0.11684907972812653,0.26921820640563965,0.18087169528007507,0.24881547689437866,0.2377031147480011
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.24122127890586853,0.32938113808631897,0.3646814823150635,0.2390729784965515,0.21691277623176575
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.27799519896507263,0.3115673065185547,0.4408751428127289,0.2542637586593628,0.18552400171756744
normans,0.15760394930839539,0.23244261741638184,0.2781367897987366,0.1591971069574356,0.2173461765050888,0.2781367897987366,0.1951679140329361,0.45654404163360596,0.2394598126411438,0.3185998201370239,0.23168185353279114
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.24122127890586853,0.32938113808631897,0.3646814823150635,0.2390729784965515,0.21691277623176575
all,0.41981086134910583,0.23179835081100464,0.4860881567001343,0.18820150196552277,0.42798417806625366,0.4860881567001343,0.19502362608909607,0.26934877038002014,0.2944089472293854,0.16428644955158234,0.13206632435321808
apulia,0.2082095742225647,0.20967955887317657,0.23246920108795166,0.14136889576911926,0.25955861806869507,0.23246920108795166,0.19472920894622803,0.3489740788936615,0.19588150084018707,0.23174618184566498,0.2648991346359253
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.23547638952732086,0.26382893323898315,0.4289871156215668,0.2218981832265854,0.21456755697727203
calabria,0.18369804322719574,0.17685474455356598,0.18413715064525604,0.09558118134737015,0.24433909356594086,0.18413715064525604,0.0935840755701065,0.34583356976509094,0.13828471302986145,0.24582046270370483,0.28466030955314636
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.041273195296525955,0.05775728076696396,0.022228572517633438,-0.010275691747665405,0.02528763748705387,-0.004651016090065241
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.261921226978302,0.20684288442134857,0.2151763141155243,0.19819509983062744,0.2301131635904312
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.22669851779937744,0.2685184180736542,0.370934396982193,0.21735817193984985,0.17050711810588837
1047,0.07818736881017685,0.012388838455080986,0.09682606160640717,-0.042382605373859406,0.12069317698478699,0.09682606160640717,-0.1160459890961647,-0.03683243691921234,-0.011162227019667625,-0.16852827370166779,-0.0599532425403595
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.21285216510295868,0.27716177701950073,0.3936232924461365,0.3065545856952667,0.24080099165439606
