,who,is,antigone,'s,father,in,the,play,?
the,0.3733934462070465,0.5823672413825989,0.20033924281597137,-0.01540423184633255,0.24010279774665833,0.6662389636039734,1.0,0.24793598055839539,0.22068053483963013
daughters,0.3538438081741333,0.10065798461437225,0.2919502258300781,-0.03344692662358284,0.48259320855140686,0.15512987971305847,0.14048056304454803,0.18181462585926056,0.13857798278331757
of,0.2827862501144409,0.4854315221309662,0.2282322198152542,-0.03817026689648628,0.22142449021339417,0.5696388483047485,0.733189046382904,0.15350224077701569,0.1826142966747284
former,0.25351381301879883,0.2175939530134201,0.13478094339370728,0.032462362200021744,0.20914500951766968,0.2668642997741699,0.2251449078321457,0.09847991168498993,0.10570605844259262
king,0.24555552005767822,0.193196102976799,0.32412102818489075,-0.002494113054126501,0.38237616419792175,0.2044914960861206,0.25887003540992737,0.2164204865694046,0.19130074977874756
of,0.2827862501144409,0.4854315221309662,0.2282322198152542,-0.03817026689648628,0.22142449021339417,0.5696388483047485,0.733189046382904,0.15350224077701569,0.1826142966747284
thebes,0.2588423192501068,0.20994320511817932,0.46927374601364136,0.07052631676197052,0.23761995136737823,0.14054594933986664,0.3074202537536621,0.19824160635471344,0.12076496332883835
",",0.3365725874900818,0.4691906273365021,0.209270179271698,-0.0016132977325469255,0.30597206950187683,0.5201468467712402,0.4933079481124878,0.2231253683567047,0.31091248989105225
oedipus,0.31270235776901245,0.18727833032608032,0.5076553821563721,0.06671275198459625,0.2794576585292816,0.16694779694080353,0.23250001668930054,0.2949906885623932,0.21369202435016632
",",0.3365725874900818,0.4691906273365021,0.209270179271698,-0.0016132977325469255,0.30597206950187683,0.5201468467712402,0.4933079481124878,0.2231253683567047,0.31091248989105225
defies,0.23309263586997986,0.3234686255455017,0.2490464448928833,-0.13661223649978638,0.13631018996238708,0.2628017067909241,0.3342396020889282,0.13291077315807343,0.29705896973609924
creon,0.275459885597229,0.19333450496196747,0.36536380648612976,0.10234113037586212,0.25798463821411133,0.09571358561515808,0.23209533095359802,0.1389773041009903,0.2820618748664856
",",0.3365725874900818,0.4691906273365021,0.209270179271698,-0.0016132977325469255,0.30597206950187683,0.5201468467712402,0.4933079481124878,0.2231253683567047,0.31091248989105225
the,0.3733934462070465,0.5823672413825989,0.20033924281597137,-0.01540423184633255,0.24010279774665833,0.6662389636039734,1.0,0.24793598055839539,0.22068053483963013
current,0.18425484001636505,0.2555285692214966,0.09661836177110672,0.004145179875195026,0.11596883088350296,0.1955713927745819,0.3314409554004669,0.1214204877614975,0.12074550241231918
king,0.24555552005767822,0.193196102976799,0.32412102818489075,-0.002494113054126501,0.38237616419792175,0.2044914960861206,0.25887003540992737,0.2164204865694046,0.19130074977874756
of,0.2827862501144409,0.4854315221309662,0.2282322198152542,-0.03817026689648628,0.22142449021339417,0.5696388483047485,0.733189046382904,0.15350224077701569,0.1826142966747284
thebes,0.2588423192501068,0.20994320511817932,0.46927374601364136,0.07052631676197052,0.23761995136737823,0.14054594933986664,0.3074202537536621,0.19824160635471344,0.12076496332883835
",",0.3365725874900818,0.4691906273365021,0.209270179271698,-0.0016132977325469255,0.30597206950187683,0.5201468467712402,0.4933079481124878,0.2231253683567047,0.31091248989105225
who,0.9999998807907104,0.24293622374534607,0.1943591684103012,0.05599616840481758,0.4164644777774811,0.2792111933231354,0.3733934462070465,0.2742305099964142,0.26220351457595825
is,0.24293622374534607,1.0,0.15813754498958588,0.02396530658006668,0.21280217170715332,0.5394441485404968,0.5823672413825989,0.2174319475889206,0.22961433231830597
trying,0.4113895297050476,0.18079034984111786,0.11833140254020691,0.07804987579584122,0.28684183955192566,0.24387381970882416,0.2930695712566376,0.14221662282943726,0.3144860565662384
to,0.42656609416007996,0.42745086550712585,0.12166310101747513,0.03782717138528824,0.2544635832309723,0.45010748505592346,0.535392165184021,0.272149920463562,0.29463258385658264
stop,0.21249593794345856,0.18207861483097076,0.12830546498298645,-0.0715416669845581,0.10753659904003143,0.20196323096752167,0.25771772861480713,0.1670970916748047,0.23117060959339142
her,0.3824957311153412,0.22762010991573334,0.3209836483001709,0.045009974390268326,0.5339413285255432,0.30892789363861084,0.354963481426239,0.22999481856822968,0.20310723781585693
from,0.27839982509613037,0.27355384826660156,0.1413501501083374,-0.01936490088701248,0.19987469911575317,0.4274188280105591,0.40150508284568787,0.1498221457004547,0.19969791173934937
giving,0.2905098795890808,0.24181054532527924,0.11254570633172989,0.013468046672642231,0.16593220829963684,0.24607835710048676,0.3626074492931366,0.15668176114559174,0.2052922248840332
her,0.3824957311153412,0.22762010991573334,0.3209836483001709,0.045009974390268326,0.5339413285255432,0.30892789363861084,0.354963481426239,0.22999481856822968,0.20310723781585693
brother,0.39596912264823914,0.1533610075712204,0.2562076151371002,-0.0180375799536705,0.6334863901138306,0.21517863869667053,0.1885300725698471,0.1205231100320816,0.14267398416996002
polynices,0.31332477927207947,0.23898868262767792,0.3100802004337311,0.030368264764547348,0.17049133777618408,0.25382286310195923,0.2767927944660187,0.20060338079929352,0.23299169540405273
a,0.36608949303627014,0.658733606338501,0.21860060095787048,0.04866964742541313,0.22525158524513245,0.539380669593811,0.5829201340675354,0.21130098402500153,0.23916715383529663
proper,0.2180490493774414,0.27530837059020996,0.08763105422258377,0.0309440940618515,0.1742236316204071,0.23365779221057892,0.3680674135684967,0.1346004605293274,0.2291053831577301
burial,0.1824198067188263,0.1841937005519867,0.18615010380744934,-0.03363705426454544,0.21047335863113403,0.233357235789299,0.23356176912784576,0.15867288410663605,0.15331946313381195
.,0.3541337847709656,0.4569662809371948,0.23352663218975067,-0.003708066651597619,0.2509099841117859,0.5591574311256409,0.5934505462646484,0.25552695989608765,0.4130953550338745
