,what,type,of,venue,is,the,teatr,wielki,?
buffo,0.20947417616844177,0.11619224399328232,0.2210400402545929,0.146074578166008,0.2060575783252716,0.23253889381885529,0.3698987066745758,0.2927398681640625,0.18601961433887482
music,0.23070453107357025,0.14153951406478882,0.25892743468284607,0.27927470207214355,0.17702555656433105,0.2714049816131592,0.2814866900444031,0.20820504426956177,0.18264494836330414
theatres,0.13976961374282837,0.08352173119783401,0.20605787634849548,0.4130113422870636,0.190605029463768,0.2874569296836853,0.4994831681251526,0.27431949973106384,0.10397201776504517
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.20970648527145386,0.3859752118587494,0.5171257257461548,0.18171049654483795,0.29287493228912354,0.20544172823429108
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.22078999876976013,0.5823672413825989,1.0,0.1670025736093521,0.2319086194038391,0.22068053483963013
congress,0.16679982841014862,0.011762596666812897,0.2447044849395752,0.2160838097333908,0.11219723522663116,0.27082565426826477,0.23137611150741577,0.20194317400455475,0.2020287960767746
hall,0.10849796235561371,0.09146706759929657,0.23551815748214722,0.2834157645702362,0.21646162867546082,0.28526565432548523,0.267999529838562,0.2418513149023056,0.13520537316799164
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.24086345732212067,0.5394441485404968,0.6662389636039734,0.20347349345684052,0.22469201683998108,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.22078999876976013,0.5823672413825989,1.0,0.1670025736093521,0.2319086194038391,0.22068053483963013
palace,0.17891965806484222,0.03219127282500267,0.223849356174469,0.3197728395462036,0.16243064403533936,0.25955939292907715,0.3841084837913513,0.21562559902668,0.14965219795703888
of,0.33290785551071167,0.18112817406654358,1.0,0.13169366121292114,0.4854315221309662,0.733189046382904,0.1547166109085083,0.2029358297586441,0.1826142966747284
culture,0.22475376725196838,0.20145656168460846,0.27266472578048706,0.19206224381923676,0.22229626774787903,0.27157285809516907,0.12945690751075745,0.20934349298477173,0.13093146681785583
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.20970648527145386,0.3859752118587494,0.5171257257461548,0.18171049654483795,0.29287493228912354,0.20544172823429108
science,0.2612018585205078,0.11229360848665237,0.2616958022117615,0.07941506803035736,0.2747138440608978,0.24037593603134155,0.11423506587743759,0.26889124512672424,0.17974960803985596
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.24143879115581512,0.4691906273365021,0.4933079481124878,0.19238874316215515,0.3482707440853119,0.31091248989105225
warsaw,0.10373849421739578,0.06697078794240952,0.19253842532634735,0.12805308401584625,0.09741193056106567,0.23137180507183075,0.28753340244293213,0.48728057742118835,0.09769917279481888
hosts,0.07549575716257095,0.09773493558168411,0.20728319883346558,0.3217524588108063,0.2958720028400421,0.31077179312705994,0.19357724487781525,0.1613825410604477,0.0862068235874176
many,0.36131182312965393,0.19664129614830017,0.37253960967063904,0.20942193269729614,0.2649032473564148,0.4335206151008606,0.1552225798368454,0.18895922601222992,0.2124512493610382
events,0.269866019487381,0.17553694546222687,0.20782610774040222,0.31295979022979736,0.17093729972839355,0.3102840185165405,0.19153958559036255,0.13238628208637238,0.09835197776556015
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.20970648527145386,0.3859752118587494,0.5171257257461548,0.18171049654483795,0.29287493228912354,0.20544172823429108
festivals,0.1838170289993286,0.1638864278793335,0.1946292519569397,0.395224928855896,0.19712303578853607,0.24198365211486816,0.35730496048927307,0.22683638334274292,0.19684866070747375
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.21571816504001617,0.4569662809371948,0.5934505462646484,0.2166721522808075,0.29211151599884033,0.4130953550338745
