,what,type,of,engines,became,popular,for,power,generation,after,piston,steam,engines,?
combustion,0.2678600549697876,0.34383919835090637,0.25126782059669495,0.5888161063194275,0.17666277289390564,0.19504426419734955,0.23782002925872803,0.37266677618026733,0.2968142330646515,0.1679481714963913,0.5488678216934204,0.5523067712783813,0.5888161063194275,0.2177530825138092
engines,0.1634974628686905,0.14994610846042633,0.17593856155872345,1.0000001192092896,0.16198648512363434,0.16749583184719086,0.19945158064365387,0.3073769509792328,0.20379313826560974,0.18249601125717163,0.457582950592041,0.4903687536716461,1.0000001192092896,0.18940703570842743
gradually,0.29329201579093933,0.13654346764087677,0.25775328278541565,0.2578262388706207,0.33434173464775085,0.31593769788742065,0.25319090485572815,0.2739071249961853,0.23677226901054382,0.28537145256996155,0.22967517375946045,0.3249153196811676,0.2578262388706207,0.09310194849967957
resulted,0.14803820848464966,0.23756936192512512,0.3479447662830353,0.15899501740932465,0.2659650146961212,0.13429437577724457,0.28806254267692566,0.20997053384780884,0.11496736109256744,0.3631317913532257,0.10922549664974213,0.15236622095108032,0.15899501740932465,0.1391388475894928
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.18084456026554108,0.31047213077545166,0.3157482445240021,0.4322226941585541,0.16666220128536224,0.1854984611272812,0.44050168991088867,0.21022552251815796,0.19852672517299652,0.18084456026554108,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2245008647441864,0.36325156688690186,0.2724021077156067,0.4739971458911896,0.2647338807582855,0.26573610305786133,0.4565047025680542,0.22337445616722107,0.23105813562870026,0.2245008647441864,0.22068053483963013
replacement,0.19443123042583466,0.24169579148292542,0.18200843036174774,0.2605619430541992,0.16682419180870056,0.10115787386894226,0.3152933418750763,0.16288520395755768,0.25344857573509216,0.2619820237159729,0.21589264273643494,0.19657087326049805,0.2605619430541992,0.14126648008823395
of,0.33290785551071167,0.18112817406654358,1.0,0.17593856155872345,0.3638904094696045,0.25281813740730286,0.4185989499092102,0.25273123383522034,0.23948384821414948,0.3867455720901489,0.15260520577430725,0.20239725708961487,0.17593856155872345,0.1826142966747284
reciprocating,0.3255842924118042,0.304313600063324,0.27445268630981445,0.3725995421409607,0.06188945099711418,0.16395694017410278,0.33894744515419006,0.289396196603775,0.3073296546936035,0.1884988248348236,0.4374397397041321,0.2718157172203064,0.3725995421409607,0.2616906762123108
(,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.12876033782958984,0.15322089195251465,0.09267130494117737,0.3357032239437103,0.18972817063331604,0.1960446834564209,0.2132600098848343,0.1429428905248642,0.11881943792104721,0.12876033782958984,0.40561532974243164
piston,0.13301563262939453,0.1932917833328247,0.15260520577430725,0.457582950592041,0.11792386323213577,0.1561671495437622,0.13033834099769592,0.2695995271205902,0.2153571993112564,0.10167483985424042,1.0000001192092896,0.3801049590110779,0.457582950592041,0.17207856476306915
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.14278316497802734,0.19107717275619507,0.12320902198553085,0.3639558255672455,0.20355020463466644,0.1817464977502823,0.24162524938583374,0.146928608417511,0.13912063837051392,0.14278316497802734,0.42300865054130554
steam,0.15672586858272552,0.2094206064939499,0.20239725708961487,0.4903687536716461,0.16910558938980103,0.2914596498012543,0.19393667578697205,0.35972869396209717,0.2492176592350006,0.17783430218696594,0.3801049590110779,1.0000001192092896,0.4903687536716461,0.113324373960495
engines,0.1634974628686905,0.14994610846042633,0.17593856155872345,1.0000001192092896,0.16198648512363434,0.16749583184719086,0.19945158064365387,0.3073769509792328,0.20379313826560974,0.18249601125717163,0.457582950592041,0.4903687536716461,1.0000001192092896,0.18940703570842743
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.18084456026554108,0.31047213077545166,0.3157482445240021,0.4322226941585541,0.16666220128536224,0.1854984611272812,0.44050168991088867,0.21022552251815796,0.19852672517299652,0.18084456026554108,0.20430970191955566
commercial,0.12070754915475845,0.1362752467393875,0.21107374131679535,0.2718336582183838,0.21182304620742798,0.3497025668621063,0.25690725445747375,0.19020667672157288,0.23300866782665253,0.1468893140554428,0.20809614658355713,0.23320558667182922,0.2718336582183838,0.04216946288943291
usage,0.27315184473991394,0.24213121831417084,0.2117948979139328,0.2160179316997528,0.08109826594591141,0.2474941611289978,0.3224297761917114,0.2126663774251938,0.28388428688049316,0.0887499451637268,0.2001689076423645,0.22408480942249298,0.2160179316997528,0.20954200625419617
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.20245449244976044,0.2798398435115814,0.2819201350212097,0.4464869201183319,0.2231994867324829,0.2031247764825821,0.38860568404197693,0.20961400866508484,0.2264556586742401,0.20245449244976044,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.21148960292339325,0.31226563453674316,0.3164171278476715,0.5064792633056641,0.27496716380119324,0.23469051718711853,0.3765919506549835,0.18715782463550568,0.24133789539337158,0.21148960292339325,0.20544172823429108
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2245008647441864,0.36325156688690186,0.2724021077156067,0.4739971458911896,0.2647338807582855,0.26573610305786133,0.4565047025680542,0.22337445616722107,0.23105813562870026,0.2245008647441864,0.22068053483963013
ascendancy,0.18347163498401642,0.09465640038251877,0.32337021827697754,0.16866876184940338,0.2717821002006531,0.12432334572076797,0.1715671271085739,0.30983391404151917,0.21197892725467682,0.18387819826602936,0.09169148653745651,0.13140347599983215,0.16866876184940338,0.13151909410953522
of,0.33290785551071167,0.18112817406654358,1.0,0.17593856155872345,0.3638904094696045,0.25281813740730286,0.4185989499092102,0.25273123383522034,0.23948384821414948,0.3867455720901489,0.15260520577430725,0.20239725708961487,0.17593856155872345,0.1826142966747284
steam,0.15672586858272552,0.2094206064939499,0.20239725708961487,0.4903687536716461,0.16910558938980103,0.2914596498012543,0.19393667578697205,0.35972869396209717,0.2492176592350006,0.17783430218696594,0.3801049590110779,1.0000001192092896,0.4903687536716461,0.113324373960495
turbines,0.17412316799163818,0.21259790658950806,0.2403727024793625,0.5360714197158813,0.15468664467334747,0.20244060456752777,0.18628309667110443,0.46097153425216675,0.3174946904182434,0.10756123811006546,0.43314284086227417,0.5227647423744202,0.5360714197158813,0.18342499434947968
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.18084456026554108,0.31047213077545166,0.3157482445240021,0.4322226941585541,0.16666220128536224,0.1854984611272812,0.44050168991088867,0.21022552251815796,0.19852672517299652,0.18084456026554108,0.20430970191955566
power,0.22216427326202393,0.09106644988059998,0.25273123383522034,0.3073769509792328,0.20213118195533752,0.18941287696361542,0.15072456002235413,1.0000001192092896,0.268250048160553,0.22973893582820892,0.2695995271205902,0.35972869396209717,0.3073769509792328,0.15304024517536163
generation,0.1869358867406845,0.22990892827510834,0.23948384821414948,0.20379313826560974,0.18909256160259247,0.2879589796066284,0.22455894947052002,0.268250048160553,1.0000001192092896,0.1389128714799881,0.2153571993112564,0.2492176592350006,0.20379313826560974,0.18250396847724915
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.24894580245018005,0.2806840240955353,0.2864297032356262,0.4726039469242096,0.2141435295343399,0.2710578441619873,0.35870397090911865,0.2638915777206421,0.22855372726917267,0.24894580245018005,0.4130953550338745
