,what,was,the,target,percentage,of,households,bskyb,wanted,to,reach,?
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.1404450386762619,0.18874377012252808,0.5696388483047485,0.24879489839076996,0.22606848180294037,0.2556442320346832,0.45010748505592346,0.20601192116737366,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.25054478645324707,0.2736506462097168,0.733189046382904,0.26440316438674927,0.20915858447551727,0.3011050522327423,0.535392165184021,0.31808504462242126,0.22068053483963013
uk,0.17163191735744476,0.206756129860878,0.2143084555864334,0.12572936713695526,0.17578497529029846,0.21513383090496063,0.2540425658226013,0.21248479187488556,0.11571737378835678,0.18409153819084167,0.2093367576599121,0.20222434401512146
represented,0.139044851064682,0.28321829438209534,0.3256146013736725,0.08004966378211975,0.13779740035533905,0.3891753554344177,0.1915743350982666,0.18300317227840424,0.22520363330841064,0.18846964836120605,0.17491045594215393,0.11276352405548096
an,0.2821882665157318,0.3694365322589874,0.4207492768764496,0.1860780566930771,0.20277270674705505,0.32280945777893066,0.14665834605693817,0.1599401980638504,0.204255148768425,0.3138085603713989,0.14843446016311646,0.19793890416622162
audience,0.3657536208629608,0.23701664805412292,0.26795145869255066,0.39435243606567383,0.17372548580169678,0.1875116527080536,0.2098926454782486,0.14127938449382782,0.3036653995513916,0.3071196377277374,0.18030045926570892,0.2740955352783203
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.15346646308898926,0.24724560976028442,1.0,0.2765655219554901,0.16413870453834534,0.28092440962791443,0.41548454761505127,0.20552729070186615,0.1826142966747284
more,0.3484537899494171,0.21525104343891144,0.39758381247520447,0.27376484870910645,0.33488085865974426,0.30478984117507935,0.2899497151374817,0.16778512299060822,0.2758639454841614,0.47084665298461914,0.24682095646858215,0.27894994616508484
than,0.29388150572776794,0.1872616857290268,0.3227543234825134,0.22841015458106995,0.3430081903934479,0.33036211133003235,0.29093003273010254,0.1471395194530487,0.2178240418434143,0.3192550539970398,0.27010631561279297,0.24917294085025787
25m,0.2263028770685196,0.06384588778018951,0.15832208096981049,0.20682086050510406,0.2230244278907776,0.1939251571893692,0.19521372020244598,0.3644280731678009,0.06340128928422928,0.17184972763061523,0.20928803086280823,0.19105374813079834
people,0.32444337010383606,0.2518421411514282,0.36838498711586,0.1623486876487732,0.24541440606117249,0.3251037895679474,0.2965502440929413,0.16757088899612427,0.30740225315093994,0.37275731563568115,0.13644103705883026,0.23739641904830933
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24514639377593994,0.28866735100746155,0.5352458953857422,0.26202744245529175,0.2844841778278351,0.30680814385414124,0.4645031690597534,0.2684406638145447,0.4130953550338745
,what,was,the,target,percentage,of,households,bskyb,wanted,to,reach,?
the,0.42745697498321533,0.48711544275283813,1.0,0.25054478645324707,0.2736506462097168,0.733189046382904,0.26440316438674927,0.20915858447551727,0.3011050522327423,0.535392165184021,0.31808504462242126,0.22068053483963013
target,0.22247901558876038,0.10821832716464996,0.25054478645324707,0.9999999403953552,0.21757851541042328,0.15346646308898926,0.16463902592658997,0.1496441513299942,0.1503933072090149,0.275001585483551,0.24867957830429077,0.24974246323108673
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.10821832716464996,0.12115965038537979,0.4069072902202606,0.17632555961608887,0.21192802488803864,0.44138115644454956,0.3636345863342285,0.15866006910800934,0.18412111699581146
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,0.181244894862175,0.1963772177696228,0.3536086082458496,0.16031938791275024,0.17997686564922333,0.2886083126068115,0.3792489171028137,0.2759714126586914,0.18701928853988647
announced,0.09249057620763779,0.34205326437950134,0.2277132272720337,0.12873588502407074,0.0639430433511734,0.22339491546154022,0.05063328519463539,0.15416163206100464,0.27419373393058777,0.20247882604599,0.13250453770160675,0.17416009306907654
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.1404450386762619,0.18874377012252808,0.5696388483047485,0.24879489839076996,0.22606848180294037,0.2556442320346832,0.45010748505592346,0.20601192116737366,0.20430970191955566
august,0.2305731326341629,0.42620858550071716,0.22689028084278107,0.11802127212285995,0.05592985823750496,0.1712995171546936,0.09517858922481537,0.22811055183410645,0.24867378175258636,0.2269229143857956,0.19027569890022278,0.3006744682788849
2004,-0.2636275589466095,-0.01421020831912756,-0.2467794269323349,-0.1731729805469513,-0.26002636551856995,-0.21980851888656616,-0.25376495718955994,-0.017617247998714447,-0.11619612574577332,-0.3218703269958496,-0.19096501171588898,-0.15923042595386505
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.19288919866085052,0.21945469081401825,0.4946078956127167,0.2694286108016968,0.2852807641029358,0.2753742039203644,0.44245919585227966,0.2441277652978897,0.31091248989105225
since,0.29783400893211365,0.4384658932685852,0.4054957628250122,0.2023041695356369,0.18283697962760925,0.35513219237327576,0.22182564437389374,0.18649324774742126,0.22535519301891327,0.3733763098716736,0.18469224870204926,0.2876587212085724
then,0.4072686731815338,0.27044644951820374,0.4297412931919098,0.27118006348609924,0.22442477941513062,0.2937326431274414,0.1696314960718155,0.16937506198883057,0.32152122259140015,0.5203860402107239,0.23538550734519958,0.2884598970413208
an,0.2821882665157318,0.3694365322589874,0.4207492768764496,0.1860780566930771,0.20277270674705505,0.32280945777893066,0.14665834605693817,0.1599401980638504,0.204255148768425,0.3138085603713989,0.14843446016311646,0.19793890416622162
additional,0.20172064006328583,0.10680072009563446,0.2539002597332001,0.19084911048412323,0.16268740594387054,0.2518594264984131,0.23164275288581848,0.18609429895877838,0.15308447182178497,0.29850050806999207,0.17584507167339325,0.24309562146663666
2.4m,0.1277504414319992,0.08627855032682419,0.16210979223251343,0.16301535069942474,0.1894991099834442,0.21316054463386536,0.1729770451784134,0.3918721377849579,0.12987561523914337,0.10596637427806854,0.16230405867099762,0.2164572775363922
customers,0.2209549993276596,0.16072756052017212,0.18648205697536469,0.22559723258018494,0.22705373167991638,0.1474810689687729,0.2936955690383911,0.16798615455627441,0.29236283898353577,0.3428913950920105,0.1879209727048874,0.203953355550766
had,0.23849567770957947,0.5927209258079529,0.3875846862792969,0.12925851345062256,0.17636419832706451,0.37755560874938965,0.29948997497558594,0.14911578595638275,0.5502877235412598,0.37984350323677063,0.21661508083343506,0.20728366076946259
subscribed,0.18790732324123383,0.1500251293182373,0.24365055561065674,0.23257051408290863,0.2352907359600067,0.15612661838531494,0.26386886835098267,0.2651829123497009,0.1535545289516449,0.1840217262506485,0.17154242098331451,0.2657614052295685
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.275001585483551,0.25744274258613586,0.41548454761505127,0.2464071661233902,0.16040074825286865,0.47293567657470703,1.0,0.37959611415863037,0.29463258385658264
bskyb,0.17457032203674316,0.21192802488803864,0.20915858447551727,0.1496441513299942,0.14084959030151367,0.16413870453834534,0.17223213613033295,1.0000001192092896,0.15173014998435974,0.16040074825286865,0.09845954179763794,0.2979319989681244
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.0013005789369344711,0.14816685020923615,-0.03817026689648628,0.06514795124530792,0.046084970235824585,0.08869169652462006,0.03782717138528824,0.019294504076242447,-0.023395681753754616
direct-to-home,0.3041401505470276,0.3299344778060913,0.38387998938560486,0.29176297783851624,0.1852140873670578,0.2812146544456482,0.22798871994018555,0.2806341350078583,0.28440290689468384,0.38335397839546204,0.20961646735668182,0.21956360340118408
service,0.16857224702835083,0.22689001262187958,0.22661015391349792,0.11227432638406754,0.17853160202503204,0.18425606191158295,0.2098107933998108,0.1887708604335785,0.1336602121591568,0.24411341547966003,0.11433849483728409,0.1676298975944519
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24514639377593994,0.28866735100746155,0.5352458953857422,0.26202744245529175,0.2844841778278351,0.30680814385414124,0.4645031690597534,0.2684406638145447,0.4130953550338745
