,because,of,the,danger,inherent,in,concentrated,oxygen,",",what,is,a,concern,about,keeping,it,?
act,0.24061104655265808,0.2802577316761017,0.28682878613471985,0.17854052782058716,0.1438143253326416,0.22050046920776367,0.11532650142908096,0.09000056982040405,0.1787904053926468,0.2622668445110321,0.18206438422203064,0.2060188204050064,0.20961737632751465,0.11857692152261734,0.2059381753206253,0.23389169573783875,0.1482519507408142
as,0.42073941230773926,0.3886612355709076,0.48381632566452026,0.24615685641765594,0.2240402102470398,0.3887844979763031,0.3099561929702759,0.16691245138645172,0.48816442489624023,0.31749409437179565,0.43216490745544434,0.39550232887268066,0.2704395055770874,0.2989700436592102,0.27514663338661194,0.4461488723754883,0.27043893933296204
a,0.42230045795440674,0.5052502155303955,0.5829201340675354,0.21425296366214752,0.23796094954013824,0.539380669593811,0.22587455809116364,0.21662019193172455,0.427140474319458,0.3320399522781372,0.658733606338501,1.0,0.23163463175296783,0.34171196818351746,0.22280260920524597,0.5452592968940735,0.23916715383529663
fuel,0.25946691632270813,0.18857792019844055,0.18534968793392181,0.2032412439584732,0.2153092920780182,0.17527905106544495,0.31878069043159485,0.4038860499858856,0.19458916783332825,0.1848171502351761,0.1733948439359665,0.199651837348938,0.1839694231748581,0.1850001960992813,0.12236305326223373,0.24427908658981323,0.10583324730396271
;,0.03551723062992096,0.054534342139959335,0.09152708947658539,-0.027677949517965317,0.06044180318713188,0.092739537358284,0.08330115675926208,0.010789583437144756,0.04938793554902077,0.10986888408660889,0.05324986204504967,-0.02122584730386734,0.0342736579477787,0.06296145915985107,0.05108591914176941,0.08263079822063446,0.10349778085947037
and,0.5069696307182312,0.5116966962814331,0.5171257257461548,0.30210548639297485,0.25088801980018616,0.4954058527946472,0.337016761302948,0.22261030972003937,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.2441520392894745,0.3875081241130829,0.28098368644714355,0.40957894921302795,0.20544172823429108
therefore,0.6179180145263672,0.4106575846672058,0.4141571819782257,0.25311774015426636,0.40411093831062317,0.2696720361709595,0.294169545173645,0.2501252293586731,0.31452515721321106,0.4125064015388489,0.36838728189468384,0.4029415249824524,0.36035436391830444,0.28373250365257263,0.311824768781662,0.3956543207168579,0.3325358033180237
the,0.44596394896507263,0.733189046382904,1.0,0.2524585425853729,0.21961180865764618,0.6662389636039734,0.2688957750797272,0.20428593456745148,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.23735320568084717,0.37995871901512146,0.271767258644104,0.6251175999641418,0.22068053483963013
design,0.22636005282402039,0.2522938847541809,0.27913451194763184,0.07468903064727783,0.18667879700660706,0.21856798231601715,0.15482063591480255,0.13743482530117035,0.19350415468215942,0.23893405497074127,0.18976035714149475,0.25211480259895325,0.2230546772480011,0.14270611107349396,0.17960307002067566,0.27284783124923706,0.16351860761642456
and,0.5069696307182312,0.5116966962814331,0.5171257257461548,0.30210548639297485,0.25088801980018616,0.4954058527946472,0.337016761302948,0.22261030972003937,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.2441520392894745,0.3875081241130829,0.28098368644714355,0.40957894921302795,0.20544172823429108
manufacture,0.24473446607589722,0.21154309809207916,0.23205524682998657,0.10018276423215866,0.23803342878818512,0.20208027958869934,0.28487494587898254,0.17260123789310455,0.20627646148204803,0.2040826678276062,0.24409087002277374,0.2663128674030304,0.17663221061229706,0.18224799633026123,0.13437345623970032,0.3169219195842743,0.14693763852119446
of,0.4075504541397095,1.0,0.733189046382904,0.2071019858121872,0.2979840934276581,0.5696388483047485,0.28396520018577576,0.16848602890968323,0.4946078956127167,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.23287762701511383,0.40939709544181824,0.21222269535064697,0.38761502504348755,0.1826142966747284
o,0.1715766191482544,0.16054381430149078,0.19071193039417267,0.12441934645175934,0.04872557520866394,0.17052006721496582,0.2131664901971817,0.2476140707731247,0.2621893286705017,0.1489914506673813,0.18684464693069458,0.18840523064136505,0.10183431953191757,0.08878421038389206,0.08158155530691147,0.17066536843776703,0.23868927359580994
2,-0.05085109919309616,-0.013777675107121468,-0.019434669986367226,-0.06181707605719566,-0.05239997059106827,0.01447046548128128,-0.03676225617527962,0.04063820466399193,-0.08638399094343185,-0.049862053245306015,-0.07940074801445007,-0.05323360115289688,-0.03135286644101143,-0.07577970623970032,-0.030706457793712616,-0.0016379877924919128,0.001977203879505396
systems,0.2623751163482666,0.277031809091568,0.28089964389801025,0.1422005593776703,0.28606635332107544,0.21664761006832123,0.17982889711856842,0.19805452227592468,0.22053997218608856,0.1871482878923416,0.23126937448978424,0.23904047906398773,0.251773864030838,0.17904065549373627,0.20967203378677368,0.24967467784881592,0.1575973927974701
requires,0.3241519033908844,0.29617026448249817,0.2693159878253937,0.18402372300624847,0.3464357256889343,0.16126661002635956,0.18805548548698425,0.2088468074798584,0.199883371591568,0.24784088134765625,0.3339230418205261,0.322436660528183,0.3002046048641205,0.21112197637557983,0.2629658281803131,0.20218323171138763,0.26020103693008423
special,0.2519397735595703,0.27998968958854675,0.3027077615261078,0.20768415927886963,0.1915307641029358,0.2897285223007202,0.12787264585494995,0.19670522212982178,0.23880577087402344,0.24134232103824615,0.24467575550079346,0.31333932280540466,0.16640540957450867,0.15303345024585724,0.18639343976974487,0.2483513355255127,0.29623302817344666
training,0.24131157994270325,0.20511698722839355,0.22380973398685455,0.18256282806396484,0.1586497724056244,0.27909529209136963,0.27647072076797485,0.24491558969020844,0.23877868056297302,0.19520394504070282,0.16467677056789398,0.28101474046707153,0.21260109543800354,0.19680097699165344,0.16652576625347137,0.1731308102607727,0.14311334490776062
to,0.5166091918945312,0.41548454761505127,0.535392165184021,0.2797633111476898,0.24480590224266052,0.45010748505592346,0.2865214943885803,0.24193501472473145,0.44245919585227966,0.455847829580307,0.42745086550712585,0.45503583550453186,0.29657939076423645,0.391953706741333,0.2579748034477234,0.513711154460907,0.29463258385658264
ensure,0.34039250016212463,0.20923924446105957,0.2955571711063385,0.20863288640975952,0.2805745005607605,0.15814054012298584,0.16649840772151947,0.21257641911506653,0.144033744931221,0.328641802072525,0.23937878012657166,0.19042222201824188,0.37909457087516785,0.20240075886249542,0.36074042320251465,0.22934292256832123,0.24192948639392853
that,0.6503599286079407,0.41498205065727234,0.5473989248275757,0.28818759322166443,0.40547505021095276,0.435920387506485,0.2630484700202942,0.2717767655849457,0.4137537479400635,0.6297725439071655,0.3995479643344879,0.47537946701049805,0.35407087206840515,0.4500710964202881,0.3838505446910858,0.5921133160591125,0.32716336846351624
ignition,0.28557467460632324,0.16859804093837738,0.24005205929279327,0.24341347813606262,0.23219652473926544,0.2389596700668335,0.28046563267707825,0.4001501500606537,0.17320150136947632,0.22602982819080353,0.194061741232872,0.3030063509941101,0.24055269360542297,0.1260199099779129,0.16802047193050385,0.2997983992099762,0.17905962467193604
sources,0.2764420807361603,0.20696839690208435,0.27209216356277466,0.14802995324134827,0.3957638740539551,0.23531174659729004,0.2174183428287506,0.2407027781009674,0.3490506112575531,0.30212491750717163,0.2594712972640991,0.16673140227794647,0.28325000405311584,0.26711198687553406,0.24050424993038177,0.306720495223999,0.2886999845504761
are,0.43093472719192505,0.39081433415412903,0.40399202704429626,0.2092534601688385,0.30955880880355835,0.3841303884983063,0.24335487186908722,0.24342744052410126,0.4062570035457611,0.29724663496017456,0.5330929756164551,0.265255331993103,0.3281269371509552,0.36165615916252136,0.31186816096305847,0.3617996573448181,0.24591213464736938
minimized,0.27439430356025696,0.26640793681144714,0.2327231615781784,0.27304330468177795,0.30125999450683594,0.18904954195022583,0.26834267377853394,0.3084612488746643,0.1657789945602417,0.2125541865825653,0.19512371718883514,0.2585923671722412,0.322957843542099,0.15724243223667145,0.2721131145954132,0.17456862330436707,0.19301892817020416
.,0.45765790343284607,0.5352458953857422,0.5934505462646484,0.23539911210536957,0.21214275062084198,0.5591574311256409,0.2786614000797272,0.2554275095462799,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.50484299659729,0.24761129915714264,0.42038556933403015,0.23620791733264923,0.5593622326850891,0.4130953550338745
,because,of,the,danger,inherent,in,concentrated,oxygen,",",what,is,a,concern,about,keeping,it,?
the,0.44596394896507263,0.733189046382904,1.0,0.2524585425853729,0.21961180865764618,0.6662389636039734,0.2688957750797272,0.20428593456745148,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.23735320568084717,0.37995871901512146,0.271767258644104,0.6251175999641418,0.22068053483963013
fire,0.18150149285793304,0.20259131491184235,0.2911929488182068,0.3390178084373474,0.17309926450252533,0.2514701783657074,0.2352084219455719,0.2802748680114746,0.24915234744548798,0.19359004497528076,0.20205499231815338,0.2617572844028473,0.15450875461101532,0.11979687958955765,0.0937495157122612,0.2717095613479614,0.14396874606609344
that,0.6503599286079407,0.41498205065727234,0.5473989248275757,0.28818759322166443,0.40547505021095276,0.435920387506485,0.2630484700202942,0.2717767655849457,0.4137537479400635,0.6297725439071655,0.3995479643344879,0.47537946701049805,0.35407087206840515,0.4500710964202881,0.3838505446910858,0.5921133160591125,0.32716336846351624
killed,0.271774023771286,0.2589981257915497,0.23115427792072296,0.3256615400314331,0.11025820672512054,0.1957504004240036,0.20344164967536926,0.10416927933692932,0.3006497025489807,0.1862335354089737,0.14937788248062134,0.2230118364095688,0.2488364428281784,0.24797841906547546,0.10703659057617188,0.1273256242275238,0.17928971350193024
the,0.44596394896507263,0.733189046382904,1.0,0.2524585425853729,0.21961180865764618,0.6662389636039734,0.2688957750797272,0.20428593456745148,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.23735320568084717,0.37995871901512146,0.271767258644104,0.6251175999641418,0.22068053483963013
apollo,0.17066159844398499,0.1786269098520279,0.2169172167778015,0.1756749302148819,0.1006598174571991,0.1461767554283142,0.1347196102142334,0.21209172904491425,0.19808128476142883,0.13561789691448212,0.1604149341583252,0.19996169209480286,0.09525419771671295,0.12157628685235977,0.19137607514858246,0.18655648827552795,0.191528782248497
1,-0.23692645132541656,-0.09473495930433273,-0.1554475575685501,-0.12159479409456253,-0.18102598190307617,-0.10660158097743988,-0.06338334083557129,-0.10033886879682541,-0.15742997825145721,-0.21266892552375793,-0.12491171807050705,-0.20817746222019196,-0.26493099331855774,-0.11984914541244507,-0.2815505564212799,-0.14533983170986176,-0.249979168176651
crew,0.20505470037460327,0.20427432656288147,0.25329816341400146,0.17751988768577576,0.10948415845632553,0.18897703289985657,0.16429519653320312,0.19165752828121185,0.2217068374156952,0.17533187568187714,0.1713961660861969,0.15305642783641815,0.08013777434825897,0.12475118786096573,0.10738801956176758,0.12595811486244202,0.16586194932460785
in,0.37423941493034363,0.5696388483047485,0.6662389636039734,0.18521834909915924,0.23580007255077362,1.0,0.29073235392570496,0.1672476977109909,0.5201468467712402,0.30808621644973755,0.5394441485404968,0.539380669593811,0.21638604998588562,0.39797019958496094,0.20820458233356476,0.5130809545516968,0.20430970191955566
a,0.42230045795440674,0.5052502155303955,0.5829201340675354,0.21425296366214752,0.23796094954013824,0.539380669593811,0.22587455809116364,0.21662019193172455,0.427140474319458,0.3320399522781372,0.658733606338501,1.0,0.23163463175296783,0.34171196818351746,0.22280260920524597,0.5452592968940735,0.23916715383529663
launch,0.18645218014717102,0.20697395503520966,0.2628649175167084,0.12086428701877594,0.1308131366968155,0.19686491787433624,0.19836334884166718,0.186820387840271,0.19433410465717316,0.22967466711997986,0.13266563415527344,0.19873975217342377,0.15267592668533325,0.16772957146167755,0.15164515376091003,0.1887495517730713,0.22009649872779846
pad,0.19576451182365417,0.10887265205383301,0.1643100380897522,0.15753324329853058,0.05608716979622841,0.12771014869213104,0.13708104193210602,0.22191818058490753,0.21565213799476624,0.1816636025905609,0.15182042121887207,0.248500257730484,0.10190969705581665,0.10292559117078781,0.13055503368377686,0.14360255002975464,0.20716224610805511
test,0.19604037702083588,0.164191335439682,0.19235259294509888,0.15388967096805573,0.06900554895401001,0.1630522608757019,0.13725413382053375,0.18279343843460083,0.17614826560020447,0.2596650719642639,0.1841357946395874,0.2521366477012634,0.17620588839054108,0.1429303139448166,0.142074853181839,0.20215317606925964,0.19832737743854523
spread,0.2781020700931549,0.2895529866218567,0.28994160890579224,0.2566760182380676,0.2539493143558502,0.24312569200992584,0.2905386686325073,0.20364288985729218,0.24950742721557617,0.22287604212760925,0.17351946234703064,0.17979469895362854,0.18649502098560333,0.2663151025772095,0.24113911390304565,0.2943859398365021,0.16482828557491302
so,0.6650419235229492,0.3184450566768646,0.4296516180038452,0.31146106123924255,0.342210054397583,0.31275880336761475,0.29791638255119324,0.3034515082836151,0.3716299831867218,0.539469838142395,0.3153412640094757,0.41474464535713196,0.3609813153743744,0.35778719186782837,0.42437899112701416,0.49116790294647217,0.43163934350013733
rapidly,0.30502012372016907,0.18131932616233826,0.26927268505096436,0.22472812235355377,0.19754980504512787,0.24791336059570312,0.343302458524704,0.23475238680839539,0.19603270292282104,0.20276354253292084,0.16968868672847748,0.22376412153244019,0.286550372838974,0.20476190745830536,0.278990775346756,0.29140642285346985,0.11245343834161758
because,1.0,0.4075504541397095,0.44596394896507263,0.36290794610977173,0.35540130734443665,0.37423941493034363,0.3242644965648651,0.28859952092170715,0.372031033039093,0.46729007363319397,0.4047735333442688,0.42230045795440674,0.38727325201034546,0.41714149713516235,0.3233097791671753,0.4849289059638977,0.2528740465641022
the,0.44596394896507263,0.733189046382904,1.0,0.2524585425853729,0.21961180865764618,0.6662389636039734,0.2688957750797272,0.20428593456745148,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.23735320568084717,0.37995871901512146,0.271767258644104,0.6251175999641418,0.22068053483963013
capsule,0.19211165606975555,0.2156095802783966,0.31190651655197144,0.07438280433416367,0.154891699552536,0.2055957019329071,0.23747371137142181,0.2975654602050781,0.17161519825458527,0.1868036687374115,0.23893606662750244,0.29288169741630554,0.16226814687252045,0.17198322713375092,0.15446124970912933,0.30505406856536865,0.1896391361951828
was,0.3841400742530823,0.4069072902202606,0.48711544275283813,0.14433898031711578,0.06595542281866074,0.45514053106307983,0.22351744771003723,0.16070082783699036,0.45456063747406006,0.22111038863658905,0.5810302495956421,0.4508470594882965,0.18855349719524384,0.2577359974384308,0.18702226877212524,0.4577186405658722,0.18412111699581146
pressurized,0.33577993512153625,0.2730380594730377,0.3325182795524597,0.3115662932395935,0.19180828332901,0.2306635081768036,0.40611109137535095,0.4495845139026642,0.2539159059524536,0.24112647771835327,0.25150930881500244,0.297363817691803,0.18859194219112396,0.18775306642055511,0.23355291783809662,0.34603843092918396,0.11134854704141617
with,0.3967972993850708,0.41827285289764404,0.4223487675189972,0.1593252271413803,0.1985962986946106,0.4080928862094879,0.28594568371772766,0.200663760304451,0.4120737314224243,0.2464839518070221,0.3250955045223236,0.3783375024795532,0.23099270462989807,0.3347385823726654,0.30758434534072876,0.3369046747684479,0.2433311939239502
pure,0.3443370461463928,0.2222386747598648,0.20113824307918549,0.18543191254138947,0.28388291597366333,0.18685252964496613,0.3366457521915436,0.3194023668766022,0.2349223643541336,0.19111844897270203,0.24182042479515076,0.2732713520526886,0.1702701300382614,0.15296433866024017,0.2045586109161377,0.26452767848968506,0.06826777756214142
o,0.1715766191482544,0.16054381430149078,0.19071193039417267,0.12441934645175934,0.04872557520866394,0.17052006721496582,0.2131664901971817,0.2476140707731247,0.2621893286705017,0.1489914506673813,0.18684464693069458,0.18840523064136505,0.10183431953191757,0.08878421038389206,0.08158155530691147,0.17066536843776703,0.23868927359580994
2,-0.05085109919309616,-0.013777675107121468,-0.019434669986367226,-0.06181707605719566,-0.05239997059106827,0.01447046548128128,-0.03676225617527962,0.04063820466399193,-0.08638399094343185,-0.049862053245306015,-0.07940074801445007,-0.05323360115289688,-0.03135286644101143,-0.07577970623970032,-0.030706457793712616,-0.0016379877924919128,0.001977203879505396
but,0.6638238430023193,0.39942997694015503,0.4859698414802551,0.27963194251060486,0.3572899401187897,0.48674455285072327,0.28780022263526917,0.262522429227829,0.48126736283302307,0.5029441118240356,0.4106791317462921,0.44750767946243286,0.3469332158565521,0.4257524609565735,0.3476192355155945,0.5299214720726013,0.27921953797340393
at,0.32998594641685486,0.42558613419532776,0.457212895154953,0.19214819371700287,0.1549985259771347,0.4374977946281433,0.20784372091293335,0.1428557187318802,0.38314947485923767,0.2838611304759979,0.25906258821487427,0.3095070421695709,0.25423991680145264,0.3110121488571167,0.1492599993944168,0.36473900079727173,0.21978627145290375
slightly,0.4045272767543793,0.26854947209358215,0.31489381194114685,0.202657550573349,0.23826076090335846,0.22947166860103607,0.29215529561042786,0.18072201311588287,0.2586372494697571,0.30401676893234253,0.32454636693000793,0.29485416412353516,0.30144771933555603,0.34297919273376465,0.23228000104427338,0.39326804876327515,0.15424269437789917
more,0.4338211119174957,0.30478984117507935,0.39758381247520447,0.24613209068775177,0.2916019558906555,0.32563260197639465,0.3654082119464874,0.265546053647995,0.3696524500846863,0.3484537899494171,0.2946030795574188,0.3452818691730499,0.2723316252231598,0.4194578528404236,0.29319480061531067,0.42550966143608093,0.27894994616508484
than,0.4122711718082428,0.33036211133003235,0.3227543234825134,0.225503608584404,0.28657400608062744,0.3270052373409271,0.30725181102752686,0.25305241346359253,0.3371901512145996,0.29388150572776794,0.2839990258216858,0.3126874566078186,0.2314140945672989,0.40586400032043457,0.26868024468421936,0.3603973984718323,0.24917294085025787
atmospheric,0.19284220039844513,0.25383174419403076,0.25230076909065247,0.19510643184185028,0.1811978816986084,0.17850768566131592,0.2654697895050049,0.4502122104167938,0.24152730405330658,0.2079145908355713,0.1751302033662796,0.17021165788173676,0.12170478701591492,0.19131122529506683,0.1856587529182434,0.2628200352191925,0.11404281854629517
pressure,0.25824740529060364,0.22627468407154083,0.28285476565361023,0.2423582673072815,0.15691980719566345,0.16116683185100555,0.31510183215141296,0.35798126459121704,0.21867604553699493,0.2625555694103241,0.19239991903305054,0.23459996283054352,0.2397020012140274,0.19874489307403564,0.24032287299633026,0.27361294627189636,0.142023503780365
",",0.372031033039093,0.4946078956127167,0.4933079481124878,0.2527356445789337,0.25110384821891785,0.5201468467712402,0.3048234283924103,0.21812842786312103,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.427140474319458,0.2630102038383484,0.3877100944519043,0.2560509443283081,0.48329564929008484,0.31091248989105225
instead,0.5151016712188721,0.31208282709121704,0.3940567970275879,0.22970043122768402,0.2548507750034332,0.28091272711753845,0.27806901931762695,0.24622170627117157,0.32166025042533875,0.4104403555393219,0.3180348575115204,0.3737732470035553,0.2342042475938797,0.269829660654068,0.3409792482852936,0.30331769585609436,0.2942638397216797
of,0.4075504541397095,1.0,0.733189046382904,0.2071019858121872,0.2979840934276581,0.5696388483047485,0.28396520018577576,0.16848602890968323,0.4946078956127167,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.23287762701511383,0.40939709544181824,0.21222269535064697,0.38761502504348755,0.1826142966747284
the,0.44596394896507263,0.733189046382904,1.0,0.2524585425853729,0.21961180865764618,0.6662389636039734,0.2688957750797272,0.20428593456745148,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.23735320568084717,0.37995871901512146,0.271767258644104,0.6251175999641418,0.22068053483963013
1⁄3,-0.09459646046161652,-0.031150786206126213,-0.05029330402612686,-0.009990965947508812,0.04294944182038307,-0.05952715501189232,0.06716878712177277,0.012075262144207954,0.00599643075838685,-0.031226983293890953,-0.03554024547338486,-0.014507350511848927,0.05742074176669121,-0.04205235466361046,-0.042212314903736115,-0.07057139277458191,0.06023422256112099
normal,0.3978312611579895,0.2300747036933899,0.25256022810935974,0.23874157667160034,0.247684046626091,0.25896620750427246,0.22637398540973663,0.28902506828308105,0.25911128520965576,0.32813265919685364,0.2731911838054657,0.3121098279953003,0.2151428759098053,0.2433772087097168,0.2745095491409302,0.2598320245742798,0.19617988169193268
pressure,0.25824740529060364,0.22627468407154083,0.28285476565361023,0.2423582673072815,0.15691980719566345,0.16116683185100555,0.31510183215141296,0.35798126459121704,0.21867604553699493,0.2625555694103241,0.19239991903305054,0.23459996283054352,0.2397020012140274,0.19874489307403564,0.24032287299633026,0.27361294627189636,0.142023503780365
that,0.6503599286079407,0.41498205065727234,0.5473989248275757,0.28818759322166443,0.40547505021095276,0.435920387506485,0.2630484700202942,0.2717767655849457,0.4137537479400635,0.6297725439071655,0.3995479643344879,0.47537946701049805,0.35407087206840515,0.4500710964202881,0.3838505446910858,0.5921133160591125,0.32716336846351624
would,0.5055220723152161,0.3353942930698395,0.4133751392364502,0.25406455993652344,0.265584260225296,0.30461156368255615,0.23711340129375458,0.206369087100029,0.32586824893951416,0.45766422152519226,0.33626067638397217,0.398599237203598,0.32928308844566345,0.2849528193473816,0.3114709258079529,0.36398744583129883,0.37178951501846313
be,0.5052481293678284,0.33904364705085754,0.4248143136501312,0.26716047525405884,0.29998868703842163,0.3481820821762085,0.24574512243270874,0.28851351141929626,0.39254459738731384,0.3929833769798279,0.4819129705429077,0.39883795380592346,0.30473625659942627,0.26362910866737366,0.3385433256626129,0.5203388929367065,0.3324260413646698
used,0.3645826578140259,0.3075267970561981,0.3718377649784088,0.2696993350982666,0.23630274832248688,0.3090210556983948,0.2972164452075958,0.21276918053627014,0.3120402991771698,0.27546408772468567,0.3288823366165161,0.3864384889602661,0.2406754493713379,0.2304701954126358,0.2361437827348709,0.3575260639190674,0.22430120408535004
in,0.37423941493034363,0.5696388483047485,0.6662389636039734,0.18521834909915924,0.23580007255077362,1.0,0.29073235392570496,0.1672476977109909,0.5201468467712402,0.30808621644973755,0.5394441485404968,0.539380669593811,0.21638604998588562,0.39797019958496094,0.20820458233356476,0.5130809545516968,0.20430970191955566
a,0.42230045795440674,0.5052502155303955,0.5829201340675354,0.21425296366214752,0.23796094954013824,0.539380669593811,0.22587455809116364,0.21662019193172455,0.427140474319458,0.3320399522781372,0.658733606338501,1.0,0.23163463175296783,0.34171196818351746,0.22280260920524597,0.5452592968940735,0.23916715383529663
mission,0.16470028460025787,0.20170781016349792,0.22673439979553223,0.2200041562318802,0.15747113525867462,0.2224319875240326,0.09804368764162064,0.12214278429746628,0.21226151287555695,0.2317502647638321,0.1684449464082718,0.2477724254131317,0.22135740518569946,0.1612914651632309,0.13485713303089142,0.19417105615139008,0.19506393373012543
.,0.45765790343284607,0.5352458953857422,0.5934505462646484,0.23539911210536957,0.21214275062084198,0.5591574311256409,0.2786614000797272,0.2554275095462799,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.50484299659729,0.24761129915714264,0.42038556933403015,0.23620791733264923,0.5593622326850891,0.4130953550338745
