,where,is,doctor,who,the,record,holder,for,most,successful,science,fiction,series,of,all,time,?
'',0.016034942120313644,0.0793738141655922,0.06782495975494385,0.024401003494858742,0.041273195296525955,0.02386629767715931,0.08997205644845963,-0.04479556903243065,0.01990530639886856,-0.03249521180987358,0.07709507644176483,0.11822526156902313,-0.014226003549993038,0.13035868108272552,-0.05933554098010063,-0.01899585872888565,0.018684765323996544
science,0.19053184986114502,0.2747138440608978,0.3319964110851288,0.19709691405296326,0.24037593603134155,0.09660932421684265,0.1503783017396927,0.23603716492652893,0.2152053862810135,0.15097858011722565,1.0,0.6595393419265747,0.2972274720668793,0.2616958022117615,0.1796533465385437,0.20873330533504486,0.17974960803985596
fiction,0.18953116238117218,0.2462390810251236,0.32431042194366455,0.22704675793647766,0.20230287313461304,0.16710081696510315,0.1853446364402771,0.23551957309246063,0.21354949474334717,0.1271878480911255,0.6595393419265747,1.0,0.42153650522232056,0.1798480898141861,0.13791562616825104,0.25068986415863037,0.19665013253688812
series,0.19584253430366516,0.20355552434921265,0.2712797522544861,0.21484537422657013,0.31376904249191284,0.22914005815982819,0.17817245423793793,0.2715710699558258,0.20793810486793518,0.24829715490341187,0.2972274720668793,0.42153650522232056,1.0000001192092896,0.22268271446228027,0.26130741834640503,0.2359362095594406,0.1709602326154709
of,0.38066378235816956,0.4854315221309662,0.16895952820777893,0.2827862501144409,0.733189046382904,0.19289259612560272,0.22069098055362701,0.4185989499092102,0.4178851246833801,0.2304827868938446,0.2616958022117615,0.1798480898141861,0.22268271446228027,1.0,0.42798417806625366,0.35127586126327515,0.1826142966747284
all,0.36365973949432373,0.2553904056549072,0.14317180216312408,0.3698336184024811,0.4860881567001343,0.20628976821899414,0.21063819527626038,0.41144001483917236,0.5116150975227356,0.25382283329963684,0.1796533465385437,0.13791562616825104,0.26130741834640503,0.42798417806625366,1.0000001192092896,0.4175976812839508,0.29575422406196594
time—based,0.3121219277381897,0.2842364013195038,0.18316973745822906,0.26278647780418396,0.3456243574619293,0.29922497272491455,0.18109016120433807,0.3720111846923828,0.2955107092857361,0.2798529863357544,0.25878554582595825,0.27251988649368286,0.2844673693180084,0.3038477599620819,0.37381768226623535,0.5612542629241943,0.32939860224723816
on,0.37630224227905273,0.3635730445384979,0.1636410653591156,0.2340552806854248,0.5107308030128479,0.24107255041599274,0.17284803092479706,0.36199691891670227,0.28303956985473633,0.22642658650875092,0.2139003723859787,0.21575595438480377,0.23828625679016113,0.3966929316520691,0.3832052946090698,0.30044233798980713,0.2714994251728058
its,0.27530840039253235,0.4447362422943115,0.13759362697601318,0.1326070874929428,0.559237003326416,0.15338273346424103,0.13392366468906403,0.2992613911628723,0.32324016094207764,0.17753365635871887,0.2422817051410675,0.18667064607143402,0.16496503353118896,0.48690423369407654,0.29717665910720825,0.2819722294807434,0.15103481709957123
over-all,0.28203412890434265,0.21306577324867249,0.17925038933753967,0.3023609519004822,0.32418113946914673,0.2717438042163849,0.24753111600875854,0.3386005461215973,0.22516679763793945,0.2374032735824585,0.22941087186336517,0.26606711745262146,0.25714924931526184,0.297796368598938,0.3452601134777069,0.34115922451019287,0.3361981511116028
broadcast,0.169870987534523,0.1702820062637329,0.18613839149475098,0.18632595241069794,0.2713715434074402,0.24110715091228485,0.15032386779785156,0.2546502649784088,0.12552721798419952,0.15581203997135162,0.18350286781787872,0.26032423973083496,0.4289170503616333,0.20155203342437744,0.14730939269065857,0.2580294609069824,0.15760008990764618
ratings,0.1512487232685089,0.1454755961894989,0.08232710510492325,0.1265973597764969,0.23356813192367554,0.21352213621139526,0.19635668396949768,0.2655225098133087,0.1958952695131302,0.19046227633953094,0.18633872270584106,0.22329223155975342,0.34094566106796265,0.15600527822971344,0.27513182163238525,0.259071409702301,0.19248855113983154
",",0.3149496018886566,0.4691906273365021,0.20407600700855255,0.3365725874900818,0.4933079481124878,0.28093910217285156,0.2979716658592224,0.4464869201183319,0.3636029064655304,0.28826844692230225,0.2623405158519745,0.23848076164722443,0.24060699343681335,0.4946078956127167,0.425624817609787,0.3029961884021759,0.31091248989105225
dvd,0.1495627909898758,0.16203640401363373,0.1153966411948204,0.13500387966632843,0.20035067200660706,0.26141756772994995,0.1782306283712387,0.18816210329532623,0.10731050372123718,0.15039877593517303,0.08322592824697495,0.16397762298583984,0.2772786617279053,0.16838838160037994,0.18331032991409302,0.16231407225131989,0.21825559437274933
and,0.43859338760375977,0.3859752118587494,0.21673844754695892,0.41279885172843933,0.5171257257461548,0.23470573127269745,0.254690557718277,0.5064792633056641,0.4309377074241638,0.2795376479625702,0.2865735590457916,0.24175362288951874,0.26972857117652893,0.5116966962814331,0.4542157053947449,0.3025408685207367,0.20544172823429108
book,0.16606031358242035,0.21808475255966187,0.21069060266017914,0.23780840635299683,0.2652374505996704,0.19651277363300323,0.20198951661586761,0.22091296315193176,0.19297391176223755,0.13194723427295685,0.3313688635826111,0.4465898275375366,0.32398736476898193,0.22602593898773193,0.2083057016134262,0.19304482638835907,0.20572158694267273
sales,0.0973019078373909,0.1703954041004181,0.09777259081602097,0.10787513852119446,0.18809081614017487,0.28943130373954773,0.27152204513549805,0.23486240208148956,0.14182159304618835,0.2897448241710663,0.14760331809520721,0.1601807028055191,0.22196587920188904,0.16567732393741608,0.19896847009658813,0.19340220093727112,0.12966734170913696
",",0.3149496018886566,0.4691906273365021,0.20407600700855255,0.3365725874900818,0.4933079481124878,0.28093910217285156,0.2979716658592224,0.4464869201183319,0.3636029064655304,0.28826844692230225,0.2623405158519745,0.23848076164722443,0.24060699343681335,0.4946078956127167,0.425624817609787,0.3029961884021759,0.31091248989105225
and,0.43859338760375977,0.3859752118587494,0.21673844754695892,0.41279885172843933,0.5171257257461548,0.23470573127269745,0.254690557718277,0.5064792633056641,0.4309377074241638,0.2795376479625702,0.2865735590457916,0.24175362288951874,0.26972857117652893,0.5116966962814331,0.4542157053947449,0.3025408685207367,0.20544172823429108
itunes,0.2035989612340927,0.1335582286119461,0.15385320782661438,0.1672242432832718,0.22764301300048828,0.30995476245880127,0.20850595831871033,0.17777524888515472,0.16773821413516998,0.23942504823207855,0.08977993577718735,0.11891774088144302,0.1859269142150879,0.10195858776569366,0.251810759305954,0.19812850654125214,0.23144569993019104
traffic—,0.14228489995002747,0.24973900616168976,0.18354949355125427,0.17784368991851807,0.2280648648738861,0.09207337349653244,0.14175231754779816,0.2642512917518616,0.1604698747396469,0.15282733738422394,0.16230575740337372,0.1498822420835495,0.1272493451833725,0.23982353508472443,0.14295150339603424,0.16669584810733795,0.1683356761932373
and,0.43859338760375977,0.3859752118587494,0.21673844754695892,0.41279885172843933,0.5171257257461548,0.23470573127269745,0.254690557718277,0.5064792633056641,0.4309377074241638,0.2795376479625702,0.2865735590457916,0.24175362288951874,0.26972857117652893,0.5116966962814331,0.4542157053947449,0.3025408685207367,0.20544172823429108
for,0.38599511981010437,0.43268078565597534,0.1556548923254013,0.37110671401023865,0.4739971458911896,0.24185582995414734,0.270582377910614,0.9999999403953552,0.3906237483024597,0.2988608777523041,0.23603716492652893,0.23551957309246063,0.2715710699558258,0.4185989499092102,0.41144001483917236,0.3992156386375427,0.264628142118454
the,0.5003893971443176,0.5823672413825989,0.2820442318916321,0.3733934462070465,1.0,0.23569516837596893,0.228016197681427,0.4739971458911896,0.47635307908058167,0.31354787945747375,0.24037593603134155,0.20230287313461304,0.31376904249191284,0.733189046382904,0.4860881567001343,0.43061500787734985,0.22068053483963013
largest,0.2018657773733139,0.3413417339324951,0.10847324877977371,0.12422340363264084,0.3757036626338959,0.16476672887802124,0.18184807896614075,0.13215672969818115,0.3954915702342987,0.18199650943279266,0.15829692780971527,0.16152691841125488,0.1409410983324051,0.36650770902633667,0.235378697514534,0.11708168685436249,0.12401245534420013
ever,0.2549535930156708,0.26543647050857544,0.15791432559490204,0.362372487783432,0.3474041819572449,0.4000466763973236,0.3627217411994934,0.3162844479084015,0.39527660608291626,0.2936718165874481,0.1891491711139679,0.2057538479566574,0.23702597618103027,0.22901833057403564,0.3627382814884186,0.39147329330444336,0.3358461856842041
simulcast,0.2972622215747833,0.2441602647304535,0.20454074442386627,0.2182508260011673,0.31249719858169556,0.21567566692829132,0.18243439495563507,0.3045625686645508,0.1884923279285431,0.2386251837015152,0.3154906928539276,0.2927131950855255,0.42323020100593567,0.2524929940700531,0.25212010741233826,0.3162044584751129,0.1439180225133896
of,0.38066378235816956,0.4854315221309662,0.16895952820777893,0.2827862501144409,0.733189046382904,0.19289259612560272,0.22069098055362701,0.4185989499092102,0.4178851246833801,0.2304827868938446,0.2616958022117615,0.1798480898141861,0.22268271446228027,1.0,0.42798417806625366,0.35127586126327515,0.1826142966747284
a,0.40997210144996643,0.658733606338501,0.22883038222789764,0.36608949303627014,0.5829201340675354,0.2588478624820709,0.25880566239356995,0.44038116931915283,0.3508910834789276,0.28627005219459534,0.2378881424665451,0.20890182256698608,0.23966510593891144,0.5052502155303955,0.2696802616119385,0.3292340338230133,0.23916715383529663
tv,0.17920537292957306,0.1617223173379898,0.23672568798065186,0.20096197724342346,0.20034731924533844,0.18432492017745972,0.19976578652858734,0.22924813628196716,0.1211390346288681,0.20046888291835785,0.24104925990104675,0.32416829466819763,0.5038743615150452,0.19364769756793976,0.18378843367099762,0.19689060747623444,0.20290863513946533
drama,0.14203627407550812,0.25312909483909607,0.2582404613494873,0.2117668092250824,0.2408958077430725,0.16829964518547058,0.14984147250652313,0.22676996886730194,0.11764247715473175,0.22027871012687683,0.2934669554233551,0.3987448513507843,0.42834165692329407,0.18793216347694397,0.11848748475313187,0.15658996999263763,0.21114452183246613
with,0.4142743945121765,0.3250955045223236,0.17277967929840088,0.3282766342163086,0.4223487675189972,0.19528687000274658,0.23479224741458893,0.39140474796295166,0.336320698261261,0.23784777522087097,0.16571007668972015,0.16807234287261963,0.17767351865768433,0.41827285289764404,0.3876307010650635,0.31862112879753113,0.2433311939239502
its,0.27530840039253235,0.4447362422943115,0.13759362697601318,0.1326070874929428,0.559237003326416,0.15338273346424103,0.13392366468906403,0.2992613911628723,0.32324016094207764,0.17753365635871887,0.2422817051410675,0.18667064607143402,0.16496503353118896,0.48690423369407654,0.29717665910720825,0.2819722294807434,0.15103481709957123
50th,0.09576718509197235,0.1980750411748886,0.19160239398479462,0.009327351115643978,0.19595111906528473,0.14145341515541077,0.10974233597517014,0.07924925535917282,0.09370077401399612,0.06836788356304169,0.1666552722454071,0.087196946144104,0.1081300899386406,0.11716882884502411,0.03125869855284691,0.14446276426315308,0.004919986240565777
anniversary,0.12656912207603455,0.12950946390628815,0.17330653965473175,0.16220717132091522,0.29318708181381226,0.22134184837341309,0.15722417831420898,0.24768374860286713,0.15935641527175903,0.18930433690547943,0.14371168613433838,0.17721077799797058,0.2369382679462433,0.2393128126859665,0.21782074868679047,0.2806112766265869,0.1981802135705948
special,0.2774714529514313,0.24467575550079346,0.16843044757843018,0.21519862115383148,0.3027077615261078,0.10648121684789658,0.19301770627498627,0.311454176902771,0.1966545283794403,0.13485528528690338,0.18846529722213745,0.15978866815567017,0.25486889481544495,0.27998968958854675,0.24764396250247955,0.20113401114940643,0.29623302817344666
.,0.41390106081962585,0.4569662809371948,0.22361043095588684,0.3541337847709656,0.5934505462646484,0.2186054140329361,0.23600628972053528,0.4726039469242096,0.35404038429260254,0.361310213804245,0.21781636774539948,0.20628853142261505,0.3121925890445709,0.5352458953857422,0.43406882882118225,0.371569961309433,0.4130953550338745
