,who,actually,won,the,prize,?
and,0.41279885172843933,0.3156367838382721,0.2795773446559906,0.5171257257461548,0.19794146716594696,0.20544172823429108
nikola,0.22927239537239075,0.12341466546058655,0.12680000066757202,0.1146918535232544,0.24723069369792938,0.06297405064105988
tesla,0.1520961970090866,0.20886662602424622,0.07117254287004471,0.1324402391910553,0.196644127368927,0.10250775516033173
;,0.007937713526189327,0.11342190951108932,0.012465409934520721,0.09152708947658539,0.0596277117729187,0.10349778085947037
however,0.4020770490169525,0.557626485824585,0.22336162626743317,0.49814513325691223,0.19437557458877563,0.2152075469493866
",",0.3365725874900818,0.34130755066871643,0.35968565940856934,0.4933079481124878,0.28670501708984375,0.31091248989105225
on,0.2340552806854248,0.2697833180427551,0.21146643161773682,0.5107308030128479,0.1964096873998642,0.2714994251728058
15,0.04823268577456474,-0.07677305489778519,0.08368123322725296,-0.011810222640633583,-0.03943782299757004,-0.010706285014748573
november,0.2615586519241333,0.1675897091627121,0.27256760001182556,0.25734350085258484,0.19674205780029297,0.3159552216529846
",",0.3365725874900818,0.34130755066871643,0.35968565940856934,0.4933079481124878,0.28670501708984375,0.31091248989105225
a,0.36608949303627014,0.3909306824207306,0.22534137964248657,0.5829201340675354,0.189753457903862,0.23916715383529663
reuters,0.22986286878585815,0.19019360840320587,0.14157788455486298,0.1947241574525833,0.23193740844726562,0.20030519366264343
story,0.3106299340724945,0.25749167799949646,0.1503676027059555,0.2915393114089966,0.19581158459186554,0.2304346114397049
from,0.27839982509613037,0.2830860912799835,0.15574602782726288,0.40150508284568787,0.146054208278656,0.19969791173934937
stockholm,0.16871413588523865,0.1651330292224884,0.2241760641336441,0.23913058638572693,0.2988858222961426,0.11597216874361038
stated,0.25916561484336853,0.3481330871582031,0.16984201967716217,0.2814950942993164,0.16906854510307312,0.24280361831188202
the,0.3733934462070465,0.39964747428894043,0.29432493448257446,1.0,0.18969248235225677,0.22068053483963013
prize,0.20312342047691345,0.172830730676651,0.4721262753009796,0.18969248235225677,0.9999999403953552,0.14158497750759125
that,0.45444270968437195,0.6371707320213318,0.1869245320558548,0.5473989248275757,0.18004201352596283,0.32716336846351624
year,0.2851492762565613,0.25791123509407043,0.3163253962993622,0.3609684407711029,0.2223391830921173,0.18315006792545319
was,0.3318818509578705,0.29136961698532104,0.35383549332618713,0.48711544275283813,0.2402031123638153,0.18412111699581146
being,0.44037187099456787,0.4523947536945343,0.1458553671836853,0.419739305973053,0.08181919902563095,0.26743772625923157
awarded,0.22917822003364563,0.09728556126356125,0.5047818422317505,0.24971646070480347,0.583318293094635,0.1431703418493271
to,0.42656609416007996,0.4543284475803375,0.1945943981409073,0.535392165184021,0.17568570375442505,0.29463258385658264
sir,0.24442657828330994,0.17065562307834625,0.1510772407054901,0.20237073302268982,0.24229717254638672,0.10503887385129929
william,0.32068803906440735,0.15878014266490936,0.1931561529636383,0.21537061035633087,0.1863613724708557,0.14462219178676605
henry,0.29137110710144043,0.16722601652145386,0.20677708089351654,0.2542637586593628,0.21542967855930328,0.16836383938789368
bragg,0.3138219118118286,0.20379365980625153,0.29439765214920044,0.30639055371284485,0.3612044155597687,0.1970892995595932
and,0.41279885172843933,0.3156367838382721,0.2795773446559906,0.5171257257461548,0.19794146716594696,0.20544172823429108
william,0.32068803906440735,0.15878014266490936,0.1931561529636383,0.21537061035633087,0.1863613724708557,0.14462219178676605
lawrence,0.22844552993774414,0.18188592791557312,0.18332143127918243,0.2352556735277176,0.19174809753894806,0.1681434065103531
bragg,0.3138219118118286,0.20379365980625153,0.29439765214920044,0.30639055371284485,0.3612044155597687,0.1970892995595932
``,0.02397952415049076,0.11149482429027557,0.03902672603726387,0.029072100296616554,0.05278487503528595,0.0685480609536171
for,0.37110671401023865,0.3331935703754425,0.3782569169998169,0.4739971458911896,0.2797470688819885,0.264628142118454
their,0.3767721951007843,0.28901469707489014,0.1798611581325531,0.516537070274353,0.19695785641670227,0.1898253709077835
services,0.24612601101398468,0.15384875237941742,0.09613433480262756,0.2381475418806076,0.12265492230653763,0.1328447163105011
in,0.2792111933231354,0.3058476448059082,0.3280489146709442,0.6662389636039734,0.21274791657924652,0.20430970191955566
the,0.3733934462070465,0.39964747428894043,0.29432493448257446,1.0,0.18969248235225677,0.22068053483963013
analysis,0.14167696237564087,0.25761449337005615,0.0915217474102974,0.24241644144058228,0.12961600720882416,0.15352053940296173
of,0.2827862501144409,0.3496170938014984,0.20832067728042603,0.733189046382904,0.2154514491558075,0.1826142966747284
crystal,0.13265158236026764,0.22789694368839264,0.1360139101743698,0.22026708722114563,0.10206782817840576,0.17370280623435974
structure,0.15163135528564453,0.29564210772514343,0.12982431054115295,0.2933249771595001,0.1813332885503769,0.1770772784948349
by,0.39727845788002014,0.26796624064445496,0.17499594390392303,0.4408751428127289,0.19825753569602966,0.17966607213020325
means,0.22125157713890076,0.34942784905433655,0.10917872190475464,0.32225894927978516,0.12060048431158066,0.21233566105365753
of,0.2827862501144409,0.3496170938014984,0.20832067728042603,0.733189046382904,0.2154514491558075,0.1826142966747284
x-rays,0.2646901309490204,0.35789424180984497,0.19943544268608093,0.2762417197227478,0.1341269612312317,0.21474985778331757
.,0.3541337847709656,0.31523430347442627,0.3011801838874817,0.5934505462646484,0.24712836742401123,0.4130953550338745
