,what,technique,was,used,to,decorate,the,east,side,of,the,building,?
terracotta,0.1761527955532074,0.2844603657722473,0.2653079330921173,0.3540372848510742,0.19796250760555267,0.4690098166465759,0.2803131341934204,0.2172708809375763,0.19240696728229523,0.2926011085510254,0.2803131341934204,0.3010091483592987,0.11132478713989258
embellishments,0.19875416159629822,0.24431806802749634,0.23127439618110657,0.3288784325122833,0.17195045948028564,0.34588927030563354,0.26627209782600403,0.17065975069999695,0.11580393463373184,0.24747715890407562,0.26627209782600403,0.2648935914039612,0.17831526696681976
were,0.22298263013362885,0.11839698255062103,0.590133786201477,0.27636459469795227,0.31913647055625916,0.21997679769992828,0.3906462490558624,0.22886523604393005,0.19292019307613373,0.34038281440734863,0.3906462490558624,0.18601834774017334,0.17890112102031708
again,0.3921525180339813,0.1424027979373932,0.35373377799987793,0.18369121849536896,0.4861571192741394,0.1341932713985443,0.4104243218898773,0.23093564808368683,0.2141246646642685,0.24152639508247375,0.4104243218898773,0.2104690670967102,0.2679590880870819
the,0.42745697498321533,0.17307476699352264,0.48711544275283813,0.3718377649784088,0.535392165184021,0.22611936926841736,1.0,0.3383176326751709,0.37146830558776855,0.733189046382904,1.0,0.3159640431404114,0.22068053483963013
work,0.3762225806713104,0.3584432303905487,0.24745555222034454,0.2676831781864166,0.3482864499092102,0.2775104343891144,0.2704800069332123,0.09814951568841934,0.08770918101072311,0.23473061621189117,0.2704800069332123,0.3346593379974365,0.2621155381202698
of,0.33290785551071167,0.1720840036869049,0.4069072902202606,0.3075267970561981,0.41548454761505127,0.20821157097816467,0.733189046382904,0.314786434173584,0.2452700436115265,1.0,0.733189046382904,0.26200541853904724,0.1826142966747284
godfrey,0.1566525250673294,0.06308212131261826,0.3088242709636688,0.11291489750146866,0.1972895860671997,0.07738325744867325,0.2300633192062378,0.22004230320453644,0.19092828035354614,0.23875589668750763,0.2300633192062378,0.10585308074951172,0.15937986969947815
sykes,0.15747708082199097,0.10122894495725632,0.3036337196826935,0.1042640432715416,0.17576022446155548,0.11972623318433762,0.22081643342971802,0.23704099655151367,0.1944391429424286,0.18079234659671783,0.22081643342971802,0.1616569310426712,0.23471449315547943
",",0.3087472915649414,0.19078779220581055,0.45456063747406006,0.3120402991771698,0.44245919585227966,0.23126046359539032,0.4933079481124878,0.319791704416275,0.24522119760513306,0.4946078956127167,0.4933079481124878,0.2374238669872284,0.31091248989105225
although,0.24844598770141602,0.18654043972492218,0.3711436688899994,0.33199048042297363,0.4176313281059265,0.1971457600593567,0.3265823423862457,0.1777118444442749,0.19755104184150696,0.3024747669696808,0.3265823423862457,0.1415463387966156,0.15541206300258636
sgraffito,0.3243609666824341,0.19538931548595428,0.3239496052265167,0.20856459438800812,0.31367751955986023,0.19150274991989136,0.2829647660255432,0.14250563085079193,0.19075198471546173,0.25539645552635193,0.2829647660255432,0.19823072850704193,0.3170059025287628
was,0.22111038863658905,0.17430655658245087,1.0000001192092896,0.23679393529891968,0.3636345863342285,0.12911678850650787,0.48711544275283813,0.2747166156768799,0.16857531666755676,0.4069072902202606,0.48711544275283813,0.237406387925148,0.18412111699581146
used,0.27546408772468567,0.3919808268547058,0.23679393529891968,0.9999998807907104,0.40058770775794983,0.24310898780822754,0.3718377649784088,0.17829805612564087,0.21920287609100342,0.3075267970561981,0.3718377649784088,0.2246105819940567,0.22430120408535004
to,0.455847829580307,0.24209554493427277,0.3636345863342285,0.40058770775794983,1.0,0.2207259088754654,0.535392165184021,0.24717837572097778,0.2686329185962677,0.41548454761505127,0.535392165184021,0.2658686637878418,0.29463258385658264
decorate,0.21200445294380188,0.156333789229393,0.12911678850650787,0.24310898780822754,0.2207259088754654,0.9999999403953552,0.22611936926841736,0.07902023196220398,0.23193424940109253,0.20821157097816467,0.22611936926841736,0.33164405822753906,0.16424882411956787
the,0.42745697498321533,0.17307476699352264,0.48711544275283813,0.3718377649784088,0.535392165184021,0.22611936926841736,1.0,0.3383176326751709,0.37146830558776855,0.733189046382904,1.0,0.3159640431404114,0.22068053483963013
east,0.19840149581432343,0.11173073947429657,0.2747166156768799,0.17829805612564087,0.24717837572097778,0.07902023196220398,0.3383176326751709,1.0000001192092896,0.3285675644874573,0.314786434173584,0.3383176326751709,0.18789555132389069,0.10070597380399704
side,0.2532914876937866,0.13476340472698212,0.16857531666755676,0.21920287609100342,0.2686329185962677,0.23193424940109253,0.37146830558776855,0.3285675644874573,1.0,0.2452700436115265,0.37146830558776855,0.1769082099199295,0.07831130921840668
of,0.33290785551071167,0.1720840036869049,0.4069072902202606,0.3075267970561981,0.41548454761505127,0.20821157097816467,0.733189046382904,0.314786434173584,0.2452700436115265,1.0,0.733189046382904,0.26200541853904724,0.1826142966747284
the,0.42745697498321533,0.17307476699352264,0.48711544275283813,0.3718377649784088,0.535392165184021,0.22611936926841736,1.0,0.3383176326751709,0.37146830558776855,0.733189046382904,1.0,0.3159640431404114,0.22068053483963013
building,0.23529528081417084,0.18985068798065186,0.237406387925148,0.2246105819940567,0.2658686637878418,0.33164405822753906,0.3159640431404114,0.18789555132389069,0.1769082099199295,0.26200541853904724,0.3159640431404114,0.9999998807907104,0.13549931347370148
designed,0.15902110934257507,0.22181686758995056,0.28384989500045776,0.4257775843143463,0.3077097535133362,0.30947574973106384,0.2559613883495331,0.1278136819601059,0.22101104259490967,0.2000347077846527,0.2559613883495331,0.43736663460731506,0.11213942617177963
by,0.2455483376979828,0.23998786509037018,0.4752357602119446,0.27705541253089905,0.33534231781959534,0.12592339515686035,0.4408751428127289,0.2120126187801361,0.19597385823726654,0.3646814823150635,0.4408751428127289,0.20441755652427673,0.17966607213020325
f.,0.18076683580875397,0.010609420947730541,0.17113131284713745,0.06693857163190842,0.1367449164390564,0.1159449964761734,0.18440215289592743,0.10189486294984818,0.07887589931488037,0.21892845630645752,0.18440215289592743,0.023559516295790672,0.11007396876811981
w.,-0.0846915990114212,0.022277701646089554,-0.022806311026215553,-0.048720210790634155,0.010246237739920616,-0.0855465978384018,0.007494001649320126,-0.03986106440424919,-0.06904618442058563,-0.0285952165722847,0.007494001649320126,-0.08009076118469238,-0.07353907823562622
moody,0.2474406659603119,0.12838755548000336,0.25026223063468933,0.09221788495779037,0.24850177764892578,0.07571496814489365,0.2233004868030548,0.1925024837255478,0.17318589985370636,0.19959983229637146,0.2233004868030548,0.1457110345363617,0.15883690118789673
",",0.3087472915649414,0.19078779220581055,0.45456063747406006,0.3120402991771698,0.44245919585227966,0.23126046359539032,0.4933079481124878,0.319791704416275,0.24522119760513306,0.4946078956127167,0.4933079481124878,0.2374238669872284,0.31091248989105225
a,0.3320399522781372,0.274301141500473,0.4508470594882965,0.3864384889602661,0.45503583550453186,0.1702151745557785,0.5829201340675354,0.18767057359218597,0.29873180389404297,0.5052502155303955,0.5829201340675354,0.2576078176498413,0.23916715383529663
final,0.20972409844398499,0.1213066354393959,0.23547481000423431,0.12590911984443665,0.26099109649658203,0.12180755287408829,0.3543182611465454,0.14135447144508362,0.19138652086257935,0.24563951790332794,0.3543182611465454,0.14786718785762787,0.17315025627613068
embellishment,0.20834322273731232,0.2735123336315155,0.26057150959968567,0.30497312545776367,0.158550426363945,0.33147692680358887,0.2772134244441986,0.15342511236667633,0.12313338369131088,0.2714916169643402,0.2772134244441986,0.27707672119140625,0.18362782895565033
were,0.22298263013362885,0.11839698255062103,0.590133786201477,0.27636459469795227,0.31913647055625916,0.21997679769992828,0.3906462490558624,0.22886523604393005,0.19292019307613373,0.34038281440734863,0.3906462490558624,0.18601834774017334,0.17890112102031708
the,0.42745697498321533,0.17307476699352264,0.48711544275283813,0.3718377649784088,0.535392165184021,0.22611936926841736,1.0,0.3383176326751709,0.37146830558776855,0.733189046382904,1.0,0.3159640431404114,0.22068053483963013
wrought,0.24421919882297516,0.23743762075901031,0.3491613268852234,0.3741592764854431,0.29435598850250244,0.33977335691452026,0.3227902352809906,0.23581212759017944,0.2532467544078827,0.298917680978775,0.3227902352809906,0.36956512928009033,0.1967979222536087
iron,0.1444280743598938,0.23387326300144196,0.21926720440387726,0.26322469115257263,0.18131506443023682,0.2006293088197708,0.27578672766685486,0.17978574335575104,0.12350811064243317,0.263920396566391,0.27578672766685486,0.22960558533668518,0.1309053897857666
gates,0.12827859818935394,0.06045397371053696,0.20647941529750824,0.1770506650209427,0.21614286303520203,0.19975313544273376,0.2443714737892151,0.17869317531585693,0.21300216019153595,0.15723752975463867,0.2443714737892151,0.22198335826396942,0.1212976723909378
made,0.23419176042079926,0.19267885386943817,0.3433256447315216,0.3574022352695465,0.3377571105957031,0.21744978427886963,0.3885267674922943,0.15529567003250122,0.15373528003692627,0.33167365193367004,0.3885267674922943,0.2092626392841339,0.17218779027462006
as,0.31749409437179565,0.22951006889343262,0.3677520453929901,0.35160550475120544,0.42092081904411316,0.23999175429344177,0.48381632566452026,0.19617025554180145,0.22120459377765656,0.3886612355709076,0.48381632566452026,0.23924584686756134,0.27043893933296204
late,0.1576872020959854,0.12343975901603699,0.4393066465854645,0.16762472689151764,0.25809016823768616,0.18499328196048737,0.31481194496154785,0.22143349051475525,0.10566456615924835,0.21690747141838074,0.31481194496154785,0.20268011093139648,0.11339222639799118
as,0.31749409437179565,0.22951006889343262,0.3677520453929901,0.35160550475120544,0.42092081904411316,0.23999175429344177,0.48381632566452026,0.19617025554180145,0.22120459377765656,0.3886612355709076,0.48381632566452026,0.23924584686756134,0.27043893933296204
1885,-0.03922257572412491,-0.13322453200817108,-0.07451175153255463,-0.049192678183317184,0.007543088868260384,-0.051437653601169586,0.07030917704105377,0.3239803910255432,0.1461179256439209,0.07085762917995453,0.07030917704105377,0.07211679220199585,-0.20159123837947845
designed,0.15902110934257507,0.22181686758995056,0.28384989500045776,0.4257775843143463,0.3077097535133362,0.30947574973106384,0.2559613883495331,0.1278136819601059,0.22101104259490967,0.2000347077846527,0.2559613883495331,0.43736663460731506,0.11213942617177963
by,0.2455483376979828,0.23998786509037018,0.4752357602119446,0.27705541253089905,0.33534231781959534,0.12592339515686035,0.4408751428127289,0.2120126187801361,0.19597385823726654,0.3646814823150635,0.4408751428127289,0.20441755652427673,0.17966607213020325
starkie,0.12707632780075073,0.04873652756214142,0.2505788505077362,0.10771714895963669,0.1537279486656189,0.12636812031269073,0.22022418677806854,0.14646762609481812,0.12460984289646149,0.18101240694522858,0.22022418677806854,0.11296699941158295,0.1266142725944519
gardner,0.18253783881664276,0.15875333547592163,0.23697501420974731,0.13717474043369293,0.23372803628444672,0.06012718379497528,0.22581541538238525,0.17256562411785126,0.12128401547670364,0.20483049750328064,0.22581541538238525,0.1217491403222084,0.15861523151397705
",",0.3087472915649414,0.19078779220581055,0.45456063747406006,0.3120402991771698,0.44245919585227966,0.23126046359539032,0.4933079481124878,0.319791704416275,0.24522119760513306,0.4946078956127167,0.4933079481124878,0.2374238669872284,0.31091248989105225
these,0.4164220690727234,0.22150006890296936,0.19784674048423767,0.43212080001831055,0.46852558851242065,0.2511189579963684,0.49086877703666687,0.17225787043571472,0.26531505584716797,0.42684608697891235,0.49086877703666687,0.23228397965431213,0.2571668326854706
lead,0.19642074406147003,0.18086481094360352,0.1970783770084381,0.1456587314605713,0.23490607738494873,0.0770016610622406,0.21995973587036133,0.13870565593242645,0.10974066704511642,0.19835850596427917,0.21995973587036133,0.07839430123567581,0.14552436769008636
to,0.455847829580307,0.24209554493427277,0.3636345863342285,0.40058770775794983,1.0,0.2207259088754654,0.535392165184021,0.24717837572097778,0.2686329185962677,0.41548454761505127,0.535392165184021,0.2658686637878418,0.29463258385658264
a,0.3320399522781372,0.274301141500473,0.4508470594882965,0.3864384889602661,0.45503583550453186,0.1702151745557785,0.5829201340675354,0.18767057359218597,0.29873180389404297,0.5052502155303955,0.5829201340675354,0.2576078176498413,0.23916715383529663
passage,0.24366621673107147,0.2213832139968872,0.1789361983537674,0.23194675147533417,0.3151622712612152,0.10330145806074142,0.3817729353904724,0.2594168484210968,0.23902732133865356,0.2346392720937729,0.3817729353904724,0.21345913410186768,0.11149881780147552
through,0.23167094588279724,0.2234787940979004,0.21752823889255524,0.20277023315429688,0.4062686562538147,0.09601965546607971,0.44071322679519653,0.2294437140226364,0.22126100957393646,0.3647414743900299,0.44071322679519653,0.170434832572937,0.16913433372974396
the,0.42745697498321533,0.17307476699352264,0.48711544275283813,0.3718377649784088,0.535392165184021,0.22611936926841736,1.0,0.3383176326751709,0.37146830558776855,0.733189046382904,1.0,0.3159640431404114,0.22068053483963013
building,0.23529528081417084,0.18985068798065186,0.237406387925148,0.2246105819940567,0.2658686637878418,0.33164405822753906,0.3159640431404114,0.18789555132389069,0.1769082099199295,0.26200541853904724,0.3159640431404114,0.9999998807907104,0.13549931347370148
.,0.3567904531955719,0.16046342253684998,0.40146201848983765,0.33111312985420227,0.4645031690597534,0.2462836056947708,0.5934505462646484,0.28351864218711853,0.3030071258544922,0.5352458953857422,0.5934505462646484,0.275610089302063,0.4130953550338745
