,what,group,has,approved,the,appointment,of,an,openly,partnered,lesbian,to,the,provisional,diaconate,?
the,0.42745697498321533,0.30795547366142273,0.4177538752555847,0.30207422375679016,1.0,0.27414143085479736,0.733189046382904,0.4207492768764496,0.19510823488235474,0.1498856395483017,0.18838512897491455,0.535392165184021,1.0,0.28786423802375793,0.26569727063179016,0.22068053483963013
provisional,0.1830057054758072,0.26202279329299927,0.0973055437207222,0.32966139912605286,0.28786423802375793,0.34092798829078674,0.3027793765068054,0.196761816740036,0.1347065418958664,0.112356998026371,0.07068385183811188,0.20113271474838257,0.28786423802375793,1.0,0.2403765171766281,0.11487715691328049
diaconate,0.3108314275741577,0.21935412287712097,0.2044203132390976,0.2280341535806656,0.26569727063179016,0.2639739215373993,0.240611732006073,0.25941962003707886,0.25838544964790344,0.2590043246746063,0.27702614665031433,0.34688806533813477,0.26569727063179016,0.2403765171766281,1.0000001192092896,0.25288569927215576
.,0.3567904531955719,0.27268800139427185,0.4105546176433563,0.29869166016578674,0.5934505462646484,0.24278326332569122,0.5352458953857422,0.3581749200820923,0.2294253706932068,0.1888130009174347,0.18730707466602325,0.4645031690597534,0.5934505462646484,0.1821993887424469,0.2882005572319031,0.4130953550338745
,what,group,has,approved,the,appointment,of,an,openly,partnered,lesbian,to,the,provisional,diaconate,?
however,0.4480680823326111,0.27958887815475464,0.3999234735965729,0.3345954716205597,0.49814513325691223,0.2556471526622772,0.3800618350505829,0.2464427500963211,0.31518039107322693,0.1998714953660965,0.19930662214756012,0.5474119186401367,0.49814513325691223,0.26731324195861816,0.34008198976516724,0.2152075469493866
",",0.3087472915649414,0.2809832692146301,0.3734780251979828,0.28550124168395996,0.4933079481124878,0.2784482538700104,0.4946078956127167,0.3581022024154663,0.29348745942115784,0.2023289054632187,0.19236215949058533,0.44245919585227966,0.4933079481124878,0.2561506927013397,0.3123532235622406,0.31091248989105225
at,0.2838611304759979,0.13662685453891754,0.2743658423423767,0.21304191648960114,0.457212895154953,0.24655404686927795,0.42558613419532776,0.2446778565645218,0.1822182983160019,0.15497615933418274,0.10951096564531326,0.36524343490600586,0.457212895154953,0.13879303634166718,0.1983550637960434,0.21978627145290375
the,0.42745697498321533,0.30795547366142273,0.4177538752555847,0.30207422375679016,1.0,0.27414143085479736,0.733189046382904,0.4207492768764496,0.19510823488235474,0.1498856395483017,0.18838512897491455,0.535392165184021,1.0,0.28786423802375793,0.26569727063179016,0.22068053483963013
same,0.3764382302761078,0.22364355623722076,0.3106575906276703,0.26735708117485046,0.4583131968975067,0.15624715387821198,0.3808329105377197,0.2785528004169464,0.21278129518032074,0.21101634204387665,0.2601373493671417,0.3205692768096924,0.4583131968975067,0.14401289820671082,0.2697067856788635,0.22649677097797394
time,0.36319252848625183,0.14787660539150238,0.25164222717285156,0.24739594757556915,0.43061500787734985,0.24085396528244019,0.35127586126327515,0.17594800889492035,0.24406233429908752,0.21243463456630707,0.13663946092128754,0.3679993152618408,0.43061500787734985,0.15436255931854248,0.2612277567386627,0.27391523122787476
",",0.3087472915649414,0.2809832692146301,0.3734780251979828,0.28550124168395996,0.4933079481124878,0.2784482538700104,0.4946078956127167,0.3581022024154663,0.29348745942115784,0.2023289054632187,0.19236215949058533,0.44245919585227966,0.4933079481124878,0.2561506927013397,0.3123532235622406,0.31091248989105225
the,0.42745697498321533,0.30795547366142273,0.4177538752555847,0.30207422375679016,1.0,0.27414143085479736,0.733189046382904,0.4207492768764496,0.19510823488235474,0.1498856395483017,0.18838512897491455,0.535392165184021,1.0,0.28786423802375793,0.26569727063179016,0.22068053483963013
umc,0.2557855546474457,0.22276800870895386,0.18818236887454987,0.22920365631580353,0.21262750029563904,0.19702205061912537,0.18128293752670288,0.20038536190986633,0.2409498691558838,0.14607001841068268,0.25825729966163635,0.23076260089874268,0.21262750029563904,0.11996863782405853,0.1741333156824112,0.2609967589378357
judicial,0.23836617171764374,0.11459963768720627,0.14285066723823547,0.291434645652771,0.27282875776290894,0.39136651158332825,0.2965162694454193,0.19821026921272278,0.1700076311826706,0.03951409086585045,0.23553775250911713,0.2431270331144333,0.27282875776290894,0.33162978291511536,0.22190600633621216,0.1770997941493988
council,0.16933071613311768,0.19795598089694977,0.18650029599666595,0.3116105794906616,0.2829204201698303,0.35374048352241516,0.2972237169742584,0.13216540217399597,0.19921304285526276,0.10920104384422302,0.1822298765182495,0.23829470574855804,0.2829204201698303,0.28704631328582764,0.1711980104446411,0.1160062924027443
",",0.3087472915649414,0.2809832692146301,0.3734780251979828,0.28550124168395996,0.4933079481124878,0.2784482538700104,0.4946078956127167,0.3581022024154663,0.29348745942115784,0.2023289054632187,0.19236215949058533,0.44245919585227966,0.4933079481124878,0.2561506927013397,0.3123532235622406,0.31091248989105225
in,0.30808621644973755,0.2304753065109253,0.4173259735107422,0.23346227407455444,0.6662389636039734,0.20805789530277252,0.5696388483047485,0.2605783939361572,0.23383252322673798,0.19650232791900635,0.2263808399438858,0.45010748505592346,0.6662389636039734,0.21454453468322754,0.2384396493434906,0.20430970191955566
2008,-0.19703538715839386,-0.02642650343477726,-0.10776159167289734,-0.031096596270799637,-0.06530369818210602,0.056123971939086914,-0.10678710788488388,-0.04887928068637848,0.10947573930025101,0.1396459937095642,0.10401859879493713,-0.22700966894626617,-0.06530369818210602,0.08121052384376526,0.004396106582134962,-0.09852470457553864
",",0.3087472915649414,0.2809832692146301,0.3734780251979828,0.28550124168395996,0.4933079481124878,0.2784482538700104,0.4946078956127167,0.3581022024154663,0.29348745942115784,0.2023289054632187,0.19236215949058533,0.44245919585227966,0.4933079481124878,0.2561506927013397,0.3123532235622406,0.31091248989105225
ruled,0.23168525099754333,0.1203496977686882,0.14180739223957062,0.23927859961986542,0.2668108344078064,0.2844525873661041,0.29798635840415955,0.13287919759750366,0.16643331944942474,0.15311361849308014,0.12934358417987823,0.15009452402591705,0.2668108344078064,0.27467384934425354,0.2374589741230011,0.19970785081386566
that,0.6297725439071655,0.3089635670185089,0.41272613406181335,0.31039899587631226,0.5473989248275757,0.21190476417541504,0.41498205065727234,0.365763783454895,0.31208908557891846,0.13922534883022308,0.29170849919319153,0.5436353087425232,0.5473989248275757,0.2011229693889618,0.3262704908847809,0.32716336846351624
conferences,0.18170012533664703,0.20901480317115784,0.1781565248966217,0.2557709217071533,0.2745058238506317,0.27917009592056274,0.22132393717765808,0.08738692849874496,0.18048690259456635,0.20453517138957977,0.16950714588165283,0.2542727291584015,0.2745058238506317,0.21428708732128143,0.2105209082365036,0.14015959203243256
can,0.34502777457237244,0.15594583749771118,0.4103628396987915,0.20966874063014984,0.312528520822525,0.09184669703245163,0.2603091299533844,0.23671309649944305,0.15836721658706665,0.0967608243227005,0.16595056653022766,0.4979398250579834,0.312528520822525,0.10779356956481934,0.3356609642505646,0.3226337134838104
determine,0.39403316378593445,0.1910254955291748,0.2546979784965515,0.2998260259628296,0.40889066457748413,0.20252443850040436,0.3512130081653595,0.27502161264419556,0.12294090539216995,0.13480553030967712,0.15435092151165009,0.4076496958732605,0.40889066457748413,0.2763684093952179,0.24013987183570862,0.2943372130393982
their,0.35142919421195984,0.31846651434898376,0.2814009487628937,0.1788344383239746,0.516537070274353,0.1772119551897049,0.4329940676689148,0.19624626636505127,0.23687447607517242,0.25725385546684265,0.20644168555736542,0.44619059562683105,0.516537070274353,0.15140073001384735,0.2635986804962158,0.1898253709077835
own,0.35062843561172485,0.2212940752506256,0.29018262028694153,0.2740545868873596,0.334675133228302,0.1704949289560318,0.3269667625427246,0.1993594467639923,0.24556612968444824,0.1667686253786087,0.16404272615909576,0.35879063606262207,0.334675133228302,0.19475652277469635,0.2816177308559418,0.1937696635723114
policy,0.3869883120059967,0.13494305312633514,0.20540334284305573,0.33349594473838806,0.2358427494764328,0.33878347277641296,0.24393197894096375,0.19907741248607635,0.3071424961090088,0.13519901037216187,0.21827642619609833,0.26804789900779724,0.2358427494764328,0.2551974952220917,0.24736271798610687,0.30462446808815
related,0.258600115776062,0.2590886056423187,0.19256064295768738,0.19157414138317108,0.26962998509407043,0.15383675694465637,0.2691357135772705,0.14267246425151825,0.22549113631248474,0.11435447633266449,0.2145186960697174,0.2702969014644623,0.26962998509407043,0.1714414805173874,0.209498792886734,0.17689068615436554
to,0.455847829580307,0.2672896385192871,0.3619994819164276,0.2687867283821106,0.535392165184021,0.24941734969615936,0.41548454761505127,0.3138085603713989,0.25191524624824524,0.12930966913700104,0.19449923932552338,1.0,0.535392165184021,0.20113271474838257,0.34688806533813477,0.29463258385658264
transgender,0.295931339263916,0.2505491077899933,0.19481104612350464,0.26816922426223755,0.22613738477230072,0.204964742064476,0.21456867456436157,0.17651449143886566,0.4399164915084839,0.2638377547264099,0.6304084062576294,0.23752683401107788,0.22613738477230072,0.15984798967838287,0.26179710030555725,0.2408294528722763
pastors,0.2295304387807846,0.17385701835155487,0.16555136442184448,0.16276012361049652,0.1971966028213501,0.285757452249527,0.22573843598365784,0.04021814838051796,0.25805631279945374,0.2515043616294861,0.18420349061489105,0.24736544489860535,0.1971966028213501,0.1550559401512146,0.15945039689540863,0.17702129483222961
",",0.3087472915649414,0.2809832692146301,0.3734780251979828,0.28550124168395996,0.4933079481124878,0.2784482538700104,0.4946078956127167,0.3581022024154663,0.29348745942115784,0.2023289054632187,0.19236215949058533,0.44245919585227966,0.4933079481124878,0.2561506927013397,0.3123532235622406,0.31091248989105225
and,0.31309178471565247,0.3510662019252777,0.43716782331466675,0.19026720523834229,0.5171257257461548,0.23583510518074036,0.5116966962814331,0.2838519215583801,0.24153371155261993,0.2471003383398056,0.22173665463924408,0.48971283435821533,0.5171257257461548,0.22851575911045074,0.3102892339229584,0.20544172823429108
therefore,0.4125064015388489,0.18779605627059937,0.3033260703086853,0.34349319338798523,0.4141571819782257,0.189741849899292,0.4106575846672058,0.23727720975875854,0.1796770542860031,0.05413564294576645,0.15705931186676025,0.49267399311065674,0.4141571819782257,0.23907878994941711,0.27780288457870483,0.3325358033180237
some,0.4491020441055298,0.34515711665153503,0.3587830364704132,0.24891255795955658,0.4566698372364044,0.16615639626979828,0.4300730526447296,0.2864145338535309,0.25124767422676086,0.10752640664577484,0.22352373600006104,0.4636894166469574,0.4566698372364044,0.21741291880607605,0.2983317971229553,0.2562315762042999
regional,0.1532609760761261,0.19701223075389862,0.13507835566997528,0.15040040016174316,0.3125704526901245,0.16084815561771393,0.2853882610797882,0.08304260671138763,0.08502209186553955,0.14434431493282318,0.11066137999296188,0.2016860693693161,0.3125704526901245,0.34921470284461975,0.20675824582576752,0.09246466308832169
conferences,0.18170012533664703,0.20901480317115784,0.1781565248966217,0.2557709217071533,0.2745058238506317,0.27917009592056274,0.22132393717765808,0.08738692849874496,0.18048690259456635,0.20453517138957977,0.16950714588165283,0.2542727291584015,0.2745058238506317,0.21428708732128143,0.2105209082365036,0.14015959203243256
have,0.39808809757232666,0.3034582734107971,0.6353569626808167,0.2661166787147522,0.40389683842658997,0.15512900054454803,0.3802283704280853,0.22897054255008698,0.22453831136226654,0.15112316608428955,0.21720580756664276,0.4544740617275238,0.40389683842658997,0.19804908335208893,0.2963484823703766,0.32991164922714233
voted,0.26488763093948364,0.07602334767580032,0.17369596660137177,0.3867153525352478,0.3015371859073639,0.2503645420074463,0.25903964042663574,0.16092029213905334,0.30609825253486633,0.2015373706817627,0.2436854988336563,0.22957871854305267,0.3015371859073639,0.20167478919029236,0.12298501282930374,0.22732289135456085
to,0.455847829580307,0.2672896385192871,0.3619994819164276,0.2687867283821106,0.535392165184021,0.24941734969615936,0.41548454761505127,0.3138085603713989,0.25191524624824524,0.12930966913700104,0.19449923932552338,1.0,0.535392165184021,0.20113271474838257,0.34688806533813477,0.29463258385658264
recognize,0.32970860600471497,0.1840246319770813,0.1909620314836502,0.33009907603263855,0.32986918091773987,0.252791166305542,0.34210383892059326,0.18713708221912384,0.23843926191329956,0.1759883314371109,0.1778404861688614,0.34952905774116516,0.32986918091773987,0.19102095067501068,0.2565164864063263,0.24790367484092712
ordained,0.17727525532245636,0.09252741932868958,0.16688275337219238,0.27030614018440247,0.20148134231567383,0.48782312870025635,0.29011455178260803,0.13938231766223907,0.27433493733406067,0.1965245008468628,0.18856272101402283,0.1870241016149521,0.20148134231567383,0.2779289484024048,0.26966872811317444,0.2412128895521164
transgender,0.295931339263916,0.2505491077899933,0.19481104612350464,0.26816922426223755,0.22613738477230072,0.204964742064476,0.21456867456436157,0.17651449143886566,0.4399164915084839,0.2638377547264099,0.6304084062576294,0.23752683401107788,0.22613738477230072,0.15984798967838287,0.26179710030555725,0.2408294528722763
pastors,0.2295304387807846,0.17385701835155487,0.16555136442184448,0.16276012361049652,0.1971966028213501,0.285757452249527,0.22573843598365784,0.04021814838051796,0.25805631279945374,0.2515043616294861,0.18420349061489105,0.24736544489860535,0.1971966028213501,0.1550559401512146,0.15945039689540863,0.17702129483222961
.,0.3567904531955719,0.27268800139427185,0.4105546176433563,0.29869166016578674,0.5934505462646484,0.24278326332569122,0.5352458953857422,0.3581749200820923,0.2294253706932068,0.1888130009174347,0.18730707466602325,0.4645031690597534,0.5934505462646484,0.1821993887424469,0.2882005572319031,0.4130953550338745
