,what,type,of,movies,were,produced,in,jacksonville,'s,30,studios,?
jacksonville,0.14578714966773987,0.12017322331666946,0.23084138333797455,0.22501981258392334,0.20713816583156586,0.07813237607479095,0.22147351503372192,1.0000001192092896,0.02280956320464611,-0.007749762386083603,0.22037376463413239,0.1359667330980301
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.25992661714553833,0.3906462490558624,0.22045251727104187,0.6662389636039734,0.2176690250635147,-0.01540423184633255,0.0730796679854393,0.25030121207237244,0.22068053483963013
title,0.205022931098938,0.13510563969612122,0.18969319760799408,0.16862544417381287,0.11128851026296616,0.10303235799074173,0.2263992726802826,0.05796212702989578,-0.01928652636706829,0.007022029720246792,0.1946445107460022,0.34551161527633667
of,0.33290785551071167,0.18112817406654358,1.0,0.24151790142059326,0.34038281440734863,0.18961067497730255,0.5696388483047485,0.23084138333797455,-0.03817026689648628,0.003304550424218178,0.2043924331665039,0.1826142966747284
``,0.008517155423760414,0.03534303233027458,0.06780257821083069,-0.06169452518224716,0.006090171169489622,-0.12914173305034637,0.04765888676047325,-0.023335522040724754,-0.03416389226913452,0.11001547425985336,-0.1562414914369583,0.0685480609536171
winter,0.12829793989658356,0.09922764450311661,0.23947669565677643,0.15454700589179993,0.21087417006492615,0.18900254368782043,0.29423755407333374,0.1367608904838562,0.060355592519044876,-0.0012649808777496219,0.15522915124893188,0.1591269075870514
film,0.17437689006328583,0.04284633323550224,0.22166931629180908,0.5682856440544128,0.14881446957588196,0.2352808117866516,0.22183799743652344,0.17442253232002258,0.055141352117061615,0.03918197751045227,0.36148586869239807,0.16369038820266724
capital,0.17967931926250458,0.14035964012145996,0.30823585391044617,0.1984168440103531,0.13857990503311157,0.09424703568220139,0.3233928978443146,0.16369545459747314,0.01144334115087986,0.007510545197874308,0.20438642799854279,0.0907452180981636
of,0.33290785551071167,0.18112817406654358,1.0,0.24151790142059326,0.34038281440734863,0.18961067497730255,0.5696388483047485,0.23084138333797455,-0.03817026689648628,0.003304550424218178,0.2043924331665039,0.1826142966747284
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.25992661714553833,0.3906462490558624,0.22045251727104187,0.6662389636039734,0.2176690250635147,-0.01540423184633255,0.0730796679854393,0.25030121207237244,0.22068053483963013
world,0.21669597923755646,0.13339558243751526,0.2828933000564575,0.20306237041950226,0.2498536854982376,0.19007574021816254,0.3038199245929718,0.15096579492092133,0.11877062171697617,-0.002486439188942313,0.16350804269313812,0.17579582333564758
'',0.08143015950918198,0.054222505539655685,0.13035868108272552,0.11359221488237381,0.007215402089059353,0.04142039641737938,0.07432962208986282,0.024820799008011818,-0.04859459400177002,-0.04627995938062668,0.09139475226402283,0.018684765323996544
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2719981372356415,0.3378238379955292,0.2634154260158539,0.5591574311256409,0.2843366861343384,-0.003708066651597619,0.08522222936153412,0.1911878138780594,0.4130953550338745
