,which,of,the,three,heavily,populated,areas,has,the,least,number,of,inhabitants,?
with,0.46403205394744873,0.41827285289764404,0.4223487675189972,0.35964319109916687,0.21823829412460327,0.21451330184936523,0.2644236087799072,0.44092974066734314,0.4223487675189972,0.2754864990711212,0.2513769268989563,0.41827285289764404,0.2266433835029602,0.2433311939239502
over,0.4256240129470825,0.36136594414711,0.39856547117233276,0.2890925109386444,0.23940697312355042,0.22114498913288116,0.30211585760116577,0.370955228805542,0.39856547117233276,0.40478515625,0.3201165199279785,0.36136594414711,0.14671184122562408,0.25742942094802856
four,0.37497180700302124,0.36293646693229675,0.40344667434692383,0.8295955061912537,0.15516740083694458,0.17650878429412842,0.21934205293655396,0.31327760219573975,0.40344667434692383,0.3624676465988159,0.3651246130466461,0.36293646693229675,0.18507498502731323,0.14532537758350372
million,0.30525195598602295,0.21686489880084991,0.277012437582016,0.282323956489563,0.17815646529197693,0.24548929929733276,0.18135081231594086,0.2611117959022522,0.277012437582016,0.2883831560611725,0.2546447515487671,0.21686489880084991,0.3006707429885864,0.23092924058437347
inhabitants,0.18075451254844666,0.26628780364990234,0.2644902467727661,0.20202995836734772,0.17495062947273254,0.5796582698822021,0.3510858714580536,0.30085715651512146,0.2644902467727661,0.20652435719966888,0.1343778371810913,0.26628780364990234,1.0000001192092896,0.1312350630760193
",",0.3658004403114319,0.4946078956127167,0.4933079481124878,0.3347506821155548,0.22766776382923126,0.3050559461116791,0.2789289653301239,0.3734780251979828,0.4933079481124878,0.28584957122802734,0.2535701394081116,0.4946078956127167,0.2508344054222107,0.31091248989105225
and,0.506277859210968,0.5116966962814331,0.5171257257461548,0.3826501965522766,0.2853460907936096,0.25437453389167786,0.40107932686805725,0.43716782331466675,0.5171257257461548,0.28667816519737244,0.28545793890953064,0.5116966962814331,0.2182229906320572,0.20544172823429108
the,0.6521818041801453,0.733189046382904,1.0,0.43452659249305725,0.2549211382865906,0.33048298954963684,0.3311663568019867,0.4177538752555847,1.0,0.3428877890110016,0.35145696997642517,0.733189046382904,0.2644902467727661,0.22068053483963013
san,0.190042182803154,0.25237205624580383,0.2858080565929413,0.16826774179935455,0.11065885424613953,0.15910287201404572,0.17293071746826172,0.18902096152305603,0.2858080565929413,0.1604723334312439,0.15156979858875275,0.25237205624580383,0.21900679171085358,0.10952327400445938
diego,0.12495049089193344,0.1941702961921692,0.20885010063648224,0.1276920735836029,0.10835617780685425,0.15259793400764465,0.13571052253246307,0.18075619637966156,0.20885010063648224,0.14315752685070038,0.11176145821809769,0.1941702961921692,0.14421416819095612,0.11438121646642685
area,0.3276861011981964,0.3409860134124756,0.37834644317626953,0.1964956521987915,0.1967373788356781,0.5160993337631226,0.6056747436523438,0.3084876537322998,0.37834644317626953,0.24625268578529358,0.25521284341812134,0.3409860134124756,0.506601095199585,0.12640461325645447
with,0.46403205394744873,0.41827285289764404,0.4223487675189972,0.35964319109916687,0.21823829412460327,0.21451330184936523,0.2644236087799072,0.44092974066734314,0.4223487675189972,0.2754864990711212,0.2513769268989563,0.41827285289764404,0.2266433835029602,0.2433311939239502
over,0.4256240129470825,0.36136594414711,0.39856547117233276,0.2890925109386444,0.23940697312355042,0.22114498913288116,0.30211585760116577,0.370955228805542,0.39856547117233276,0.40478515625,0.3201165199279785,0.36136594414711,0.14671184122562408,0.25742942094802856
3,0.07841135561466217,0.046857766807079315,0.06283142417669296,-0.09938150644302368,0.029799804091453552,0.009760940447449684,0.06313280016183853,0.08613798767328262,0.06283142417669296,-0.011225131340324879,-0.0164857879281044,0.046857766807079315,0.03558133915066719,0.005975271109491587
million,0.30525195598602295,0.21686489880084991,0.277012437582016,0.282323956489563,0.17815646529197693,0.24548929929733276,0.18135081231594086,0.2611117959022522,0.277012437582016,0.2883831560611725,0.2546447515487671,0.21686489880084991,0.3006707429885864,0.23092924058437347
inhabitants,0.18075451254844666,0.26628780364990234,0.2644902467727661,0.20202995836734772,0.17495062947273254,0.5796582698822021,0.3510858714580536,0.30085715651512146,0.2644902467727661,0.20652435719966888,0.1343778371810913,0.26628780364990234,1.0000001192092896,0.1312350630760193
.,0.45942068099975586,0.5352458953857422,0.5934505462646484,0.34968629479408264,0.22963839769363403,0.23918001353740692,0.23760369420051575,0.4105546176433563,0.5934505462646484,0.3059629499912262,0.3256329298019409,0.5352458953857422,0.210379958152771,0.4130953550338745
