,from,whom,did,the,huguenots,purchase,the,land,where,they,settled,?
of,0.4249346852302551,0.2070929855108261,0.2513895630836487,0.733189046382904,0.27577435970306396,0.21814467012882233,0.733189046382904,0.3057127296924591,0.38066378235816956,0.3426007330417633,0.28296858072280884,0.1826142966747284
six,0.2265285700559616,0.2407616227865219,0.20388470590114594,0.3614266812801361,0.22015559673309326,0.2259369045495987,0.3614266812801361,0.16618305444717407,0.17778527736663818,0.33498507738113403,0.18540547788143158,0.15298804640769958
thousand,0.20887713134288788,0.23000940680503845,0.13012854754924774,0.25864744186401367,0.21948808431625366,0.11162562668323517,0.25864744186401367,0.19846948981285095,0.18952330946922302,0.23156456649303436,0.20884349942207336,0.15439848601818085
one,0.32194891571998596,0.35118117928504944,0.27659472823143005,0.5514441132545471,0.19493170082569122,0.22594687342643738,0.5514441132545471,0.19078339636325836,0.3907615840435028,0.4178827106952667,0.14264613389968872,0.2673267424106598
hundred,0.2186192274093628,0.24822628498077393,0.16026455163955688,0.3325488865375519,0.30711865425109863,0.1403454691171646,0.3325488865375519,0.18524210155010223,0.22819668054580688,0.22225432097911835,0.18706636130809784,0.17378053069114685
acres,0.09461680054664612,0.1906527280807495,0.08661045879125595,0.1636062115430832,0.20208024978637695,0.25999706983566284,0.1636062115430832,0.44701942801475525,0.17968957126140594,0.1841796636581421,0.24558758735656738,0.15370787680149078
with,0.26272761821746826,0.3374587297439575,0.25472134351730347,0.4223487675189972,0.20256154239177704,0.20768877863883972,0.4223487675189972,0.16657854616641998,0.4142743945121765,0.42091572284698486,0.19451451301574707,0.2433311939239502
the,0.40150508284568787,0.23752936720848083,0.34736719727516174,1.0,0.30745792388916016,0.242343470454216,1.0,0.28587454557418823,0.5003893971443176,0.49925389885902405,0.29293251037597656,0.22068053483963013
help,0.22515058517456055,0.18317799270153046,0.35430794954299927,0.30064165592193604,0.18630076944828033,0.18115951120853424,0.30064165592193604,0.13706602156162262,0.28302276134490967,0.36511388421058655,0.1104600727558136,0.28403452038764954
of,0.4249346852302551,0.2070929855108261,0.2513895630836487,0.733189046382904,0.27577435970306396,0.21814467012882233,0.733189046382904,0.3057127296924591,0.38066378235816956,0.3426007330417633,0.28296858072280884,0.1826142966747284
jacob,0.20734542608261108,0.19018714129924774,0.1499553918838501,0.22024451196193695,0.3047912120819092,0.25158101320266724,0.22024451196193695,0.17244867980480194,0.16799677908420563,0.1387755274772644,0.2264663577079773,0.11618305742740631
leisler,0.15468363463878632,0.21815034747123718,0.22511640191078186,0.1762932389974594,0.3458450138568878,0.17914044857025146,0.1762932389974594,0.15828154981136322,0.1517367660999298,0.24994690716266632,0.20891092717647552,0.15129336714744568
.,0.41536515951156616,0.26115289330482483,0.35288307070732117,0.5934505462646484,0.2170230895280838,0.21300923824310303,0.5934505462646484,0.259204238653183,0.41390106081962585,0.4510921239852905,0.20074304938316345,0.4130953550338745
