,if,the,tops,of,the,rock,units,within,the,folds,remain,pointing,upwards,",",they,are,called,what,?
remain,0.32075235247612,0.33184581995010376,0.2208191454410553,0.29009148478507996,0.33184581995010376,0.1829712688922882,0.17360036075115204,0.35436108708381653,0.33184581995010376,0.2223273664712906,0.9999999403953552,0.21286551654338837,0.2319469451904297,0.23353272676467896,0.3665923774242401,0.3650694489479065,0.160357266664505,0.29587244987487793,0.1868363618850708
pointing,0.33548396825790405,0.3205399215221405,0.19445636868476868,0.25666725635528564,0.3205399215221405,0.14647017419338226,0.11325483024120331,0.19680869579315186,0.3205399215221405,0.24826718866825104,0.21286551654338837,1.0,0.41409268975257874,0.298513263463974,0.2719475030899048,0.29712048172950745,0.19969075918197632,0.3673347234725952,0.284930557012558
upwards,0.3277946710586548,0.31046444177627563,0.3437305986881256,0.24629409611225128,0.31046444177627563,0.22769123315811157,0.20826438069343567,0.25402551889419556,0.31046444177627563,0.45265236496925354,0.2319469451904297,0.41409268975257874,1.0,0.2318383753299713,0.2872987389564514,0.3069610893726349,0.2141285091638565,0.22601374983787537,0.1796349436044693
",",0.257730096578598,0.4933079481124878,0.23602932691574097,0.4946078956127167,0.4933079481124878,0.2775712311267853,0.20803093910217285,0.2513136863708496,0.4933079481124878,0.19349488615989685,0.23353272676467896,0.298513263463974,0.2318383753299713,1.0000001192092896,0.390799880027771,0.4062570035457611,0.26549121737480164,0.3087472915649414,0.31091248989105225
they,0.4092397689819336,0.49925389885902405,0.2524183392524719,0.3426007330417633,0.49925389885902405,0.23386521637439728,0.27152952551841736,0.2779225707054138,0.49925389885902405,0.386417955160141,0.3665923774242401,0.2719475030899048,0.2872987389564514,0.390799880027771,0.9999999403953552,0.610666811466217,0.45046308636665344,0.4431931674480438,0.2753053903579712
are,0.32547882199287415,0.40399202704429626,0.22166986763477325,0.39081433415412903,0.40399202704429626,0.2232755869626999,0.2583767771720886,0.3069663643836975,0.40399202704429626,0.3868755102157593,0.3650694489479065,0.29712048172950745,0.3069610893726349,0.4062570035457611,0.610666811466217,1.0,0.3676711618900299,0.29724663496017456,0.24591213464736938
called,0.26625341176986694,0.489897221326828,0.18917615711688995,0.4222904443740845,0.489897221326828,0.20767638087272644,0.18275466561317444,0.24071745574474335,0.489897221326828,0.2961066961288452,0.160357266664505,0.19969075918197632,0.2141285091638565,0.26549121737480164,0.45046308636665344,0.3676711618900299,1.0,0.3235960602760315,0.18963319063186646
anticlines,0.34052926301956177,0.30374953150749207,0.28453677892684937,0.2468443363904953,0.30374953150749207,0.24266989529132843,0.22869868576526642,0.26193925738334656,0.30374953150749207,0.3743777871131897,0.20984706282615662,0.324261337518692,0.44784271717071533,0.257472962141037,0.3524695336818695,0.3462505638599396,0.24385739862918854,0.26614540815353394,0.24548280239105225
and,0.3498523235321045,0.5171257257461548,0.2114311307668686,0.5116966962814331,0.5171257257461548,0.2808155119419098,0.2126137614250183,0.35049548745155334,0.5171257257461548,0.28241172432899475,0.28385093808174133,0.3011816442012787,0.297140896320343,0.6633074283599854,0.5073080658912659,0.48576638102531433,0.3251761794090271,0.31309178471565247,0.20544172823429108
synclines,0.3683404326438904,0.2531070113182068,0.2706213891506195,0.14824898540973663,0.2531070113182068,0.2314460277557373,0.21147365868091583,0.2746310830116272,0.2531070113182068,0.3322731852531433,0.2335015833377838,0.4116480052471161,0.39645853638648987,0.26142823696136475,0.33128681778907776,0.33337780833244324,0.17600573599338531,0.33077290654182434,0.25448763370513916
",",0.257730096578598,0.4933079481124878,0.23602932691574097,0.4946078956127167,0.4933079481124878,0.2775712311267853,0.20803093910217285,0.2513136863708496,0.4933079481124878,0.19349488615989685,0.23353272676467896,0.298513263463974,0.2318383753299713,1.0000001192092896,0.390799880027771,0.4062570035457611,0.26549121737480164,0.3087472915649414,0.31091248989105225
respectively,0.18858987092971802,0.3498423993587494,0.1978229135274887,0.25484955310821533,0.3498423993587494,0.16423121094703674,0.22888900339603424,0.23305968940258026,0.3498423993587494,0.14023888111114502,0.24818290770053864,0.19301116466522217,0.21392497420310974,0.388640433549881,0.30897340178489685,0.30626973509788513,0.16796818375587463,0.13204659521579742,0.1307799071073532
.,0.421799898147583,0.5934505462646484,0.17303402721881866,0.5352458953857422,0.5934505462646484,0.24835698306560516,0.2587635815143585,0.2984525263309479,0.5934505462646484,0.22252285480499268,0.2486068606376648,0.271330863237381,0.2451351284980774,0.6812511086463928,0.4510921239852905,0.3452940285205841,0.300344854593277,0.3567904531955719,0.4130953550338745
,if,the,tops,of,the,rock,units,within,the,folds,remain,pointing,upwards,",",they,are,called,what,?
if,1.0,0.33724796772003174,0.20639166235923767,0.2557544410228729,0.33724796772003174,0.12996108829975128,0.19252674281597137,0.3103365898132324,0.33724796772003174,0.25901052355766296,0.32075235247612,0.33548396825790405,0.3277946710586548,0.257730096578598,0.4092397689819336,0.32547882199287415,0.26625341176986694,0.5277165174484253,0.4441644251346588
some,0.4167235493659973,0.4566698372364044,0.2524629533290863,0.4300730526447296,0.4566698372364044,0.20620550215244293,0.2387147694826126,0.2974689304828644,0.4566698372364044,0.3152633309364319,0.37220045924186707,0.3474881947040558,0.2536907196044922,0.42400437593460083,0.5894032716751099,0.6331475377082825,0.4143916368484497,0.4491020441055298,0.2562315762042999
of,0.2557544410228729,0.733189046382904,0.10300387442111969,1.0,0.733189046382904,0.2653365731239319,0.2597769498825073,0.39594778418540955,0.733189046382904,0.18923333287239075,0.29009148478507996,0.25666725635528564,0.24629409611225128,0.4946078956127167,0.3426007330417633,0.39081433415412903,0.4222904443740845,0.33290785551071167,0.1826142966747284
the,0.33724796772003174,1.0,0.18722869455814362,0.733189046382904,1.0,0.23786304891109467,0.2691343426704407,0.39827480912208557,1.0,0.25519511103630066,0.33184581995010376,0.3205399215221405,0.31046444177627563,0.4933079481124878,0.49925389885902405,0.40399202704429626,0.489897221326828,0.42745697498321533,0.22068053483963013
units,0.19252674281597137,0.2691343426704407,0.31260061264038086,0.2597769498825073,0.2691343426704407,0.1478174924850464,1.0,0.3089343011379242,0.2691343426704407,0.12654806673526764,0.17360036075115204,0.11325483024120331,0.20826438069343567,0.20803093910217285,0.27152952551841736,0.2583767771720886,0.18275466561317444,0.1804584264755249,0.089388407766819
in,0.2589588761329651,0.6662389636039734,0.15990616381168365,0.5696388483047485,0.6662389636039734,0.19663549959659576,0.24701444804668427,0.40576374530792236,0.6662389636039734,0.1617289036512375,0.2372020184993744,0.15333019196987152,0.17525333166122437,0.5201468467712402,0.4330179989337921,0.3841303884983063,0.40847352147102356,0.30808621644973755,0.20430970191955566
the,0.33724796772003174,1.0,0.18722869455814362,0.733189046382904,1.0,0.23786304891109467,0.2691343426704407,0.39827480912208557,1.0,0.25519511103630066,0.33184581995010376,0.3205399215221405,0.31046444177627563,0.4933079481124878,0.49925389885902405,0.40399202704429626,0.489897221326828,0.42745697498321533,0.22068053483963013
fold,0.21354030072689056,0.23058684170246124,0.25294458866119385,0.18976564705371857,0.23058684170246124,0.28569480776786804,0.13040176033973694,0.17201489210128784,0.23058684170246124,0.80474853515625,0.20479150116443634,0.2920133173465729,0.39370661973953247,0.18161892890930176,0.3158787190914154,0.2879517078399658,0.2559669017791748,0.22281908988952637,0.15325814485549927
are,0.32547882199287415,0.40399202704429626,0.22166986763477325,0.39081433415412903,0.40399202704429626,0.2232755869626999,0.2583767771720886,0.3069663643836975,0.40399202704429626,0.3868755102157593,0.3650694489479065,0.29712048172950745,0.3069610893726349,0.4062570035457611,0.610666811466217,1.0,0.3676711618900299,0.29724663496017456,0.24591213464736938
facing,0.22044208645820618,0.3941035270690918,0.18549929559230804,0.3234952986240387,0.3941035270690918,0.1577427089214325,0.057197172194719315,0.15325361490249634,0.3941035270690918,0.24133267998695374,0.20234811305999756,0.4313858449459076,0.4690556824207306,0.18612955510616302,0.19807957112789154,0.21649937331676483,0.22944550216197968,0.24964790046215057,0.09210152924060822
downward,0.32228296995162964,0.30498912930488586,0.2961847186088562,0.16463246941566467,0.30498912930488586,0.20381617546081543,0.17778627574443817,0.21123230457305908,0.30498912930488586,0.38088616728782654,0.1816173642873764,0.4446214735507965,0.6467264294624329,0.16886921226978302,0.25859275460243225,0.2425302118062973,0.2041577845811844,0.20195426046848297,0.19264617562294006
",",0.257730096578598,0.4933079481124878,0.23602932691574097,0.4946078956127167,0.4933079481124878,0.2775712311267853,0.20803093910217285,0.2513136863708496,0.4933079481124878,0.19349488615989685,0.23353272676467896,0.298513263463974,0.2318383753299713,1.0000001192092896,0.390799880027771,0.4062570035457611,0.26549121737480164,0.3087472915649414,0.31091248989105225
the,0.33724796772003174,1.0,0.18722869455814362,0.733189046382904,1.0,0.23786304891109467,0.2691343426704407,0.39827480912208557,1.0,0.25519511103630066,0.33184581995010376,0.3205399215221405,0.31046444177627563,0.4933079481124878,0.49925389885902405,0.40399202704429626,0.489897221326828,0.42745697498321533,0.22068053483963013
structure,0.26162630319595337,0.2933249771595001,0.16881592571735382,0.2599511742591858,0.2933249771595001,0.19784505665302277,0.2184884250164032,0.330783486366272,0.2933249771595001,0.3373141288757324,0.24517187476158142,0.20313268899917603,0.2746333181858063,0.20300157368183136,0.24000002443790436,0.22903119027614594,0.22658635675907135,0.27351704239845276,0.1770772784948349
is,0.30927813053131104,0.5823672413825989,0.10739901661872864,0.4854315221309662,0.5823672413825989,0.1981455236673355,0.18204201757907867,0.30135563015937805,0.5823672413825989,0.26017335057258606,0.2643626928329468,0.23654665052890778,0.22613340616226196,0.4691906273365021,0.330102801322937,0.5330929756164551,0.430266410112381,0.28837618231773376,0.22961433231830597
called,0.26625341176986694,0.489897221326828,0.18917615711688995,0.4222904443740845,0.489897221326828,0.20767638087272644,0.18275466561317444,0.24071745574474335,0.489897221326828,0.2961066961288452,0.160357266664505,0.19969075918197632,0.2141285091638565,0.26549121737480164,0.45046308636665344,0.3676711618900299,1.0,0.3235960602760315,0.18963319063186646
an,0.26347705721855164,0.4207492768764496,0.15882298350334167,0.32280945777893066,0.4207492768764496,0.1764230579137802,0.18479233980178833,0.180417001247406,0.4207492768764496,0.16102495789527893,0.10278104990720749,0.1825060248374939,0.1563609391450882,0.3581022024154663,0.2435421496629715,0.1556541919708252,0.2858632802963257,0.2821882665157318,0.19793890416622162
overturned,0.26023393869400024,0.294233113527298,0.15692618489265442,0.25157588720321655,0.294233113527298,0.09157927334308624,0.09399492293596268,0.20264951884746552,0.294233113527298,0.1690538376569748,0.3167952299118042,0.22228610515594482,0.23546633124351501,0.23850896954536438,0.23927438259124756,0.17758284509181976,0.2090781331062317,0.2693427503108978,0.28546974062919617
anticline,0.2959958612918854,0.28284841775894165,0.2557958960533142,0.23082438111305237,0.28284841775894165,0.2653939425945282,0.19859440624713898,0.2398301661014557,0.28284841775894165,0.3446499705314636,0.20069476962089539,0.2740521728992462,0.43549445271492004,0.22170282900333405,0.2923228442668915,0.2565649747848511,0.25179436802864075,0.2490277737379074,0.19500571489334106
or,0.508355975151062,0.4174870550632477,0.21267461776733398,0.3792596757411957,0.4174870550632477,0.24017885327339172,0.267625093460083,0.33908307552337646,0.4174870550632477,0.2903798520565033,0.2823176980018616,0.32736095786094666,0.3523388206958771,0.3769497275352478,0.4633304476737976,0.5374364256858826,0.4293559193611145,0.33867141604423523,0.32389625906944275
syncline,0.33729517459869385,0.23823325335979462,0.25008243322372437,0.13068433105945587,0.23823325335979462,0.2678559124469757,0.18628892302513123,0.2636023163795471,0.23823325335979462,0.31174495816230774,0.2359696924686432,0.380164235830307,0.3982502818107605,0.2336071878671646,0.27741023898124695,0.24647404253482819,0.18912969529628754,0.3315868377685547,0.20989535748958588
",",0.257730096578598,0.4933079481124878,0.23602932691574097,0.4946078956127167,0.4933079481124878,0.2775712311267853,0.20803093910217285,0.2513136863708496,0.4933079481124878,0.19349488615989685,0.23353272676467896,0.298513263463974,0.2318383753299713,1.0000001192092896,0.390799880027771,0.4062570035457611,0.26549121737480164,0.3087472915649414,0.31091248989105225
and,0.3498523235321045,0.5171257257461548,0.2114311307668686,0.5116966962814331,0.5171257257461548,0.2808155119419098,0.2126137614250183,0.35049548745155334,0.5171257257461548,0.28241172432899475,0.28385093808174133,0.3011816442012787,0.297140896320343,0.6633074283599854,0.5073080658912659,0.48576638102531433,0.3251761794090271,0.31309178471565247,0.20544172823429108
if,1.0,0.33724796772003174,0.20639166235923767,0.2557544410228729,0.33724796772003174,0.12996108829975128,0.19252674281597137,0.3103365898132324,0.33724796772003174,0.25901052355766296,0.32075235247612,0.33548396825790405,0.3277946710586548,0.257730096578598,0.4092397689819336,0.32547882199287415,0.26625341176986694,0.5277165174484253,0.4441644251346588
all,0.40880489349365234,0.4860881567001343,0.3202594518661499,0.42798417806625366,0.4860881567001343,0.21464087069034576,0.2262698858976364,0.31964385509490967,0.4860881567001343,0.22137920558452606,0.3855767250061035,0.3508845567703247,0.24421682953834534,0.425624817609787,0.4884434938430786,0.5343062281608582,0.2586316168308258,0.41981086134910583,0.29575422406196594
of,0.2557544410228729,0.733189046382904,0.10300387442111969,1.0,0.733189046382904,0.2653365731239319,0.2597769498825073,0.39594778418540955,0.733189046382904,0.18923333287239075,0.29009148478507996,0.25666725635528564,0.24629409611225128,0.4946078956127167,0.3426007330417633,0.39081433415412903,0.4222904443740845,0.33290785551071167,0.1826142966747284
the,0.33724796772003174,1.0,0.18722869455814362,0.733189046382904,1.0,0.23786304891109467,0.2691343426704407,0.39827480912208557,1.0,0.25519511103630066,0.33184581995010376,0.3205399215221405,0.31046444177627563,0.4933079481124878,0.49925389885902405,0.40399202704429626,0.489897221326828,0.42745697498321533,0.22068053483963013
rock,0.12996108829975128,0.23786304891109467,0.20669826865196228,0.2653365731239319,0.23786304891109467,1.0,0.1478174924850464,0.19510747492313385,0.23786304891109467,0.29007160663604736,0.1829712688922882,0.14647017419338226,0.22769123315811157,0.2775712311267853,0.23386521637439728,0.2232755869626999,0.20767638087272644,0.1923677921295166,0.13172835111618042
units,0.19252674281597137,0.2691343426704407,0.31260061264038086,0.2597769498825073,0.2691343426704407,0.1478174924850464,1.0,0.3089343011379242,0.2691343426704407,0.12654806673526764,0.17360036075115204,0.11325483024120331,0.20826438069343567,0.20803093910217285,0.27152952551841736,0.2583767771720886,0.18275466561317444,0.1804584264755249,0.089388407766819
are,0.32547882199287415,0.40399202704429626,0.22166986763477325,0.39081433415412903,0.40399202704429626,0.2232755869626999,0.2583767771720886,0.3069663643836975,0.40399202704429626,0.3868755102157593,0.3650694489479065,0.29712048172950745,0.3069610893726349,0.4062570035457611,0.610666811466217,1.0,0.3676711618900299,0.29724663496017456,0.24591213464736938
overturned,0.26023393869400024,0.294233113527298,0.15692618489265442,0.25157588720321655,0.294233113527298,0.09157927334308624,0.09399492293596268,0.20264951884746552,0.294233113527298,0.1690538376569748,0.3167952299118042,0.22228610515594482,0.23546633124351501,0.23850896954536438,0.23927438259124756,0.17758284509181976,0.2090781331062317,0.2693427503108978,0.28546974062919617
or,0.508355975151062,0.4174870550632477,0.21267461776733398,0.3792596757411957,0.4174870550632477,0.24017885327339172,0.267625093460083,0.33908307552337646,0.4174870550632477,0.2903798520565033,0.2823176980018616,0.32736095786094666,0.3523388206958771,0.3769497275352478,0.4633304476737976,0.5374364256858826,0.4293559193611145,0.33867141604423523,0.32389625906944275
the,0.33724796772003174,1.0,0.18722869455814362,0.733189046382904,1.0,0.23786304891109467,0.2691343426704407,0.39827480912208557,1.0,0.25519511103630066,0.33184581995010376,0.3205399215221405,0.31046444177627563,0.4933079481124878,0.49925389885902405,0.40399202704429626,0.489897221326828,0.42745697498321533,0.22068053483963013
correct,0.49754950404167175,0.3107529580593109,0.16942627727985382,0.22131142020225525,0.3107529580593109,0.12042602896690369,0.19806422293186188,0.22377847135066986,0.3107529580593109,0.1813831776380539,0.21416601538658142,0.40333229303359985,0.2822742462158203,0.2781456708908081,0.28006821870803833,0.2754307985305786,0.1982540488243103,0.43571773171424866,0.36336278915405273
up-direction,0.3325257897377014,0.3295104503631592,0.2004602700471878,0.24628473818302155,0.3295104503631592,0.19076141715049744,0.17413917183876038,0.21290718019008636,0.3295104503631592,0.2431311309337616,0.2068476676940918,0.4475385546684265,0.495840847492218,0.2586982250213623,0.20692087709903717,0.21781501173973083,0.18050645291805267,0.29263246059417725,0.19864727556705475
is,0.30927813053131104,0.5823672413825989,0.10739901661872864,0.4854315221309662,0.5823672413825989,0.1981455236673355,0.18204201757907867,0.30135563015937805,0.5823672413825989,0.26017335057258606,0.2643626928329468,0.23654665052890778,0.22613340616226196,0.4691906273365021,0.330102801322937,0.5330929756164551,0.430266410112381,0.28837618231773376,0.22961433231830597
unknown,0.26627132296562195,0.23777544498443604,0.05613187700510025,0.2853793799877167,0.23777544498443604,0.10197319835424423,0.17168575525283813,0.162095308303833,0.23777544498443604,0.12448397278785706,0.2676105201244354,0.16157451272010803,0.16584721207618713,0.26479753851890564,0.1869329810142517,0.18115395307540894,0.14835096895694733,0.2441980093717575,0.22083927690982819
",",0.257730096578598,0.4933079481124878,0.23602932691574097,0.4946078956127167,0.4933079481124878,0.2775712311267853,0.20803093910217285,0.2513136863708496,0.4933079481124878,0.19349488615989685,0.23353272676467896,0.298513263463974,0.2318383753299713,1.0000001192092896,0.390799880027771,0.4062570035457611,0.26549121737480164,0.3087472915649414,0.31091248989105225
they,0.4092397689819336,0.49925389885902405,0.2524183392524719,0.3426007330417633,0.49925389885902405,0.23386521637439728,0.27152952551841736,0.2779225707054138,0.49925389885902405,0.386417955160141,0.3665923774242401,0.2719475030899048,0.2872987389564514,0.390799880027771,0.9999999403953552,0.610666811466217,0.45046308636665344,0.4431931674480438,0.2753053903579712
are,0.32547882199287415,0.40399202704429626,0.22166986763477325,0.39081433415412903,0.40399202704429626,0.2232755869626999,0.2583767771720886,0.3069663643836975,0.40399202704429626,0.3868755102157593,0.3650694489479065,0.29712048172950745,0.3069610893726349,0.4062570035457611,0.610666811466217,1.0,0.3676711618900299,0.29724663496017456,0.24591213464736938
simply,0.3813535273075104,0.3653980493545532,0.16288653016090393,0.2891358435153961,0.3653980493545532,0.16083425283432007,0.1432286649942398,0.20188573002815247,0.3653980493545532,0.1785033941268921,0.20455293357372284,0.34181657433509827,0.25148817896842957,0.3156386911869049,0.38824304938316345,0.3214327394962311,0.38347071409225464,0.4566527307033539,0.2984147369861603
called,0.26625341176986694,0.489897221326828,0.18917615711688995,0.4222904443740845,0.489897221326828,0.20767638087272644,0.18275466561317444,0.24071745574474335,0.489897221326828,0.2961066961288452,0.160357266664505,0.19969075918197632,0.2141285091638565,0.26549121737480164,0.45046308636665344,0.3676711618900299,1.0,0.3235960602760315,0.18963319063186646
by,0.2429230511188507,0.4408751428127289,0.14226946234703064,0.3646814823150635,0.4408751428127289,0.20411992073059082,0.19799064099788666,0.28621017932891846,0.4408751428127289,0.17500142753124237,0.10818644613027573,0.2508229911327362,0.23329713940620422,0.3680937886238098,0.3391372263431549,0.37842893600463867,0.3092815577983856,0.2455483376979828,0.17966607213020325
the,0.33724796772003174,1.0,0.18722869455814362,0.733189046382904,1.0,0.23786304891109467,0.2691343426704407,0.39827480912208557,1.0,0.25519511103630066,0.33184581995010376,0.3205399215221405,0.31046444177627563,0.4933079481124878,0.49925389885902405,0.40399202704429626,0.489897221326828,0.42745697498321533,0.22068053483963013
most,0.2885936200618744,0.47635307908058167,0.13407555222511292,0.4178851246833801,0.47635307908058167,0.16866078972816467,0.15765050053596497,0.2788230776786804,0.47635307908058167,0.24114756286144257,0.29993340373039246,0.23907878994941711,0.20700925588607788,0.3636029064655304,0.4356461465358734,0.48698675632476807,0.35463574528694153,0.3219912350177765,0.2107497900724411
general,0.18856973946094513,0.28634732961654663,0.07225466519594193,0.28352999687194824,0.28634732961654663,0.051451411098241806,0.21463261544704437,0.2165386825799942,0.28634732961654663,0.11465180665254593,0.07203030586242676,0.21777251362800598,0.09340216219425201,0.3022127151489258,0.21230264008045197,0.15219135582447052,0.07864619791507721,0.24928055703639984,0.1972234547138214
terms,0.2901167869567871,0.29706791043281555,0.15047390758991241,0.2767748534679413,0.29706791043281555,0.12185606360435486,0.2670181691646576,0.2320554107427597,0.29706791043281555,0.17414909601211548,0.21154385805130005,0.22892546653747559,0.26700812578201294,0.26854002475738525,0.2622809410095215,0.28526657819747925,0.22541633248329163,0.23885610699653625,0.23466452956199646
",",0.257730096578598,0.4933079481124878,0.23602932691574097,0.4946078956127167,0.4933079481124878,0.2775712311267853,0.20803093910217285,0.2513136863708496,0.4933079481124878,0.19349488615989685,0.23353272676467896,0.298513263463974,0.2318383753299713,1.0000001192092896,0.390799880027771,0.4062570035457611,0.26549121737480164,0.3087472915649414,0.31091248989105225
antiforms,0.3362347185611725,0.26860496401786804,0.2788045108318329,0.30725860595703125,0.26860496401786804,0.1990966647863388,0.30585435032844543,0.20774208009243011,0.26860496401786804,0.4192366898059845,0.18899959325790405,0.2573164701461792,0.30803871154785156,0.21106790006160736,0.3505523204803467,0.3788406550884247,0.3413100838661194,0.24416257441043854,0.20830057561397552
and,0.3498523235321045,0.5171257257461548,0.2114311307668686,0.5116966962814331,0.5171257257461548,0.2808155119419098,0.2126137614250183,0.35049548745155334,0.5171257257461548,0.28241172432899475,0.28385093808174133,0.3011816442012787,0.297140896320343,0.6633074283599854,0.5073080658912659,0.48576638102531433,0.3251761794090271,0.31309178471565247,0.20544172823429108
synforms,0.329550176858902,0.33325430750846863,0.25030094385147095,0.31414854526519775,0.33325430750846863,0.20265933871269226,0.32033571600914,0.29463472962379456,0.33325430750846863,0.3153948485851288,0.2107086181640625,0.22873486578464508,0.18801797926425934,0.29136720299720764,0.2889845073223114,0.3268577456474304,0.31383436918258667,0.33941683173179626,0.21364372968673706
.,0.421799898147583,0.5934505462646484,0.17303402721881866,0.5352458953857422,0.5934505462646484,0.24835698306560516,0.2587635815143585,0.2984525263309479,0.5934505462646484,0.22252285480499268,0.2486068606376648,0.271330863237381,0.2451351284980774,0.6812511086463928,0.4510921239852905,0.3452940285205841,0.300344854593277,0.3567904531955719,0.4130953550338745
