,what,did,luther,call,good,works,that,existed,solely,to,attract,god,'s,favor,?
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2670435905456543,0.3217065632343292,0.29211118817329407,0.4137537479400635,0.24464987218379974,0.19012796878814697,0.44245919585227966,0.1846245676279068,0.24755379557609558,-0.0016132977325469255,0.2809197008609772,0.31091248989105225
he,0.3114890456199646,0.3292143940925598,0.2454872578382492,0.15517276525497437,0.26903223991394043,0.2879762649536133,0.36068853735923767,0.24732889235019684,0.1707424521446228,0.385390967130661,0.1804800033569336,0.24452278017997742,0.024063590914011,0.14069893956184387,0.2089974731206894
argued,0.31776854395866394,0.40107595920562744,0.24759162962436676,0.19178074598312378,0.23087728023529053,0.1710701882839203,0.3780103027820587,0.2631218135356903,0.21711328625679016,0.24650873243808746,0.16822101175785065,0.23464149236679077,-0.03666406124830246,0.3685310184955597,0.18905270099639893
that,0.6297725439071655,0.47518548369407654,0.21746599674224854,0.2914465367794037,0.44230329990386963,0.24413257837295532,1.0,0.38545387983322144,0.36571362614631653,0.5436353087425232,0.2875032126903534,0.30817699432373047,0.04397977516055107,0.3548995554447174,0.32716336846351624
every,0.30284011363983154,0.21975891292095184,0.13942168653011322,0.2124210000038147,0.27571356296539307,0.15973983705043793,0.4773697257041931,0.2512999176979065,0.2593488097190857,0.3643300235271454,0.2872432768344879,0.21988755464553833,0.04262643679976463,0.1725161373615265,0.24066033959388733
good,0.3916934132575989,0.35611584782600403,0.1385812908411026,0.17663879692554474,0.9999999403953552,0.19659900665283203,0.44230329990386963,0.0954992026090622,0.281953364610672,0.30719634890556335,0.255672425031662,0.2966465950012207,0.09279277920722961,0.34602487087249756,0.3187684714794159
work,0.3762225806713104,0.336654931306839,0.15580131113529205,0.23327617347240448,0.3610139489173889,0.6060804724693298,0.34257015585899353,0.1490267664194107,0.22422592341899872,0.3482864499092102,0.15176419913768768,0.15446507930755615,-0.03332063928246498,0.1705312430858612,0.2621155381202698
designed,0.15902110934257507,0.24120000004768372,0.047733455896377563,0.07588203251361847,0.18275612592697144,0.26020848751068115,0.270294189453125,0.12202565371990204,0.23830316960811615,0.3077097535133362,0.19497054815292358,0.1337815225124359,0.026795532554388046,0.15208762884140015,0.11213942617177963
to,0.455847829580307,0.4452643394470215,0.18029534816741943,0.27641981840133667,0.30719634890556335,0.22564561665058136,0.5436353087425232,0.18340860307216644,0.33569881319999695,1.0,0.3283350169658661,0.2408517301082611,0.03782717138528824,0.28869640827178955,0.29463258385658264
attract,0.2005894035100937,0.142805278301239,0.0821194052696228,0.1762964129447937,0.255672425031662,0.08134756982326508,0.2875032126903534,0.11774294078350067,0.2004927545785904,0.3283350169658661,1.0,0.11441565304994583,-0.01948503777384758,0.14742214977741241,0.12982657551765442
god,0.3127830922603607,0.2420882135629654,0.2238161414861679,0.2529895007610321,0.2966465950012207,0.1300409436225891,0.30817699432373047,0.25310343503952026,0.22270238399505615,0.2408517301082611,0.11441565304994583,1.0,0.1100120022892952,0.24603594839572906,0.23396754264831543
's,0.02692362666130066,0.05069678649306297,-0.009990512393414974,-0.021786727011203766,0.09279277920722961,0.04286740720272064,0.04397977516055107,0.12274875491857529,0.07959628850221634,0.03782717138528824,-0.01948503777384758,0.1100120022892952,0.9999999403953552,0.006719120312482119,-0.023395681753754616
favor,0.28772833943367004,0.2881953716278076,0.1911849081516266,0.21127836406230927,0.34602487087249756,0.08727088570594788,0.3548995554447174,0.11701484024524689,0.2961084544658661,0.28869640827178955,0.14742214977741241,0.24603594839572906,0.006719120312482119,0.9999998807907104,0.17767609655857086
is,0.28837618231773376,0.19247472286224365,0.08282390236854553,0.2742006778717041,0.24055646359920502,0.30236580967903137,0.3995479643344879,0.2330806404352188,0.23670457303524017,0.42745086550712585,0.23443488776683807,0.2211674600839615,0.02396530658006668,0.19178210198879242,0.22961433231830597
a,0.3320399522781372,0.2552328109741211,0.17967689037322998,0.2774817645549774,0.3146486282348633,0.2170431762933731,0.47537946701049805,0.23807081580162048,0.23643894493579865,0.45503583550453186,0.21770675480365753,0.18792781233787537,0.04866964742541313,0.2670113742351532,0.23916715383529663
sin,0.2028670310974121,0.12168633192777634,0.09982562065124512,0.18747597932815552,0.19005490839481354,0.10870484262704849,0.24186517298221588,0.1407926231622696,0.1574501246213913,0.2076987326145172,0.12705005705356598,0.4046735167503357,-0.012886864133179188,0.18277370929718018,0.17164617776870728
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.2601918876171112,0.29664117097854614,0.28871041536331177,0.4460422694683075,0.2577754259109497,0.19149699807167053,0.4645031690597534,0.17662270367145538,0.2337683141231537,-0.003708066651597619,0.28438901901245117,0.4130953550338745
