,when,was,levi,'s,stadium,awarded,the,right,to,host,super,bowl,50,?
spring,0.3221275508403778,0.19448593258857727,0.09724780917167664,0.03135906532406807,0.111058808863163,0.08304879069328308,0.316989928483963,0.11838681995868683,0.21336959302425385,0.08917119354009628,0.12306609004735947,0.1362941861152649,0.006738591473549604,0.06767474114894867
meetings,0.2103533297777176,0.21595045924186707,0.08586817234754562,0.06512222439050674,0.18193319439888,0.1542351394891739,0.31532901525497437,0.15601703524589539,0.2931969165802002,0.19622322916984558,0.08251890540122986,0.1173693910241127,0.06948060542345047,0.17293356359004974
in,0.4431333839893341,0.45514053106307983,0.13398480415344238,-0.037580832839012146,0.21361783146858215,0.25735601782798767,0.6662389636039734,0.16096803545951843,0.45010748505592346,0.21661671996116638,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.20430970191955566
boston,0.22041967511177063,0.23957559466362,0.19127795100212097,0.007058150600641966,0.12260022014379501,0.1812835931777954,0.2297145575284958,0.13844935595989227,0.13532760739326477,0.1363346427679062,0.1332802176475525,0.22450120747089386,0.030019111931324005,0.14705288410186768
voted,0.16867898404598236,0.3353792428970337,0.09592310339212418,0.060291141271591187,0.1547851413488388,0.2725283205509186,0.3015371859073639,0.1702808290719986,0.22957871854305267,0.15608322620391846,0.18915559351444244,0.20243211090564728,0.018370142206549644,0.22732289135456085
and,0.4716290831565857,0.3740963041782379,0.16145840287208557,0.06895173341035843,0.11777293682098389,0.20351465046405792,0.5171257257461548,0.27311667799949646,0.48971283435821533,0.2797408998012543,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
awarded,0.1420624703168869,0.30614012479782104,0.1197320744395256,-0.07524323463439941,0.14651374518871307,1.0,0.24971646070480347,0.14969266951084137,0.17180772125720978,0.11785271763801575,0.12568415701389313,0.1685333251953125,-0.04696100950241089,0.1431703418493271
the,0.5091903209686279,0.48711544275283813,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.24971646070480347,1.0,0.33901116251945496,0.535392165184021,0.26909032464027405,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
game,0.22596776485443115,0.2568269371986389,0.06744404137134552,0.07448072731494904,0.27498841285705566,0.18876846134662628,0.285271555185318,0.17570999264717102,0.2540906071662903,0.26605361700057983,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.1829071193933487
to,0.5423505902290344,0.3636345863342285,0.18474219739437103,0.03782717138528824,0.2075904905796051,0.17180772125720978,0.535392165184021,0.31834647059440613,1.0,0.18300798535346985,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
levi,0.08693099021911621,0.22001278400421143,0.9999999403953552,0.0004511454317253083,0.16388165950775146,0.1197320744395256,0.15661084651947021,0.18022216856479645,0.18474219739437103,0.12580302357673645,0.08340612053871155,0.1602962166070938,-0.008762326091527939,0.09252339601516724
's,-0.03368149697780609,0.008974763564765453,0.0004511454317253083,0.9999999403953552,0.06718146800994873,-0.07524323463439941,-0.01540423184633255,-0.03631126880645752,0.03782717138528824,-0.04823359102010727,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
stadium,0.1119866892695427,0.20318599045276642,0.16388165950775146,0.06718146800994873,1.0,0.14651374518871307,0.21145665645599365,0.11096011847257614,0.2075904905796051,0.24011856317520142,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.07579939067363739
.,0.475719153881073,0.40146201848983765,0.16844750940799713,-0.003708066651597619,0.1958179920911789,0.25280869007110596,0.5934505462646484,0.2597152590751648,0.4645031690597534,0.20596550405025482,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
