,who,does,history,view,as,accountable,for,the,error,philip,i,made,and,luther,'s,advice,in,the,matter,?
one,0.40083858370780945,0.2924913763999939,0.3155480921268463,0.22612109780311584,0.3954789340496063,0.35211050510406494,0.384836345911026,0.5514441132545471,0.20684683322906494,0.11569949984550476,0.2728527784347534,0.3043140470981598,0.42438167333602905,0.1255420446395874,0.06913424283266068,0.22094473242759705,0.4129433035850525,0.5514441132545471,0.2918330132961273,0.2673267424106598
of,0.2827862501144409,0.3119818866252899,0.31014925241470337,0.21446028351783752,0.3886612355709076,0.26967644691467285,0.4185989499092102,0.733189046382904,0.15479235351085663,0.24375313520431519,0.25849398970603943,0.33167365193367004,0.5116966962814331,0.1719115972518921,-0.03817026689648628,0.20659290254116058,0.5696388483047485,0.733189046382904,0.2804143726825714,0.1826142966747284
the,0.3733934462070465,0.35928019881248474,0.33215048909187317,0.25610461831092834,0.48381632566452026,0.22448375821113586,0.4739971458911896,1.0,0.1961134821176529,0.21499985456466675,0.26687872409820557,0.3885267674922943,0.5171257257461548,0.1759674996137619,-0.01540423184633255,0.20341236889362335,0.6662389636039734,1.0,0.2957161068916321,0.22068053483963013
worst,0.14436687529087067,0.1496170163154602,0.305301308631897,0.029704900458455086,0.22892223298549652,0.1734713912010193,0.17950598895549774,0.21166902780532837,0.19555318355560303,0.05913887172937393,0.1619143933057785,0.10876843333244324,0.148040309548378,0.03722737729549408,0.033447474241256714,0.11897452175617218,0.19013282656669617,0.21166902780532837,0.1646251678466797,0.21551604568958282
mistakes,0.29956626892089844,0.37954214215278625,0.2113594263792038,0.18795110285282135,0.2680741548538208,0.3535248339176178,0.28669315576553345,0.2581973075866699,0.4639805555343628,0.14823436737060547,0.4224641025066376,0.2734639346599579,0.24096021056175232,0.1361294984817505,-0.0017865976551547647,0.39587074518203735,0.19027116894721985,0.2581973075866699,0.32396039366722107,0.3399010896682739
luther,0.21013082563877106,0.14081993699073792,0.09978976845741272,0.14754484593868256,0.20242992043495178,0.1233290284872055,0.12958186864852905,0.1759674996137619,0.08149916678667068,0.22734054923057556,0.232476145029068,0.15519264340400696,0.20796556770801544,1.0,-0.009990512393414974,0.11563574522733688,0.20523880422115326,0.1759674996137619,0.197893425822258,0.1732746809720993
made,0.2576322853565216,0.20829549431800842,0.21706819534301758,0.20857441425323486,0.40740177035331726,0.20300032198429108,0.3147922456264496,0.3885267674922943,0.08762728422880173,0.15147750079631805,0.2061111330986023,1.0,0.34954607486724854,0.15519264340400696,0.08483956009149551,0.12154577672481537,0.25271502137184143,0.3885267674922943,0.24319814145565033,0.17218779027462006
",",0.3365725874900818,0.28617382049560547,0.2728564441204071,0.216712087392807,0.48816442489624023,0.30924054980278015,0.4464869201183319,0.4933079481124878,0.2065339833498001,0.28930366039276123,0.3467482030391693,0.32507219910621643,0.6633074283599854,0.23255878686904907,-0.0016132977325469255,0.26435917615890503,0.5201468467712402,0.4933079481124878,0.26075416803359985,0.31091248989105225
and,0.41279885172843933,0.3461615741252899,0.23541007936000824,0.19056165218353271,0.49487000703811646,0.25734275579452515,0.5064792633056641,0.5171257257461548,0.19511732459068298,0.23630882799625397,0.31928038597106934,0.34954607486724854,1.0,0.20796556770801544,0.06895173341035843,0.27470922470092773,0.4954058527946472,0.5171257257461548,0.26431259512901306,0.20544172823429108
",",0.3365725874900818,0.28617382049560547,0.2728564441204071,0.216712087392807,0.48816442489624023,0.30924054980278015,0.4464869201183319,0.4933079481124878,0.2065339833498001,0.28930366039276123,0.3467482030391693,0.32507219910621643,0.6633074283599854,0.23255878686904907,-0.0016132977325469255,0.26435917615890503,0.5201468467712402,0.4933079481124878,0.26075416803359985,0.31091248989105225
next,0.19192104041576385,0.12344025075435638,0.15113398432731628,0.07406740635633469,0.2234075665473938,0.16394053399562836,0.24420638382434845,0.35833123326301575,0.130991593003273,0.0946023240685463,0.2137647271156311,0.21420449018478394,0.22333113849163055,0.1511766016483307,-0.056625429540872574,0.2154920995235443,0.29307645559310913,0.35833123326301575,0.1622212678194046,0.167460098862648
to,0.42656609416007996,0.4391997456550598,0.24226762354373932,0.229315847158432,0.42092081904411316,0.2830727696418762,0.4451248347759247,0.535392165184021,0.23290769755840302,0.17181846499443054,0.3140375316143036,0.3377571105957031,0.48971283435821533,0.18029534816741943,0.03782717138528824,0.29231828451156616,0.45010748505592346,0.535392165184021,0.27089571952819824,0.29463258385658264
the,0.3733934462070465,0.35928019881248474,0.33215048909187317,0.25610461831092834,0.48381632566452026,0.22448375821113586,0.4739971458911896,1.0,0.1961134821176529,0.21499985456466675,0.26687872409820557,0.3885267674922943,0.5171257257461548,0.1759674996137619,-0.01540423184633255,0.20341236889362335,0.6662389636039734,1.0,0.2957161068916321,0.22068053483963013
landgrave,0.24670644104480743,0.13039042055606842,0.15655064582824707,0.1335349678993225,0.19390934705734253,0.11956655234098434,0.1534559279680252,0.21076196432113647,0.1223616749048233,0.3638521134853363,0.3035884201526642,0.15422050654888153,0.2943671643733978,0.3270655870437622,0.061668142676353455,0.1785561591386795,0.2533572018146515,0.21076196432113647,0.1604224592447281,0.2453048676252365
himself,0.4094412326812744,0.23097388446331024,0.15625764429569244,0.14333024621009827,0.2743586599826813,0.20517224073410034,0.2183300405740738,0.24642214179039001,0.09580772370100021,0.18903227150440216,0.20005670189857483,0.21487294137477875,0.23012475669384003,0.22629769146442413,-0.025549961254000664,0.20027893781661987,0.1521509736776352,0.24642214179039001,0.16410952806472778,0.10407622903585434
",",0.3365725874900818,0.28617382049560547,0.2728564441204071,0.216712087392807,0.48816442489624023,0.30924054980278015,0.4464869201183319,0.4933079481124878,0.2065339833498001,0.28930366039276123,0.3467482030391693,0.32507219910621643,0.6633074283599854,0.23255878686904907,-0.0016132977325469255,0.26435917615890503,0.5201468467712402,0.4933079481124878,0.26075416803359985,0.31091248989105225
who,0.9999998807907104,0.25013914704322815,0.22458811104297638,0.16007070243358612,0.3923053741455078,0.31411439180374146,0.37110671401023865,0.3733934462070465,0.11088067293167114,0.25307518243789673,0.33545589447021484,0.2576322853565216,0.41279885172843933,0.21013082563877106,0.05599616840481758,0.3229794502258301,0.2792111933231354,0.3733934462070465,0.26875653862953186,0.26220351457595825
was,0.3318818509578705,0.19302551448345184,0.25589004158973694,0.1727466583251953,0.3677520453929901,0.245205357670784,0.3863949179649353,0.48711544275283813,0.15878652036190033,0.2779109477996826,0.23566235601902008,0.3433256447315216,0.3740963041782379,0.19185513257980347,0.008974763564765453,0.19147352874279022,0.45514053106307983,0.48711544275283813,0.18972504138946533,0.18412111699581146
directly,0.2773066759109497,0.3312726318836212,0.14871098101139069,0.2115897536277771,0.288499653339386,0.26640790700912476,0.28193199634552,0.4502958655357361,0.24800439178943634,0.08098416775465012,0.21560393273830414,0.17058062553405762,0.2772105038166046,0.10668852925300598,-0.014331134036183357,0.20784257352352142,0.25104159116744995,0.4502958655357361,0.2961673140525818,0.2187996357679367
responsible,0.2545164227485657,0.22198113799095154,0.1700926125049591,0.1109432503581047,0.25070908665657043,0.3903082013130188,0.35061514377593994,0.3305104374885559,0.168204203248024,0.04799306020140648,0.13827304542064667,0.259572833776474,0.29945531487464905,0.030485134571790695,0.002397976815700531,0.2733047902584076,0.24309778213500977,0.3305104374885559,0.2771904766559601,0.11367333680391312
for,0.37110671401023865,0.35159170627593994,0.25068506598472595,0.1212775781750679,0.44774648547172546,0.33067095279693604,0.9999999403953552,0.4739971458911896,0.2588914632797241,0.2110455334186554,0.257647842168808,0.3147922456264496,0.5064792633056641,0.12958186864852905,-0.07241261005401611,0.2694541811943054,0.4322226941585541,0.4739971458911896,0.2296326607465744,0.264628142118454
it,0.2868398427963257,0.34188351035118103,0.2701857089996338,0.22956304252147675,0.4461488723754883,0.22497183084487915,0.32171204686164856,0.6251175999641418,0.2445838302373886,0.20426441729068756,0.3444956839084625,0.3944323658943176,0.40957894921302795,0.15365919470787048,0.06608816236257553,0.1733126938343048,0.5130809545516968,0.6251175999641418,0.30816566944122314,0.25732165575027466
",",0.3365725874900818,0.28617382049560547,0.2728564441204071,0.216712087392807,0.48816442489624023,0.30924054980278015,0.4464869201183319,0.4933079481124878,0.2065339833498001,0.28930366039276123,0.3467482030391693,0.32507219910621643,0.6633074283599854,0.23255878686904907,-0.0016132977325469255,0.26435917615890503,0.5201468467712402,0.4933079481124878,0.26075416803359985,0.31091248989105225
history,0.22458811104297638,0.1386861950159073,1.0000001192092896,0.2767307162284851,0.2152104675769806,0.21753248572349548,0.25068506598472595,0.33215048909187317,0.0846114382147789,0.16807176172733307,0.18146772682666779,0.21706819534301758,0.23541007936000824,0.09978976845741272,-0.0466335192322731,0.17017580568790436,0.29215577244758606,0.33215048909187317,0.11508404463529587,0.2501974403858185
chiefly,0.29666733741760254,0.17317867279052734,0.14151671528816223,0.10825029760599136,0.29943495988845825,0.20765364170074463,0.23968462646007538,0.3110561668872833,0.045282069593667984,0.13517214357852936,0.06395744532346725,0.14602874219417572,0.3287355899810791,0.0632990300655365,0.06360518932342529,0.20404833555221558,0.2564065158367157,0.3110561668872833,0.23463359475135803,0.021524203941226006
holds,0.15431830286979675,0.2685805559158325,0.21434226632118225,0.19184564054012299,0.1318790763616562,0.2712591290473938,0.28103771805763245,0.28190866112709045,0.1276237964630127,0.09870865195989609,0.06796471029520035,0.22435101866722107,0.2242596447467804,0.047576986253261566,0.016165124252438545,0.10609257966279984,0.2876984775066376,0.28190866112709045,0.21677827835083008,0.11379207670688629
luther,0.21013082563877106,0.14081993699073792,0.09978976845741272,0.14754484593868256,0.20242992043495178,0.1233290284872055,0.12958186864852905,0.1759674996137619,0.08149916678667068,0.22734054923057556,0.232476145029068,0.15519264340400696,0.20796556770801544,1.0,-0.009990512393414974,0.11563574522733688,0.20523880422115326,0.1759674996137619,0.197893425822258,0.1732746809720993
accountable,0.31411439180374146,0.29064440727233887,0.21753248572349548,0.24690499901771545,0.2551438808441162,1.0,0.33067095279693604,0.22448375821113586,0.2966229319572449,0.1470746397972107,0.28448864817619324,0.20300032198429108,0.25734275579452515,0.1233290284872055,0.03219333291053772,0.3320016860961914,0.22163423895835876,0.22448375821113586,0.375460147857666,0.3105945587158203
'',0.024401003494858742,-0.004023602232336998,0.030770229175686836,0.029715314507484436,0.006628023460507393,0.06329765170812607,-0.04479556903243065,0.041273195296525955,0.05795511230826378,-0.024310098960995674,0.06827187538146973,0.014119047671556473,0.021612688899040222,-0.04572787508368492,-0.04859459400177002,0.07361817359924316,0.07432962208986282,0.041273195296525955,0.005456180777400732,0.018684765323996544
.,0.3541337847709656,0.3022993505001068,0.30310705304145813,0.23733025789260864,0.515582263469696,0.22611567378044128,0.4726039469242096,0.5934505462646484,0.23275774717330933,0.2297613024711609,0.33645379543304443,0.4032190144062042,0.588965117931366,0.24907569587230682,-0.003708066651597619,0.18861377239227295,0.5591574311256409,0.5934505462646484,0.2540481984615326,0.4130953550338745
