,polynomial,time,reductions,are,an,example,of,what,?
bound,0.2151491343975067,0.1835833042860031,0.2320747673511505,0.25661301612854004,0.14251211285591125,0.17447501420974731,0.23408229649066925,0.16997487843036652,0.12182208895683289
on,0.05230846256017685,0.30044233798980713,0.21203742921352386,0.268924742937088,0.3192969560623169,0.22160455584526062,0.3966929316520691,0.34226128458976746,0.2714994251728058
the,0.1902180016040802,0.43061500787734985,0.2916041910648346,0.40399202704429626,0.4207492768764496,0.3755223751068115,0.733189046382904,0.42745697498321533,0.22068053483963013
complexity,0.5458586812019348,0.2680857479572296,0.4314160645008087,0.27680158615112305,0.2376130372285843,0.36779677867889404,0.23338180780410767,0.33747240900993347,0.23062916100025177
of,0.23810522258281708,0.35127586126327515,0.29430124163627625,0.39081433415412903,0.32280945777893066,0.3570667505264282,1.0,0.33290785551071167,0.1826142966747284
reductions,0.3693830072879791,0.19938719272613525,0.9999999403953552,0.30824655294418335,0.21504631638526917,0.31970125436782837,0.29430124163627625,0.23610827326774597,0.18793964385986328
",",0.21592853963375092,0.3029961884021759,0.24425239861011505,0.4062570035457611,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.3087472915649414,0.31091248989105225
such,0.21305730938911438,0.24758757650852203,0.33269956707954407,0.4654397666454315,0.2025681436061859,0.4555383324623108,0.3209529519081116,0.23989605903625488,0.17851735651493073
as,0.2069568783044815,0.3239102065563202,0.23564881086349487,0.3826591968536377,0.37218472361564636,0.35903409123420715,0.3886612355709076,0.31749409437179565,0.27043893933296204
polynomial-time,0.9708964824676514,0.37198153138160706,0.38606128096580505,0.2820054292678833,0.24117612838745117,0.42113274335861206,0.2577710747718811,0.288694828748703,0.2915361523628235
reductions,0.3693830072879791,0.19938719272613525,0.9999999403953552,0.30824655294418335,0.21504631638526917,0.31970125436782837,0.29430124163627625,0.23610827326774597,0.18793964385986328
or,0.30102434754371643,0.2774261236190796,0.3325634300708771,0.5374364256858826,0.3096676766872406,0.5192843675613403,0.3792596757411957,0.33867141604423523,0.32389625906944275
log-space,0.39008647203445435,0.2846723794937134,0.2387019544839859,0.21586933732032776,0.18194550275802612,0.23530495166778564,0.17011740803718567,0.292618066072464,0.41465821862220764
reductions,0.3693830072879791,0.19938719272613525,0.9999999403953552,0.30824655294418335,0.21504631638526917,0.31970125436782837,0.29430124163627625,0.23610827326774597,0.18793964385986328
.,0.2530868649482727,0.371569961309433,0.27250292897224426,0.3452940285205841,0.3581749200820923,0.41217929124832153,0.5352458953857422,0.3567904531955719,0.4130953550338745
