,the,v,&,a,has,its,origins,in,which,world,exposition,?
of,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.3909035325050354,0.48690423369407654,0.2670811712741852,0.5696388483047485,0.5011631846427917,0.2828933000564575,0.2945175766944885,0.1826142966747284
1851,0.1120925024151802,0.05804440379142761,0.002510257763788104,0.06915820389986038,-0.010972199030220509,0.11482146382331848,0.20255227386951447,0.12277520447969437,0.042983610183000565,0.08597185462713242,0.3030562400817871,0.04808126762509346
",",0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.3734780251979828,0.33157986402511597,0.257002055644989,0.5201468467712402,0.3658004403114319,0.26091980934143066,0.22023259103298187,0.31091248989105225
with,0.4223487675189972,0.14314915239810944,0.20013411343097687,0.3783375024795532,0.44092974066734314,0.3087116777896881,0.1877042055130005,0.4080928862094879,0.46403205394744873,0.2832821011543274,0.15394657850265503,0.2433311939239502
which,0.6521818041801453,0.1653934270143509,0.16294614970684052,0.56894451379776,0.4350704550743103,0.5154205560684204,0.2681773006916046,0.4840516746044159,1.0,0.29213306307792664,0.25961583852767944,0.25814583897590637
henry,0.2542637586593628,0.2619577944278717,0.058544356375932693,0.24300003051757812,0.11424197256565094,0.17028701305389404,0.10143490880727768,0.21735817193984985,0.16498084366321564,0.17114602029323578,0.22014133632183075,0.16836383938789368
cole,0.1850816011428833,0.04027188941836357,0.22755905985832214,0.16531717777252197,0.15434306859970093,0.12855742871761322,0.0968141183257103,0.16279925405979156,0.205417200922966,0.1480882316827774,0.18941225111484528,0.1507469266653061
",",0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.3734780251979828,0.33157986402511597,0.257002055644989,0.5201468467712402,0.3658004403114319,0.26091980934143066,0.22023259103298187,0.31091248989105225
the,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.4177538752555847,0.559237003326416,0.2890577018260956,0.6662389636039734,0.6521818041801453,0.33604270219802856,0.30685076117515564,0.22068053483963013
museum,0.24861779808998108,0.07561434060335159,0.18110838532447815,0.14725451171398163,0.13289806246757507,0.18129056692123413,0.15981052815914154,0.2407650351524353,0.22731433808803558,0.19023655354976654,0.37965700030326843,0.14128351211547852
's,-0.01540423184633255,-0.008823617361485958,-0.02038128487765789,0.04866964742541313,-0.040683966130018234,0.03202139586210251,-0.02242027409374714,-0.037580832839012146,0.03856118768453598,0.11877062171697617,-0.02067454531788826,-0.023395681753754616
first,0.49448907375335693,0.22899948060512543,0.10695473104715347,0.4287874400615692,0.28288596868515015,0.26377397775650024,0.23039120435714722,0.4127444326877594,0.3828166127204895,0.31190985441207886,0.3108810782432556,0.18701928853988647
director,0.19949141144752502,0.1115185096859932,0.19849403202533722,0.17745283246040344,0.22498498857021332,0.1245870441198349,0.1563609540462494,0.19124983251094818,0.15065506100654602,0.17965878546237946,0.2186109721660614,0.09360282123088837
",",0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.3734780251979828,0.33157986402511597,0.257002055644989,0.5201468467712402,0.3658004403114319,0.26091980934143066,0.22023259103298187,0.31091248989105225
was,0.48711544275283813,0.16128918528556824,0.12134000658988953,0.4508470594882965,0.40313825011253357,0.3518870174884796,0.2043774425983429,0.45514053106307983,0.2830964922904968,0.3097524344921112,0.30914750695228577,0.18412111699581146
involved,0.2872544527053833,0.11319558322429657,0.12256451696157455,0.2598431408405304,0.21025848388671875,0.15236784517765045,0.19024798274040222,0.2988407015800476,0.2866549491882324,0.21584053337574005,0.17532704770565033,0.20599231123924255
in,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.4173259735107422,0.3793783485889435,0.21701936423778534,1.0,0.4840516746044159,0.3038199245929718,0.30755117535591125,0.20430970191955566
planning,0.3046698570251465,0.20309650897979736,0.2137935757637024,0.232967808842659,0.17566531896591187,0.20329473912715912,0.1852753460407257,0.29961201548576355,0.2496095895767212,0.1804611086845398,0.21311411261558533,0.1869431883096695
;,0.09152708947658539,-0.03098202869296074,0.017928218469023705,-0.02122584730386734,0.05589579790830612,0.056731753051280975,0.056702591478824615,0.092739537358284,-0.01244901679456234,0.09254426509141922,0.054596271365880966,0.10349778085947037
initially,0.2997018098831177,0.07876481115818024,0.09323113411664963,0.25532233715057373,0.27729159593582153,0.3351334035396576,0.2674202024936676,0.2391221970319748,0.38102278113365173,0.2015428990125656,0.17861014604568481,0.0699334517121315
it,0.6251175999641418,0.1784781813621521,0.08886928111314774,0.5452592968940735,0.41962623596191406,0.5786119699478149,0.18848145008087158,0.5130809545516968,0.616637647151947,0.2775384485721588,0.21605972945690155,0.25732165575027466
was,0.48711544275283813,0.16128918528556824,0.12134000658988953,0.4508470594882965,0.40313825011253357,0.3518870174884796,0.2043774425983429,0.45514053106307983,0.2830964922904968,0.3097524344921112,0.30914750695228577,0.18412111699581146
known,0.3624623417854309,0.11315380781888962,0.11825866252183914,0.30882248282432556,0.2451976239681244,0.31007078289985657,0.2869893014431,0.32641831040382385,0.30223485827445984,0.24694333970546722,0.20559492707252502,0.18314571678638458
as,0.48381632566452026,0.10349564254283905,0.22134603559970856,0.39550232887268066,0.351646363735199,0.31874480843544006,0.21491949260234833,0.3887844979763031,0.41006597876548767,0.22848254442214966,0.20731033384799957,0.27043893933296204
the,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.4177538752555847,0.559237003326416,0.2890577018260956,0.6662389636039734,0.6521818041801453,0.33604270219802856,0.30685076117515564,0.22068053483963013
museum,0.24861779808998108,0.07561434060335159,0.18110838532447815,0.14725451171398163,0.13289806246757507,0.18129056692123413,0.15981052815914154,0.2407650351524353,0.22731433808803558,0.19023655354976654,0.37965700030326843,0.14128351211547852
of,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.3909035325050354,0.48690423369407654,0.2670811712741852,0.5696388483047485,0.5011631846427917,0.2828933000564575,0.2945175766944885,0.1826142966747284
manufactures,0.2118023931980133,0.21051520109176636,0.15196830034255981,0.22631120681762695,0.1999451220035553,0.2897472381591797,0.2359820008277893,0.21700933575630188,0.3037360608577728,0.24364088475704193,0.23540888726711273,0.1292264312505722
",",0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.3734780251979828,0.33157986402511597,0.257002055644989,0.5201468467712402,0.3658004403114319,0.26091980934143066,0.22023259103298187,0.31091248989105225
first,0.49448907375335693,0.22899948060512543,0.10695473104715347,0.4287874400615692,0.28288596868515015,0.26377397775650024,0.23039120435714722,0.4127444326877594,0.3828166127204895,0.31190985441207886,0.3108810782432556,0.18701928853988647
opening,0.37298497557640076,0.11929420381784439,0.07173246890306473,0.2575104236602783,0.1872546672821045,0.2527054250240326,0.1827712506055832,0.2907836139202118,0.3592540919780731,0.2053900808095932,0.3147713840007782,0.16502447426319122
in,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.4173259735107422,0.3793783485889435,0.21701936423778534,1.0,0.4840516746044159,0.3038199245929718,0.30755117535591125,0.20430970191955566
may,0.2694292366504669,0.16660861670970917,0.035542458295822144,0.29255667328834534,0.2377731204032898,0.17664512991905212,0.13552622497081757,0.3424151837825775,0.23536433279514313,0.1724669635295868,0.18390010297298431,0.2768254578113556
1852,0.008079012855887413,-0.009022822603583336,0.06615690141916275,0.016406841576099396,-0.02181289903819561,-0.0680038332939148,0.08324328064918518,0.007790332194417715,-0.06398793309926987,-0.06387253105640411,-0.15627767145633698,0.006410371046513319
at,0.457212895154953,0.16234125196933746,0.12151119112968445,0.3095070421695709,0.2743658423423767,0.2685394287109375,0.09559276700019836,0.4374977946281433,0.3286694884300232,0.22825311124324799,0.22877012193202972,0.21978627145290375
marlborough,0.246634840965271,0.17392583191394806,0.24934887886047363,0.202244371175766,0.12962211668491364,0.16298246383666992,0.14636127650737762,0.24180753529071808,0.17668618261814117,0.22305037081241608,0.2500956654548645,0.16564486920833588
house,0.2847244441509247,0.15695612132549286,0.1367931067943573,0.26758551597595215,0.1341986507177353,0.18528613448143005,0.17578426003456116,0.20026938617229462,0.20384521782398224,0.153821662068367,0.23039062321186066,0.13736455142498016
",",0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.3734780251979828,0.33157986402511597,0.257002055644989,0.5201468467712402,0.3658004403114319,0.26091980934143066,0.22023259103298187,0.31091248989105225
but,0.4859698414802551,0.09668958187103271,0.12256074696779251,0.44750767946243286,0.41906601190567017,0.39362356066703796,0.23363369703292847,0.48674455285072327,0.55336993932724,0.2342568188905716,0.1612350344657898,0.27921953797340393
by,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,0.3254803419113159,0.24398943781852722,0.15475714206695557,0.370934396982193,0.40543368458747864,0.22306372225284576,0.2346900999546051,0.17966607213020325
september,0.2516939043998718,0.1715777963399887,0.09839008748531342,0.21795299649238586,0.17974014580249786,0.17530563473701477,0.058224596083164215,0.25402772426605225,0.14178714156150818,0.17242535948753357,0.15930618345737457,0.2665146589279175
had,0.3875846862792969,0.1252606064081192,0.15368397533893585,0.34897568821907043,0.5787927508354187,0.32081788778305054,0.16170698404312134,0.385026752948761,0.3188965916633606,0.22808445990085602,0.13611279428005219,0.20728366076946259
been,0.3563927710056305,0.06977773457765579,0.09559250622987747,0.3315402865409851,0.6162750124931335,0.2810076177120209,0.23313775658607483,0.3515113592147827,0.36993977427482605,0.23422138392925262,0.17970460653305054,0.24354910850524902
transferred,0.34201255440711975,0.15222661197185516,0.18143615126609802,0.26272115111351013,0.15228232741355896,0.1986836940050125,0.14996415376663208,0.34616342186927795,0.29726850986480713,0.10416297614574432,0.17860278487205505,0.1139405146241188
to,0.535392165184021,0.2109750658273697,0.1254875510931015,0.45503583550453186,0.3619994819164276,0.3691340684890747,0.1450413018465042,0.45010748505592346,0.5345056653022766,0.26213452219963074,0.16629932820796967,0.29463258385658264
somerset,0.2696875333786011,0.10940147191286087,0.13708442449569702,0.24356843531131744,0.1951790153980255,0.18683430552482605,0.1243705227971077,0.26422318816185,0.22250953316688538,0.14351658523082733,0.13518773019313812,0.1172361969947815
house,0.2847244441509247,0.15695612132549286,0.1367931067943573,0.26758551597595215,0.1341986507177353,0.18528613448143005,0.17578426003456116,0.20026938617229462,0.20384521782398224,0.153821662068367,0.23039062321186066,0.13736455142498016
.,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.4105546176433563,0.3566088080406189,0.1620374470949173,0.5591574311256409,0.45942068099975586,0.3177160322666168,0.24119582772254944,0.4130953550338745
