,what,was,the,name,of,the,first,doctor,who,radio,drama,?
slipback,0.33828261494636536,0.24470378458499908,0.38237181305885315,0.19021329283714294,0.3003755807876587,0.38237181305885315,0.269632488489151,0.2162451446056366,0.27400413155555725,0.17653891444206238,0.2328239530324936,0.2937339246273041
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.20407600700855255,0.3365725874900818,0.25251123309135437,0.240437850356102,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.2820442318916321,0.3733934462070465,0.23511973023414612,0.2408958077430725,0.22068053483963013
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,0.3163818418979645,0.3536086082458496,0.49448907375335693,1.0,0.27244147658348083,0.39065709710121155,0.2260897308588028,0.17078255116939545,0.18701928853988647
radio,0.16863368451595306,0.20381812751293182,0.23511973023414612,0.06772713363170624,0.16079017519950867,0.23511973023414612,0.2260897308588028,0.2037326693534851,0.20289050042629242,0.9999999403953552,0.23643682897090912,0.08763375133275986
drama,0.21173490583896637,0.23157335817813873,0.2408958077430725,0.11314472556114197,0.18793216347694397,0.2408958077430725,0.17078255116939545,0.2582404613494873,0.2117668092250824,0.23643682897090912,1.0,0.21114452183246613
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.20407600700855255,0.3365725874900818,0.25251123309135437,0.240437850356102,0.31091248989105225
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.5022147297859192,0.19672659039497375,0.3318818509578705,0.20381812751293182,0.23157335817813873,0.18412111699581146
transmitted,0.1978447586297989,0.1705045998096466,0.2535918653011322,0.08373458683490753,0.22560763359069824,0.2535918653011322,0.18505898118019104,0.2149266004562378,0.22590412199497223,0.37319791316986084,0.13198041915893555,0.15801244974136353
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.4345304071903229,0.22361043095588684,0.3541337847709656,0.20650681853294373,0.2663460075855255,0.4130953550338745
,what,was,the,name,of,the,first,doctor,who,radio,drama,?
ten,0.1616830825805664,0.27622097730636597,0.3256247341632843,0.12137619405984879,0.2743614614009857,0.3256247341632843,0.2795242965221405,0.10588882118463516,0.23325704038143158,0.1708364188671112,0.1383252739906311,0.14471080899238586
years,0.1981470286846161,0.35855233669281006,0.2912273406982422,0.19448696076869965,0.2904134690761566,0.2912273406982422,0.2958037853240967,0.1280619502067566,0.29867154359817505,0.1457294523715973,0.1367071121931076,0.1914375126361847
later,0.2517229914665222,0.5684447288513184,0.4060266613960266,0.2509414553642273,0.3458743393421173,0.4060266613960266,0.48412203788757324,0.21110832691192627,0.35185644030570984,0.21683309972286224,0.1719294786453247,0.1417175978422165
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.20407600700855255,0.3365725874900818,0.25251123309135437,0.240437850356102,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.2820442318916321,0.3733934462070465,0.23511973023414612,0.2408958077430725,0.22068053483963013
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,0.3163818418979645,0.3536086082458496,0.49448907375335693,1.0,0.27244147658348083,0.39065709710121155,0.2260897308588028,0.17078255116939545,0.18701928853988647
original,0.24651947617530823,0.32203906774520874,0.4037000238895416,0.29879865050315857,0.30228546261787415,0.4037000238895416,0.3307017385959625,0.13737785816192627,0.1785319596529007,0.15591244399547577,0.15877823531627655,0.17256900668144226
doctor,0.20870667695999146,0.19672659039497375,0.2820442318916321,0.19494794309139252,0.16895952820777893,0.2820442318916321,0.27244147658348083,0.9999999403953552,0.3504868149757385,0.2037326693534851,0.2582404613494873,0.1462511420249939
who,0.40942975878715515,0.3318818509578705,0.3733934462070465,0.2027527540922165,0.2827862501144409,0.3733934462070465,0.39065709710121155,0.3504868149757385,0.9999998807907104,0.20289050042629242,0.2117668092250824,0.26220351457595825
audio,0.1803951859474182,0.12714031338691711,0.19614098966121674,0.08850059658288956,0.17128776013851166,0.19614098966121674,0.1623791754245758,0.20159323513507843,0.14178435504436493,0.444746196269989,0.2792806029319763,0.14977853000164032
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.5022147297859192,0.19672659039497375,0.3318818509578705,0.20381812751293182,0.23157335817813873,0.18412111699581146
released,0.20228935778141022,0.32720035314559937,0.24578391015529633,0.16281646490097046,0.17721395194530487,0.24578391015529633,0.33788758516311646,0.16010989248752594,0.15033993124961853,0.22676435112953186,0.2131873518228531,0.20329579710960388
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.17627742886543274,0.3966929316520691,0.5107308030128479,0.3120559751987457,0.1636410653591156,0.2340552806854248,0.2590620815753937,0.25024503469467163,0.2714994251728058
lp,0.16029290854930878,0.20961594581604004,0.17972303926944733,0.07425706088542938,0.1588287651538849,0.17972303926944733,0.28360652923583984,0.10616420954465866,0.06184577941894531,0.26349982619285583,0.2256094366312027,0.15901853144168854
record,0.1772487461566925,0.2787264287471771,0.23569516837596893,0.16916072368621826,0.19289259612560272,0.23569516837596893,0.32575827836990356,0.12760968506336212,0.24139603972434998,0.22106601297855377,0.16829964518547058,0.14407116174697876
;,0.10986888408660889,0.0754367932677269,0.09152708947658539,0.01776505447924137,0.054534342139959335,0.09152708947658539,0.07760433852672577,0.03465403988957405,0.007937713526189327,-0.013675804249942303,0.015707284212112427,0.10349778085947037
doctor,0.20870667695999146,0.19672659039497375,0.2820442318916321,0.19494794309139252,0.16895952820777893,0.2820442318916321,0.27244147658348083,0.9999999403953552,0.3504868149757385,0.2037326693534851,0.2582404613494873,0.1462511420249939
who,0.40942975878715515,0.3318818509578705,0.3733934462070465,0.2027527540922165,0.2827862501144409,0.3733934462070465,0.39065709710121155,0.3504868149757385,0.9999998807907104,0.20289050042629242,0.2117668092250824,0.26220351457595825
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.3167642652988434,0.21673844754695892,0.41279885172843933,0.2658638060092926,0.23960810899734497,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.2820442318916321,0.3733934462070465,0.23511973023414612,0.2408958077430725,0.22068053483963013
pescatons,0.20261800289154053,0.21647611260414124,0.27924415469169617,0.17895852029323578,0.29477599263191223,0.27924415469169617,0.17210440337657928,0.14083325862884521,0.1576559990644455,0.1383041888475418,0.23113073408603668,0.19068525731563568
featuring,0.18412666022777557,0.16899792850017548,0.21340800821781158,0.11368697136640549,0.1792638599872589,0.21340800821781158,0.17436198890209198,0.1270301192998886,0.19577710330486298,0.27855777740478516,0.20865631103515625,0.24838131666183472
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.2820442318916321,0.3733934462070465,0.23511973023414612,0.2408958077430725,0.22068053483963013
fourth,0.137417271733284,0.35251522064208984,0.40804702043533325,0.18362802267074585,0.30335766077041626,0.40804702043533325,0.5567235350608826,0.21519136428833008,0.16443325579166412,0.15984246134757996,0.07707855850458145,0.13791213929653168
doctor,0.20870667695999146,0.19672659039497375,0.2820442318916321,0.19494794309139252,0.16895952820777893,0.2820442318916321,0.27244147658348083,0.9999999403953552,0.3504868149757385,0.2037326693534851,0.2582404613494873,0.1462511420249939
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.4345304071903229,0.22361043095588684,0.3541337847709656,0.20650681853294373,0.2663460075855255,0.4130953550338745
