,how,many,seconds,were,left,in,the,game,when,the,broncos,intercepted,the,pass,that,won,the,game,?
",",0.22659391164779663,0.40610817074775696,0.2238321751356125,0.36755475401878357,0.2448868453502655,0.5201468467712402,0.4933079481124878,0.2653886377811432,0.36674630641937256,0.4933079481124878,0.2558487057685852,0.21653500199317932,0.4933079481124878,0.22301842272281647,0.4137537479400635,0.35968565940856934,0.4933079481124878,0.2653886377811432,0.31091248989105225
by,0.34370526671409607,0.3409687578678131,0.2159029096364975,0.4406847059726715,0.2067900449037552,0.370934396982193,0.4408751428127289,0.21372540295124054,0.4376842677593231,0.4408751428127289,0.11333504319190979,0.18087948858737946,0.4408751428127289,0.19618479907512665,0.37496164441108704,0.17499594390392303,0.4408751428127289,0.21372540295124054,0.17966607213020325
intercepting,0.2131643295288086,0.19724759459495544,0.26105988025665283,0.17396190762519836,0.18660926818847656,0.1838684231042862,0.23398640751838684,0.2920619547367096,0.3026469349861145,0.23398640751838684,0.4570372998714447,0.8656275272369385,0.23398640751838684,0.33540287613868713,0.2589614987373352,0.25565555691719055,0.23398640751838684,0.2920619547367096,0.1177937239408493
a,0.29312583804130554,0.2872205972671509,0.2580257058143616,0.17203083634376526,0.19688890874385834,0.539380669593811,0.5829201340675354,0.23211604356765747,0.44397395849227905,0.5829201340675354,0.19771797955036163,0.22235213220119476,0.5829201340675354,0.19894953072071075,0.47537946701049805,0.22534137964248657,0.5829201340675354,0.23211604356765747,0.23916715383529663
pass,0.23911701142787933,0.16345158219337463,0.15917816758155823,0.15318229794502258,0.13408030569553375,0.18748411536216736,0.25961899757385254,0.16048191487789154,0.20427322387695312,0.25961899757385254,0.21609735488891602,0.33124175667762756,0.25961899757385254,1.0000001192092896,0.24082426726818085,0.1689484566450119,0.25961899757385254,0.16048191487789154,0.09478675574064255
on,0.32655060291290283,0.32520127296447754,0.22056835889816284,0.2774328887462616,0.30747801065444946,0.46853652596473694,0.5107308030128479,0.22967135906219482,0.37706470489501953,0.5107308030128479,0.17311601340770721,0.19228419661521912,0.5107308030128479,0.13331516087055206,0.42569106817245483,0.21146643161773682,0.5107308030128479,0.22967135906219482,0.2714994251728058
new,0.20832711458206177,0.2992318272590637,0.1798812597990036,0.21711495518684387,0.20298340916633606,0.3758552670478821,0.3845241069793701,0.20104768872261047,0.257220059633255,0.3845241069793701,0.2461613565683365,0.14016766846179962,0.3845241069793701,0.14091691374778748,0.29177987575531006,0.2143559455871582,0.3845241069793701,0.20104768872261047,0.14782847464084625
england,0.17829500138759613,0.2581256926059723,0.14614973962306976,0.3110785484313965,0.19919918477535248,0.33311840891838074,0.28280043601989746,0.23439037799835205,0.26359328627586365,0.28280043601989746,0.24413880705833435,0.24580468237400055,0.28280043601989746,0.09007485210895538,0.2558189034461975,0.11945749819278717,0.28280043601989746,0.23439037799835205,0.13436897099018097
's,-0.026164190843701363,0.01698932610452175,0.02459578774869442,0.007088581565767527,0.0003564352518878877,-0.037580832839012146,-0.01540423184633255,0.07448072731494904,-0.03368149697780609,-0.01540423184633255,-0.037254199385643005,-0.043410152196884155,-0.01540423184633255,-0.025650637224316597,0.04397977516055107,-0.07419146597385406,-0.01540423184633255,0.07448072731494904,-0.023395681753754616
2-point,0.2674274444580078,0.22056058049201965,0.18548345565795898,0.16158553957939148,0.16091491281986237,0.22760647535324097,0.2521202266216278,0.1634867787361145,0.26801300048828125,0.2521202266216278,0.13956120610237122,0.3228221535682678,0.2521202266216278,0.24482090771198273,0.33780917525291443,0.15454918146133423,0.2521202266216278,0.1634867787361145,0.3058913052082062
conversion,0.2233559489250183,0.20903584361076355,0.2607349455356598,0.15360544621944427,0.11976578086614609,0.19224700331687927,0.2308437079191208,0.16785351932048798,0.20718982815742493,0.2308437079191208,0.12009718269109726,0.2709738314151764,0.2308437079191208,0.15257783234119415,0.20188826322555542,0.0793062075972557,0.2308437079191208,0.16785351932048798,0.1924358606338501
attempt,0.23973937332630157,0.18253685534000397,0.21225441992282867,0.18310506641864777,0.12339484691619873,0.1812446564435959,0.2614527940750122,0.19536855816841125,0.2626323103904724,0.2614527940750122,0.1423623412847519,0.266456663608551,0.2614527940750122,0.24411159753799438,0.26043540239334106,0.15834926068782806,0.2614527940750122,0.19536855816841125,0.16559520363807678
with,0.3525622487068176,0.35744401812553406,0.2122124582529068,0.3179011940956116,0.219827800989151,0.4080928862094879,0.4223487675189972,0.19394829869270325,0.5075214505195618,0.4223487675189972,0.2245701551437378,0.2404945343732834,0.4223487675189972,0.16526761651039124,0.4154358208179474,0.24544957280158997,0.4223487675189972,0.19394829869270325,0.2433311939239502
17,0.11148978024721146,0.08628290146589279,0.10857933014631271,0.15060774981975555,0.12493164092302322,0.10391845554113388,0.10537172853946686,0.06002664938569069,0.06161060184240341,0.10537172853946686,0.12987062335014343,0.1474064588546753,0.10537172853946686,0.06485423445701599,0.06265442073345184,0.136976957321167,0.10537172853946686,0.06002664938569069,0.17603135108947754
seconds,0.20343491435050964,0.15969717502593994,0.9999998807907104,0.17376349866390228,0.19058671593666077,0.15088556706905365,0.1997634470462799,0.275033175945282,0.30955904722213745,0.1997634470462799,0.23470988869667053,0.27850425243377686,0.1997634470462799,0.15917816758155823,0.24123969674110413,0.27567848563194275,0.1997634470462799,0.275033175945282,0.20335537195205688
left,0.186065211892128,0.15492984652519226,0.19058671593666077,0.2213863730430603,1.0,0.21139952540397644,0.33113980293273926,0.12498873472213745,0.3236202895641327,0.33113980293273926,0.19754524528980255,0.21517519652843475,0.33113980293273926,0.13408030569553375,0.2512504756450653,0.18589317798614502,0.33113980293273926,0.12498873472213745,0.13251960277557373
on,0.32655060291290283,0.32520127296447754,0.22056835889816284,0.2774328887462616,0.30747801065444946,0.46853652596473694,0.5107308030128479,0.22967135906219482,0.37706470489501953,0.5107308030128479,0.17311601340770721,0.19228419661521912,0.5107308030128479,0.13331516087055206,0.42569106817245483,0.21146643161773682,0.5107308030128479,0.22967135906219482,0.2714994251728058
the,0.33890387415885925,0.4335206151008606,0.1997634470462799,0.3906462490558624,0.33113980293273926,0.6662389636039734,1.0,0.285271555185318,0.5091903209686279,1.0,0.25985947251319885,0.2696214020252228,1.0,0.25961899757385254,0.5473989248275757,0.29432493448257446,1.0,0.285271555185318,0.22068053483963013
clock,0.2627337574958801,0.16722822189331055,0.330859512090683,0.10002392530441284,0.17346173524856567,0.1651686578989029,0.25408005714416504,0.20158430933952332,0.2597734034061432,0.25408005714416504,0.11447907984256744,0.12960682809352875,0.25408005714416504,0.08976133912801743,0.27364978194236755,0.09473234415054321,0.25408005714416504,0.20158430933952332,0.15814508497714996
.,0.3287222981452942,0.3974229395389557,0.21767209470272064,0.3378238379955292,0.28830423951148987,0.5591574311256409,0.5934505462646484,0.2581658959388733,0.475719153881073,0.5934505462646484,0.2612393796443939,0.22816359996795654,0.5934505462646484,0.1901644617319107,0.4460422694683075,0.3011801838874817,0.5934505462646484,0.2581658959388733,0.4130953550338745
