,to,what,place,did,he,bring,the,injured,pigeons,to,take,care,of,them,?
feed,0.2905908226966858,0.24202558398246765,0.15541110932826996,0.22311101853847504,0.11201836168766022,0.26383742690086365,0.2381063848733902,0.1791151911020279,0.3184543251991272,0.2905908226966858,0.27991676330566406,0.28012076020240784,0.13772912323474884,0.35544857382774353,0.19348634779453278
the,0.535392165184021,0.42745697498321533,0.4179787337779999,0.34736719727516174,0.4571082592010498,0.31620702147483826,1.0,0.22383859753608704,0.2509253919124603,0.535392165184021,0.31620436906814575,0.1663842648267746,0.733189046382904,0.4788833558559418,0.22068053483963013
pigeons,0.23256446421146393,0.16022203862667084,0.1784653216600418,0.23060807585716248,0.19214417040348053,0.17227256298065186,0.2509253919124603,0.21435575187206268,1.0,0.23256446421146393,0.22460053861141205,0.17537236213684082,0.20012632012367249,0.34866783022880554,0.193196639418602
and,0.48971283435821533,0.31309178471565247,0.2813849449157715,0.34479495882987976,0.45427167415618896,0.33058565855026245,0.5171257257461548,0.2198655754327774,0.21096424758434296,0.48971283435821533,0.296702116727829,0.32680341601371765,0.5116966962814331,0.48717668652534485,0.20544172823429108
even,0.46467068791389465,0.40872135758399963,0.26479214429855347,0.45816805958747864,0.29277661442756653,0.2826322317123413,0.37996912002563477,0.2072938084602356,0.3156437575817108,0.46467068791389465,0.36487722396850586,0.34252506494522095,0.34735506772994995,0.5696951150894165,0.30082517862319946
brought,0.35361579060554504,0.26212388277053833,0.26793384552001953,0.3238873779773712,0.28748100996017456,0.6046519875526428,0.32700833678245544,0.18672968447208405,0.19067013263702393,0.35361579060554504,0.3367259204387665,0.23843009769916534,0.3339962065219879,0.3311023414134979,0.2339296191930771
injured,0.1990538239479065,0.14425544440746307,0.15027646720409393,0.24892206490039825,0.25994032621383667,0.14079295098781586,0.22383859753608704,1.0000001192092896,0.21435575187206268,0.1990538239479065,0.19035150110721588,0.22883322834968567,0.19345925748348236,0.2646804451942444,0.12394905835390091
ones,0.29667285084724426,0.28536954522132874,0.20237115025520325,0.24853041768074036,0.18872953951358795,0.17248523235321045,0.333568274974823,0.11509383469820023,0.2959192991256714,0.29667285084724426,0.20393474400043488,0.2169160097837448,0.23451396822929382,0.5168501138687134,0.28155767917633057
into,0.38810545206069946,0.2180619090795517,0.27362510561943054,0.14888085424900055,0.2263432741165161,0.3036208748817444,0.39493247866630554,0.18050739169120789,0.16990281641483307,0.38810545206069946,0.3026293218135834,0.14201202988624573,0.32255905866622925,0.3445718288421631,0.15662476420402527
his,0.3715193271636963,0.26976513862609863,0.2274911254644394,0.3546801507472992,0.7171558737754822,0.2487352043390274,0.4394008219242096,0.2609750032424927,0.19481702148914337,0.3715193271636963,0.24483558535575867,0.2713627815246582,0.38364991545677185,0.4171713590621948,0.18075084686279297
hotel,0.17259414494037628,0.12076243758201599,0.20194582641124725,0.17199647426605225,0.1800794005393982,0.1768350452184677,0.22439035773277283,0.18936029076576233,0.11252126842737198,0.17259414494037628,0.13345055282115936,0.18968959152698517,0.1921118199825287,0.14806437492370605,0.05846213921904564
room,0.2809727191925049,0.22132179141044617,0.28256601095199585,0.2343335598707199,0.17862468957901,0.21103253960609436,0.2031363844871521,0.17493925988674164,0.23388387262821198,0.2809727191925049,0.24007925391197205,0.24190974235534668,0.15195634961128235,0.2721194326877594,0.1769251674413681
to,1.0,0.455847829580307,0.3346366882324219,0.4452643394470215,0.385390967130661,0.4213464558124542,0.535392165184021,0.1990538239479065,0.23256446421146393,1.0,0.4075521230697632,0.27786314487457275,0.41548454761505127,0.5916602611541748,0.29463258385658264
nurse,0.20659032464027405,0.17330458760261536,0.1601884812116623,0.17903421819210052,0.23457695543766022,0.1060120239853859,0.1639094203710556,0.21810875833034515,0.17300467193126678,0.20659032464027405,0.1559186577796936,0.3729170560836792,0.12298259139060974,0.21304765343666077,0.17633062601089478
back,0.4675939381122589,0.2965294420719147,0.3005236089229584,0.2601068317890167,0.2946772873401642,0.37680989503860474,0.3612101674079895,0.22383518517017365,0.18606014549732208,0.4675939381122589,0.3091944754123688,0.24356937408447266,0.23051875829696655,0.42330202460289,0.2397768795490265
to,1.0,0.455847829580307,0.3346366882324219,0.4452643394470215,0.385390967130661,0.4213464558124542,0.535392165184021,0.1990538239479065,0.23256446421146393,1.0,0.4075521230697632,0.27786314487457275,0.41548454761505127,0.5916602611541748,0.29463258385658264
health,0.29985085129737854,0.21460163593292236,0.07893602550029755,0.21597589552402496,0.2846643030643463,0.24404236674308777,0.2340974360704422,0.19545108079910278,0.15515592694282532,0.29985085129737854,0.22123266756534576,0.5299020409584045,0.28076469898223877,0.20309220254421234,0.16094304621219635
.,0.4645031690597534,0.3567904531955719,0.2844318151473999,0.35288307070732117,0.38061028718948364,0.2875753343105316,0.5934505462646484,0.2339104264974594,0.19623640179634094,0.4645031690597534,0.3045158088207245,0.22417111694812775,0.5352458953857422,0.39945515990257263,0.4130953550338745
