,what,policy,did,stalin,implement,shortly,after,lenin,'s,death,?
the,0.42745697498321533,0.2358427494764328,0.34736719727516174,0.2578454315662384,0.2174527645111084,0.3447211682796478,0.4565047025680542,0.1991400122642517,-0.01540423184633255,0.21438048779964447,0.22068053483963013
soviet,0.12922172248363495,0.2521069645881653,0.20321983098983765,0.6509188413619995,0.21328513324260712,0.16719433665275574,0.21747809648513794,0.5759360790252686,0.10372670739889145,0.14696340262889862,0.08693568408489227
union,0.1396910548210144,0.22774790227413177,0.185054212808609,0.3912484645843506,0.2113175094127655,0.1796431839466095,0.18530848622322083,0.3702491521835327,0.10892792046070099,0.14462821185588837,0.07797172665596008
",",0.3087472915649414,0.2903050184249878,0.3015086054801941,0.24950867891311646,0.22027646005153656,0.2916414141654968,0.38860568404197693,0.2037825882434845,-0.0016132977325469255,0.2070959210395813,0.31091248989105225
creating,0.28780505061149597,0.2990744113922119,0.23149485886096954,0.18325597047805786,0.2839130759239197,0.16459085047245026,0.17952804267406464,0.12505117058753967,-0.007198880892246962,0.1514611393213272,0.2842518985271454
the,0.42745697498321533,0.2358427494764328,0.34736719727516174,0.2578454315662384,0.2174527645111084,0.3447211682796478,0.4565047025680542,0.1991400122642517,-0.01540423184633255,0.21438048779964447,0.22068053483963013
model,0.2303347885608673,0.25087523460388184,0.13862785696983337,0.10056685656309128,0.25042346119880676,0.12171131372451782,0.08974006026983261,0.17271356284618378,0.06566128134727478,0.03015798144042492,0.14843042194843292
for,0.3017193675041199,0.2759707272052765,0.318512886762619,0.16580908000469208,0.3161557912826538,0.22257617115974426,0.3650246858596802,0.12594453990459442,-0.07241261005401611,0.19869662821292877,0.264628142118454
subsequent,0.20167095959186554,0.25653305649757385,0.27863436937332153,0.1983761042356491,0.2407982051372528,0.23941147327423096,0.24754752218723297,0.13959839940071106,0.0070984200574457645,0.12875601649284363,0.13111010193824768
inward,0.20176072418689728,0.2302604615688324,0.11639278382062912,0.16138619184494019,0.1601002812385559,0.19039061665534973,0.14660723507404327,0.15551823377609253,-0.04068319872021675,0.1521972119808197,0.12215431779623032
looking,0.39359530806541443,0.19485493004322052,0.295057088136673,0.11847822368144989,0.20393167436122894,0.19383496046066284,0.1672659069299698,0.09157350659370422,0.0519440658390522,0.14558406174182892,0.2733345925807953
stalinist,0.2186756134033203,0.30332618951797485,0.22607585787773132,0.7817997932434082,0.20629745721817017,0.19539405405521393,0.24530626833438873,0.5624547600746155,0.0541890449821949,0.21041712164878845,0.15721464157104492
states,0.21526020765304565,0.23547987639904022,0.21754568815231323,0.24370986223220825,0.1413077861070633,0.19472749531269073,0.20801226794719696,0.21011561155319214,-0.004298824816942215,0.13581635057926178,0.16272737085819244
and,0.31309178471565247,0.2148873209953308,0.34479495882987976,0.17697890102863312,0.2264379858970642,0.2516826093196869,0.3765919506549835,0.1337672472000122,0.06895173341035843,0.1816639006137848,0.20544172823429108
purging,0.318025678396225,0.289135217666626,0.26520365476608276,0.252523809671402,0.3471641540527344,0.23484402894973755,0.2710977792739868,0.18316130340099335,0.056730639189481735,0.2092856764793396,0.2642582058906555
the,0.42745697498321533,0.2358427494764328,0.34736719727516174,0.2578454315662384,0.2174527645111084,0.3447211682796478,0.4565047025680542,0.1991400122642517,-0.01540423184633255,0.21438048779964447,0.22068053483963013
early,0.2454567849636078,0.10061527043581009,0.32047218084335327,0.15916500985622406,0.20532996952533722,0.3382669687271118,0.3450239300727844,0.11820520460605621,0.03384959325194359,0.22360773384571075,0.15272949635982513
internationalist,0.13811646401882172,0.24073350429534912,0.1819084882736206,0.28549331426620483,0.21958714723587036,0.32016515731811523,0.25014588236808777,0.3471570312976837,0.022045671939849854,0.13616184890270233,0.1624792516231537
elements,0.2152351289987564,0.1747240126132965,0.14570437371730804,0.17025966942310333,0.3375219404697418,0.09200926870107651,0.13743987679481506,0.1610747128725052,-0.04167265072464943,0.12454132735729218,0.15222592651844025
.,0.3567904531955719,0.25152966380119324,0.35288307070732117,0.23298722505569458,0.23339562118053436,0.24456974864006042,0.35870397090911865,0.17375096678733826,-0.003708066651597619,0.24631039798259735,0.4130953550338745
