,if,p,=,np,is,unsolved,",",and,reduction,is,applied,to,a,known,np-complete,problem,vis,a,vis,π2,to,π1,",",what,conclusion,can,be,drawn,for,π1,?
",",0.257730096578598,0.291064590215683,-0.04015415534377098,0.1823609173297882,0.4691906273365021,0.24882036447525024,1.0000001192092896,0.6633074283599854,0.20516319572925568,0.4691906273365021,0.28330111503601074,0.44245919585227966,0.427140474319458,0.3604377806186676,0.21401260793209076,0.23938199877738953,0.24933502078056335,0.427140474319458,0.24933502078056335,0.13974647223949432,0.44245919585227966,-0.0060372306033968925,1.0000001192092896,0.3087472915649414,0.2135465145111084,0.3139454126358032,0.39254459738731384,0.2046290934085846,0.4464869201183319,-0.0060372306033968925,0.31091248989105225
then,0.5936081409454346,0.21893106400966644,-0.01526609156280756,0.16720212996006012,0.24618037045001984,0.21741154789924622,0.36768391728401184,0.4372139573097229,0.1477895975112915,0.24618037045001984,0.2762906849384308,0.5203860402107239,0.3970017731189728,0.11317411065101624,0.2559524178504944,0.27799543738365173,0.10631174594163895,0.3970017731189728,0.10631174594163895,0.14946159720420837,0.5203860402107239,0.047379180788993835,0.36768391728401184,0.4072686731815338,0.2283780872821808,0.3455607295036316,0.38089728355407715,0.20329757034778595,0.3392637073993683,0.047379180788993835,0.2884598970413208
x,0.2319261133670807,0.19367241859436035,0.03547291457653046,0.18771763145923615,0.1738782823085785,0.18141025304794312,0.2696380019187927,0.21577593684196472,0.20341621339321136,0.1738782823085785,0.12630021572113037,0.21431612968444824,0.21952441334724426,0.08831950277090073,0.16365736722946167,0.17171038687229156,0.13107728958129883,0.21952441334724426,0.13107728958129883,0.056726597249507904,0.21431612968444824,-0.10943227261304855,0.2696380019187927,0.13783220946788788,0.15351472795009613,0.22120405733585358,0.22865693271160126,0.1262841820716858,0.18337465822696686,-0.10943227261304855,0.23304535448551178
is,0.30927813053131104,0.11757151037454605,-0.046662431210279465,0.2208731323480606,1.0,0.1910337656736374,0.4691906273365021,0.3859752118587494,0.2509012222290039,1.0,0.21050988137722015,0.42745086550712585,0.658733606338501,0.41921812295913696,0.22069956362247467,0.23238427937030792,0.24671344459056854,0.658733606338501,0.24671344459056854,0.13494926691055298,0.42745086550712585,-0.011081291362643242,0.4691906273365021,0.28837618231773376,0.19649836421012878,0.44256699085235596,0.4819129705429077,0.13321004807949066,0.43268078565597534,-0.011081291362643242,0.22961433231830597
said,0.3028488755226135,0.13538411259651184,-0.04689523205161095,0.16858039796352386,0.2595660388469696,0.2677276134490967,0.34496036171913147,0.2940692901611328,0.15663576126098633,0.2595660388469696,0.22230024635791779,0.34274402260780334,0.31069710850715637,0.25469541549682617,0.18126368522644043,0.28390052914619446,0.10899987816810608,0.31069710850715637,0.10899987816810608,0.1663898527622223,0.34274402260780334,0.047475606203079224,0.34496036171913147,0.3951668441295624,0.3162587583065033,0.24297991394996643,0.34202221035957336,0.29710522294044495,0.31942054629325867,0.047475606203079224,0.28991883993148804
to,0.4559597074985504,0.14269764721393585,-0.02100103534758091,0.12644809484481812,0.42745086550712585,0.1343403458595276,0.44245919585227966,0.48971283435821533,0.248092919588089,0.42745086550712585,0.26928162574768066,1.0,0.45503583550453186,0.14337651431560516,0.24762758612632751,0.2502208352088928,0.20313172042369843,0.45503583550453186,0.20313172042369843,0.19134458899497986,1.0,-0.04140755161643028,0.44245919585227966,0.455847829580307,0.28714045882225037,0.4979398250579834,0.4972836375236511,0.1552073210477829,0.4451248347759247,-0.04140755161643028,0.29463258385658264
be,0.5628611445426941,0.12313798069953918,0.021265273913741112,0.24087633192539215,0.4819129705429077,0.19188952445983887,0.39254459738731384,0.41766801476478577,0.288789838552475,0.4819129705429077,0.2932760715484619,0.4972836375236511,0.39883795380592346,0.15196610987186432,0.2608036994934082,0.347878634929657,0.1651982069015503,0.39883795380592346,0.1651982069015503,0.18473351001739502,0.4972836375236511,0.011948168277740479,0.39254459738731384,0.3929833769798279,0.2641158699989319,0.5791122913360596,1.0,0.25846394896507263,0.3801851272583008,0.011948168277740479,0.3324260413646698
complete,0.26859959959983826,0.18908414244651794,0.03809135779738426,0.2815532088279724,0.2201630026102066,0.223720982670784,0.23945219814777374,0.20886704325675964,0.24700868129730225,0.2201630026102066,0.1783352643251419,0.26479288935661316,0.29913821816444397,0.20926451683044434,0.9474932551383972,0.27093052864074707,0.15628424286842346,0.29913821816444397,0.15628424286842346,0.19210191071033478,0.26479288935661316,0.13409218192100525,0.23945219814777374,0.29213884472846985,0.26598358154296875,0.20660987496376038,0.22863243520259857,0.10959219932556152,0.23847275972366333,0.13409218192100525,0.11962060630321503
for,0.3609124422073364,0.13376198709011078,-0.04357342794537544,0.1543017327785492,0.43268078565597534,0.22812846302986145,0.4464869201183319,0.5064792633056641,0.2523634135723114,0.43268078565597534,0.28770551085472107,0.4451248347759247,0.44038116931915283,0.363901823759079,0.2447579801082611,0.2661307752132416,0.14582762122154236,0.44038116931915283,0.14582762122154236,0.12921042740345,0.4451248347759247,0.02689496986567974,0.4464869201183319,0.3017193675041199,0.2245149314403534,0.35690054297447205,0.3801851272583008,0.19273287057876587,0.9999999403953552,0.02689496986567974,0.264628142118454
c.,0.07790124416351318,-0.10377486050128937,-0.049132056534290314,0.04140005633234978,-0.12003367394208908,0.06877078115940094,-0.16526339948177338,-0.0882335752248764,0.11400915682315826,-0.12003367394208908,-0.03677891194820404,-0.015615013428032398,-0.07696226239204407,-0.10337518155574799,-0.05295073986053467,0.1528458297252655,-0.08195997774600983,-0.07696226239204407,-0.08195997774600983,0.007286787498742342,-0.015615013428032398,-0.07819116860628128,-0.16526339948177338,0.03813721984624863,-0.008049845695495605,0.08414603769779205,0.020387914031744003,-0.08717826753854752,-0.10942672193050385,-0.07819116860628128,0.019047532230615616
this,0.48231831192970276,0.1763012558221817,-0.0006969257956370711,0.20638705790042877,0.480927973985672,0.27657440304756165,0.4316047728061676,0.42353692650794983,0.366619348526001,0.480927973985672,0.30083167552948,0.5759071707725525,0.5422310829162598,0.24229489266872406,0.4156428575515747,0.3937966227531433,0.2695779800415039,0.5422310829162598,0.2695779800415039,0.19984771311283112,0.5759071707725525,0.028053931891918182,0.4316047728061676,0.5489566326141357,0.3592663109302521,0.4006461203098297,0.566177248954773,0.1919117122888565,0.5082864165306091,0.028053931891918182,0.3155723512172699
means,0.34415021538734436,0.07523566484451294,0.007835334166884422,0.16157864034175873,0.4087343215942383,0.09159419685602188,0.24041147530078888,0.25371095538139343,0.32128655910491943,0.4087343215942383,0.24639570713043213,0.2301892638206482,0.34418490529060364,0.2487388551235199,0.14791591465473175,0.25277477502822876,0.10238837450742722,0.34418490529060364,0.10238837450742722,0.24378561973571777,0.2301892638206482,0.10417923331260681,0.24041147530078888,0.2553325295448303,0.19672058522701263,0.40289559960365295,0.33581557869911194,0.15571631491184235,0.3294552266597748,0.10417923331260681,0.21233566105365753
that,0.5634250640869141,0.15546166896820068,0.06973481923341751,0.2149038165807724,0.3995479643344879,0.31747421622276306,0.4137537479400635,0.4731321930885315,0.2762419581413269,0.3995479643344879,0.3206048607826233,0.5436353087425232,0.47537946701049805,0.20813259482383728,0.316537469625473,0.4416671693325043,0.15980809926986694,0.47537946701049805,0.15980809926986694,0.20441916584968567,0.5436353087425232,0.02150159329175949,0.4137537479400635,0.6297725439071655,0.4214214086532593,0.4522190988063812,0.6036020517349243,0.3134700357913971,0.4137635827064514,0.02150159329175949,0.32716336846351624
x,0.2319261133670807,0.19367241859436035,0.03547291457653046,0.18771763145923615,0.1738782823085785,0.18141025304794312,0.2696380019187927,0.21577593684196472,0.20341621339321136,0.1738782823085785,0.12630021572113037,0.21431612968444824,0.21952441334724426,0.08831950277090073,0.16365736722946167,0.17171038687229156,0.13107728958129883,0.21952441334724426,0.13107728958129883,0.056726597249507904,0.21431612968444824,-0.10943227261304855,0.2696380019187927,0.13783220946788788,0.15351472795009613,0.22120405733585358,0.22865693271160126,0.1262841820716858,0.18337465822696686,-0.10943227261304855,0.23304535448551178
is,0.30927813053131104,0.11757151037454605,-0.046662431210279465,0.2208731323480606,1.0,0.1910337656736374,0.4691906273365021,0.3859752118587494,0.2509012222290039,1.0,0.21050988137722015,0.42745086550712585,0.658733606338501,0.41921812295913696,0.22069956362247467,0.23238427937030792,0.24671344459056854,0.658733606338501,0.24671344459056854,0.13494926691055298,0.42745086550712585,-0.011081291362643242,0.4691906273365021,0.28837618231773376,0.19649836421012878,0.44256699085235596,0.4819129705429077,0.13321004807949066,0.43268078565597534,-0.011081291362643242,0.22961433231830597
the,0.33724796772003174,0.16481639444828033,-0.01352626271545887,0.14565430581569672,0.5823672413825989,0.2769743502140045,0.4933079481124878,0.5171257257461548,0.27052462100982666,0.5823672413825989,0.22842662036418915,0.535392165184021,0.5829201340675354,0.3624623417854309,0.27450188994407654,0.24928659200668335,0.22025589644908905,0.5829201340675354,0.22025589644908905,0.21732740104198456,0.535392165184021,0.02051517926156521,0.4933079481124878,0.42745697498321533,0.25632116198539734,0.312528520822525,0.4248143136501312,0.2380581647157669,0.4739971458911896,0.02051517926156521,0.22068053483963013
hardest,0.2375037670135498,0.10973906517028809,-0.16808243095874786,0.31050586700439453,0.3021050691604614,0.2427803874015808,0.2620904743671417,0.28122833371162415,0.17348162829875946,0.3021050691604614,0.12876616418361664,0.31785935163497925,0.3092586100101471,0.338467001914978,0.24770085513591766,0.33016490936279297,0.22007103264331818,0.3092586100101471,0.22007103264331818,0.05182196572422981,0.31785935163497925,-0.08199910819530487,0.2620904743671417,0.23344874382019043,0.18282043933868408,0.3099851906299591,0.24873636662960052,0.1457008272409439,0.2619372010231018,-0.08199910819530487,0.15854047238826752
problem,0.43518564105033875,0.1706637293100357,-0.09702178835868835,0.4497864544391632,0.23238427937030792,0.46192029118537903,0.23938199877738953,0.24328261613845825,0.3494492769241333,0.23238427937030792,0.23095287382602692,0.2502208352088928,0.2605542540550232,0.1978386789560318,0.2782294750213623,1.0,0.22499215602874756,0.2605542540550232,0.22499215602874756,0.10175079852342606,0.2502208352088928,0.036100950092077255,0.23938199877738953,0.42183366417884827,0.36100271344184875,0.36370179057121277,0.347878634929657,0.21283121407032013,0.2661307752132416,0.036100950092077255,0.3762950301170349
in,0.2589588761329651,0.10853569954633713,-0.08381625264883041,0.15881246328353882,0.5394441485404968,0.2789076864719391,0.5201468467712402,0.4954058527946472,0.24459965527057648,0.5394441485404968,0.2475845366716385,0.45010748505592346,0.539380669593811,0.32641831040382385,0.22477759420871735,0.16969570517539978,0.12657245993614197,0.539380669593811,0.12657245993614197,0.1062781885266304,0.45010748505592346,-0.037193410098552704,0.5201468467712402,0.30808621644973755,0.2106221318244934,0.26527702808380127,0.3481820821762085,0.14419732987880707,0.4322226941585541,-0.037193410098552704,0.20430970191955566
c.,0.07790124416351318,-0.10377486050128937,-0.049132056534290314,0.04140005633234978,-0.12003367394208908,0.06877078115940094,-0.16526339948177338,-0.0882335752248764,0.11400915682315826,-0.12003367394208908,-0.03677891194820404,-0.015615013428032398,-0.07696226239204407,-0.10337518155574799,-0.05295073986053467,0.1528458297252655,-0.08195997774600983,-0.07696226239204407,-0.08195997774600983,0.007286787498742342,-0.015615013428032398,-0.07819116860628128,-0.16526339948177338,0.03813721984624863,-0.008049845695495605,0.08414603769779205,0.020387914031744003,-0.08717826753854752,-0.10942672193050385,-0.07819116860628128,0.019047532230615616
(,0.26899856328964233,0.28021711111068726,-0.08594375848770142,0.112899549305439,0.35393038392066956,0.1856241077184677,0.6363511681556702,0.4862271547317505,0.1758652627468109,0.35393038392066956,0.2093459963798523,0.30882009863853455,0.3206180930137634,0.2843264043331146,0.2087203562259674,0.1944350153207779,0.22276051342487335,0.3206180930137634,0.22276051342487335,0.14993120729923248,0.30882009863853455,0.021173113957047462,0.6363511681556702,0.2411840260028839,0.13041704893112183,0.22726960480213165,0.2349044382572174,0.07572393864393234,0.3357032239437103,0.021173113957047462,0.40561532974243164
since,0.35294103622436523,0.12848231196403503,-0.09984540194272995,0.20054607093334198,0.3567592203617096,0.28247958421707153,0.3991432189941406,0.3515571057796478,0.17163200676441193,0.3567592203617096,0.25310009717941284,0.3733763098716736,0.3303585946559906,0.20788158476352692,0.19233843684196472,0.2826496660709381,0.158157080411911,0.3303585946559906,0.158157080411911,0.12065347284078598,0.3733763098716736,-0.05415784567594528,0.3991432189941406,0.29783400893211365,0.2156480997800827,0.24201272428035736,0.3591734766960144,0.17186522483825684,0.36751601099967957,-0.05415784567594528,0.2876587212085724
many,0.2803558111190796,0.10583154857158661,-0.0030256889294832945,0.16211500763893127,0.2649032473564148,0.28310540318489075,0.40610817074775696,0.5296266674995422,0.21911512315273285,0.2649032473564148,0.2142428755760193,0.40243685245513916,0.2872205972671509,0.30594465136528015,0.14334391057491302,0.2891656458377838,0.16365070641040802,0.2872205972671509,0.16365070641040802,0.14550663530826569,0.40243685245513916,0.06019996479153633,0.40610817074775696,0.36131182312965393,0.1767878532409668,0.4275496006011963,0.3961109519004822,0.19127793610095978,0.40972793102264404,0.06019996479153633,0.2124512493610382
problems,0.3437747657299042,0.1230422630906105,-0.11286143213510513,0.3503378927707672,0.16985496878623962,0.4579021632671356,0.2596952021121979,0.285793662071228,0.33580684661865234,0.16985496878623962,0.238582581281662,0.28989166021347046,0.21523453295230865,0.14510442316532135,0.21938736736774445,0.7913808822631836,0.18878239393234253,0.21523453295230865,0.18878239393234253,0.09643755108118057,0.28989166021347046,-0.019203966483473778,0.2596952021121979,0.3306994140148163,0.27666613459587097,0.326987624168396,0.2817195653915405,0.13627459108829498,0.27039530873298645,-0.019203966483473778,0.2638136148452759
could,0.5034732818603516,0.11568966507911682,-0.09495102614164352,0.14189748466014862,0.2763098180294037,0.2402668595314026,0.27399855852127075,0.3385082483291626,0.21506157517433167,0.2763098180294037,0.26825758814811707,0.5461788773536682,0.3736826181411743,0.14500167965888977,0.21134886145591736,0.3574857711791992,0.12658391892910004,0.3736826181411743,0.12658391892910004,0.12343724071979523,0.5461788773536682,0.05314727500081062,0.27399855852127075,0.4188697934150696,0.327482670545578,0.6550644040107727,0.4791525900363922,0.1797669380903244,0.3405117690563202,0.05314727500081062,0.3411986827850342
be,0.5628611445426941,0.12313798069953918,0.021265273913741112,0.24087633192539215,0.4819129705429077,0.19188952445983887,0.39254459738731384,0.41766801476478577,0.288789838552475,0.4819129705429077,0.2932760715484619,0.4972836375236511,0.39883795380592346,0.15196610987186432,0.2608036994934082,0.347878634929657,0.1651982069015503,0.39883795380592346,0.1651982069015503,0.18473351001739502,0.4972836375236511,0.011948168277740479,0.39254459738731384,0.3929833769798279,0.2641158699989319,0.5791122913360596,1.0,0.25846394896507263,0.3801851272583008,0.011948168277740479,0.3324260413646698
equally,0.4374169111251831,0.1681811809539795,0.03696545585989952,0.19682514667510986,0.2864139676094055,0.20030160248279572,0.223611980676651,0.33513185381889343,0.19124069809913635,0.2864139676094055,0.26420751214027405,0.3164912164211273,0.26778465509414673,0.21475763618946075,0.20881877839565277,0.2781655788421631,0.16353468596935272,0.26778465509414673,0.16353468596935272,0.199799582362175,0.3164912164211273,0.04174259305000305,0.223611980676651,0.3545299768447876,0.28975972533226013,0.3337024450302124,0.4442092776298523,0.2652038633823395,0.3017844557762146,0.04174259305000305,0.22503766417503357
hard,0.30554935336112976,0.10038067400455475,-0.0725795105099678,0.29150816798210144,0.25768035650253296,0.17323780059814453,0.2742401659488678,0.31814199686050415,0.21312768757343292,0.25768035650253296,0.15753813087940216,0.31646713614463806,0.29863545298576355,0.2254282385110855,0.2056291252374649,0.3147989511489868,0.20631831884384155,0.29863545298576355,0.20631831884384155,0.15114596486091614,0.31646713614463806,0.05055136978626251,0.2742401659488678,0.3417404592037201,0.17572955787181854,0.3911363482475281,0.3036598861217499,0.13690806925296783,0.2908433973789215,0.05055136978626251,0.1823338270187378
",",0.257730096578598,0.291064590215683,-0.04015415534377098,0.1823609173297882,0.4691906273365021,0.24882036447525024,1.0000001192092896,0.6633074283599854,0.20516319572925568,0.4691906273365021,0.28330111503601074,0.44245919585227966,0.427140474319458,0.3604377806186676,0.21401260793209076,0.23938199877738953,0.24933502078056335,0.427140474319458,0.24933502078056335,0.13974647223949432,0.44245919585227966,-0.0060372306033968925,1.0000001192092896,0.3087472915649414,0.2135465145111084,0.3139454126358032,0.39254459738731384,0.2046290934085846,0.4464869201183319,-0.0060372306033968925,0.31091248989105225
one,0.37931159138679504,0.2361234873533249,-0.0763685405254364,0.27625951170921326,0.4544198513031006,0.2910141050815582,0.3696635365486145,0.42438167333602905,0.16758866608142853,0.4544198513031006,0.21086962521076202,0.4025384783744812,0.4910551905632019,0.33883556723594666,0.31543397903442383,0.36451512575149536,0.1936616152524948,0.4910551905632019,0.1936616152524948,0.23482881486415863,0.4025384783744812,0.03744446486234665,0.3696635365486145,0.376489520072937,0.2262868583202362,0.34032124280929565,0.4154875874519348,0.2617597281932831,0.384836345911026,0.03744446486234665,0.2673267424106598
might,0.5989389419555664,0.15250475704669952,-0.03220350667834282,0.16936248540878296,0.37027186155319214,0.23141048848628998,0.2533247768878937,0.31685465574264526,0.24334952235221863,0.37027186155319214,0.23721760511398315,0.5153919458389282,0.4210625886917114,0.231086865067482,0.22543154656887054,0.36350584030151367,0.16386879980564117,0.4210625886917114,0.16386879980564117,0.17090299725532532,0.5153919458389282,0.041259512305259705,0.2533247768878937,0.4838182032108307,0.2717365324497223,0.6426551342010498,0.5260229706764221,0.16206781566143036,0.3858846127986908,0.041259512305259705,0.41058459877967834
say,0.46269670128822327,0.11303232610225677,0.05670374259352684,0.2757166028022766,0.3160853683948517,0.22464174032211304,0.35129812359809875,0.3314565122127533,0.19031381607055664,0.3160853683948517,0.24754075706005096,0.38071900606155396,0.3464781641960144,0.2308301478624344,0.18955068290233612,0.36722978949546814,0.09124474227428436,0.3464781641960144,0.09124474227428436,0.1684834063053131,0.38071900606155396,0.06095549836754799,0.35129812359809875,0.5386801958084106,0.37480729818344116,0.36452728509902954,0.4455845355987549,0.23135820031166077,0.2911834120750427,0.06095549836754799,0.4357808530330658
that,0.5634250640869141,0.15546166896820068,0.06973481923341751,0.2149038165807724,0.3995479643344879,0.31747421622276306,0.4137537479400635,0.4731321930885315,0.2762419581413269,0.3995479643344879,0.3206048607826233,0.5436353087425232,0.47537946701049805,0.20813259482383728,0.316537469625473,0.4416671693325043,0.15980809926986694,0.47537946701049805,0.15980809926986694,0.20441916584968567,0.5436353087425232,0.02150159329175949,0.4137537479400635,0.6297725439071655,0.4214214086532593,0.4522190988063812,0.6036020517349243,0.3134700357913971,0.4137635827064514,0.02150159329175949,0.32716336846351624
x,0.2319261133670807,0.19367241859436035,0.03547291457653046,0.18771763145923615,0.1738782823085785,0.18141025304794312,0.2696380019187927,0.21577593684196472,0.20341621339321136,0.1738782823085785,0.12630021572113037,0.21431612968444824,0.21952441334724426,0.08831950277090073,0.16365736722946167,0.17171038687229156,0.13107728958129883,0.21952441334724426,0.13107728958129883,0.056726597249507904,0.21431612968444824,-0.10943227261304855,0.2696380019187927,0.13783220946788788,0.15351472795009613,0.22120405733585358,0.22865693271160126,0.1262841820716858,0.18337465822696686,-0.10943227261304855,0.23304535448551178
is,0.30927813053131104,0.11757151037454605,-0.046662431210279465,0.2208731323480606,1.0,0.1910337656736374,0.4691906273365021,0.3859752118587494,0.2509012222290039,1.0,0.21050988137722015,0.42745086550712585,0.658733606338501,0.41921812295913696,0.22069956362247467,0.23238427937030792,0.24671344459056854,0.658733606338501,0.24671344459056854,0.13494926691055298,0.42745086550712585,-0.011081291362643242,0.4691906273365021,0.28837618231773376,0.19649836421012878,0.44256699085235596,0.4819129705429077,0.13321004807949066,0.43268078565597534,-0.011081291362643242,0.22961433231830597
one,0.37931159138679504,0.2361234873533249,-0.0763685405254364,0.27625951170921326,0.4544198513031006,0.2910141050815582,0.3696635365486145,0.42438167333602905,0.16758866608142853,0.4544198513031006,0.21086962521076202,0.4025384783744812,0.4910551905632019,0.33883556723594666,0.31543397903442383,0.36451512575149536,0.1936616152524948,0.4910551905632019,0.1936616152524948,0.23482881486415863,0.4025384783744812,0.03744446486234665,0.3696635365486145,0.376489520072937,0.2262868583202362,0.34032124280929565,0.4154875874519348,0.2617597281932831,0.384836345911026,0.03744446486234665,0.2673267424106598
of,0.2557544410228729,0.18174134194850922,-0.056689027696847916,0.13667912781238556,0.4854315221309662,0.26219990849494934,0.4946078956127167,0.5116966962814331,0.2803387939929962,0.4854315221309662,0.2825285494327545,0.41548454761505127,0.5052502155303955,0.35814476013183594,0.2697024643421173,0.20464475452899933,0.1665162444114685,0.5052502155303955,0.1665162444114685,0.1839505434036255,0.41548454761505127,0.09093830734491348,0.4946078956127167,0.33290785551071167,0.21260499954223633,0.2603091299533844,0.33904364705085754,0.22420795261859894,0.4185989499092102,0.09093830734491348,0.1826142966747284
the,0.33724796772003174,0.16481639444828033,-0.01352626271545887,0.14565430581569672,0.5823672413825989,0.2769743502140045,0.4933079481124878,0.5171257257461548,0.27052462100982666,0.5823672413825989,0.22842662036418915,0.535392165184021,0.5829201340675354,0.3624623417854309,0.27450188994407654,0.24928659200668335,0.22025589644908905,0.5829201340675354,0.22025589644908905,0.21732740104198456,0.535392165184021,0.02051517926156521,0.4933079481124878,0.42745697498321533,0.25632116198539734,0.312528520822525,0.4248143136501312,0.2380581647157669,0.4739971458911896,0.02051517926156521,0.22068053483963013
