,who,is,the,president,of,tumas,?
held,0.21375896036624908,0.19884860515594482,0.32185450196266174,0.21008138358592987,0.28960686922073364,0.21241144835948944,0.14103956520557404
in,0.2792111933231354,0.5394441485404968,0.6662389636039734,0.18811661005020142,0.5696388483047485,0.2864392399787903,0.20430970191955566
may,0.23082798719406128,0.322792649269104,0.2694292366504669,0.19392593204975128,0.26447007060050964,0.2711621820926666,0.2768254578113556
2012,0.23490679264068604,0.4531058669090271,0.46885523200035095,0.17640109360218048,0.4422316551208496,0.43364185094833374,0.18042556941509247
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.26552814245224,0.4946078956127167,0.3775487244129181,0.31091248989105225
with,0.3282766342163086,0.3250955045223236,0.4223487675189972,0.14994901418685913,0.41827285289764404,0.2321256548166275,0.2433311939239502
a,0.36608949303627014,0.658733606338501,0.5829201340675354,0.16959697008132935,0.5052502155303955,0.3129839599132538,0.23916715383529663
petition,0.2593989074230194,0.1893048882484436,0.28466808795928955,0.23423528671264648,0.25472426414489746,0.17579343914985657,0.2079213708639145
that,0.45444270968437195,0.3995479643344879,0.5473989248275757,0.19873183965682983,0.41498205065727234,0.1998070925474167,0.32716336846351624
passed,0.18397395312786102,0.17212356626987457,0.3173406720161438,0.2321012169122696,0.2703755795955658,0.1046714335680008,0.12064517289400101
through,0.17793183028697968,0.27805060148239136,0.44071322679519653,0.156439870595932,0.3647414743900299,0.16035819053649902,0.16913433372974396
the,0.3733934462070465,0.5823672413825989,1.0,0.24330610036849976,0.733189046382904,0.3292103111743927,0.22068053483963013
legislative,0.17747299373149872,0.19055356085300446,0.27501925826072693,0.3476162254810333,0.34083476662635803,0.23991982638835907,0.1654243916273117
subcommittee,0.21859753131866455,0.21859678626060486,0.25766146183013916,0.31667688488960266,0.3215591013431549,0.15500742197036743,0.14806249737739563
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.23286236822605133,0.5116966962814331,0.2766585648059845,0.20544172823429108
committee,0.2034623622894287,0.1410297304391861,0.24322165548801422,0.3260819911956787,0.2920650243759155,0.12168148905038834,0.12144632637500763
votes,0.2908877730369568,0.2069811075925827,0.2303277552127838,0.3304058611392975,0.20024310052394867,0.18591167032718658,0.23052719235420227
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.26552814245224,0.4946078956127167,0.3775487244129181,0.31091248989105225
but,0.4487357437610626,0.4106791317462921,0.4859698414802551,0.16334708034992218,0.39942997694015503,0.2194116711616516,0.27921953797340393
was,0.3318818509578705,0.5810302495956421,0.48711544275283813,0.2505730390548706,0.4069072902202606,0.24004197120666504,0.18412111699581146
not,0.369414746761322,0.3776007890701294,0.4310511648654938,0.12908896803855896,0.3307090103626251,0.2035166323184967,0.41942933201789856
given,0.3104628920555115,0.249215230345726,0.37508252263069153,0.14346818625926971,0.39388060569763184,0.15476399660110474,0.2570464313030243
a,0.36608949303627014,0.658733606338501,0.5829201340675354,0.16959697008132935,0.5052502155303955,0.3129839599132538,0.23916715383529663
floor,0.1790771782398224,0.1439603567123413,0.25987908244132996,0.07632502913475037,0.19539874792099,0.19984927773475647,0.20457154512405396
vote,0.3261251747608185,0.2031867355108261,0.22779929637908936,0.3003843128681183,0.19845709204673767,0.1570626199245453,0.2888886630535126
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.26255303621292114,0.5352458953857422,0.3237486779689789,0.4130953550338745
