,iran,has,assisted,what,type,of,groups,in,iraq,?
like-minded,0.19874180853366852,0.2894904613494873,0.23395942151546478,0.39803770184516907,0.17901337146759033,0.325588196516037,0.24716320633888245,0.3113994300365448,0.17499768733978271,0.3500843048095703
shia,0.44335293769836426,0.11587034910917282,0.13138000667095184,0.16993695497512817,0.0832894966006279,0.17946043610572815,0.2381763607263565,0.14083005487918854,0.4665788412094116,0.18920543789863586
terrorist,0.2847844958305359,0.13928720355033875,0.20406830310821533,0.19741851091384888,0.13360236585140228,0.1716226041316986,0.2696496844291687,0.23354028165340424,0.3968193233013153,0.14968016743659973
groups,0.16843289136886597,0.21874025464057922,0.1637575924396515,0.23137421905994415,0.18917711079120636,0.24723079800605774,1.0,0.22620722651481628,0.1777886599302292,0.14349548518657684
in,0.2470509260892868,0.4173259735107422,0.22382716834545135,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.22620722651481628,1.0,0.2443525791168213,0.20430970191955566
iraq,0.6300618648529053,0.17999696731567383,0.1861175000667572,0.19968436658382416,0.10038897395133972,0.24110949039459229,0.1777886599302292,0.2443525791168213,1.0000001192092896,0.13788843154907227
",",0.21806921064853668,0.3734780251979828,0.23627705872058868,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2671695053577423,0.5201468467712402,0.20734131336212158,0.31091248989105225
egypt,0.4195255935192108,0.142277792096138,0.10261821001768112,0.1976596713066101,0.0889887586236,0.25414037704467773,0.12883734703063965,0.21889975666999817,0.4717543125152588,0.17769601941108704
",",0.21806921064853668,0.3734780251979828,0.23627705872058868,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2671695053577423,0.5201468467712402,0.20734131336212158,0.31091248989105225
syria,0.4991467297077179,0.17332099378108978,0.21712781488895416,0.17848138511180878,0.07751288264989853,0.23301105201244354,0.20972082018852234,0.2404082864522934,0.6320573091506958,0.1554446816444397
",",0.21806921064853668,0.3734780251979828,0.23627705872058868,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2671695053577423,0.5201468467712402,0.20734131336212158,0.31091248989105225
jordan,0.27559125423431396,0.16211657226085663,0.13292351365089417,0.13918498158454895,0.08679641038179398,0.25905120372772217,0.12825852632522583,0.1776425987482071,0.4056037962436676,0.10991371423006058
(,0.15551556646823883,0.2498389035463333,0.14281724393367767,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.13202787935733795,0.3087427020072937,0.1813010573387146,0.40561532974243164
sciri,0.2269933521747589,0.19100072979927063,0.14488869905471802,0.1954326629638672,0.14396139979362488,0.20795775949954987,0.12503142654895782,0.20596133172512054,0.25606486201286316,0.17148153483867645
),0.18191006779670715,0.26944878697395325,0.1658875197172165,0.26259949803352356,0.18612703680992126,0.3680361211299896,0.13946877419948578,0.3326910734176636,0.19313398003578186,0.42300865054130554
and,0.21643413603305817,0.43716782331466675,0.2880154848098755,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.29783302545547485,0.4954058527946472,0.2504468858242035,0.20544172823429108
lebanon,0.4488900601863861,0.20281612873077393,0.1508152186870575,0.15774080157279968,0.05109695345163345,0.2173863798379898,0.21272972226142883,0.24331632256507874,0.5464941263198853,0.16440971195697784
(,0.15551556646823883,0.2498389035463333,0.14281724393367767,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.13202787935733795,0.3087427020072937,0.1813010573387146,0.40561532974243164
hezbollah,0.5013396143913269,0.16523317992687225,0.23475801944732666,0.24132384359836578,0.11384183913469315,0.22558878362178802,0.24338111281394958,0.20551641285419464,0.5924147367477417,0.2066831886768341
),0.18191006779670715,0.26944878697395325,0.1658875197172165,0.26259949803352356,0.18612703680992126,0.3680361211299896,0.13946877419948578,0.3326910734176636,0.19313398003578186,0.42300865054130554
(,0.15551556646823883,0.2498389035463333,0.14281724393367767,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.13202787935733795,0.3087427020072937,0.1813010573387146,0.40561532974243164
two,0.15857623517513275,0.3772575855255127,0.2410702407360077,0.23363454639911652,0.14017313718795776,0.37726253271102905,0.2852407395839691,0.36463531851768494,0.1635909229516983,0.19645625352859497
muslim,0.4004043638706207,0.1731201708316803,0.16808296740055084,0.2631456255912781,0.01690736971795559,0.267849862575531,0.22084222733974457,0.2092999517917633,0.4263248145580292,0.17456822097301483
countries,0.27768877148628235,0.26221421360969543,0.16430456936359406,0.22319257259368896,0.1698177605867386,0.2800094783306122,0.27912086248397827,0.3027990758419037,0.35134628415107727,0.15128466486930847
that,0.23378314077854156,0.41272613406181335,0.20068828761577606,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.2701875567436218,0.435920387506485,0.27022555470466614,0.32716336846351624
also,0.24878323078155518,0.505894660949707,0.23582322895526886,0.42747777700424194,0.26631516218185425,0.4924938678741455,0.26234152913093567,0.5073733329772949,0.24563078582286835,0.21848613023757935
have,0.20391018688678741,0.6353569626808167,0.17266879975795746,0.39808809757232666,0.242574080824852,0.3802283704280853,0.3388051986694336,0.36843645572662354,0.2010994255542755,0.32991164922714233
large,0.15177753567695618,0.2609269917011261,0.16443978250026703,0.2017821967601776,0.27216973900794983,0.3569655418395996,0.26900720596313477,0.2841601073741913,0.19865210354328156,0.1355665624141693
shiite,0.4590459167957306,0.1700054258108139,0.1313365399837494,0.20910754799842834,0.1691829115152359,0.32282471656799316,0.2677399516105652,0.248888298869133,0.5318961143493652,0.17869096994400024
populations,0.1631188690662384,0.24882245063781738,0.11992959678173065,0.19647875428199768,0.15671832859516144,0.2561377286911011,0.35579708218574524,0.29535284638404846,0.17137201130390167,0.17519071698188782
),0.18191006779670715,0.26944878697395325,0.1658875197172165,0.26259949803352356,0.18612703680992126,0.3680361211299896,0.13946877419948578,0.3326910734176636,0.19313398003578186,0.42300865054130554
.,0.28234371542930603,0.4105546176433563,0.21472959220409393,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2408272922039032,0.5591574311256409,0.24258935451507568,0.4130953550338745
