,what,ranking,in,terms,of,busiest,airports,from,international,passenger,volume,is,the,los,angeles,international,airport,?
united,0.20036718249320984,0.23710015416145325,0.3938477039337158,0.2210661768913269,0.3187655806541443,0.33785855770111084,0.36963844299316406,0.27339106798171997,0.2979122996330261,0.20261330902576447,0.09490363299846649,0.22408509254455566,0.34367692470550537,0.2349139302968979,0.253493070602417,0.2979122996330261,0.25466209650039673,0.17266890406608582
states,0.21526020765304565,0.23511652648448944,0.3977442979812622,0.24709321558475494,0.30884552001953125,0.2944924831390381,0.33387258648872375,0.24283263087272644,0.26907017827033997,0.18545706570148468,0.09609867632389069,0.21939043700695038,0.3463578522205353,0.2500098645687103,0.27101314067840576,0.26907017827033997,0.20607154071331024,0.16272737085819244
by,0.2455483376979828,0.2148074507713318,0.370934396982193,0.15830418467521667,0.3646814823150635,0.16051147878170013,0.20258782804012299,0.3373257517814636,0.18733210861682892,0.15332263708114624,0.1885649859905243,0.3899846076965332,0.4408751428127289,0.20072486996650696,0.19969162344932556,0.18733210861682892,0.1477898210287094,0.17966607213020325
passenger,0.1339142620563507,0.15459787845611572,0.22410228848457336,0.24589088559150696,0.19113630056381226,0.5038601160049438,0.49672403931617737,0.1380084902048111,0.2638404369354248,1.0,0.18513579666614532,0.19047372043132782,0.22676396369934082,0.1156746968626976,0.12980474531650543,0.2638404369354248,0.49021145701408386,0.13056927919387817
volume,0.18066860735416412,0.1750389039516449,0.19778774678707123,0.2073020339012146,0.27775493264198303,0.16659106314182281,0.11277977377176285,0.12858238816261292,0.14446905255317688,0.18513579666614532,1.0,0.20146408677101135,0.2396446168422699,0.11681912839412689,0.1257442981004715,0.14446905255317688,0.06744072586297989,0.1651400327682495
(,0.2411840260028839,0.20264364778995514,0.3087427020072937,0.2031131386756897,0.35032153129577637,0.16551408171653748,0.15100979804992676,0.25806233286857605,0.19440914690494537,0.14790579676628113,0.21936368942260742,0.35393038392066956,0.33289089798927307,0.19636604189872742,0.18702396750450134,0.19440914690494537,0.1530347615480423,0.40561532974243164
see,0.44941186904907227,0.20382004976272583,0.2973747253417969,0.28263401985168457,0.33962661027908325,0.22207392752170563,0.2239013910293579,0.26666709780693054,0.1276487410068512,0.18116395175457,0.1490558385848999,0.30759111046791077,0.3770301640033722,0.03947889059782028,0.06181618943810463,0.1276487410068512,0.16312170028686523,0.42005208134651184
world,0.21669597923755646,0.39459267258644104,0.3038199245929718,0.21900507807731628,0.2828933000564575,0.3097776174545288,0.20704953372478485,0.22603429853916168,0.3401140570640564,0.1418527513742447,0.15030896663665771,0.24458536505699158,0.33604270219802856,0.20903149247169495,0.20479753613471985,0.3401140570640564,0.12566566467285156,0.17579582333564758
's,0.02692362666130066,0.12101224064826965,-0.037580832839012146,0.05377542972564697,-0.03817026689648628,0.006174842361360788,-0.009622735902667046,-0.01936490088701248,-0.021212328225374222,-0.030799752101302147,-0.07127277553081512,0.02396530658006668,-0.01540423184633255,-0.017344538122415543,-0.008012785576283932,-0.021212328225374222,-0.04957332834601402,-0.023395681753754616
busiest,0.1578541398048401,0.30300769209861755,0.29075419902801514,0.27055877447128296,0.28865480422973633,1.0000001192092896,0.5866501927375793,0.185886412858963,0.361261785030365,0.5038601160049438,0.16659106314182281,0.2508534789085388,0.30110985040664673,0.23854897916316986,0.24279502034187317,0.361261785030365,0.5352697968482971,0.15537287294864655
airports,0.14664587378501892,0.19677110016345978,0.28724297881126404,0.29278525710105896,0.3209418058395386,0.5866501927375793,0.9999999403953552,0.21003665030002594,0.4772913455963135,0.49672403931617737,0.11277977377176285,0.24539045989513397,0.297902911901474,0.2192031741142273,0.20881067216396332,0.4772913455963135,0.8551590442657471,0.14285726845264435
by,0.2455483376979828,0.2148074507713318,0.370934396982193,0.15830418467521667,0.3646814823150635,0.16051147878170013,0.20258782804012299,0.3373257517814636,0.18733210861682892,0.15332263708114624,0.1885649859905243,0.3899846076965332,0.4408751428127289,0.20072486996650696,0.19969162344932556,0.18733210861682892,0.1477898210287094,0.17966607213020325
passenger,0.1339142620563507,0.15459787845611572,0.22410228848457336,0.24589088559150696,0.19113630056381226,0.5038601160049438,0.49672403931617737,0.1380084902048111,0.2638404369354248,1.0,0.18513579666614532,0.19047372043132782,0.22676396369934082,0.1156746968626976,0.12980474531650543,0.2638404369354248,0.49021145701408386,0.13056927919387817
traffic,0.145517036318779,0.17415039241313934,0.16985389590263367,0.20622391998767853,0.19320246577262878,0.43630659580230713,0.4709179103374481,0.17921745777130127,0.25598323345184326,0.4774269461631775,0.15488094091415405,0.23107631504535675,0.2208961844444275,0.18514502048492432,0.19194692373275757,0.25598323345184326,0.4167071282863617,0.19721992313861847
),0.26259949803352356,0.22844401001930237,0.3326910734176636,0.20881862938404083,0.3680361211299896,0.17511434853076935,0.16270869970321655,0.2672361731529236,0.2199915647506714,0.17947472631931305,0.20224043726921082,0.37732169032096863,0.3456730246543884,0.20452219247817993,0.20207132399082184,0.2199915647506714,0.1706002801656723,0.42300865054130554
and,0.31309178471565247,0.2464282363653183,0.4954058527946472,0.26477551460266113,0.5116966962814331,0.21225601434707642,0.27459996938705444,0.3601827025413513,0.2444424331188202,0.25112658739089966,0.2648514211177826,0.3859752118587494,0.5171257257461548,0.22504177689552307,0.2403915673494339,0.2444424331188202,0.1870041936635971,0.20544172823429108
the,0.42745697498321533,0.3187980651855469,0.6662389636039734,0.29706791043281555,0.733189046382904,0.30110985040664673,0.297902911901474,0.40150508284568787,0.23719607293605804,0.22676396369934082,0.2396446168422699,0.5823672413825989,1.0,0.2502395510673523,0.24588194489479065,0.23719607293605804,0.2293178290128708,0.22068053483963013
third,0.2033906877040863,0.24320289492607117,0.3309578001499176,0.2067948281764984,0.30602210760116577,0.3105515241622925,0.14745143055915833,0.19577939808368683,0.1261080503463745,0.1523960381746292,0.14372502267360687,0.31551501154899597,0.4229298532009125,0.1466229408979416,0.15287217497825623,0.1261080503463745,0.1335296779870987,0.15394791960716248
by,0.2455483376979828,0.2148074507713318,0.370934396982193,0.15830418467521667,0.3646814823150635,0.16051147878170013,0.20258782804012299,0.3373257517814636,0.18733210861682892,0.15332263708114624,0.1885649859905243,0.3899846076965332,0.4408751428127289,0.20072486996650696,0.19969162344932556,0.18733210861682892,0.1477898210287094,0.17966607213020325
international,0.10870302468538284,0.2012215107679367,0.26377472281455994,0.23226720094680786,0.23367412388324738,0.361261785030365,0.4772913455963135,0.1384202241897583,1.0,0.2638404369354248,0.14446905255317688,0.19279639422893524,0.23719607293605804,0.18137431144714355,0.18879328668117523,1.0,0.5339593887329102,0.15335838496685028
passenger,0.1339142620563507,0.15459787845611572,0.22410228848457336,0.24589088559150696,0.19113630056381226,0.5038601160049438,0.49672403931617737,0.1380084902048111,0.2638404369354248,1.0,0.18513579666614532,0.19047372043132782,0.22676396369934082,0.1156746968626976,0.12980474531650543,0.2638404369354248,0.49021145701408386,0.13056927919387817
volume,0.18066860735416412,0.1750389039516449,0.19778774678707123,0.2073020339012146,0.27775493264198303,0.16659106314182281,0.11277977377176285,0.12858238816261292,0.14446905255317688,0.18513579666614532,1.0,0.20146408677101135,0.2396446168422699,0.11681912839412689,0.1257442981004715,0.14446905255317688,0.06744072586297989,0.1651400327682495
(,0.2411840260028839,0.20264364778995514,0.3087427020072937,0.2031131386756897,0.35032153129577637,0.16551408171653748,0.15100979804992676,0.25806233286857605,0.19440914690494537,0.14790579676628113,0.21936368942260742,0.35393038392066956,0.33289089798927307,0.19636604189872742,0.18702396750450134,0.19440914690494537,0.1530347615480423,0.40561532974243164
see,0.44941186904907227,0.20382004976272583,0.2973747253417969,0.28263401985168457,0.33962661027908325,0.22207392752170563,0.2239013910293579,0.26666709780693054,0.1276487410068512,0.18116395175457,0.1490558385848999,0.30759111046791077,0.3770301640033722,0.03947889059782028,0.06181618943810463,0.1276487410068512,0.16312170028686523,0.42005208134651184
busiest,0.1578541398048401,0.30300769209861755,0.29075419902801514,0.27055877447128296,0.28865480422973633,1.0000001192092896,0.5866501927375793,0.185886412858963,0.361261785030365,0.5038601160049438,0.16659106314182281,0.2508534789085388,0.30110985040664673,0.23854897916316986,0.24279502034187317,0.361261785030365,0.5352697968482971,0.15537287294864655
airports,0.14664587378501892,0.19677110016345978,0.28724297881126404,0.29278525710105896,0.3209418058395386,0.5866501927375793,0.9999999403953552,0.21003665030002594,0.4772913455963135,0.49672403931617737,0.11277977377176285,0.24539045989513397,0.297902911901474,0.2192031741142273,0.20881067216396332,0.4772913455963135,0.8551590442657471,0.14285726845264435
in,0.30808621644973755,0.23205991089344025,1.0,0.2410934716463089,0.5696388483047485,0.29075419902801514,0.28724297881126404,0.4274188280105591,0.26377472281455994,0.22410228848457336,0.19778774678707123,0.5394441485404968,0.6662389636039734,0.2795681953430176,0.23927895724773407,0.26377472281455994,0.2244764268398285,0.20430970191955566
the,0.42745697498321533,0.3187980651855469,0.6662389636039734,0.29706791043281555,0.733189046382904,0.30110985040664673,0.297902911901474,0.40150508284568787,0.23719607293605804,0.22676396369934082,0.2396446168422699,0.5823672413825989,1.0,0.2502395510673523,0.24588194489479065,0.23719607293605804,0.2293178290128708,0.22068053483963013
united,0.20036718249320984,0.23710015416145325,0.3938477039337158,0.2210661768913269,0.3187655806541443,0.33785855770111084,0.36963844299316406,0.27339106798171997,0.2979122996330261,0.20261330902576447,0.09490363299846649,0.22408509254455566,0.34367692470550537,0.2349139302968979,0.253493070602417,0.2979122996330261,0.25466209650039673,0.17266890406608582
states,0.21526020765304565,0.23511652648448944,0.3977442979812622,0.24709321558475494,0.30884552001953125,0.2944924831390381,0.33387258648872375,0.24283263087272644,0.26907017827033997,0.18545706570148468,0.09609867632389069,0.21939043700695038,0.3463578522205353,0.2500098645687103,0.27101314067840576,0.26907017827033997,0.20607154071331024,0.16272737085819244
by,0.2455483376979828,0.2148074507713318,0.370934396982193,0.15830418467521667,0.3646814823150635,0.16051147878170013,0.20258782804012299,0.3373257517814636,0.18733210861682892,0.15332263708114624,0.1885649859905243,0.3899846076965332,0.4408751428127289,0.20072486996650696,0.19969162344932556,0.18733210861682892,0.1477898210287094,0.17966607213020325
international,0.10870302468538284,0.2012215107679367,0.26377472281455994,0.23226720094680786,0.23367412388324738,0.361261785030365,0.4772913455963135,0.1384202241897583,1.0,0.2638404369354248,0.14446905255317688,0.19279639422893524,0.23719607293605804,0.18137431144714355,0.18879328668117523,1.0,0.5339593887329102,0.15335838496685028
passenger,0.1339142620563507,0.15459787845611572,0.22410228848457336,0.24589088559150696,0.19113630056381226,0.5038601160049438,0.49672403931617737,0.1380084902048111,0.2638404369354248,1.0,0.18513579666614532,0.19047372043132782,0.22676396369934082,0.1156746968626976,0.12980474531650543,0.2638404369354248,0.49021145701408386,0.13056927919387817
traffic,0.145517036318779,0.17415039241313934,0.16985389590263367,0.20622391998767853,0.19320246577262878,0.43630659580230713,0.4709179103374481,0.17921745777130127,0.25598323345184326,0.4774269461631775,0.15488094091415405,0.23107631504535675,0.2208961844444275,0.18514502048492432,0.19194692373275757,0.25598323345184326,0.4167071282863617,0.19721992313861847
),0.26259949803352356,0.22844401001930237,0.3326910734176636,0.20881862938404083,0.3680361211299896,0.17511434853076935,0.16270869970321655,0.2672361731529236,0.2199915647506714,0.17947472631931305,0.20224043726921082,0.37732169032096863,0.3456730246543884,0.20452219247817993,0.20207132399082184,0.2199915647506714,0.1706002801656723,0.42300865054130554
;,0.10986888408660889,-0.0348818376660347,0.092739537358284,0.1468198299407959,0.054534342139959335,0.18399204313755035,0.07029900699853897,0.07524215430021286,0.08798732608556747,-0.00010964874672936276,0.10356692224740982,0.05324986204504967,0.09152708947658539,0.08509457111358643,0.08350112289190292,0.08798732608556747,0.02678789384663105,0.10349778085947037
san,0.19375550746917725,0.13946300745010376,0.2617562413215637,0.08274340629577637,0.25237205624580383,0.20352785289287567,0.19106440246105194,0.21135306358337402,0.23841293156147003,0.13508832454681396,0.034206584095954895,0.1594623327255249,0.2858080565929413,0.45418909192085266,0.4276162087917328,0.23841293156147003,0.21227765083312988,0.10952327400445938
diego,0.16958405077457428,0.15650016069412231,0.2255222201347351,0.10635724663734436,0.1941702961921692,0.16080978512763977,0.21137291193008423,0.17939509451389313,0.18981580436229706,0.1322651505470276,0.042115468531847,0.1608497053384781,0.20885010063648224,0.5052679181098938,0.46809855103492737,0.18981580436229706,0.22032442688941956,0.11438121646642685
international,0.10870302468538284,0.2012215107679367,0.26377472281455994,0.23226720094680786,0.23367412388324738,0.361261785030365,0.4772913455963135,0.1384202241897583,1.0,0.2638404369354248,0.14446905255317688,0.19279639422893524,0.23719607293605804,0.18137431144714355,0.18879328668117523,1.0,0.5339593887329102,0.15335838496685028
airport,0.1263120174407959,0.08723551779985428,0.2244764268398285,0.21209567785263062,0.22884899377822876,0.5352697968482971,0.8551590442657471,0.18784548342227936,0.5339593887329102,0.49021145701408386,0.06744072586297989,0.22916455566883087,0.2293178290128708,0.24956868588924408,0.2300548404455185,0.5339593887329102,0.9999998807907104,0.13105051219463348
the,0.42745697498321533,0.3187980651855469,0.6662389636039734,0.29706791043281555,0.733189046382904,0.30110985040664673,0.297902911901474,0.40150508284568787,0.23719607293605804,0.22676396369934082,0.2396446168422699,0.5823672413825989,1.0,0.2502395510673523,0.24588194489479065,0.23719607293605804,0.2293178290128708,0.22068053483963013
busiest,0.1578541398048401,0.30300769209861755,0.29075419902801514,0.27055877447128296,0.28865480422973633,1.0000001192092896,0.5866501927375793,0.185886412858963,0.361261785030365,0.5038601160049438,0.16659106314182281,0.2508534789085388,0.30110985040664673,0.23854897916316986,0.24279502034187317,0.361261785030365,0.5352697968482971,0.15537287294864655
single,0.24458327889442444,0.25303906202316284,0.23017926514148712,0.17349256575107574,0.22455744445323944,0.3078021705150604,0.13402408361434937,0.1793682873249054,0.1723230481147766,0.21766036748886108,0.11174917966127396,0.27151715755462646,0.29338565468788147,0.16256026923656464,0.14379146695137024,0.1723230481147766,0.09284281730651855,0.2151121199131012
runway,0.146897092461586,0.06651771068572998,0.20606689155101776,0.16063056886196136,0.1515759974718094,0.3921981155872345,0.5053470134735107,0.19900143146514893,0.35518166422843933,0.4571661651134491,0.14396332204341888,0.16376128792762756,0.20204009115695953,0.22079558670520782,0.20775839686393738,0.35518166422843933,0.6041969656944275,0.10900069773197174
airport,0.1263120174407959,0.08723551779985428,0.2244764268398285,0.21209567785263062,0.22884899377822876,0.5352697968482971,0.8551590442657471,0.18784548342227936,0.5339593887329102,0.49021145701408386,0.06744072586297989,0.22916455566883087,0.2293178290128708,0.24956868588924408,0.2300548404455185,0.5339593887329102,0.9999998807907104,0.13105051219463348
in,0.30808621644973755,0.23205991089344025,1.0,0.2410934716463089,0.5696388483047485,0.29075419902801514,0.28724297881126404,0.4274188280105591,0.26377472281455994,0.22410228848457336,0.19778774678707123,0.5394441485404968,0.6662389636039734,0.2795681953430176,0.23927895724773407,0.26377472281455994,0.2244764268398285,0.20430970191955566
the,0.42745697498321533,0.3187980651855469,0.6662389636039734,0.29706791043281555,0.733189046382904,0.30110985040664673,0.297902911901474,0.40150508284568787,0.23719607293605804,0.22676396369934082,0.2396446168422699,0.5823672413825989,1.0,0.2502395510673523,0.24588194489479065,0.23719607293605804,0.2293178290128708,0.22068053483963013
world,0.21669597923755646,0.39459267258644104,0.3038199245929718,0.21900507807731628,0.2828933000564575,0.3097776174545288,0.20704953372478485,0.22603429853916168,0.3401140570640564,0.1418527513742447,0.15030896663665771,0.24458536505699158,0.33604270219802856,0.20903149247169495,0.20479753613471985,0.3401140570640564,0.12566566467285156,0.17579582333564758
;,0.10986888408660889,-0.0348818376660347,0.092739537358284,0.1468198299407959,0.054534342139959335,0.18399204313755035,0.07029900699853897,0.07524215430021286,0.08798732608556747,-0.00010964874672936276,0.10356692224740982,0.05324986204504967,0.09152708947658539,0.08509457111358643,0.08350112289190292,0.08798732608556747,0.02678789384663105,0.10349778085947037
van,0.1477201133966446,0.07550622522830963,0.19506873190402985,0.13365106284618378,0.16833904385566711,0.13809889554977417,0.06616555154323578,0.14733657240867615,0.08749953657388687,0.14557871222496033,0.0647687315940857,0.13741689920425415,0.13541297614574432,0.20272082090377808,0.18248319625854492,0.08749953657388687,0.0892050713300705,0.15528257191181183
nuys,0.2026393711566925,0.12315423786640167,0.382490336894989,0.08409741520881653,0.26616474986076355,0.2490479201078415,0.19839516282081604,0.29663902521133423,0.19937942922115326,0.2156352549791336,0.1297222375869751,0.2384500801563263,0.28316059708595276,0.49815836548805237,0.48142191767692566,0.19937942922115326,0.2530364692211151,0.20751376450061798
airport,0.1263120174407959,0.08723551779985428,0.2244764268398285,0.21209567785263062,0.22884899377822876,0.5352697968482971,0.8551590442657471,0.18784548342227936,0.5339593887329102,0.49021145701408386,0.06744072586297989,0.22916455566883087,0.2293178290128708,0.24956868588924408,0.2300548404455185,0.5339593887329102,0.9999998807907104,0.13105051219463348
",",0.3087472915649414,0.2863360047340393,0.5201468467712402,0.26854002475738525,0.4946078956127167,0.26035505533218384,0.28466933965682983,0.39760664105415344,0.23395943641662598,0.2499629110097885,0.2554939091205597,0.4691906273365021,0.4933079481124878,0.242568701505661,0.23721925914287567,0.23395943641662598,0.2669869363307953,0.31091248989105225
the,0.42745697498321533,0.3187980651855469,0.6662389636039734,0.29706791043281555,0.733189046382904,0.30110985040664673,0.297902911901474,0.40150508284568787,0.23719607293605804,0.22676396369934082,0.2396446168422699,0.5823672413825989,1.0,0.2502395510673523,0.24588194489479065,0.23719607293605804,0.2293178290128708,0.22068053483963013
world,0.21669597923755646,0.39459267258644104,0.3038199245929718,0.21900507807731628,0.2828933000564575,0.3097776174545288,0.20704953372478485,0.22603429853916168,0.3401140570640564,0.1418527513742447,0.15030896663665771,0.24458536505699158,0.33604270219802856,0.20903149247169495,0.20479753613471985,0.3401140570640564,0.12566566467285156,0.17579582333564758
's,0.02692362666130066,0.12101224064826965,-0.037580832839012146,0.05377542972564697,-0.03817026689648628,0.006174842361360788,-0.009622735902667046,-0.01936490088701248,-0.021212328225374222,-0.030799752101302147,-0.07127277553081512,0.02396530658006668,-0.01540423184633255,-0.017344538122415543,-0.008012785576283932,-0.021212328225374222,-0.04957332834601402,-0.023395681753754616
busiest,0.1578541398048401,0.30300769209861755,0.29075419902801514,0.27055877447128296,0.28865480422973633,1.0000001192092896,0.5866501927375793,0.185886412858963,0.361261785030365,0.5038601160049438,0.16659106314182281,0.2508534789085388,0.30110985040664673,0.23854897916316986,0.24279502034187317,0.361261785030365,0.5352697968482971,0.15537287294864655
general,0.24928055703639984,0.21865858137607574,0.259066641330719,0.28301987051963806,0.28352999687194824,0.18606281280517578,0.25152403116226196,0.1645994782447815,0.14942900836467743,0.17819161713123322,0.11922125518321991,0.20144300162792206,0.28634732961654663,0.16898763179779053,0.12215160578489304,0.14942900836467743,0.1885322779417038,0.1972234547138214
aviation,0.1700924187898636,0.27256837487220764,0.2580392062664032,0.18407323956489563,0.2796842157840729,0.3498811721801758,0.4406811594963074,0.15299448370933533,0.3105347752571106,0.4006142318248749,0.17720946669578552,0.15025636553764343,0.2703816592693329,0.18268351256847382,0.19240319728851318,0.3105347752571106,0.3925395607948303,0.1517462134361267
airport,0.1263120174407959,0.08723551779985428,0.2244764268398285,0.21209567785263062,0.22884899377822876,0.5352697968482971,0.8551590442657471,0.18784548342227936,0.5339593887329102,0.49021145701408386,0.06744072586297989,0.22916455566883087,0.2293178290128708,0.24956868588924408,0.2300548404455185,0.5339593887329102,0.9999998807907104,0.13105051219463348
;,0.10986888408660889,-0.0348818376660347,0.092739537358284,0.1468198299407959,0.054534342139959335,0.18399204313755035,0.07029900699853897,0.07524215430021286,0.08798732608556747,-0.00010964874672936276,0.10356692224740982,0.05324986204504967,0.09152708947658539,0.08509457111358643,0.08350112289190292,0.08798732608556747,0.02678789384663105,0.10349778085947037
major,0.21026742458343506,0.20830492675304413,0.3249945342540741,0.12388391047716141,0.2641255557537079,0.29682546854019165,0.27876946330070496,0.1417090892791748,0.22642427682876587,0.1628965586423874,0.18761222064495087,0.19079607725143433,0.31775903701782227,0.16908401250839233,0.17935548722743988,0.22642427682876587,0.18133412301540375,0.19788557291030884
commercial,0.12070754915475845,0.18083272874355316,0.2615188956260681,0.23999328911304474,0.21107374131679535,0.3346411883831024,0.3154732882976532,0.17917610704898834,0.29364779591560364,0.30062222480773926,0.08564972132444382,0.2402932196855545,0.23051398992538452,0.1988256275653839,0.19884929060935974,0.29364779591560364,0.26055827736854553,0.04216946288943291
airports,0.14664587378501892,0.19677110016345978,0.28724297881126404,0.29278525710105896,0.3209418058395386,0.5866501927375793,0.9999999403953552,0.21003665030002594,0.4772913455963135,0.49672403931617737,0.11277977377176285,0.24539045989513397,0.297902911901474,0.2192031741142273,0.20881067216396332,0.4772913455963135,0.8551590442657471,0.14285726845264435
at,0.2838611304759979,0.2226991057395935,0.4374977946281433,0.12392114847898483,0.42558613419532776,0.21847222745418549,0.17130611836910248,0.3447161316871643,0.22578327357769012,0.15466374158859253,0.15104451775550842,0.25906258821487427,0.457212895154953,0.19191814959049225,0.19420960545539856,0.22578327357769012,0.198924258351326,0.21978627145290375
orange,0.18341036140918732,0.1104407012462616,0.20098833739757538,0.04620683938264847,0.2509242296218872,0.09379705786705017,0.09211315214633942,0.19784091413021088,0.06425401568412781,0.09352695941925049,0.12770351767539978,0.20677390694618225,0.20814983546733856,0.2153046876192093,0.22884298861026764,0.06425401568412781,0.08654705435037613,0.1066059097647667
county,0.16114220023155212,0.17956332862377167,0.31363439559936523,0.12090475112199783,0.2393190860748291,0.29379546642303467,0.2843988835811615,0.22043684124946594,0.20254679024219513,0.2184566855430603,0.1129002496600151,0.19461438059806824,0.21715226769447327,0.21694007515907288,0.22907856106758118,0.20254679024219513,0.28933992981910706,0.07680056244134903
",",0.3087472915649414,0.2863360047340393,0.5201468467712402,0.26854002475738525,0.4946078956127167,0.26035505533218384,0.28466933965682983,0.39760664105415344,0.23395943641662598,0.2499629110097885,0.2554939091205597,0.4691906273365021,0.4933079481124878,0.242568701505661,0.23721925914287567,0.23395943641662598,0.2669869363307953,0.31091248989105225
bakersfield,0.1487322598695755,0.08023947477340698,0.30744487047195435,0.1554352343082428,0.2373267412185669,0.33615702390670776,0.2877168357372284,0.29780375957489014,0.20737555623054504,0.26901012659072876,0.06311795860528946,0.19348205626010895,0.25596779584884644,0.44449689984321594,0.4687713384628296,0.20737555623054504,0.3182016611099243,0.14907705783843994
",",0.3087472915649414,0.2863360047340393,0.5201468467712402,0.26854002475738525,0.4946078956127167,0.26035505533218384,0.28466933965682983,0.39760664105415344,0.23395943641662598,0.2499629110097885,0.2554939091205597,0.4691906273365021,0.4933079481124878,0.242568701505661,0.23721925914287567,0.23395943641662598,0.2669869363307953,0.31091248989105225
