,what,'s,the,climate,like,in,newcastle,?
at,0.2838611304759979,-0.08481216430664062,0.457212895154953,0.21870127320289612,0.2596063017845154,0.4374977946281433,0.18403437733650208,0.21978627145290375
a,0.3320399522781372,0.04866964742541313,0.5829201340675354,0.1805623322725296,0.38655611872673035,0.539380669593811,0.21405641734600067,0.23916715383529663
similar,0.30608364939689636,0.10983143001794815,0.2963123023509979,0.20688895881175995,0.5880904793739319,0.28091391921043396,0.08881872147321701,0.23309361934661865
latitude,0.2657860517501831,0.08424856513738632,0.2499811202287674,0.37321120500564575,0.14395299553871155,0.2392110526561737,0.25503501296043396,0.14586518704891205
",",0.3087472915649414,-0.0016132977325469255,0.4933079481124878,0.224740669131279,0.4085598886013031,0.5201468467712402,0.251589834690094,0.31091248989105225
due,0.15204688906669617,0.03925589844584465,0.22577603161334991,0.2005808800458908,0.2099383920431137,0.2516716718673706,0.1539250761270523,0.10954997688531876
to,0.455847829580307,0.03782717138528824,0.535392165184021,0.3023298978805542,0.35482415556907654,0.45010748505592346,0.23559264838695526,0.29463258385658264
the,0.42745697498321533,-0.01540423184633255,1.0,0.2693597674369812,0.32912567257881165,0.6662389636039734,0.2253497689962387,0.22068053483963013
warming,0.28293129801750183,-0.004583238624036312,0.28771063685417175,0.5547716617584229,0.22726324200630188,0.23962810635566711,0.17949672043323517,0.24314598739147186
influence,0.2790174186229706,0.0246872678399086,0.3039984107017517,0.2267543077468872,0.2986277639865875,0.26119694113731384,0.1632043570280075,0.14200882613658905
of,0.33290785551071167,-0.03817026689648628,0.733189046382904,0.25840428471565247,0.3244853615760803,0.5696388483047485,0.18781472742557526,0.1826142966747284
the,0.42745697498321533,-0.01540423184633255,1.0,0.2693597674369812,0.32912567257881165,0.6662389636039734,0.2253497689962387,0.22068053483963013
gulf,0.16739319264888763,-0.02792315185070038,0.29029619693756104,0.2283543050289154,0.14432044327259064,0.2268008291721344,0.19118593633174896,0.12622930109500885
stream,0.15652818977832794,0.04653143510222435,0.2507912814617157,0.16919556260108948,0.23006409406661987,0.2099897712469101,0.13907641172409058,0.11238504201173782
(,0.2411840260028839,0.0012731997994706035,0.33289089798927307,0.1649118959903717,0.2465965300798416,0.3087427020072937,0.13896974921226501,0.40561532974243164
via,0.16736915707588196,-0.009976539760828018,0.23979412019252777,0.08110053092241287,0.17187802493572235,0.19981135427951813,0.17067094147205353,0.19443516433238983
the,0.42745697498321533,-0.01540423184633255,1.0,0.2693597674369812,0.32912567257881165,0.6662389636039734,0.2253497689962387,0.22068053483963013
north,0.18673177063465118,0.06196961551904678,0.36298373341560364,0.23788991570472717,0.194303497672081,0.39050599932670593,0.28581127524375916,0.11829731613397598
atlantic,0.16333554685115814,0.03544825315475464,0.31052014231681824,0.25683724880218506,0.1302894651889801,0.23876288533210754,0.2577807605266571,0.15355663001537323
drift,0.29582297801971436,0.04974106699228287,0.34215953946113586,0.31306394934654236,0.10477396845817566,0.2739628851413727,0.1454106718301773,0.18257342278957367
),0.26259949803352356,0.021107977256178856,0.3456730246543884,0.17368096113204956,0.2585170269012451,0.3326910734176636,0.15254424512386322,0.42300865054130554
.,0.3567904531955719,-0.003708066651597619,0.5934505462646484,0.22208234667778015,0.393751323223114,0.5591574311256409,0.2714749276638031,0.4130953550338745
