,in,what,episode,does,the,eleventh,doctor,first,acknowledge,his,number,?
in,1.0,0.30808621644973755,0.19184806942939758,0.214483380317688,0.6662389636039734,0.29234778881073,0.25567495822906494,0.4127444326877594,0.16945981979370117,0.3598145842552185,0.3024539053440094,0.20430970191955566
``,0.04765888676047325,0.008517155423760414,-0.035673100501298904,0.06539655476808548,0.029072100296616554,0.0112016461789608,0.03718610852956772,0.006519378628581762,0.017939504235982895,0.008275155909359455,0.2640403211116791,0.0685480609536171
the,0.6662389636039734,0.42745697498321533,0.25342556834220886,0.35928019881248474,1.0,0.3663412928581238,0.2820442318916321,0.49448907375335693,0.25937798619270325,0.4394008219242096,0.35145696997642517,0.22068053483963013
lodger,0.22588542103767395,0.1704690009355545,0.24862730503082275,0.10161543637514114,0.2261938452720642,0.07468893378973007,0.2476745992898941,0.18202261626720428,0.21002256870269775,0.2937135696411133,0.042599085718393326,0.13461504876613617
'',0.07432962208986282,0.08143015950918198,-0.014759616926312447,-0.004023602232336998,0.041273195296525955,-0.05912568047642708,0.06782495975494385,-0.03874251991510391,0.027692299336194992,0.016508836299180984,-0.07258276641368866,0.018684765323996544
.,0.5591574311256409,0.3567904531955719,0.23102888464927673,0.3022993505001068,0.5934505462646484,0.2807825803756714,0.22361043095588684,0.4345304071903229,0.21279053390026093,0.3119256794452667,0.3256329298019409,0.4130953550338745
,in,what,episode,does,the,eleventh,doctor,first,acknowledge,his,number,?
in,1.0,0.30808621644973755,0.19184806942939758,0.214483380317688,0.6662389636039734,0.29234778881073,0.25567495822906494,0.4127444326877594,0.16945981979370117,0.3598145842552185,0.3024539053440094,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.25342556834220886,0.35928019881248474,1.0,0.3663412928581238,0.2820442318916321,0.49448907375335693,0.25937798619270325,0.4394008219242096,0.35145696997642517,0.22068053483963013
2013,-0.2606481909751892,-0.3886653184890747,-0.24324563145637512,-0.33131784200668335,-0.38509321212768555,-0.130004420876503,0.0035236324183642864,-0.2023164927959442,-0.23374348878860474,-0.1511451154947281,-0.33743661642074585,-0.2969330847263336
episode,0.19184806942939758,0.1919318586587906,1.0,0.17971916496753693,0.25342556834220886,0.3004342317581177,0.2940889000892639,0.24243572354316711,0.14415723085403442,0.22979067265987396,0.17787262797355652,0.23978739976882935
``,0.04765888676047325,0.008517155423760414,-0.035673100501298904,0.06539655476808548,0.029072100296616554,0.0112016461789608,0.03718610852956772,0.006519378628581762,0.017939504235982895,0.008275155909359455,0.2640403211116791,0.0685480609536171
the,0.6662389636039734,0.42745697498321533,0.25342556834220886,0.35928019881248474,1.0,0.3663412928581238,0.2820442318916321,0.49448907375335693,0.25937798619270325,0.4394008219242096,0.35145696997642517,0.22068053483963013
time,0.3431483507156372,0.36319252848625183,0.28294599056243896,0.2519678771495819,0.43061500787734985,0.21901322901248932,0.22827142477035522,0.4013477563858032,0.28817832469940186,0.3553589880466461,0.26802247762680054,0.27391523122787476
of,0.5696388483047485,0.33290785551071167,0.17369085550308228,0.3119818866252899,0.733189046382904,0.2959204316139221,0.16895952820777893,0.3536086082458496,0.2865595519542694,0.38364991545677185,0.2778518795967102,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.25342556834220886,0.35928019881248474,1.0,0.3663412928581238,0.2820442318916321,0.49448907375335693,0.25937798619270325,0.4394008219242096,0.35145696997642517,0.22068053483963013
doctor,0.25567495822906494,0.20870667695999146,0.2940889000892639,0.17192082107067108,0.2820442318916321,0.2803051173686981,0.9999999403953552,0.27244147658348083,0.12060265243053436,0.2365143597126007,0.12537972629070282,0.1462511420249939
",",0.5201468467712402,0.3087472915649414,0.18198037147521973,0.28617382049560547,0.4933079481124878,0.25195062160491943,0.20407600700855255,0.34503069519996643,0.2611771821975708,0.3378419280052185,0.2535701394081116,0.31091248989105225
'',0.07432962208986282,0.08143015950918198,-0.014759616926312447,-0.004023602232336998,0.041273195296525955,-0.05912568047642708,0.06782495975494385,-0.03874251991510391,0.027692299336194992,0.016508836299180984,-0.07258276641368866,0.018684765323996544
the,0.6662389636039734,0.42745697498321533,0.25342556834220886,0.35928019881248474,1.0,0.3663412928581238,0.2820442318916321,0.49448907375335693,0.25937798619270325,0.4394008219242096,0.35145696997642517,0.22068053483963013
eleventh,0.29234778881073,0.1283237636089325,0.3004342317581177,0.13018687069416046,0.3663412928581238,0.9999998807907104,0.2803051173686981,0.4543960690498352,0.17724674940109253,0.1854361891746521,0.24610784649848938,0.0976005420088768
doctor,0.25567495822906494,0.20870667695999146,0.2940889000892639,0.17192082107067108,0.2820442318916321,0.2803051173686981,0.9999999403953552,0.27244147658348083,0.12060265243053436,0.2365143597126007,0.12537972629070282,0.1462511420249939
clarified,0.16417177021503448,0.3957134485244751,0.09369290620088577,0.2574135959148407,0.21582025289535522,0.1606404036283493,0.16283662617206573,0.20870143175125122,0.3465748727321625,0.15113933384418488,0.1976543813943863,0.42505213618278503
he,0.41690486669540405,0.3114890456199646,0.20637604594230652,0.22791607677936554,0.4571082592010498,0.18456052243709564,0.3197924494743347,0.3826274573802948,0.24464912712574005,0.7171558737754822,0.21133719384670258,0.2089974731206894
was,0.45514053106307983,0.22111038863658905,0.1706574261188507,0.19302551448345184,0.48711544275283813,0.32591482996940613,0.19672659039497375,0.5022147297859192,0.20292049646377563,0.4405253231525421,0.1855042725801468,0.18412111699581146
the,0.6662389636039734,0.42745697498321533,0.25342556834220886,0.35928019881248474,1.0,0.3663412928581238,0.2820442318916321,0.49448907375335693,0.25937798619270325,0.4394008219242096,0.35145696997642517,0.22068053483963013
product,0.17412906885147095,0.2465333193540573,0.11345335096120834,0.2916180491447449,0.23984220623970032,0.12230989336967468,0.1266033947467804,0.2198730856180191,0.2149875909090042,0.11308284848928452,0.2793683707714081,0.19651241600513458
of,0.5696388483047485,0.33290785551071167,0.17369085550308228,0.3119818866252899,0.733189046382904,0.2959204316139221,0.16895952820777893,0.3536086082458496,0.2865595519542694,0.38364991545677185,0.2778518795967102,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.25342556834220886,0.35928019881248474,1.0,0.3663412928581238,0.2820442318916321,0.49448907375335693,0.25937798619270325,0.4394008219242096,0.35145696997642517,0.22068053483963013
twelfth,0.26505881547927856,0.15862415730953217,0.2581460773944855,0.10452942550182343,0.36835214495658875,0.6547856330871582,0.23119278252124786,0.4166415333747864,0.11441269516944885,0.1823565512895584,0.23983685672283173,0.07638096809387207
regeneration,0.19745036959648132,0.22060240805149078,0.3236655294895172,0.2224959135055542,0.3351733982563019,0.28766629099845886,0.344775915145874,0.2507238984107971,0.25135087966918945,0.2286873757839203,0.16556097567081451,0.13848066329956055
",",0.5201468467712402,0.3087472915649414,0.18198037147521973,0.28617382049560547,0.4933079481124878,0.25195062160491943,0.20407600700855255,0.34503069519996643,0.2611771821975708,0.3378419280052185,0.2535701394081116,0.31091248989105225
due,0.2516716718673706,0.15204688906669617,0.20237720012664795,0.20878952741622925,0.22577603161334991,0.14438453316688538,0.07074899971485138,0.16485638916492462,0.2389640212059021,0.2196607142686844,0.185593843460083,0.10954997688531876
to,0.45010748505592346,0.455847829580307,0.25052839517593384,0.4391997456550598,0.535392165184021,0.22125716507434845,0.22950075566768646,0.3792489171028137,0.3060748279094696,0.3715193271636963,0.2706126868724823,0.29463258385658264
a,0.539380669593811,0.3320399522781372,0.211050882935524,0.38201746344566345,0.5829201340675354,0.24836570024490356,0.22883038222789764,0.4287874400615692,0.16485175490379333,0.3497250974178314,0.2992287278175354,0.23916715383529663
previous,0.2318485975265503,0.2743692696094513,0.18853838741779327,0.15353792905807495,0.34706559777259827,0.32734766602516174,0.07534868270158768,0.36322978138923645,0.30307942628860474,0.26710787415504456,0.2500218152999878,0.16724538803100586
incarnation,0.2213584929704666,0.2737259864807129,0.306388258934021,0.21973489224910736,0.3089248239994049,0.3257824778556824,0.3371219038963318,0.24328671395778656,0.33990100026130676,0.3179362416267395,0.1694880574941635,0.20495687425136566
which,0.4840516746044159,0.5261979103088379,0.23802484571933746,0.39111801981925964,0.6521818041801453,0.23803870379924774,0.19030126929283142,0.3828166127204895,0.2638137936592102,0.32283493876457214,0.3661547005176544,0.25814583897590637
he,0.41690486669540405,0.3114890456199646,0.20637604594230652,0.22791607677936554,0.4571082592010498,0.18456052243709564,0.3197924494743347,0.3826274573802948,0.24464912712574005,0.7171558737754822,0.21133719384670258,0.2089974731206894
chose,0.2265765517950058,0.2544066309928894,0.1221856027841568,0.1997375637292862,0.3029356896877289,0.15118922293186188,0.1423315554857254,0.2836880087852478,0.23607248067855835,0.31178221106529236,0.13248001039028168,0.2465825378894806
not,0.3403114080429077,0.5449194312095642,0.2026968151330948,0.6355478763580322,0.4310511648654938,0.16612808406352997,0.18341001868247986,0.2955942749977112,0.3648661673069,0.2710725963115692,0.30033785104751587,0.41942933201789856
to,0.45010748505592346,0.455847829580307,0.25052839517593384,0.4391997456550598,0.535392165184021,0.22125716507434845,0.22950075566768646,0.3792489171028137,0.3060748279094696,0.3715193271636963,0.2706126868724823,0.29463258385658264
count,0.1993972808122635,0.11588504165410995,0.21131084859371185,0.1653616726398468,0.21435627341270447,0.17722931504249573,0.10354223102331161,0.2117292881011963,0.1107347160577774,0.27201569080352783,0.2571968734264374,0.15563273429870605
and,0.4954058527946472,0.31309178471565247,0.2091434895992279,0.3461615741252899,0.5171257257461548,0.232212096452713,0.21673844754695892,0.3167642652988434,0.2700662314891815,0.4234102666378021,0.28545793890953064,0.20544172823429108
one,0.4129433035850525,0.376489520072937,0.20317377150058746,0.2924913763999939,0.5514441132545471,0.36677467823028564,0.17397142946720123,0.4552372097969055,0.2709250748157501,0.3774510324001312,0.4248921275138855,0.2673267424106598
other,0.39989137649536133,0.341873437166214,0.1582825481891632,0.2947014272212982,0.44152235984802246,0.08191610127687454,0.21788395941257477,0.23885147273540497,0.1994565725326538,0.23453344404697418,0.3754757344722748,0.24682199954986572
aborted,0.18510055541992188,0.23041053116321564,0.13719603419303894,0.20979255437850952,0.20918682217597961,0.20147722959518433,0.2386331707239151,0.2556757628917694,0.22911784052848816,0.18331082165241241,0.10937409102916718,0.25092291831970215
regeneration,0.19745036959648132,0.22060240805149078,0.3236655294895172,0.2224959135055542,0.3351733982563019,0.28766629099845886,0.344775915145874,0.2507238984107971,0.25135087966918945,0.2286873757839203,0.16556097567081451,0.13848066329956055
.,0.5591574311256409,0.3567904531955719,0.23102888464927673,0.3022993505001068,0.5934505462646484,0.2807825803756714,0.22361043095588684,0.4345304071903229,0.21279053390026093,0.3119256794452667,0.3256329298019409,0.4130953550338745
