,what,surrounds,chloroplasts,?
the,0.42745697498321533,0.3477858304977417,0.23062430322170258,0.22068053483963013
phagosomal,0.24508218467235565,0.2017093300819397,0.5749658942222595,0.2133897840976715
membrane,0.1647152304649353,0.2997744381427765,0.6331068873405457,0.18908235430717468
from,0.2737620174884796,0.2835228741168976,0.21740731596946716,0.19969791173934937
the,0.42745697498321533,0.3477858304977417,0.23062430322170258,0.22068053483963013
host,0.12779991328716278,0.22461643815040588,0.2900705635547638,0.1021634042263031
",",0.3087472915649414,0.2417454719543457,0.20794041454792023,0.31091248989105225
which,0.5261979103088379,0.3392180800437927,0.3874085545539856,0.25814583897590637
was,0.22111038863658905,0.17621810734272003,0.1579415500164032,0.18412111699581146
probably,0.476871132850647,0.13234393298625946,0.26108402013778687,0.3524723947048187
lost,0.198215052485466,0.21656571328639984,0.1645273119211197,0.15261413156986237
.,0.3567904531955719,0.21727266907691956,0.23868323862552643,0.4130953550338745
,what,surrounds,chloroplasts,?
somewhere,0.4753977358341217,0.17970876395702362,0.18926267325878143,0.4073143005371094
around,0.27475327253341675,0.45269572734832764,0.23327584564685822,0.14729668200016022
a,0.3320399522781372,0.2582436203956604,0.24622295796871185,0.23916715383529663
billion,0.262668639421463,0.08994496613740921,0.2517854869365692,0.25791820883750916
years,0.1981470286846161,0.1276620328426361,0.20215551555156708,0.1914375126361847
ago,0.30667418241500854,0.1638893038034439,0.23025824129581451,0.2202194780111313
",",0.3087472915649414,0.2417454719543457,0.20794041454792023,0.31091248989105225
a,0.3320399522781372,0.2582436203956604,0.24622295796871185,0.23916715383529663
free-living,0.3184700012207031,0.25651246309280396,0.2909952402114868,0.21305535733699799
cyanobacterium,0.241913303732872,0.2289620041847229,0.6887122988700867,0.20120567083358765
entered,0.14647741615772247,0.25678375363349915,0.07837697863578796,0.10335487127304077
an,0.2821882665157318,0.17328377068042755,0.15571507811546326,0.19793890416622162
early,0.2454567849636078,0.10929147899150848,0.16960738599300385,0.15272949635982513
eukaryotic,0.22978590428829193,0.2650860548019409,0.7482460141181946,0.1899385005235672
cell,0.19222842156887054,0.21730928122997284,0.5408841967582703,0.2058541625738144
",",0.3087472915649414,0.2417454719543457,0.20794041454792023,0.31091248989105225
either,0.3851809501647949,0.2039502114057541,0.2696326971054077,0.31498292088508606
as,0.31749409437179565,0.15405699610710144,0.22593098878860474,0.27043893933296204
food,0.23540689051151276,0.15464892983436584,0.28908511996269226,0.15376032888889313
or,0.33867141604423523,0.2576705813407898,0.3088610768318176,0.32389625906944275
as,0.31749409437179565,0.15405699610710144,0.22593098878860474,0.27043893933296204
an,0.2821882665157318,0.17328377068042755,0.15571507811546326,0.19793890416622162
internal,0.2065390944480896,0.23365776240825653,0.26378580927848816,0.1665428727865219
parasite,0.10727100819349289,0.25160321593284607,0.5027253031730652,0.1782570779323578
",",0.3087472915649414,0.2417454719543457,0.20794041454792023,0.31091248989105225
but,0.5029441118240356,0.2688727378845215,0.28110963106155396,0.27921953797340393
managed,0.1400795578956604,0.18549419939517975,0.10528606921434402,0.1315973401069641
to,0.455847829580307,0.25068747997283936,0.23370109498500824,0.29463258385658264
escape,0.21352531015872955,0.20921361446380615,0.17774881422519684,0.11586874723434448
the,0.42745697498321533,0.3477858304977417,0.23062430322170258,0.22068053483963013
phagocytic,0.2480984926223755,0.2973031997680664,0.6663805842399597,0.24065247178077698
vacuole,0.23653627932071686,0.32676640152931213,0.6673945188522339,0.2012493908405304
it,0.45803478360176086,0.2776908874511719,0.24210065603256226,0.25732165575027466
was,0.22111038863658905,0.17621810734272003,0.1579415500164032,0.18412111699581146
contained,0.18997789919376373,0.3046574294567108,0.33680298924446106,0.171995609998703
in,0.30808621644973755,0.3684884309768677,0.21141497790813446,0.20430970191955566
.,0.3567904531955719,0.21727266907691956,0.23868323862552643,0.4130953550338745
