,what,policy,did,the,kelven,report,contain,?
perform,0.22104133665561676,0.1511622816324234,0.29621028900146484,0.22443658113479614,0.15134622156620026,0.14545941352844238,0.16613225638866425,0.13460582494735718
its,0.30393704771995544,0.17607158422470093,0.19922670722007751,0.559237003326416,0.2591683864593506,0.22439044713974,0.27420639991760254,0.15103481709957123
mission,0.2317502647638321,0.23640668392181396,0.1377914398908615,0.22673439979553223,0.2110290378332138,0.22865769267082214,0.05665566027164459,0.19506393373012543
in,0.30808621644973755,0.1459147185087204,0.2593238651752472,0.6662389636039734,0.2713285982608795,0.204250767827034,0.23975171148777008,0.20430970191955566
the,0.42745697498321533,0.2358427494764328,0.34736719727516174,1.0,0.34636369347572327,0.2556745111942291,0.26383090019226074,0.22068053483963013
society,0.23231269419193268,0.24853207170963287,0.18197309970855713,0.2789285480976105,0.12205037474632263,0.2099648118019104,0.07200765609741211,0.1373005360364914
",",0.3087472915649414,0.2903050184249878,0.3015086054801941,0.4933079481124878,0.29188108444213867,0.250803142786026,0.24384500086307526,0.31091248989105225
a,0.3320399522781372,0.17720282077789307,0.2552328109741211,0.5829201340675354,0.24438224732875824,0.2148611694574356,0.23510922491550446,0.23916715383529663
university,0.20256435871124268,0.23413030803203583,0.15114416182041168,0.263973206281662,0.21374191343784332,0.17288333177566528,0.033714111894369125,0.11887256056070328
must,0.30362528562545776,0.2553202509880066,0.3169625401496887,0.2713140547275543,0.2248649150133133,0.18445491790771484,0.3061089813709259,0.23707495629787445
sustain,0.241505429148674,0.34636545181274414,0.2116735875606537,0.20292051136493683,0.13917574286460876,0.35687920451164246,0.20464982092380524,0.21733196079730988
an,0.2821882665157318,0.19907741248607635,0.22598257660865784,0.4207492768764496,0.1553773283958435,0.18313995003700256,0.13699057698249817,0.19793890416622162
extraordinary,0.19568221271038055,0.15288810431957245,0.1322350651025772,0.23438787460327148,0.14758901298046112,0.2594621181488037,0.16963805258274078,0.1933874785900116
environment,0.213022843003273,0.32429707050323486,0.10747723281383514,0.25819888710975647,0.2783663272857666,0.21810244023799896,0.25051671266555786,0.19478057324886322
of,0.33290785551071167,0.24393197894096375,0.2513895630836487,0.733189046382904,0.28741535544395447,0.22992923855781555,0.30574339628219604,0.1826142966747284
freedom,0.21405836939811707,0.2889806032180786,0.21706336736679077,0.24307598173618317,0.14160406589508057,0.23195521533489227,0.13194821774959564,0.1626027375459671
of,0.33290785551071167,0.24393197894096375,0.2513895630836487,0.733189046382904,0.28741535544395447,0.22992923855781555,0.30574339628219604,0.1826142966747284
inquiry,0.25839799642562866,0.2684132754802704,0.14961130917072296,0.24161653220653534,0.1334647685289383,0.4347025156021118,0.12861645221710205,0.1689903736114502
and,0.31309178471565247,0.2148873209953308,0.34479495882987976,0.5171257257461548,0.2791435122489929,0.20391902327537537,0.3066939413547516,0.20544172823429108
maintain,0.2619679272174835,0.29686540365219116,0.242290660738945,0.2896709144115448,0.24527139961719513,0.22204910218715668,0.3867705464363098,0.20568779110908508
an,0.2821882665157318,0.19907741248607635,0.22598257660865784,0.4207492768764496,0.1553773283958435,0.18313995003700256,0.13699057698249817,0.19793890416622162
independence,0.24622133374214172,0.2906746566295624,0.19588761031627655,0.2836182415485382,0.20550017058849335,0.14407651126384735,0.08571576327085495,0.12301119416952133
from,0.2737620174884796,0.18396732211112976,0.20248863101005554,0.40150508284568787,0.21460402011871338,0.13743405044078827,0.21935680508613586,0.19969791173934937
political,0.21846716105937958,0.3375614583492279,0.21022029221057892,0.20477235317230225,0.13572172820568085,0.16869740188121796,0.10440588742494583,0.17130474746227264
fashions,0.24249039590358734,0.26939505338668823,0.1451088935136795,0.22857306897640228,0.16597962379455566,0.09980476647615433,0.15133482217788696,0.1400700807571411
",",0.3087472915649414,0.2903050184249878,0.3015086054801941,0.4933079481124878,0.29188108444213867,0.250803142786026,0.24384500086307526,0.31091248989105225
passions,0.26491785049438477,0.22404174506664276,0.2048458456993103,0.17605999112129211,0.2181616723537445,0.20457230508327484,0.21711908280849457,0.18116998672485352
",",0.3087472915649414,0.2903050184249878,0.3015086054801941,0.4933079481124878,0.29188108444213867,0.250803142786026,0.24384500086307526,0.31091248989105225
and,0.31309178471565247,0.2148873209953308,0.34479495882987976,0.5171257257461548,0.2791435122489929,0.20391902327537537,0.3066939413547516,0.20544172823429108
pressures,0.2606661915779114,0.20892131328582764,0.21745966374874115,0.316790908575058,0.2666148841381073,0.29291850328445435,0.21374839544296265,0.12055351585149765
.,0.3567904531955719,0.25152966380119324,0.35288307070732117,0.5934505462646484,0.2859826982021332,0.277835488319397,0.22565869987010956,0.4130953550338745
'',0.08143015950918198,0.07160447537899017,0.01978493109345436,0.041273195296525955,-0.015010430477559566,-0.046842265874147415,0.09602189809083939,0.018684765323996544
