,other,than,downtown,san,bernardino,",",and,university,town,",",what,is,the,name,of,another,business,district,in,the,san,bernardino-riverside,area,?
centre,0.18690964579582214,0.1320493370294571,0.35362324118614197,0.1853713095188141,0.1742520034313202,0.20527958869934082,0.2848764955997467,0.24723055958747864,0.3662363886833191,0.20527958869934082,0.12324132025241852,0.29804176092147827,0.32783594727516174,0.12278583645820618,0.2769378423690796,0.17145080864429474,0.21035242080688477,0.22556638717651367,0.2765078544616699,0.32783594727516174,0.1853713095188141,0.2630186676979065,0.3305371105670929,0.019365152344107628
",",0.4446498453617096,0.3371901512145996,0.2289871871471405,0.25561806559562683,0.3134419322013855,1.0000001192092896,0.6633074283599854,0.3017033040523529,0.27598801255226135,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.3283841907978058,0.2952407896518707,0.25852543115615845,0.5201468467712402,0.4933079481124878,0.25561806559562683,0.35569530725479126,0.2664283812046051,0.31091248989105225
university,0.1804676055908203,0.1508307009935379,0.24075117707252502,0.235455721616745,0.2744377851486206,0.3017033040523529,0.2665814459323883,1.0,0.23689694702625275,0.3017033040523529,0.20256435871124268,0.20346471667289734,0.263973206281662,0.1568726748228073,0.30646374821662903,0.20031465590000153,0.3387548327445984,0.22784672677516937,0.3201795518398285,0.263973206281662,0.235455721616745,0.4061858057975769,0.21217475831508636,0.11887256056070328
town,0.1374831199645996,0.08540691435337067,0.43066152930259705,0.21097707748413086,0.23904888331890106,0.27598801255226135,0.2459200918674469,0.23689694702625275,1.0,0.27598801255226135,0.19713185727596283,0.30097827315330505,0.2974243760108948,0.21468210220336914,0.26585668325424194,0.15494482219219208,0.1984366774559021,0.4479256868362427,0.34975525736808777,0.2974243760108948,0.21097707748413086,0.3016355037689209,0.38551488518714905,0.09902279824018478
which,0.50507652759552,0.3974681496620178,0.22559411823749542,0.190042182803154,0.20370326936244965,0.3658004403114319,0.506277859210968,0.17800195515155792,0.20332901179790497,0.3658004403114319,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.2972666025161743,0.5011631846427917,0.5561438798904419,0.2152334302663803,0.2036324292421341,0.4840516746044159,0.6521818041801453,0.190042182803154,0.2956666052341461,0.3276861011981964,0.25814583897590637
are,0.5932393670082092,0.39206281304359436,0.16882547736167908,0.13921020925045013,0.17114126682281494,0.4062570035457611,0.48576638102531433,0.16609783470630646,0.18265709280967712,0.4062570035457611,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.17349179089069366,0.39081433415412903,0.23159852623939514,0.16427041590213776,0.17725017666816711,0.3841303884983063,0.40399202704429626,0.13921020925045013,0.23230013251304626,0.25780194997787476,0.24591213464736938
in,0.39989137649536133,0.3270052373409271,0.2716291546821594,0.2617562413215637,0.28734850883483887,0.5201468467712402,0.4954058527946472,0.3201795518398285,0.34975525736808777,0.5201468467712402,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.3397690951824188,0.2298729121685028,0.30883273482322693,1.0,0.6662389636039734,0.2617562413215637,0.34832820296287537,0.33632898330688477,0.20430970191955566
san,0.19091297686100006,0.12380602955818176,0.27212876081466675,0.9999999403953552,0.5765351057052612,0.25561806559562683,0.23541347682476044,0.235455721616745,0.21097707748413086,0.25561806559562683,0.19375550746917725,0.1594623327255249,0.2858080565929413,0.14419548213481903,0.25237205624580383,0.24759747087955475,0.16463854908943176,0.18726517260074615,0.2617562413215637,0.2858080565929413,0.9999999403953552,0.5082616806030273,0.22260162234306335,0.10952327400445938
bernardino,0.18902890384197235,0.1527048796415329,0.2855835556983948,0.5765351057052612,1.0,0.3134419322013855,0.2651553452014923,0.2744377851486206,0.23904888331890106,0.3134419322013855,0.09213948994874954,0.2006608545780182,0.2722903788089752,0.12842392921447754,0.26093193888664246,0.18976818025112152,0.18241633474826813,0.19070717692375183,0.28734850883483887,0.2722903788089752,0.5765351057052612,0.8775305151939392,0.2726062834262848,0.11443846672773361
and,0.5504306554794312,0.39361441135406494,0.20503629744052887,0.23541347682476044,0.2651553452014923,0.6633074283599854,1.0,0.2665814459323883,0.2459200918674469,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.3214244842529297,0.33353009819984436,0.23884956538677216,0.4954058527946472,0.5171257257461548,0.23541347682476044,0.3374635875225067,0.3044000566005707,0.20544172823429108
downtown,0.16975097358226776,0.13280484080314636,1.0,0.27212876081466675,0.2855835556983948,0.2289871871471405,0.20503629744052887,0.24075117707252502,0.43066152930259705,0.2289871871471405,0.1348404437303543,0.21999821066856384,0.2602716088294983,0.09688074886798859,0.21455974876880646,0.1579238325357437,0.3174465298652649,0.40016987919807434,0.2716291546821594,0.2602716088294983,0.27212876081466675,0.3829232454299927,0.37015464901924133,0.15638743340969086
riverside,0.20750202238559723,0.1658421903848648,0.4194495379924774,0.38028684258461,0.5291909575462341,0.3184468746185303,0.2747021019458771,0.43151989579200745,0.323681503534317,0.3184468746185303,0.1112799271941185,0.19612395763397217,0.27102717757225037,0.15203066170215607,0.2871353030204773,0.21350011229515076,0.257797509431839,0.27045688033103943,0.30268025398254395,0.27102717757225037,0.38028684258461,0.808486819267273,0.271809458732605,0.10042606294155121
.,0.41511186957359314,0.3594527542591095,0.2247719168663025,0.24563752114772797,0.22549861669540405,0.6812511086463928,0.588965117931366,0.290679007768631,0.28254011273384094,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.3817248046398163,0.25987809896469116,0.23195737600326538,0.5591574311256409,0.5934505462646484,0.24563752114772797,0.31903398036956787,0.2760866582393646,0.4130953550338745
