,what,was,the,name,of,the,first,successful,credit,card,?
,what,was,the,name,of,the,first,successful,credit,card,?
after,0.21973377466201782,0.49306565523147583,0.4565047025680542,0.2467648833990097,0.3867455720901489,0.4565047025680542,0.42302387952804565,0.275703489780426,0.1891317218542099,0.1450774222612381,0.16608688235282898
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.4287874400615692,0.28627005219459534,0.1721770018339157,0.1820177137851715,0.23916715383529663
troubled,0.2760825455188751,0.274991512298584,0.24792376160621643,0.13369564712047577,0.25747185945510864,0.24792376160621643,0.1832738071680069,0.24049745500087738,0.27648472785949707,0.1343408226966858,0.17563851177692413
gestation,0.2212434709072113,0.23880483210086823,0.3400476574897766,0.19242025911808014,0.31563612818717957,0.3400476574897766,0.2404318004846573,0.1547466665506363,0.15831570327281952,0.13633452355861664,0.175550177693367
during,0.24137552082538605,0.4470829963684082,0.4838213622570038,0.15002264082431793,0.3869180977344513,0.4838213622570038,0.45377472043037415,0.3242732882499695,0.1279030591249466,0.10078632086515427,0.1325719803571701
which,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.2972666025161743,0.5011631846427917,0.6521818041801453,0.3828166127204895,0.27150410413742065,0.21863289177417755,0.21341551840305328,0.25814583897590637
its,0.30393704771995544,0.3518870174884796,0.559237003326416,0.317160964012146,0.48690423369407654,0.559237003326416,0.26377397775650024,0.17753365635871887,0.2006775438785553,0.11972444504499435,0.15103481709957123
creator,0.19329462945461273,0.2896435558795929,0.20919115841388702,0.20428214967250824,0.1888532191514969,0.20919115841388702,0.19467899203300476,0.10989324748516083,0.26199203729629517,0.22878111898899078,0.2028008997440338
resigned,0.2188267707824707,0.3625618517398834,0.2411459982395172,0.09155990928411484,0.2362978160381317,0.2411459982395172,0.2449398636817932,0.2089138925075531,0.16972209513187408,0.09159582108259201,0.1498192995786667
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.28826844692230225,0.2032226324081421,0.15319685637950897,0.31091248989105225
bankamericard,0.23255054652690887,0.36451223492622375,0.3408088982105255,0.17931708693504333,0.2885473370552063,0.3408088982105255,0.36080846190452576,0.22211351990699768,0.35285279154777527,0.4823612868785858,0.18920069932937622
went,0.20164033770561218,0.49310487508773804,0.3345835506916046,0.14832516014575958,0.2527906000614166,0.3345835506916046,0.3095473051071167,0.2491636574268341,0.19139568507671356,0.1594557911157608,0.12109432369470596
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.17627742886543274,0.3966929316520691,0.5107308030128479,0.3120559751987457,0.22642658650875092,0.16827398538589478,0.18751953542232513,0.2714994251728058
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.3792489171028137,0.2317596971988678,0.20738251507282257,0.16868703067302704,0.29463258385658264
become,0.27134042978286743,0.3147440552711487,0.31731709837913513,0.15894651412963867,0.31678006052970886,0.31731709837913513,0.2765450179576874,0.28414085507392883,0.08008836209774017,0.07733035832643509,0.19511328637599945
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.31354787945747375,0.20452284812927246,0.17683711647987366,0.22068053483963013
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,0.3163818418979645,0.3536086082458496,0.49448907375335693,1.0,0.3973231315612793,0.19086527824401855,0.2048330157995224,0.18701928853988647
successful,0.16902779042720795,0.3046294152736664,0.31354787945747375,0.12175919860601425,0.2304827868938446,0.31354787945747375,0.3973231315612793,1.0,0.2476894110441208,0.11337587982416153,0.1132197454571724
credit,0.24852240085601807,0.15692640841007233,0.20452284812927246,0.21740786731243134,0.1627483367919922,0.20452284812927246,0.19086527824401855,0.2476894110441208,0.9999999403953552,0.3525319993495941,0.13371090590953827
card,0.17012731730937958,0.1343858689069748,0.17683711647987366,0.18422339856624603,0.1392979621887207,0.17683711647987366,0.2048330157995224,0.11337587982416153,0.3525319993495941,1.0,0.1601250171661377
;,0.10986888408660889,0.0754367932677269,0.09152708947658539,0.01776505447924137,0.054534342139959335,0.09152708947658539,0.07760433852672577,0.071192167699337,0.026179609820246696,0.1029767319560051,0.10349778085947037
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.5473989248275757,0.3482176661491394,0.20729883015155792,0.2476339191198349,0.2478000670671463,0.32716336846351624
is,0.28837618231773376,0.5810302495956421,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.30889374017715454,0.24266567826271057,0.07379506528377533,0.18937577307224274,0.22961433231830597
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.28826844692230225,0.2032226324081421,0.15319685637950897,0.31091248989105225
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.4287874400615692,0.28627005219459534,0.1721770018339157,0.1820177137851715,0.23916715383529663
financial,0.1900392472743988,0.24977709352970123,0.29952070116996765,0.14115868508815765,0.30178552865982056,0.29952070116996765,0.21671800315380096,0.2862843871116638,0.4044836163520813,0.23952357470989227,0.06444920599460602
instrument,0.26433292031288147,0.20680175721645355,0.2132672667503357,0.1463429033756256,0.2250969111919403,0.2132672667503357,0.1999562680721283,0.1617930829524994,0.18771594762802124,0.16330428421497345,0.14794185757637024
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.5473989248275757,0.3482176661491394,0.20729883015155792,0.2476339191198349,0.2478000670671463,0.32716336846351624
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.5022147297859192,0.3046294152736664,0.15692640841007233,0.1343858689069748,0.18412111699581146
usable,0.29208338260650635,0.16210821270942688,0.29056334495544434,0.08316896855831146,0.2755225598812103,0.29056334495544434,0.2712649703025818,0.24408121407032013,0.27790722250938416,0.3215239942073822,0.2926282584667206
across,0.24809791147708893,0.20413610339164734,0.3816230297088623,0.14446979761123657,0.2936134934425354,0.3816230297088623,0.19914396107196808,0.1798764020204544,0.12668092548847198,0.09861701726913452,0.17034576833248138
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.4287874400615692,0.28627005219459534,0.1721770018339157,0.1820177137851715,0.23916715383529663
large,0.2017821967601776,0.21717436611652374,0.3828733265399933,0.1343102604150772,0.3569655418395996,0.3828733265399933,0.1783411055803299,0.179763063788414,0.13245052099227905,0.14359328150749207,0.1355665624141693
number,0.23046229779720306,0.1855042725801468,0.35145696997642517,0.2084028571844101,0.2778518795967102,0.35145696997642517,0.28294017910957336,0.25220879912376404,0.16073715686798096,0.2260216921567917,0.19256845116615295
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.3536086082458496,0.2304827868938446,0.1627483367919922,0.1392979621887207,0.1826142966747284
merchants,0.15172983705997467,0.24119816720485687,0.25689056515693665,0.1739453226327896,0.23144438862800598,0.25689056515693665,0.17485059797763824,0.1508527249097824,0.27304139733314514,0.22717569768428802,0.0864284485578537
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.3167642652988434,0.2795376479625702,0.22868889570236206,0.23184426128864288,0.20544172823429108
also,0.42747777700424194,0.4032125174999237,0.6021018624305725,0.34663957357406616,0.4924938678741455,0.6021018624305725,0.43768298625946045,0.28414106369018555,0.20997633039951324,0.2706870436668396,0.21848613023757935
allowed,0.2693612575531006,0.27499085664749146,0.2985120713710785,0.17287006974220276,0.2699741721153259,0.2985120713710785,0.29975414276123047,0.2080843299627304,0.2563728392124176,0.14850182831287384,0.2309964895248413
cardholders,0.2547825276851654,0.269135981798172,0.28304168581962585,0.17581228911876678,0.27876800298690796,0.28304168581962585,0.2722794711589813,0.23006273806095123,0.34389519691467285,0.5469976663589478,0.25502142310142517
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.3792489171028137,0.2317596971988678,0.20738251507282257,0.16868703067302704,0.29463258385658264
revolve,0.2249041497707367,0.20206953585147858,0.27743276953697205,0.10787896811962128,0.2465195655822754,0.27743276953697205,0.2005077749490738,0.1389850676059723,0.1505371481180191,0.23037293553352356,0.13079941272735596
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.4287874400615692,0.28627005219459534,0.1721770018339157,0.1820177137851715,0.23916715383529663
balance,0.25451838970184326,0.16826172173023224,0.2858610153198242,-0.006620148196816444,0.2267034351825714,0.2858610153198242,0.1391812562942505,0.100459523499012,0.19931890070438385,0.12475968152284622,0.2381676584482193
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.2450505793094635,0.1372433304786682,0.1502162367105484,0.22402922809123993,0.40561532974243164
earlier,0.22624605894088745,0.3443564474582672,0.26843780279159546,0.12958180904388428,0.27635854482650757,0.26843780279159546,0.30330008268356323,0.23804721236228943,0.13207833468914032,0.10261768102645874,0.13306351006031036
financial,0.1900392472743988,0.24977709352970123,0.29952070116996765,0.14115868508815765,0.30178552865982056,0.29952070116996765,0.21671800315380096,0.2862843871116638,0.4044836163520813,0.23952357470989227,0.06444920599460602
products,0.2088814079761505,0.1745183914899826,0.2547704577445984,0.19886085391044617,0.21450084447860718,0.2547704577445984,0.1649589091539383,0.21395474672317505,0.2144007384777069,0.2047041952610016,0.20429900288581848
could,0.4188697934150696,0.39896807074546814,0.35393214225769043,0.12147265672683716,0.29043012857437134,0.35393214225769043,0.3076034188270569,0.2010965496301651,0.21717952191829681,0.16602708399295807,0.3411986827850342
do,0.4609605669975281,0.11523093283176422,0.30239659547805786,0.13913856446743011,0.26150479912757874,0.30239659547805786,0.19137287139892578,0.2821887731552124,0.19032390415668488,0.1596517115831375,0.4093979299068451
one,0.376489520072937,0.3752199709415436,0.5514441132545471,0.27018114924430847,0.4999135136604309,0.5514441132545471,0.4552372097969055,0.32754239439964294,0.19036278128623962,0.2444833517074585,0.2673267424106598
or,0.33867141604423523,0.2330796718597412,0.4174870550632477,0.19621294736862183,0.3792596757411957,0.4174870550632477,0.23187343776226044,0.15061403810977936,0.23134617507457733,0.26475852727890015,0.32389625906944275
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.31354787945747375,0.20452284812927246,0.17683711647987366,0.22068053483963013
other,0.341873437166214,0.14651623368263245,0.44152235984802246,0.20388714969158173,0.38583824038505554,0.44152235984802246,0.23885147273540497,0.1988852471113205,0.20137301087379456,0.24639920890331268,0.24682199954986572
but,0.5029441118240356,0.36023372411727905,0.4859698414802551,0.268699049949646,0.39942997694015503,0.4859698414802551,0.34309494495391846,0.2666237950325012,0.23579779267311096,0.2117634117603302,0.27921953797340393
not,0.5449194312095642,0.2888734042644501,0.4310511648654938,0.2188112437725067,0.3307090103626251,0.4310511648654938,0.2955942749977112,0.31219133734703064,0.24727891385555267,0.17366886138916016,0.41942933201789856
both,0.3361809551715851,0.2990766167640686,0.4931981563568115,0.2019103318452835,0.3565710783004761,0.4931981563568115,0.349989116191864,0.23398995399475098,0.24570004642009735,0.15712179243564606,0.19455738365650177
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.27228695154190063,0.14520741999149323,0.13813096284866333,0.2329121232032776,0.42300865054130554
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.4345304071903229,0.361310213804245,0.2024930715560913,0.15348002314567566,0.4130953550338745
