,what,part,of,the,v,&,a,collection,does,the,henry,cole,wing,houses,?
institute,0.17608846724033356,0.18926753103733063,0.2977932393550873,0.24399729073047638,0.1202927902340889,0.2606903910636902,0.15834029018878937,0.25965145230293274,0.12312955409288406,0.24399729073047638,0.15590190887451172,0.16964831948280334,0.14941324293613434,0.2089339643716812,0.115291528403759
of,0.33290785551071167,0.452393114566803,1.0,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.2915455996990204,0.3119818866252899,0.733189046382904,0.2390729784965515,0.15229938924312592,0.19099068641662598,0.2718559205532074,0.1826142966747284
british,0.19255435466766357,0.19204387068748474,0.23701532185077667,0.28973397612571716,0.1269635409116745,0.14896833896636963,0.1984395682811737,0.15021207928657532,0.10894544422626495,0.28973397612571716,0.2834501266479492,0.2181970328092575,0.18641136586666107,0.18608571588993073,0.09711728990077972
architects,0.1787957400083542,0.15005278587341309,0.21415399014949799,0.20176702737808228,0.17540182173252106,0.18709225952625275,0.1699456125497818,0.2374972403049469,0.10992072522640228,0.20176702737808228,0.19798292219638824,0.1397741138935089,0.17089571058750153,0.4008835256099701,0.1260584592819214
(,0.2411840260028839,0.2208257019519806,0.35032153129577637,0.33289089798927307,0.2043849378824234,0.21434709429740906,0.3206180930137634,0.20821598172187805,0.2728188931941986,0.33289089798927307,0.18191124498844147,0.19024616479873657,0.19368956983089447,0.16223236918449402,0.40561532974243164
riba,0.12240250408649445,0.15474969148635864,0.2084985226392746,0.24598738551139832,0.07271703332662582,0.15030160546302795,0.1913726031780243,0.2179511934518814,0.10960698872804642,0.24598738551139832,0.13206517696380615,0.17317576706409454,0.17930057644844055,0.19487041234970093,0.1393887996673584
drawings,0.21923324465751648,0.152187779545784,0.23873206973075867,0.19117170572280884,0.08071447908878326,0.14873763918876648,0.15433108806610107,0.3887491524219513,0.133980855345726,0.19117170572280884,0.16041259467601776,0.17169176042079926,0.13715647161006927,0.2302468717098236,0.15541397035121918
and,0.31309178471565247,0.35301485657691956,0.5116966962814331,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2379438579082489,0.3461615741252899,0.5171257257461548,0.2218981832265854,0.23855477571487427,0.2740335762500763,0.33128079771995544,0.20544172823429108
archives,0.18980082869529724,0.15295396745204926,0.19350644946098328,0.22798994183540344,0.10662521421909332,0.14230802655220032,0.13677532970905304,0.45363926887512207,0.19576942920684814,0.22798994183540344,0.14317570626735687,0.15364591777324677,0.05045653134584427,0.23566192388534546,0.24684664607048035
collections,0.22708594799041748,0.2765542268753052,0.3185039758682251,0.27174001932144165,0.09366906434297562,0.163213849067688,0.2494979351758957,0.9249221086502075,0.112778440117836,0.27174001932144165,0.23524276912212372,0.15426994860172272,0.13470914959907532,0.27373385429382324,0.1873358190059662
),0.26259949803352356,0.24734117090702057,0.3680361211299896,0.3456730246543884,0.20857036113739014,0.1975884586572647,0.3640355169773102,0.2079451084136963,0.2575884759426117,0.3456730246543884,0.19819509983062744,0.2025160938501358,0.2023267298936844,0.1692226380109787,0.42300865054130554
;,0.10986888408660889,0.17379768192768097,0.054534342139959335,0.09152708947658539,-0.03098202869296074,0.017928218469023705,-0.02122584730386734,0.06335505098104477,0.0650511160492897,0.09152708947658539,0.11708775162696838,-0.00418053288012743,-0.01574878767132759,0.06709147989749908,0.10349778085947037
and,0.31309178471565247,0.35301485657691956,0.5116966962814331,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2379438579082489,0.3461615741252899,0.5171257257461548,0.2218981832265854,0.23855477571487427,0.2740335762500763,0.33128079771995544,0.20544172823429108
the,0.42745697498321533,0.527681291103363,0.733189046382904,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.35928019881248474,1.0,0.2542637586593628,0.1850816011428833,0.28874075412750244,0.2692612111568451,0.22068053483963013
sackler,0.12500222027301788,0.14400790631771088,0.286850243806839,0.30550140142440796,0.13723662495613098,0.14541007578372955,0.21539025008678436,0.24348357319831848,0.0878201499581337,0.30550140142440796,0.2890344262123108,0.2886542081832886,0.18504689633846283,0.1267162263393402,0.10100340098142624
centre,0.12324132025241852,0.3085344731807709,0.2769378423690796,0.32783594727516174,0.0844530463218689,0.17922432720661163,0.271343857049942,0.13791301846504211,0.1683523952960968,0.32783594727516174,0.14440803229808807,0.05569480359554291,0.332093209028244,0.2893919050693512,0.019365152344107628
for,0.3017193675041199,0.250704288482666,0.4185989499092102,0.4739971458911896,0.13933385908603668,0.15479104220867157,0.44038116931915283,0.22454001009464264,0.35159170627593994,0.4739971458911896,0.20179113745689392,0.21645508706569672,0.17360509932041168,0.22018693387508392,0.264628142118454
arts,0.15975245833396912,0.25813063979148865,0.29211288690567017,0.23374557495117188,0.15225952863693237,0.17612096667289734,0.21388907730579376,0.2749488055706024,0.16626307368278503,0.23374557495117188,0.15240447223186493,0.15228228271007538,0.1947450488805771,0.18898066878318787,0.09471383690834045
education,0.19940856099128723,0.22375693917274475,0.3015166223049164,0.23982903361320496,0.1469959020614624,0.16498492658138275,0.21779850125312805,0.2091188281774521,0.1943693906068802,0.23982903361320496,0.24865947663784027,0.16941411793231964,0.1611103117465973,0.170011505484581,0.18067774176597595
",",0.3087472915649414,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.28617382049560547,0.4933079481124878,0.25662001967430115,0.30910587310791016,0.18741334974765778,0.25159695744514465,0.31091248989105225
which,0.5261979103088379,0.4460882246494293,0.5011631846427917,0.6521818041801453,0.1653934270143509,0.16294614970684052,0.56894451379776,0.30199134349823,0.39111801981925964,0.6521818041801453,0.16498084366321564,0.205417200922966,0.2510293126106262,0.252919465303421,0.25814583897590637
opened,0.14500318467617035,0.22553136944770813,0.16720551252365112,0.28544309735298157,0.07595886290073395,0.1428482085466385,0.20146222412586212,0.19406647980213165,0.08185227960348129,0.28544309735298157,0.17699413001537323,0.13093635439872742,0.11214470118284225,0.30685532093048096,0.1934700310230255
in,0.30808621644973755,0.4499994218349457,0.5696388483047485,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.23004686832427979,0.214483380317688,0.6662389636039734,0.21735817193984985,0.16279925405979156,0.19632737338542938,0.2622964382171631,0.20430970191955566
2008,-0.19703538715839386,-0.07722162455320358,-0.10678710788488388,-0.06530369818210602,-0.03907706215977669,0.04548105224967003,-0.08630643039941788,-0.0567556731402874,-0.1751817762851715,-0.06530369818210602,0.0015118005685508251,0.04827340319752693,0.04016728326678276,-0.06606601178646088,-0.09852470457553864
.,0.3567904531955719,0.32817673683166504,0.5352458953857422,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.2516246736049652,0.3022993505001068,0.5934505462646484,0.3065545856952667,0.24902014434337616,0.1937725841999054,0.2632806897163391,0.4130953550338745
