,what,field,of,computer,science,analyzes,all,possible,algorithms,in,aggregate,to,determine,the,resource,requirements,needed,to,solve,to,a,given,problem,?
amount,0.2602839767932892,0.1406850665807724,0.2541177570819855,0.2106724977493286,0.16077007353305817,0.31993427872657776,0.3066994845867157,0.27238085865974426,0.21352195739746094,0.2569429874420166,0.24566581845283508,0.309798926115036,0.3522385060787201,0.3336862325668335,0.2575671076774597,0.36209484934806824,0.4224506616592407,0.309798926115036,0.19891291856765747,0.309798926115036,0.3439450263977051,0.3086276650428772,0.300331175327301,0.17984020709991455
of,0.33290785551071167,0.20410659909248352,1.0,0.18559479713439941,0.2616958022117615,0.261247456073761,0.42798417806625366,0.3314395844936371,0.22317801415920258,0.5696388483047485,0.22980687022209167,0.41548454761505127,0.3512130081653595,0.733189046382904,0.23272927105426788,0.2509140372276306,0.27215874195098877,0.41548454761505127,0.15426263213157654,0.41548454761505127,0.5052502155303955,0.39388060569763184,0.20464475452899933,0.1826142966747284
resources,0.24701403081417084,0.22534562647342682,0.2746381163597107,0.26444241404533386,0.2986559569835663,0.3618738353252411,0.2702365815639496,0.2869238555431366,0.2908180058002472,0.2161814570426941,0.28587302565574646,0.3263809382915497,0.2277258187532425,0.25734785199165344,0.8632234334945679,0.3738918900489807,0.27565595507621765,0.3263809382915497,0.3219124972820282,0.3263809382915497,0.19164273142814636,0.1699400246143341,0.3006785213947296,0.26047492027282715
needed,0.3631289601325989,0.2076314091682434,0.27215874195098877,0.21642813086509705,0.18893304467201233,0.27686119079589844,0.3570329546928406,0.5032283663749695,0.26116320490837097,0.21117523312568665,0.19297578930854797,0.45002421736717224,0.3604695200920105,0.3064746856689453,0.25121885538101196,0.5111336708068848,1.0,0.45002421736717224,0.31825849413871765,0.45002421736717224,0.2915569543838501,0.36217981576919556,0.4827359914779663,0.2863257825374603
by,0.2455483376979828,0.18480901420116425,0.3646814823150635,0.20605696737766266,0.20686732232570648,0.2484796643257141,0.2944089472293854,0.19730381667613983,0.17146363854408264,0.370934396982193,0.17760638892650604,0.33534231781959534,0.25706249475479126,0.4408751428127289,0.198492169380188,0.1468922197818756,0.24527448415756226,0.33534231781959534,0.17813259363174438,0.33534231781959534,0.32094135880470276,0.25286126136779785,0.2011435180902481,0.17966607213020325
a,0.3320399522781372,0.2030690312385559,0.5052502155303955,0.2548043727874756,0.2378881424665451,0.2868961691856384,0.2696802616119385,0.3421713411808014,0.21237695217132568,0.539380669593811,0.1707366406917572,0.45503583550453186,0.3650607168674469,0.5829201340675354,0.2206394225358963,0.24776260554790497,0.2915569543838501,0.45503583550453186,0.1866181194782257,0.45503583550453186,1.0,0.3335871398448944,0.2605542540550232,0.23916715383529663
particular,0.4548671245574951,0.26671674847602844,0.3490585684776306,0.2329973429441452,0.23616042733192444,0.35415399074554443,0.3897797763347626,0.3963000178337097,0.2708691656589508,0.3090636432170868,0.2173139601945877,0.40318208932876587,0.46024423837661743,0.4066357910633087,0.2655245363712311,0.3711697459220886,0.414616197347641,0.40318208932876587,0.27775171399116516,0.40318208932876587,0.439316987991333,0.2921653389930725,0.3296976685523987,0.2741454839706421
algorithm,0.2700590193271637,0.12489627301692963,0.17516344785690308,0.4789038300514221,0.2806987762451172,0.35423895716667175,0.15509773790836334,0.3487483561038971,0.9430480003356934,0.1526014357805252,0.14169472455978394,0.20727625489234924,0.32611438632011414,0.15884782373905182,0.2523811459541321,0.2827121317386627,0.25293710827827454,0.20727625489234924,0.463092565536499,0.20727625489234924,0.20294487476348877,0.19242917001247406,0.39858657121658325,0.21180397272109985
to,0.455847829580307,0.2647967040538788,0.41548454761505127,0.2594811022281647,0.2226530760526657,0.26241451501846313,0.42520734667778015,0.4506641626358032,0.2158832848072052,0.45010748505592346,0.20413537323474884,1.0,0.4076496958732605,0.535392165184021,0.28694528341293335,0.33546167612075806,0.45002421736717224,1.0,0.2640334367752075,1.0,0.45503583550453186,0.3428947925567627,0.2502208352088928,0.29463258385658264
solve,0.3072938323020935,0.14203421771526337,0.15426263213157654,0.3269096612930298,0.27880680561065674,0.34791016578674316,0.275322288274765,0.35693779587745667,0.49159330129623413,0.14587397873401642,0.1378682255744934,0.2640334367752075,0.3185320496559143,0.16557666659355164,0.27853310108184814,0.2258598655462265,0.31825849413871765,0.2640334367752075,1.0000001192092896,0.2640334367752075,0.1866181194782257,0.19582529366016388,0.5774925351142883,0.27457404136657715
a,0.3320399522781372,0.2030690312385559,0.5052502155303955,0.2548043727874756,0.2378881424665451,0.2868961691856384,0.2696802616119385,0.3421713411808014,0.21237695217132568,0.539380669593811,0.1707366406917572,0.45503583550453186,0.3650607168674469,0.5829201340675354,0.2206394225358963,0.24776260554790497,0.2915569543838501,0.45503583550453186,0.1866181194782257,0.45503583550453186,1.0,0.3335871398448944,0.2605542540550232,0.23916715383529663
problem,0.42183366417884827,0.15637436509132385,0.20464475452899933,0.3380638659000397,0.23451323807239532,0.3065125048160553,0.2699645459651947,0.4671361446380615,0.40899839997291565,0.16969570517539978,0.19132281839847565,0.2502208352088928,0.3124607503414154,0.24928659200668335,0.2914622724056244,0.3657159209251404,0.4827359914779663,0.2502208352088928,0.5774925351142883,0.2502208352088928,0.2605542540550232,0.2566664516925812,1.0,0.3762950301170349
",",0.3087472915649414,0.27645614743232727,0.4946078956127167,0.24379804730415344,0.2623405158519745,0.1698685586452484,0.425624817609787,0.3032452464103699,0.22988320887088776,0.5201468467712402,0.21302850544452667,0.44245919585227966,0.2144405096769333,0.4933079481124878,0.2016548067331314,0.29181739687919617,0.29017356038093567,0.44245919585227966,0.24415066838264465,0.44245919585227966,0.427140474319458,0.2843315005302429,0.23938199877738953,0.31091248989105225
whereas,0.32338035106658936,0.16104038059711456,0.34012725949287415,0.16841574013233185,0.15457303822040558,0.21738392114639282,0.336187481880188,0.3140311539173126,0.21294677257537842,0.27898839116096497,0.287693053483963,0.33097705245018005,0.2784160375595093,0.3696324825286865,0.2671375870704651,0.30608224868774414,0.26955386996269226,0.33097705245018005,0.25659048557281494,0.33097705245018005,0.27881526947021484,0.21509113907814026,0.29072263836860657,0.1950923502445221
the,0.42745697498321533,0.2105809599161148,0.733189046382904,0.19781450927257538,0.24037593603134155,0.25657835602760315,0.4860881567001343,0.32701125741004944,0.167828768491745,0.6662389636039734,0.23144890367984772,0.535392165184021,0.40889066457748413,1.0,0.2305259257555008,0.26905253529548645,0.3064746856689453,0.535392165184021,0.16557666659355164,0.535392165184021,0.5829201340675354,0.37508252263069153,0.24928659200668335,0.22068053483963013
latter,0.25606152415275574,0.17448651790618896,0.34553682804107666,0.12169808894395828,0.14874552190303802,0.1521802395582199,0.27334660291671753,0.2401864230632782,0.16422046720981598,0.27519580721855164,0.2167857140302658,0.283441424369812,0.2456873059272766,0.37523433566093445,0.1319921761751175,0.1691305786371231,0.24707600474357605,0.283441424369812,0.1336052268743515,0.283441424369812,0.2740139961242676,0.21713019907474518,0.171460822224617,0.12733961641788483
asks,0.36185693740844727,0.09238387644290924,0.22634769976139069,0.21929456293582916,0.1550646424293518,0.239942729473114,0.23426757752895355,0.17515403032302856,0.1925761103630066,0.1499025821685791,0.11124591529369354,0.34314656257629395,0.2665157914161682,0.25574448704719543,0.12252435833215714,0.2096378058195114,0.2057778686285019,0.34314656257629395,0.3226088285446167,0.34314656257629395,0.2615271806716919,0.3285931348800659,0.2537350058555603,0.29930803179740906
a,0.3320399522781372,0.2030690312385559,0.5052502155303955,0.2548043727874756,0.2378881424665451,0.2868961691856384,0.2696802616119385,0.3421713411808014,0.21237695217132568,0.539380669593811,0.1707366406917572,0.45503583550453186,0.3650607168674469,0.5829201340675354,0.2206394225358963,0.24776260554790497,0.2915569543838501,0.45503583550453186,0.1866181194782257,0.45503583550453186,1.0,0.3335871398448944,0.2605542540550232,0.23916715383529663
more,0.3484537899494171,0.19695638120174408,0.30478984117507935,0.2225397229194641,0.1942436248064041,0.23158885538578033,0.39087146520614624,0.38427436351776123,0.2581229507923126,0.32563260197639465,0.2420569658279419,0.47084665298461914,0.3025284707546234,0.39758381247520447,0.27620384097099304,0.3260776400566101,0.43749386072158813,0.47084665298461914,0.24898089468479156,0.47084665298461914,0.3452818691730499,0.26218181848526,0.3073251247406006,0.27894994616508484
general,0.24928055703639984,0.23673586547374725,0.28352999687194824,0.13416600227355957,0.22300849854946136,0.14376968145370483,0.24806559085845947,0.13814117014408112,0.25513726472854614,0.259066641330719,0.07701022177934647,0.24755197763442993,0.1912352740764618,0.28634732961654663,0.16328483819961548,0.20822466909885406,0.20349952578544617,0.24755197763442993,0.16257189214229584,0.24755197763442993,0.2157215178012848,0.2129233032464981,0.21629959344863892,0.1972234547138214
question,0.5285786390304565,0.15776723623275757,0.2222393900156021,0.3001852333545685,0.25013259053230286,0.3090878427028656,0.28114813566207886,0.3514975607395172,0.31181490421295166,0.207119882106781,0.1228349581360817,0.33945542573928833,0.46174755692481995,0.28031662106513977,0.2796419560909271,0.3601069748401642,0.36476776003837585,0.33945542573928833,0.34693652391433716,0.33945542573928833,0.3184618055820465,0.32980021834373474,0.5284451246261597,0.48000848293304443
about,0.47976887226104736,0.12735049426555634,0.40939709544181824,0.18380668759346008,0.2836332619190216,0.21330265700817108,0.2926684319972992,0.2700214385986328,0.15694019198417664,0.39797019958496094,0.15637655556201935,0.391953706741333,0.22952327132225037,0.37995871901512146,0.1856546700000763,0.22024139761924744,0.28187432885169983,0.391953706741333,0.235148623585701,0.391953706741333,0.34171196818351746,0.2077912986278534,0.30414533615112305,0.302409827709198
all,0.41981086134910583,0.2002391666173935,0.42798417806625366,0.18281975388526917,0.1796533465385437,0.20610035955905914,1.0000001192092896,0.34900954365730286,0.19908522069454193,0.3335905969142914,0.2851395606994629,0.42520734667778015,0.31951019167900085,0.4860881567001343,0.19805403053760529,0.4432704448699951,0.3570329546928406,0.42520734667778015,0.275322288274765,0.42520734667778015,0.2696802616119385,0.2496354579925537,0.2699645459651947,0.29575422406196594
possible,0.3281886577606201,0.19817374646663666,0.3314395844936371,0.2924647331237793,0.14626172184944153,0.3262845277786255,0.34900954365730286,1.0,0.3520033061504364,0.2287878543138504,0.23353004455566406,0.4506641626358032,0.3981280028820038,0.32701125741004944,0.271933376789093,0.3531074523925781,0.5032283663749695,0.4506641626358032,0.35693779587745667,0.4506641626358032,0.3421713411808014,0.2983192801475525,0.4671361446380615,0.3059970438480377
algorithms,0.25635042786598206,0.15343403816223145,0.22317801415920258,0.5081132054328918,0.3461097776889801,0.43914034962654114,0.19908522069454193,0.3520033061504364,0.9999999403953552,0.19189399480819702,0.17441673576831818,0.2158832848072052,0.31784796714782715,0.167828768491745,0.2866232097148895,0.3044353127479553,0.26116320490837097,0.2158832848072052,0.49159330129623413,0.2158832848072052,0.21237695217132568,0.1979406177997589,0.40899839997291565,0.186949223279953
that,0.6297725439071655,0.2216513603925705,0.41498205065727234,0.2798757553100586,0.2881232798099518,0.3105841875076294,0.53305584192276,0.42499589920043945,0.2668388783931732,0.435920387506485,0.23019985854625702,0.5436353087425232,0.41576048731803894,0.5473989248275757,0.23472116887569427,0.40566104650497437,0.45214173197746277,0.5436353087425232,0.31365567445755005,0.5436353087425232,0.47537946701049805,0.3486595153808594,0.4416671693325043,0.32716336846351624
could,0.4188697934150696,0.16404791176319122,0.29043012857437134,0.2531432807445526,0.15381944179534912,0.2198602706193924,0.4014686942100525,0.5036788582801819,0.20956507325172424,0.29357993602752686,0.17377033829689026,0.5461788773536682,0.3502122759819031,0.35393214225769043,0.27685320377349854,0.36355093121528625,0.5366731286048889,0.5461788773536682,0.24946127831935883,0.5461788773536682,0.3736826181411743,0.23634858429431915,0.3574857711791992,0.3411986827850342
be,0.3929833769798279,0.21388062834739685,0.33904364705085754,0.25427141785621643,0.18448032438755035,0.24322868883609772,0.42151448130607605,0.43379613757133484,0.26521363854408264,0.3481820821762085,0.22333894670009613,0.4972836375236511,0.43451228737831116,0.4248143136501312,0.3006899058818817,0.38826778531074524,0.44150373339653015,0.4972836375236511,0.3135510981082916,0.4972836375236511,0.39883795380592346,0.2965909540653229,0.347878634929657,0.3324260413646698
used,0.27546408772468567,0.19765689969062805,0.3075267970561981,0.24411344528198242,0.1736704409122467,0.3653748035430908,0.2536942958831787,0.4361850917339325,0.28042757511138916,0.3090210556983948,0.1774328202009201,0.40058770775794983,0.31329089403152466,0.3718377649784088,0.2709944248199463,0.28257596492767334,0.4799882769584656,0.40058770775794983,0.24460241198539734,0.40058770775794983,0.3864384889602661,0.3641626238822937,0.3019697070121765,0.22430120408535004
to,0.455847829580307,0.2647967040538788,0.41548454761505127,0.2594811022281647,0.2226530760526657,0.26241451501846313,0.42520734667778015,0.4506641626358032,0.2158832848072052,0.45010748505592346,0.20413537323474884,1.0,0.4076496958732605,0.535392165184021,0.28694528341293335,0.33546167612075806,0.45002421736717224,1.0,0.2640334367752075,1.0,0.45503583550453186,0.3428947925567627,0.2502208352088928,0.29463258385658264
solve,0.3072938323020935,0.14203421771526337,0.15426263213157654,0.3269096612930298,0.27880680561065674,0.34791016578674316,0.275322288274765,0.35693779587745667,0.49159330129623413,0.14587397873401642,0.1378682255744934,0.2640334367752075,0.3185320496559143,0.16557666659355164,0.27853310108184814,0.2258598655462265,0.31825849413871765,0.2640334367752075,1.0000001192092896,0.2640334367752075,0.1866181194782257,0.19582529366016388,0.5774925351142883,0.27457404136657715
the,0.42745697498321533,0.2105809599161148,0.733189046382904,0.19781450927257538,0.24037593603134155,0.25657835602760315,0.4860881567001343,0.32701125741004944,0.167828768491745,0.6662389636039734,0.23144890367984772,0.535392165184021,0.40889066457748413,1.0,0.2305259257555008,0.26905253529548645,0.3064746856689453,0.535392165184021,0.16557666659355164,0.535392165184021,0.5829201340675354,0.37508252263069153,0.24928659200668335,0.22068053483963013
same,0.3764382302761078,0.20379719138145447,0.3808329105377197,0.2861233353614807,0.1993604302406311,0.2506504952907562,0.4259514808654785,0.3837863504886627,0.27486008405685425,0.3692481815814972,0.2681211829185486,0.3205692768096924,0.3777610957622528,0.4583131968975067,0.15690238773822784,0.2751089036464691,0.3101961016654968,0.3205692768096924,0.2071390599012375,0.3205692768096924,0.4048157036304474,0.3457770347595215,0.2894531488418579,0.22649677097797394
problem,0.42183366417884827,0.15637436509132385,0.20464475452899933,0.3380638659000397,0.23451323807239532,0.3065125048160553,0.2699645459651947,0.4671361446380615,0.40899839997291565,0.16969570517539978,0.19132281839847565,0.2502208352088928,0.3124607503414154,0.24928659200668335,0.2914622724056244,0.3657159209251404,0.4827359914779663,0.2502208352088928,0.5774925351142883,0.2502208352088928,0.2605542540550232,0.2566664516925812,1.0,0.3762950301170349
.,0.3567904531955719,0.23224417865276337,0.5352458953857422,0.22837716341018677,0.21781636774539948,0.18591642379760742,0.43406882882118225,0.2935521602630615,0.1675408035516739,0.5591574311256409,0.2674093246459961,0.4645031690597534,0.323413223028183,0.5934505462646484,0.2455640733242035,0.25201094150543213,0.31272366642951965,0.4645031690597534,0.2293975055217743,0.4645031690597534,0.50484299659729,0.3169408142566681,0.22562150657176971,0.4130953550338745
