,when,was,the,heatwave,in,which,hopetoun,recorded,its,highest,temperature,?
119.8,0.023688213899731636,0.13100482523441315,-0.020336255431175232,0.031569212675094604,0.07107728719711304,0.045682162046432495,0.06989822536706924,0.0863526239991188,0.025278881192207336,-0.07734787464141846,-0.011453205719590187,-0.045798592269420624
°f,0.19734060764312744,0.1452983021736145,0.22598426043987274,0.40391287207603455,0.23065856099128723,0.18262244760990143,0.24411052465438843,0.29484066367149353,0.20215073227882385,0.30840063095092773,0.7363657355308533,0.19986218214035034
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.20774157345294952,0.3326910734176636,0.2758678197860718,0.2598103880882263,0.18814605474472046,0.20629894733428955,0.20505082607269287,0.2232651710510254,0.42300865054130554
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.2871387004852295,0.45514053106307983,0.2830964922904968,0.43723899126052856,0.328198105096817,0.3518870174884796,0.23145779967308044,0.18288718163967133,0.18412111699581146
recorded,0.19460174441337585,0.328198105096817,0.2759207487106323,0.34247344732284546,0.27585887908935547,0.22201813757419586,0.2912745773792267,0.9999998807907104,0.1713537871837616,0.3071483373641968,0.2721431851387024,0.19213420152664185
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.3001149594783783,1.0,0.4840516746044159,0.3250768482685089,0.27585887908935547,0.3793783485889435,0.3400614559650421,0.269207626581192,0.20430970191955566
hopetoun,0.31915244460105896,0.43723899126052856,0.35587766766548157,0.2432759702205658,0.3250768482685089,0.2403484731912613,0.9999998807907104,0.2912745773792267,0.21335536241531372,0.2741849720478058,0.2444978803396225,0.18857823312282562
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.3635169565677643,0.46853652596473694,0.4245251417160034,0.3140849769115448,0.26053643226623535,0.34331920742988586,0.21068012714385986,0.2164885550737381,0.2714994251728058
7,-0.21990855038166046,0.002381215337663889,-0.1142377033829689,-0.21161167323589325,-0.02604081481695175,-0.21589960157871246,0.014233749359846115,-0.13122045993804932,-0.0638890340924263,-0.06156591325998306,-0.22603704035282135,-0.15092156827449799
february,0.2621206045150757,0.446986585855484,0.26483774185180664,0.19952823221683502,0.2990526556968689,0.13884375989437103,0.359934002161026,0.1653897762298584,0.1377166360616684,0.1407880336046219,0.12766943871974945,0.29594847559928894
2009,-0.2985190749168396,-0.17510849237442017,-0.23935742676258087,-0.09159879386425018,-0.28531888127326965,-0.23722223937511444,-0.21131660044193268,0.04145348444581032,-0.21331872045993805,-0.16200579702854156,-0.23207242786884308,-0.2287932187318802
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.31219831109046936,0.5201468467712402,0.3658004403114319,0.3942144811153412,0.2596049904823303,0.33157986402511597,0.22094981372356415,0.2439086139202118,0.31091248989105225
during,0.46721696853637695,0.4470829963684082,0.4838213622570038,0.3220679461956024,0.4627237319946289,0.3590145409107208,0.2959628999233246,0.2836875021457672,0.23688937723636627,0.26514118909835815,0.24492236971855164,0.1325719803571701
the,0.5091903209686279,0.48711544275283813,1.0,0.3181794583797455,0.6662389636039734,0.6521818041801453,0.35587766766548157,0.2759207487106323,0.559237003326416,0.36945265531539917,0.27585095167160034,0.22068053483963013
2009,-0.2985190749168396,-0.17510849237442017,-0.23935742676258087,-0.09159879386425018,-0.28531888127326965,-0.23722223937511444,-0.21131660044193268,0.04145348444581032,-0.21331872045993805,-0.16200579702854156,-0.23207242786884308,-0.2287932187318802
southeastern,0.2233302891254425,0.2476685643196106,0.37968114018440247,0.28055205941200256,0.3610875606536865,0.292920857667923,0.22425054013729095,0.22118203341960907,0.3612254858016968,0.29809147119522095,0.15617799758911133,0.1729537695646286
australia,0.1958855390548706,0.2358046919107437,0.26828548312187195,0.29364100098609924,0.2697675824165344,0.24094043672084808,0.406076043844223,0.15825560688972473,0.17897310853004456,0.24044327437877655,0.13394048810005188,0.15702682733535767
heat,0.28053173422813416,0.17687295377254486,0.2556036710739136,0.6115576028823853,0.20852652192115784,0.28304964303970337,0.20705662667751312,0.14879271388053894,0.19107280671596527,0.17214520275592804,0.5126028060913086,0.16343188285827637
wave,0.20999440550804138,0.16078074276447296,0.23117129504680634,0.6179778575897217,0.21569965779781342,0.2770341634750366,0.10899122804403305,0.21725501120090485,0.17744536697864532,0.13466443121433258,0.2686850428581238,0.19408074021339417
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.3197753429412842,0.5591574311256409,0.45942068099975586,0.3680678904056549,0.21476124227046967,0.3566088080406189,0.2254713773727417,0.2795942425727844,0.4130953550338745
