,if,there,is,a,conflict,between,eu,law,and,national,law,",",which,law,take,precedence,?
view,0.15430088341236115,0.1596839874982834,0.2251286506652832,0.22168859839439392,0.24342377483844757,0.2240854948759079,0.1172349601984024,0.14848703145980835,0.19056165218353271,0.10334717482328415,0.14848703145980835,0.216712087392807,0.24135445058345795,0.14848703145980835,0.1908978521823883,0.13411492109298706,0.17672975361347198
is,0.30927813053131104,0.3904260993003845,1.0,0.658733606338501,0.18503378331661224,0.26809602975845337,0.12234814465045929,0.18597714602947235,0.3859752118587494,0.23413582146167755,0.18597714602947235,0.4691906273365021,0.4457404911518097,0.18597714602947235,0.22669753432273865,0.18953220546245575,0.22961433231830597
that,0.5634250640869141,0.6006520986557007,0.3995479643344879,0.47537946701049805,0.31279775500297546,0.299440860748291,0.10275088250637054,0.23277728259563446,0.4731321930885315,0.20268747210502625,0.23277728259563446,0.4137537479400635,0.6894589066505432,0.23277728259563446,0.3651382029056549,0.2532109320163727,0.32716336846351624
if,1.0,0.37692952156066895,0.30927813053131104,0.41272827982902527,0.2307317852973938,0.21807901561260223,0.17847009003162384,0.19418910145759583,0.3498523235321045,0.12395558506250381,0.19418910145759583,0.257730096578598,0.46344661712646484,0.19418910145759583,0.34231019020080566,0.27498671412467957,0.4441644251346588
eu,0.17847009003162384,0.0963774099946022,0.12234814465045929,0.13932566344738007,0.09882605075836182,0.05539250373840332,0.9999998807907104,0.20359504222869873,0.16977795958518982,0.17586670815944672,0.20359504222869873,0.1565755307674408,0.15620915591716766,0.20359504222869873,0.13170525431632996,0.16525940597057343,0.21586786210536957
law,0.19418910145759583,0.15803654491901398,0.18597714602947235,0.2212858349084854,0.3049761950969696,0.15484747290611267,0.20359504222869873,1.0000001192092896,0.254730761051178,0.15905754268169403,1.0000001192092896,0.24953721463680267,0.20205146074295044,1.0000001192092896,0.2008979618549347,0.36121025681495667,0.1528988480567932
conflicts,0.2574312686920166,0.30044734477996826,0.12002793699502945,0.15602266788482666,0.8596183657646179,0.3385702669620514,0.13444174826145172,0.24503163993358612,0.24633529782295227,0.10879329591989517,0.24503163993358612,0.2374887764453888,0.26480716466903687,0.24503163993358612,0.23673106729984283,0.35865265130996704,0.30421143770217896
with,0.34021785855293274,0.37390366196632385,0.3250955045223236,0.3783375024795532,0.24287909269332886,0.3829993009567261,0.20157751441001892,0.12950056791305542,0.5477725267410278,0.15206176042556763,0.12950056791305542,0.4120737314224243,0.46403205394744873,0.12950056791305542,0.21222369372844696,0.11267222464084625,0.2433311939239502
a,0.41272827982902527,0.4214206337928772,0.658733606338501,1.0,0.2236446589231491,0.29385313391685486,0.13932566344738007,0.2212858349084854,0.3739250600337982,0.27889734506607056,0.2212858349084854,0.427140474319458,0.56894451379776,0.2212858349084854,0.2789212465286255,0.22931219637393951,0.23916715383529663
provision,0.28685638308525085,0.1610608845949173,0.18396711349487305,0.24391557276248932,0.27415817975997925,0.16554106771945953,0.2769987881183624,0.32879722118377686,0.2544224262237549,0.2129449099302292,0.32879722118377686,0.2357124239206314,0.2944400906562805,0.32879722118377686,0.22965599596500397,0.3528314232826233,0.19758205115795135
of,0.2557544410228729,0.44397735595703125,0.4854315221309662,0.5052502155303955,0.2620731294155121,0.3737983703613281,0.1579294353723526,0.2816956341266632,0.5116966962814331,0.3314673602581024,0.2816956341266632,0.4946078956127167,0.5011631846427917,0.2816956341266632,0.29282352328300476,0.3150084316730499,0.1826142966747284
national,0.12395558506250381,0.18458983302116394,0.23413582146167755,0.27889734506607056,0.1290086805820465,0.17219378054141998,0.17586670815944672,0.15905754268169403,0.2608908712863922,1.0000001192092896,0.15905754268169403,0.23933029174804688,0.28337109088897705,0.15905754268169403,0.09193159639835358,0.15243007242679596,0.15643028914928436
law,0.19418910145759583,0.15803654491901398,0.18597714602947235,0.2212858349084854,0.3049761950969696,0.15484747290611267,0.20359504222869873,1.0000001192092896,0.254730761051178,0.15905754268169403,1.0000001192092896,0.24953721463680267,0.20205146074295044,1.0000001192092896,0.2008979618549347,0.36121025681495667,0.1528988480567932
",",0.257730096578598,0.4587128460407257,0.4691906273365021,0.427140474319458,0.24715133011341095,0.27714940905570984,0.1565755307674408,0.24953721463680267,0.6633074283599854,0.23933029174804688,0.24953721463680267,1.0000001192092896,0.3658004403114319,0.24953721463680267,0.2881867289543152,0.243845134973526,0.31091248989105225
then,0.5936081409454346,0.3254609704017639,0.24618037045001984,0.3970017731189728,0.18980377912521362,0.24181056022644043,0.05471714586019516,0.20257191359996796,0.4372139573097229,0.12905478477478027,0.20257191359996796,0.36768391728401184,0.4444481134414673,0.20257191359996796,0.352865070104599,0.14574792981147766,0.2884598970413208
eu,0.17847009003162384,0.0963774099946022,0.12234814465045929,0.13932566344738007,0.09882605075836182,0.05539250373840332,0.9999998807907104,0.20359504222869873,0.16977795958518982,0.17586670815944672,0.20359504222869873,0.1565755307674408,0.15620915591716766,0.20359504222869873,0.13170525431632996,0.16525940597057343,0.21586786210536957
law,0.19418910145759583,0.15803654491901398,0.18597714602947235,0.2212858349084854,0.3049761950969696,0.15484747290611267,0.20359504222869873,1.0000001192092896,0.254730761051178,0.15905754268169403,1.0000001192092896,0.24953721463680267,0.20205146074295044,1.0000001192092896,0.2008979618549347,0.36121025681495667,0.1528988480567932
has,0.2886769473552704,0.42909398674964905,0.5668748617172241,0.4670248031616211,0.21643291413784027,0.2653839886188507,0.13703566789627075,0.15925909578800201,0.43716782331466675,0.2672328054904938,0.15925909578800201,0.3734780251979828,0.4350704550743103,0.15925909578800201,0.2124529778957367,0.17038263380527496,0.15994466841220856
primacy,0.16439154744148254,0.19973622262477875,0.21327011287212372,0.21344128251075745,0.3620751202106476,0.2450929433107376,0.17011088132858276,0.24467529356479645,0.25679704546928406,0.14680145680904388,0.24467529356479645,0.2398131787776947,0.29764893651008606,0.24467529356479645,0.16254077851772308,0.35860252380371094,0.138555109500885
.,0.421799898147583,0.43897318840026855,0.4569662809371948,0.50484299659729,0.2486632764339447,0.30295518040657043,0.1552242487668991,0.24482665956020355,0.588965117931366,0.29436907172203064,0.24482665956020355,0.6812511086463928,0.45942068099975586,0.24482665956020355,0.3045158088207245,0.18669074773788452,0.4130953550338745
