,what,position,did,tesla,hold,in,the,american,institute,of,electrical,engineers,?
of,0.33290785551071167,0.23636478185653687,0.2513895630836487,0.18837453424930573,0.2465030699968338,0.5696388483047485,0.733189046382904,0.22180068492889404,0.2977932393550873,1.0,0.23057208955287933,0.189129039645195,0.1826142966747284
electrical,0.19961315393447876,0.17144669592380524,0.12294142693281174,0.45727142691612244,0.21540769934654236,0.2146623730659485,0.2523402273654938,0.1456407755613327,0.19961734116077423,0.23057208955287933,1.0000001192092896,0.4138019382953644,0.10923371464014053
engineers,0.259060800075531,0.1607753336429596,0.24937547743320465,0.3254041373729706,0.221852645277977,0.20390598475933075,0.25282254815101624,0.21152135729789734,0.35184910893440247,0.189129039645195,0.4138019382953644,1.0,0.18139411509037018
",",0.3087472915649414,0.1771278828382492,0.3015086054801941,0.20599327981472015,0.2803111970424652,0.5201468467712402,0.4933079481124878,0.3048616647720337,0.25896888971328735,0.4946078956127167,0.24516360461711884,0.20086117088794708,0.31091248989105225
the,0.42745697498321533,0.3183514177799225,0.34736719727516174,0.1324402391910553,0.3067915439605713,0.6662389636039734,1.0,0.24562937021255493,0.24399729073047638,0.733189046382904,0.2523402273654938,0.25282254815101624,0.22068053483963013
forerunner,0.16314412653446198,0.23177900910377502,0.18520309031009674,0.2702838182449341,0.14071236550807953,0.24614785611629486,0.2814067304134369,0.233587846159935,0.31698378920555115,0.23956505954265594,0.2807043790817261,0.24821928143501282,0.11524749547243118
(,0.2411840260028839,0.2345474362373352,0.18979617953300476,0.2156914919614792,0.14320339262485504,0.3087427020072937,0.33289089798927307,0.3044136166572571,0.17226308584213257,0.35032153129577637,0.21043901145458221,0.11962000280618668,0.40561532974243164
along,0.22421957552433014,0.10419607907533646,0.18832118809223175,0.1016557365655899,0.14848466217517853,0.3603311777114868,0.39495137333869934,0.16784822940826416,0.12541787326335907,0.34889817237854004,0.205083429813385,0.19066041707992554,0.17134909331798553
with,0.2464839518070221,0.16771268844604492,0.25472134351730347,0.16424812376499176,0.22930166125297546,0.4080928862094879,0.4223487675189972,0.20245933532714844,0.11803092807531357,0.41827285289764404,0.1801341325044632,0.20687973499298096,0.2433311939239502
the,0.42745697498321533,0.3183514177799225,0.34736719727516174,0.1324402391910553,0.3067915439605713,0.6662389636039734,1.0,0.24562937021255493,0.24399729073047638,0.733189046382904,0.2523402273654938,0.25282254815101624,0.22068053483963013
institute,0.17608846724033356,0.15347301959991455,0.13879841566085815,0.15442416071891785,0.10095429420471191,0.2517135441303253,0.24399729073047638,0.24250324070453644,1.0,0.2977932393550873,0.19961734116077423,0.35184910893440247,0.115291528403759
of,0.33290785551071167,0.23636478185653687,0.2513895630836487,0.18837453424930573,0.2465030699968338,0.5696388483047485,0.733189046382904,0.22180068492889404,0.2977932393550873,1.0,0.23057208955287933,0.189129039645195,0.1826142966747284
radio,0.16863368451595306,0.13185536861419678,0.16486462950706482,0.2212681919336319,0.14672233164310455,0.22625693678855896,0.23511973023414612,0.23839303851127625,0.21091662347316742,0.16079017519950867,0.27583175897598267,0.19972290098667145,0.08763375133275986
engineers,0.259060800075531,0.1607753336429596,0.24937547743320465,0.3254041373729706,0.221852645277977,0.20390598475933075,0.25282254815101624,0.21152135729789734,0.35184910893440247,0.189129039645195,0.4138019382953644,1.0,0.18139411509037018
),0.26259949803352356,0.26386576890945435,0.18584993481636047,0.22692398726940155,0.16549283266067505,0.3326910734176636,0.3456730246543884,0.30758509039878845,0.18211983144283295,0.3680361211299896,0.21096712350845337,0.1315361112356186,0.42300865054130554
of,0.33290785551071167,0.23636478185653687,0.2513895630836487,0.18837453424930573,0.2465030699968338,0.5696388483047485,0.733189046382904,0.22180068492889404,0.2977932393550873,1.0,0.23057208955287933,0.189129039645195,0.1826142966747284
the,0.42745697498321533,0.3183514177799225,0.34736719727516174,0.1324402391910553,0.3067915439605713,0.6662389636039734,1.0,0.24562937021255493,0.24399729073047638,0.733189046382904,0.2523402273654938,0.25282254815101624,0.22068053483963013
modern-day,0.3245202898979187,0.1835675835609436,0.27556464076042175,0.2952616214752197,0.21927064657211304,0.32322806119918823,0.3206247389316559,0.2462172657251358,0.2607114613056183,0.27121108770370483,0.24140797555446625,0.2562360167503357,0.2257315069437027
ieee,0.14314574003219604,0.17824983596801758,0.056864287704229355,0.3623356223106384,0.1991555541753769,0.1104082316160202,0.1838465929031372,0.24350228905677795,0.3035942316055298,0.2129846066236496,0.37310829758644104,0.33787575364112854,0.16785793006420135
",",0.3087472915649414,0.1771278828382492,0.3015086054801941,0.20599327981472015,0.2803111970424652,0.5201468467712402,0.4933079481124878,0.3048616647720337,0.25896888971328735,0.4946078956127167,0.24516360461711884,0.20086117088794708,0.31091248989105225
from,0.2737620174884796,0.23697097599506378,0.20248863101005554,0.10324860364198685,0.23314259946346283,0.4274188280105591,0.40150508284568787,0.20110583305358887,0.23353208601474762,0.4249346852302551,0.19713543355464935,0.13923238217830658,0.19969791173934937
1892,-0.018924584612250328,0.06200017035007477,0.020185532048344612,-0.037353258579969406,0.14920459687709808,0.021538719534873962,0.1010928824543953,-0.025215793401002884,-0.04524126648902893,0.06631195545196533,0.04255233332514763,-0.017718076705932617,-0.03980826586484909
to,0.455847829580307,0.2374807894229889,0.4452643394470215,0.17548894882202148,0.3469145894050598,0.45010748505592346,0.535392165184021,0.16338081657886505,0.18375186622142792,0.41548454761505127,0.2649001479148865,0.2772461175918579,0.29463258385658264
1894,0.07307696342468262,0.19851116836071014,0.1413605660200119,0.026786774396896362,0.0610099658370018,0.14705732464790344,0.16498081386089325,0.023462921380996704,0.07986108213663101,0.21172243356704712,0.04779878631234169,-0.01414522621780634,0.1500938981771469
.,0.3567904531955719,0.24342353641986847,0.35288307070732117,0.17949827015399933,0.30296799540519714,0.5591574311256409,0.5934505462646484,0.29108086228370667,0.21288537979125977,0.5352458953857422,0.2174808531999588,0.14813724160194397,0.4130953550338745
