,how,much,did,tesla,weigh,?
almost,0.23828135430812836,0.348380982875824,0.29008886218070984,0.12138834595680237,0.20997239649295807,0.1372147500514984
no,0.2603875398635864,0.3037329912185669,0.23735837638378143,0.12855590879917145,0.2085265964269638,0.32165053486824036
weight,0.31575119495391846,0.243657186627388,0.15234823524951935,0.26736944913864136,0.6878871321678162,0.18111222982406616
variance,0.3455192744731903,0.2640588581562042,0.17006132006645203,0.3056569993495941,0.19368907809257507,0.22203101217746735
from,0.22939439117908478,0.24480824172496796,0.20248863101005554,0.10324860364198685,0.1376568078994751,0.19969791173934937
1888,0.1908363550901413,0.23168036341667175,0.08121363818645477,0.12613868713378906,0.30795153975486755,0.07625395059585571
to,0.44169697165489197,0.40610215067863464,0.4452643394470215,0.17548894882202148,0.2372981756925583,0.29463258385658264
about,0.44264400005340576,0.42681634426116943,0.28723078966140747,0.16756023466587067,0.3371635377407074,0.302409827709198
1926.:292,0.04490774869918823,0.08841024339199066,0.04017797112464905,0.13699762523174286,0.17560313642024994,0.1896710991859436
he,0.2594625651836395,0.21974919736385345,0.3292143940925598,0.12373391538858414,0.1166909709572792,0.2089974731206894
was,0.16678167879581451,0.2580166161060333,0.41399896144866943,0.16455206274986267,0.17012493312358856,0.18412111699581146
an,0.2520636022090912,0.2866077721118927,0.22598257660865784,0.13714656233787537,0.1967550367116928,0.19793890416622162
elegant,0.22177532315254211,0.30992984771728516,0.2340184450149536,0.1016157940030098,0.23815758526325226,0.13489606976509094
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.20599327981472015,0.21546107530593872,0.31091248989105225
stylish,0.20724256336688995,0.25245219469070435,0.19059625267982483,0.18597227334976196,0.2071761041879654,0.23916935920715332
figure,0.20188391208648682,0.2184155285358429,0.13151919841766357,0.1612440049648285,0.19965489208698273,0.21107101440429688
in,0.2601168751716614,0.2725222110748291,0.2593238651752472,0.17097744345664978,0.14941439032554626,0.20430970191955566
new,0.20832711458206177,0.21660366654396057,0.227974995970726,0.15999311208724976,0.13547222316265106,0.14782847464084625
york,0.19939486682415009,0.15520261228084564,0.16606222093105316,0.15629629790782928,0.15699368715286255,0.15262620151042938
city,0.12024712562561035,0.16522060334682465,0.12266099452972412,0.13220614194869995,0.1001814678311348,0.13423943519592285
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.20599327981472015,0.21546107530593872,0.31091248989105225
meticulous,0.3123682141304016,0.32819145917892456,0.23872576653957367,0.16345016658306122,0.34650200605392456,0.4134001135826111
in,0.2601168751716614,0.2725222110748291,0.2593238651752472,0.17097744345664978,0.14941439032554626,0.20430970191955566
his,0.24614305794239044,0.23178109526634216,0.3546801507472992,0.1580733060836792,0.10320693999528885,0.18075084686279297
grooming,0.24120359122753143,0.25016048550605774,0.1818551868200302,0.13040190935134888,0.31764426827430725,0.14101433753967285
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.20599327981472015,0.21546107530593872,0.31091248989105225
clothing,0.2216731458902359,0.23045168817043304,0.17378680408000946,0.118923619389534,0.17605049908161163,0.15363194048404694
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.20599327981472015,0.21546107530593872,0.31091248989105225
and,0.33647966384887695,0.38395699858665466,0.34479495882987976,0.19560420513153076,0.2325696498155594,0.20544172823429108
regimented,0.13484984636306763,0.19347156584262848,0.19072401523590088,0.13339175283908844,0.15831488370895386,0.1335892677307129
in,0.2601168751716614,0.2725222110748291,0.2593238651752472,0.17097744345664978,0.14941439032554626,0.20430970191955566
his,0.24614305794239044,0.23178109526634216,0.3546801507472992,0.1580733060836792,0.10320693999528885,0.18075084686279297
daily,0.19104498624801636,0.2432684451341629,0.14632445573806763,0.09677356481552124,0.1468580812215805,0.1472100466489792
activities,0.24978172779083252,0.23757196962833405,0.20119842886924744,0.13251632452011108,0.11352124810218811,0.11289679259061813
.,0.3287222981452942,0.3374604284763336,0.35288307070732117,0.17949827015399933,0.26236048340797424,0.4130953550338745
