,when,did,he,first,get,out,of,bed,following,the,accident,?
.,0.475719153881073,0.35288307070732117,0.38061028718948364,0.4345304071903229,0.39392393827438354,0.34234723448753357,0.5352458953857422,0.2169707864522934,0.30538758635520935,0.5934505462646484,0.22204282879829407,0.4130953550338745
,when,did,he,first,get,out,of,bed,following,the,accident,?
tesla,0.1504557579755783,0.09757418930530548,0.12373391538858414,0.17383763194084167,0.11516023427248001,0.2017683982849121,0.18837453424930573,0.05873274803161621,0.0097203329205513,0.1324402391910553,0.1518668681383133,0.10250775516033173
was,0.37326499819755554,0.41399896144866943,0.5410010814666748,0.5022147297859192,0.2066597044467926,0.28168347477912903,0.4069072902202606,0.14002253115177155,0.16493390500545502,0.48711544275283813,0.27127954363822937,0.18412111699581146
bedridden,0.31831473112106323,0.24595017731189728,0.3102736473083496,0.26037779450416565,0.3317963182926178,0.2988554537296295,0.28420937061309814,0.5325840711593628,0.23810602724552155,0.33332887291908264,0.283041775226593,0.27357012033462524
for,0.43402108550071716,0.318512886762619,0.4540175199508667,0.3800288736820221,0.342695415019989,0.3312093913555145,0.4185989499092102,0.1606244146823883,0.2965082824230194,0.4739971458911896,0.1685817986726761,0.264628142118454
some,0.386913925409317,0.42553430795669556,0.2902601659297943,0.30288341641426086,0.40573132038116455,0.4002910256385803,0.4300730526447296,0.2741406559944153,0.3153935372829437,0.4566698372364044,0.12087727338075638,0.2562315762042999
months,0.3821748197078705,0.29584890604019165,0.30243980884552,0.24026255309581757,0.33086591958999634,0.25957804918289185,0.22298860549926758,0.23550647497177124,0.2027018517255783,0.2680157423019409,0.21023963391780853,0.2804218530654907
and,0.4716290831565857,0.34479495882987976,0.45427167415618896,0.3167642652988434,0.37609121203422546,0.3881998062133789,0.5116966962814331,0.26532742381095886,0.2696467339992523,0.5171257257461548,0.17653004825115204,0.20544172823429108
was,0.37326499819755554,0.41399896144866943,0.5410010814666748,0.5022147297859192,0.2066597044467926,0.28168347477912903,0.4069072902202606,0.14002253115177155,0.16493390500545502,0.48711544275283813,0.27127954363822937,0.18412111699581146
unable,0.40951576828956604,0.3632684648036957,0.29292115569114685,0.27230003476142883,0.3176175355911255,0.3124849200248718,0.2372649908065796,0.22006472945213318,0.21868938207626343,0.29094135761260986,0.22351613640785217,0.1804998219013214
to,0.5423505902290344,0.4452643394470215,0.385390967130661,0.3792489171028137,0.4388369917869568,0.42386990785598755,0.41548454761505127,0.2060098946094513,0.31711265444755554,0.535392165184021,0.16931231319904327,0.29463258385658264
continue,0.3227532207965851,0.3829919993877411,0.24520494043827057,0.24500073492527008,0.35888946056365967,0.3088037669658661,0.19578875601291656,0.13775870203971863,0.24214541912078857,0.28966447710990906,0.11900398135185242,0.23903685808181763
feeding,0.27768635749816895,0.16285191476345062,0.12490744888782501,0.18090784549713135,0.24220415949821472,0.1825217455625534,0.2187827229499817,0.28348463773727417,0.12309405207633972,0.27616533637046814,0.16018648445606232,0.1769361048936844
pigeons,0.220460444688797,0.23060807585716248,0.19214417040348053,0.22319582104682922,0.1860988885164261,0.18956507742404938,0.20012632012367249,0.1567927747964859,0.1651865541934967,0.2509253919124603,0.1828557252883911,0.193196639418602
from,0.405669629573822,0.20248863101005554,0.3314535319805145,0.23348960280418396,0.3159880042076111,0.3196950852870941,0.4249346852302551,0.15236936509609222,0.2566845118999481,0.40150508284568787,0.2103971540927887,0.19969791173934937
his,0.37120407819747925,0.3546801507472992,0.7171558737754822,0.3241460621356964,0.24320417642593384,0.3022425174713135,0.38364991545677185,0.20073957741260529,0.2390999048948288,0.4394008219242096,0.2630104422569275,0.18075084686279297
window,0.2597951591014862,0.11744556576013565,0.18740011751651764,0.1737586259841919,0.2105870246887207,0.2802027761936188,0.17583231627941132,0.2425413429737091,0.17190708220005035,0.21158993244171143,0.16904905438423157,0.1323254108428955
;,0.022927695885300636,0.10727239400148392,0.05541064962744713,0.07760433852672577,-0.001343943877145648,-0.060155294835567474,0.054534342139959335,-0.0407182015478611,0.019849862903356552,0.09152708947658539,-0.03674071654677391,0.10349778085947037
soon,0.538250207901001,0.35734426975250244,0.412115216255188,0.3444809019565582,0.36424267292022705,0.3496735692024231,0.23495697975158691,0.243977352976799,0.2675265669822693,0.3431394100189209,0.23021653294563293,0.17460282146930695
",",0.36674630641937256,0.3015086054801941,0.40251094102859497,0.34503069519996643,0.2926318049430847,0.3161109685897827,0.4946078956127167,0.23451334238052368,0.27101513743400574,0.4933079481124878,0.24328306317329407,0.31091248989105225
they,0.5090266466140747,0.4879390597343445,0.4156855344772339,0.3431090712547302,0.4601719081401825,0.39875903725624084,0.3426007330417633,0.23554576933383942,0.2332618534564972,0.49925389885902405,0.16617169976234436,0.2753053903579712
failed,0.277310311794281,0.5037672519683838,0.2688421905040741,0.3100548982620239,0.3048665225505829,0.255183607339859,0.2114463746547699,0.0971858948469162,0.3061445653438568,0.32787200808525085,0.24634471535682678,0.16487033665180206
to,0.5423505902290344,0.4452643394470215,0.385390967130661,0.3792489171028137,0.4388369917869568,0.42386990785598755,0.41548454761505127,0.2060098946094513,0.31711265444755554,0.535392165184021,0.16931231319904327,0.29463258385658264
come,0.27422410249710083,0.28513962030410767,0.25002989172935486,0.1986355483531952,0.441020131111145,0.35886871814727783,0.3194141983985901,0.26925697922706604,0.17436909675598145,0.36020293831825256,0.08818262070417404,0.22318024933338165
.,0.475719153881073,0.35288307070732117,0.38061028718948364,0.4345304071903229,0.39392393827438354,0.34234723448753357,0.5352458953857422,0.2169707864522934,0.30538758635520935,0.5934505462646484,0.22204282879829407,0.4130953550338745
