,what,school,was,walter,camp,a,captain,for,the,football,team,?
in,0.30808621644973755,0.26157811284065247,0.45514053106307983,0.19440563023090363,0.22828038036823273,0.539380669593811,0.18942669034004211,0.4322226941585541,0.6662389636039734,0.2378888875246048,0.18841172754764557,0.20430970191955566
the,0.42745697498321533,0.22953221201896667,0.48711544275283813,0.16759788990020752,0.22520290315151215,0.5829201340675354,0.2267821580171585,0.4739971458911896,1.0,0.18794101476669312,0.22564226388931274,0.22068053483963013
sport,0.1305270493030548,0.15312936902046204,0.17809973657131195,0.15531261265277863,0.15826046466827393,0.2169417291879654,0.06458774954080582,0.260247141122818,0.15650692582130432,0.3748422861099243,0.4124530553817749,0.0972188338637352
",",0.3087472915649414,0.27141863107681274,0.45456063747406006,0.2061186581850052,0.27754369378089905,0.427140474319458,0.21827615797519684,0.4464869201183319,0.4933079481124878,0.25483596324920654,0.21287471055984497,0.31091248989105225
walter,0.11522015184164047,0.21681609749794006,0.2545633316040039,1.0000001192092896,0.22464127838611603,0.24479345977306366,0.20941077172756195,0.17418980598449707,0.16759788990020752,0.16205176711082458,0.20033298432826996,0.1297207623720169
camp,0.17394784092903137,0.27211272716522217,0.22106777131557465,0.22464127838611603,1.0,0.1808789074420929,0.14617349207401276,0.2207089215517044,0.22520290315151215,0.14729124307632446,0.1263207495212555,0.13359582424163818
(,0.2411840260028839,0.16600246727466583,0.2980341613292694,0.14880071580410004,0.16348060965538025,0.3206180930137634,0.1559961438179016,0.3357032239437103,0.33289089798927307,0.27633392810821533,0.1808312088251114,0.40561532974243164
former,0.13598288595676422,0.1826586127281189,0.2544213533401489,0.2575673758983612,0.1514967828989029,0.2562483549118042,0.1766272932291031,0.23718710243701935,0.2251449078321457,0.43345198035240173,0.28595009446144104,0.10570605844259262
captain,0.18077895045280457,0.1654835343360901,0.24411873519420624,0.20941077172756195,0.14617349207401276,0.17206890881061554,1.0000001192092896,0.19187527894973755,0.2267821580171585,0.22264036536216736,0.30357804894447327,0.12160754203796387
of,0.33290785551071167,0.2391800880432129,0.4069072902202606,0.16571573913097382,0.1889391541481018,0.5052502155303955,0.12030947953462601,0.4185989499092102,0.733189046382904,0.2184123694896698,0.20352502167224884,0.1826142966747284
the,0.42745697498321533,0.22953221201896667,0.48711544275283813,0.16759788990020752,0.22520290315151215,0.5829201340675354,0.2267821580171585,0.4739971458911896,1.0,0.18794101476669312,0.22564226388931274,0.22068053483963013
yale,0.1766820251941681,0.3895452618598938,0.20683710277080536,0.22494420409202576,0.17236673831939697,0.14818094670772552,0.15077455341815948,0.12627682089805603,0.20174992084503174,0.16984735429286957,0.13955140113830566,0.1444430649280548
football,0.21136903762817383,0.1489560902118683,0.23601193726062775,0.16205176711082458,0.14729124307632446,0.20103967189788818,0.22264036536216736,0.23134100437164307,0.18794101476669312,0.9999999403953552,0.5201307535171509,0.14957410097122192
team,0.17632107436656952,0.18304483592510223,0.13986483216285706,0.20033298432826996,0.1263207495212555,0.19125498831272125,0.30357804894447327,0.25615394115448,0.22564226388931274,0.5201307535171509,1.0,0.11243411153554916
),0.26259949803352356,0.18641386926174164,0.3267642855644226,0.1614108383655548,0.15799091756343842,0.3640355169773102,0.14417162537574768,0.3639558255672455,0.3456730246543884,0.28486716747283936,0.18319997191429138,0.42300865054130554
",",0.3087472915649414,0.27141863107681274,0.45456063747406006,0.2061186581850052,0.27754369378089905,0.427140474319458,0.21827615797519684,0.4464869201183319,0.4933079481124878,0.25483596324920654,0.21287471055984497,0.31091248989105225
suggested,0.30050885677337646,0.17896908521652222,0.30712512135505676,0.19788973033428192,0.15474064648151398,0.2665110230445862,0.09812407940626144,0.3348638117313385,0.28443726897239685,0.14624564349651337,0.12388374656438828,0.2549840807914734
widening,0.2990488111972809,0.1548418551683426,0.15109747648239136,0.007897543720901012,0.12358002364635468,0.31091228127479553,0.10579121112823486,0.32012489438056946,0.3781015872955322,0.1172117367386818,0.09111101925373077,0.15005940198898315
the,0.42745697498321533,0.22953221201896667,0.48711544275283813,0.16759788990020752,0.22520290315151215,0.5829201340675354,0.2267821580171585,0.4739971458911896,1.0,0.18794101476669312,0.22564226388931274,0.22068053483963013
field,0.1825202852487564,0.20471513271331787,0.15975919365882874,0.17696979641914368,0.1553536206483841,0.2030690312385559,0.17094509303569794,0.24342265725135803,0.2105809599161148,0.15228401124477386,0.23653793334960938,0.11279727518558502
to,0.455847829580307,0.24496325850486755,0.3636345863342285,0.15203003585338593,0.20847123861312866,0.45503583550453186,0.19193781912326813,0.4451248347759247,0.535392165184021,0.14816443622112274,0.23889471590518951,0.29463258385658264
open,0.2022915631532669,0.12978719174861908,0.13277080655097961,0.05299791321158409,0.12777571380138397,0.21603602170944214,0.14975358545780182,0.2403246909379959,0.2764171361923218,0.1234859749674797,0.10268574953079224,0.20715104043483734
up,0.28591108322143555,0.1878667175769806,0.24070115387439728,0.07327625900506973,0.2335418462753296,0.32523053884506226,0.11987181007862091,0.342966228723526,0.38423117995262146,0.1181429997086525,0.17525078356266022,0.1819818764925003
the,0.42745697498321533,0.22953221201896667,0.48711544275283813,0.16759788990020752,0.22520290315151215,0.5829201340675354,0.2267821580171585,0.4739971458911896,1.0,0.18794101476669312,0.22564226388931274,0.22068053483963013
game,0.2246788740158081,0.15790705382823944,0.2568269371986389,0.10045601427555084,0.16194693744182587,0.23211604356765747,0.26584941148757935,0.2608485519886017,0.285271555185318,0.2986574172973633,0.3462994396686554,0.1829071193933487
.,0.3567904531955719,0.24214158952236176,0.40146201848983765,0.20295998454093933,0.18944576382637024,0.50484299659729,0.27213189005851746,0.4726039469242096,0.5934505462646484,0.2514924108982086,0.26467522978782654,0.4130953550338745
