,which,british,sculptor,and,a,leading,member,of,the,new,sculpture,movement,is,represented,in,the,the,v,&,a,collection,?
and,0.506277859210968,0.325880765914917,0.1751534640789032,1.0,0.3739250600337982,0.34015700221061707,0.28606608510017395,0.5116966962814331,0.5171257257461548,0.31402453780174255,0.2538686692714691,0.2837696671485901,0.3859752118587494,0.2506123185157776,0.4954058527946472,0.5171257257461548,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2379438579082489,0.20544172823429108
whose,0.37205496430397034,0.174232617020607,0.1768161654472351,0.3339773118495941,0.3225097060203552,0.22080981731414795,0.22956198453903198,0.37058958411216736,0.38253846764564514,0.1376497745513916,0.15129417181015015,0.21135391294956207,0.26491984724998474,0.22921188175678253,0.23496666550636292,0.38253846764564514,0.38253846764564514,0.07643124461174011,0.056272149085998535,0.3225097060203552,0.14954999089241028,0.16990536451339722
work,0.30331435799598694,0.1516800969839096,0.26834118366241455,0.37551814317703247,0.266241192817688,0.19671748578548431,0.16694512963294983,0.23473061621189117,0.2704800069332123,0.2501217722892761,0.2988409996032715,0.26338663697242737,0.22475390136241913,0.10955999046564102,0.2753349542617798,0.2704800069332123,0.2704800069332123,0.08781450986862183,0.06640969961881638,0.266241192817688,0.2884133458137512,0.2621155381202698
is,0.4457404911518097,0.19484983384609222,0.14187124371528625,0.3859752118587494,0.658733606338501,0.18661020696163177,0.2522773742675781,0.4854315221309662,0.5823672413825989,0.2208656519651413,0.20341666042804718,0.20353496074676514,1.0,0.30249524116516113,0.5394441485404968,0.5823672413825989,0.5823672413825989,0.16126930713653564,0.08384179323911667,0.658733606338501,0.21135231852531433,0.22961433231830597
in,0.4840516746044159,0.23084034025669098,0.18095266819000244,0.4954058527946472,0.539380669593811,0.33273574709892273,0.20856694877147675,0.5696388483047485,0.6662389636039734,0.3758552670478821,0.23036405444145203,0.26725053787231445,0.5394441485404968,0.33309870958328247,1.0,0.6662389636039734,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.23004686832427979,0.20430970191955566
the,0.6521818041801453,0.28973397612571716,0.11254248023033142,0.5171257257461548,0.5829201340675354,0.3809107840061188,0.2806392312049866,0.733189046382904,1.0,0.3845241069793701,0.23690329492092133,0.339571475982666,0.5823672413825989,0.3256146013736725,0.6662389636039734,1.0,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.22068053483963013
collection,0.30199134349823,0.15021207928657532,0.27856072783470154,0.2379438579082489,0.24716788530349731,0.05757918208837509,0.15137602388858795,0.2915455996990204,0.25281965732574463,0.18632188439369202,0.3205874264240265,0.19599664211273193,0.21135231852531433,0.1968824714422226,0.23004686832427979,0.25281965732574463,0.25281965732574463,0.11078842729330063,0.18749947845935822,0.24716788530349731,0.9999998807907104,0.20069393515586853
include,0.33084139227867126,0.12725749611854553,0.1436789482831955,0.3915219306945801,0.18765322864055634,0.26413875818252563,0.13887353241443634,0.37431180477142334,0.2951717972755432,0.19157946109771729,0.18677452206611633,0.15070343017578125,0.28863582015037537,0.18663407862186432,0.28694382309913635,0.2951717972755432,0.2951717972755432,0.053767889738082886,0.23156708478927612,0.18765322864055634,0.30674809217453003,0.14925788342952728
nicholas,0.16822440922260284,0.24185864627361298,0.2670963406562805,0.17142973840236664,0.1731744110584259,0.14059913158416748,0.1738652139902115,0.14635653793811798,0.1640765219926834,0.15696440637111664,0.15295423567295074,0.09225915372371674,0.1849042922258377,0.09949981421232224,0.1388292759656906,0.1640765219926834,0.1640765219926834,0.24528183043003082,0.2069307565689087,0.1731744110584259,0.1481238603591919,0.17208030819892883
stone,0.2408628612756729,0.17010125517845154,0.22263620793819427,0.27368447184562683,0.2436634749174118,0.12411724030971527,0.11579819023609161,0.2815621793270111,0.2695024907588959,0.14601078629493713,0.3033708333969116,0.0997019037604332,0.2026512622833252,0.10680558532476425,0.20180901885032654,0.2695024907588959,0.2695024907588959,0.06620218604803085,0.10319706797599792,0.2436634749174118,0.16500064730644226,0.11966012418270111
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.6633074283599854,0.427140474319458,0.25808972120285034,0.25757819414138794,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.2533513307571411,0.1862073689699173,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
caius,0.16567473113536835,0.15303565561771393,0.23687294125556946,0.18364876508712769,0.19630180299282074,0.11756100505590439,0.15124069154262543,0.1814095377922058,0.16828511655330658,0.17996510863304138,0.21088318526744843,0.06998938322067261,0.14537853002548218,0.07890444248914719,0.1758650690317154,0.16828511655330658,0.16828511655330658,0.11118922382593155,0.10780008137226105,0.19630180299282074,0.08798947930335999,0.15551170706748962
gabriel,0.15189984440803528,0.13284778594970703,0.2558089792728424,0.22168251872062683,0.18901383876800537,0.12675221264362335,0.12216469645500183,0.1417904943227768,0.19842538237571716,0.14524659514427185,0.1688816398382187,0.17451222240924835,0.14893272519111633,0.0912395641207695,0.1075855940580368,0.19842538237571716,0.19842538237571716,0.09004409611225128,0.09188368916511536,0.18901383876800537,0.15427051484584808,0.05852814391255379
cibber,0.19994600117206573,0.3067145049571991,0.21006399393081665,0.29278743267059326,0.27700355648994446,0.18628638982772827,0.21673119068145752,0.1739911139011383,0.2725244164466858,0.21973362565040588,0.11919976025819778,0.08845014125108719,0.24549780786037445,0.09429901838302612,0.21505245566368103,0.2725244164466858,0.2725244164466858,0.18737994134426117,0.18077267706394196,0.27700355648994446,0.14230719208717346,0.22803235054016113
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.6633074283599854,0.427140474319458,0.25808972120285034,0.25757819414138794,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.2533513307571411,0.1862073689699173,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
grinling,0.18414747714996338,0.2602425217628479,0.3329494297504425,0.2986513376235962,0.24081732332706451,0.18710266053676605,0.17583782970905304,0.20196115970611572,0.2237251251935959,0.23022565245628357,0.2950911223888397,0.20446045696735382,0.13875430822372437,0.14619189500808716,0.19359195232391357,0.2237251251935959,0.2237251251935959,0.24940545856952667,0.2223103642463684,0.24081732332706451,0.21615257859230042,0.2405713051557541
gibbons,0.1849028319120407,0.2389219105243683,0.28078797459602356,0.2927759289741516,0.13034158945083618,0.16021473705768585,0.1753302663564682,0.14732782542705536,0.18579570949077606,0.12206835299730301,0.21311220526695251,0.09330791234970093,0.12664858996868134,0.14008723199367523,0.14251849055290222,0.18579570949077606,0.18579570949077606,0.2020706832408905,0.11377502232789993,0.13034158945083618,0.19233833253383636,0.18202026188373566
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.6633074283599854,0.427140474319458,0.25808972120285034,0.25757819414138794,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.2533513307571411,0.1862073689699173,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
john,0.20415355265140533,0.2667495906352997,0.21884140372276306,0.21634717285633087,0.20638683438301086,0.19958710670471191,0.17492835223674774,0.2407056987285614,0.2230520099401474,0.21047446131706238,0.13732489943504333,0.11585292965173721,0.16449548304080963,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.14187732338905334,0.13162356615066528
michael,0.13976186513900757,0.2099316567182541,0.18187880516052246,0.15943403542041779,0.21851083636283875,0.11985976994037628,0.12097931653261185,0.18215155601501465,0.21768254041671753,0.17366085946559906,0.12256044149398804,0.10383021086454391,0.1714853197336197,0.14717316627502441,0.2203132063150406,0.21768254041671753,0.21768254041671753,0.14371448755264282,0.13585934042930603,0.21851083636283875,0.08440238982439041,0.0667748749256134
rysbrack,0.2908346951007843,0.24794937670230865,0.22048157453536987,0.3028823733329773,0.30823567509651184,0.2173529863357544,0.1865561455488205,0.22929514944553375,0.2969684898853302,0.25083011388778687,0.283052533864975,0.20549821853637695,0.22718536853790283,0.2512771189212799,0.2759845554828644,0.2969684898853302,0.2969684898853302,0.16896024346351624,0.19747892022132874,0.30823567509651184,0.20272766053676605,0.2847331762313843
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.6633074283599854,0.427140474319458,0.25808972120285034,0.25757819414138794,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.2533513307571411,0.1862073689699173,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
louis-françois,0.18895508348941803,0.21293336153030396,0.3174179792404175,0.26793646812438965,0.20932841300964355,0.18362386524677277,0.18725039064884186,0.24224992096424103,0.2487240433692932,0.24307198822498322,0.22444866597652435,0.21359185874462128,0.20056746900081635,0.16332566738128662,0.22345754504203796,0.2487240433692932,0.2487240433692932,0.15035787224769592,0.16666994988918304,0.20932841300964355,0.23228958249092102,0.21531876921653748
roubiliac,0.3287530541419983,0.16184501349925995,0.29524898529052734,0.2861768305301666,0.33514466881752014,0.26420387625694275,0.1917286366224289,0.2821817100048065,0.304765522480011,0.21580734848976135,0.24025307595729828,0.2349051982164383,0.27365121245384216,0.23453624546527863,0.2816299498081207,0.304765522480011,0.304765522480011,0.187960684299469,0.16525034606456757,0.33514466881752014,0.19710613787174225,0.24055573344230652
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.6633074283599854,0.427140474319458,0.25808972120285034,0.25757819414138794,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.2533513307571411,0.1862073689699173,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
peter,0.15755018591880798,0.20690788328647614,0.21238139271736145,0.1996251344680786,0.1912786215543747,0.11724251508712769,0.11933358758687973,0.14779731631278992,0.24086274206638336,0.21802395582199097,0.14501060545444489,0.11846461147069931,0.1711069494485855,0.1159285232424736,0.168073832988739,0.24086274206638336,0.24086274206638336,0.17687799036502838,0.1428721398115158,0.1912786215543747,0.05063708871603012,0.11650477349758148
scheemakers,0.18517041206359863,0.3050575852394104,0.2825350761413574,0.2571207880973816,0.25989189743995667,0.26315033435821533,0.28380632400512695,0.200491264462471,0.2437831163406372,0.2385641485452652,0.18528498709201813,0.2469092756509781,0.19233009219169617,0.173757404088974,0.24217896163463593,0.2437831163406372,0.2437831163406372,0.1280975341796875,0.21799050271511078,0.25989189743995667,0.16688057780265808,0.20394214987754822
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.6633074283599854,0.427140474319458,0.25808972120285034,0.25757819414138794,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.2533513307571411,0.1862073689699173,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
sir,0.16247086226940155,0.41750556230545044,0.20530670881271362,0.19441749155521393,0.1604013890028,0.15412579476833344,0.12729550898075104,0.17569157481193542,0.20237073302268982,0.180271714925766,0.13011455535888672,0.15569189190864563,0.17222478985786438,0.1201157197356224,0.2226593792438507,0.20237073302268982,0.20237073302268982,0.14777131378650665,0.1190008744597435,0.1604013890028,0.14995771646499634,0.10503887385129929
henry,0.16498084366321564,0.2834501266479492,0.22110609710216522,0.2218981832265854,0.24300003051757812,0.18407492339611053,0.1589769423007965,0.2390729784965515,0.2542637586593628,0.1760309487581253,0.16877299547195435,0.18880359828472137,0.17977802455425262,0.11656971275806427,0.21735817193984985,0.2542637586593628,0.2542637586593628,0.2619577944278717,0.058544356375932693,0.24300003051757812,0.230765700340271,0.16836383938789368
cheere,0.2275974005460739,0.22258153557777405,0.13168473541736603,0.2544545531272888,0.23326638340950012,0.20009775459766388,0.16266360878944397,0.15977710485458374,0.22158145904541016,0.23601000010967255,0.1453191339969635,0.09302923828363419,0.12014483660459518,0.1888631284236908,0.3176228106021881,0.22158145904541016,0.22158145904541016,0.15166887640953064,0.2072131335735321,0.23326638340950012,0.12023842334747314,0.2359168976545334
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.6633074283599854,0.427140474319458,0.25808972120285034,0.25757819414138794,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.2533513307571411,0.1862073689699173,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
agostino,0.21265922486782074,0.2360621690750122,0.3668781518936157,0.2187786102294922,0.22235020995140076,0.16046234965324402,0.13308897614479065,0.24389515817165375,0.21745973825454712,0.17348544299602509,0.2902034521102905,0.1661754995584488,0.20194111764431,0.11892688274383545,0.19043944776058197,0.21745973825454712,0.21745973825454712,0.08807943016290665,0.14065751433372498,0.22235020995140076,0.21993346512317657,0.20551899075508118
carlini,0.17637525498867035,0.19632534682750702,0.3159038722515106,0.2954063415527344,0.20697543025016785,0.20816269516944885,0.08998111635446548,0.2148226946592331,0.2592887580394745,0.21323324739933014,0.22111189365386963,0.11595413833856583,0.1733323484659195,0.07745072990655899,0.276286244392395,0.2592887580394745,0.2592887580394745,0.14935201406478882,0.17123816907405853,0.20697543025016785,0.21721519529819489,0.2411166876554489
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.6633074283599854,0.427140474319458,0.25808972120285034,0.25757819414138794,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.2533513307571411,0.1862073689699173,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
thomas,0.20158961415290833,0.20829561352729797,0.21867206692695618,0.20946627855300903,0.19268037378787994,0.19678406417369843,0.139983668923378,0.18699592351913452,0.23505409061908722,0.16022062301635742,0.1876794695854187,0.18224194645881653,0.15801864862442017,0.13160744309425354,0.21133768558502197,0.23505409061908722,0.23505409061908722,0.1084803119301796,0.1422349363565445,0.19268037378787994,0.1858091503381729,0.16133050620555878
banks,0.22914151847362518,0.22089439630508423,0.060412533581256866,0.2865263819694519,0.12387599050998688,0.1622188836336136,0.13122230768203735,0.21528330445289612,0.28661349415779114,0.13805323839187622,0.11446602642536163,0.03448568657040596,0.18453240394592285,0.07397029548883438,0.2445559948682785,0.28661349415779114,0.28661349415779114,0.12442827224731445,0.13726547360420227,0.12387599050998688,0.12226170301437378,0.11048095673322678
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.6633074283599854,0.427140474319458,0.25808972120285034,0.25757819414138794,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.2533513307571411,0.1862073689699173,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
joseph,0.15187451243400574,0.21146252751350403,0.18970580399036407,0.181125670671463,0.14221104979515076,0.129963681101799,0.14783358573913574,0.20551647245883942,0.2251148819923401,0.150227889418602,0.1713458150625229,0.19830422103405,0.1339416801929474,0.15161018073558807,0.12985283136367798,0.2251148819923401,0.2251148819923401,0.12103090435266495,0.09267643839120865,0.14221104979515076,0.15560227632522583,0.08421234786510468
nollekens,0.19109360873699188,0.2604224681854248,0.459842324256897,0.31869828701019287,0.32272014021873474,0.19893410801887512,0.2945646643638611,0.25736185908317566,0.30016475915908813,0.22945955395698547,0.34103670716285706,0.18800972402095795,0.2659130096435547,0.25440070033073425,0.340170681476593,0.30016475915908813,0.30016475915908813,0.2396620512008667,0.25997859239578247,0.32272014021873474,0.2764732241630554,0.246595561504364
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.6633074283599854,0.427140474319458,0.25808972120285034,0.25757819414138794,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.2533513307571411,0.1862073689699173,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
joseph,0.15187451243400574,0.21146252751350403,0.18970580399036407,0.181125670671463,0.14221104979515076,0.129963681101799,0.14783358573913574,0.20551647245883942,0.2251148819923401,0.150227889418602,0.1713458150625229,0.19830422103405,0.1339416801929474,0.15161018073558807,0.12985283136367798,0.2251148819923401,0.2251148819923401,0.12103090435266495,0.09267643839120865,0.14221104979515076,0.15560227632522583,0.08421234786510468
wilton,0.168814554810524,0.26877671480178833,0.14834468066692352,0.30632203817367554,0.19768376648426056,0.16766799986362457,0.16054707765579224,0.24521516263484955,0.23739422857761383,0.22271744906902313,0.16495969891548157,0.13927508890628815,0.16211634874343872,0.10397535562515259,0.2190832793712616,0.23739422857761383,0.23739422857761383,0.09774768352508545,0.22112804651260376,0.19768376648426056,0.22477766871452332,0.17491377890110016
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.6633074283599854,0.427140474319458,0.25808972120285034,0.25757819414138794,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.2533513307571411,0.1862073689699173,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
john,0.20415355265140533,0.2667495906352997,0.21884140372276306,0.21634717285633087,0.20638683438301086,0.19958710670471191,0.17492835223674774,0.2407056987285614,0.2230520099401474,0.21047446131706238,0.13732489943504333,0.11585292965173721,0.16449548304080963,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.14187732338905334,0.13162356615066528
flaxman,0.2881503999233246,0.39014410972595215,0.3318772614002228,0.3533051908016205,0.3530634939670563,0.26471346616744995,0.22288082540035248,0.2958856523036957,0.3222133219242096,0.31589481234550476,0.28492265939712524,0.2306053340435028,0.2727881669998169,0.1957920342683792,0.28192105889320374,0.3222133219242096,0.3222133219242096,0.2674000561237335,0.25550803542137146,0.3530634939670563,0.2447238713502884,0.1984574794769287
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.6633074283599854,0.427140474319458,0.25808972120285034,0.25757819414138794,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.2533513307571411,0.1862073689699173,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
sir,0.16247086226940155,0.41750556230545044,0.20530670881271362,0.19441749155521393,0.1604013890028,0.15412579476833344,0.12729550898075104,0.17569157481193542,0.20237073302268982,0.180271714925766,0.13011455535888672,0.15569189190864563,0.17222478985786438,0.1201157197356224,0.2226593792438507,0.20237073302268982,0.20237073302268982,0.14777131378650665,0.1190008744597435,0.1604013890028,0.14995771646499634,0.10503887385129929
francis,0.1448821872472763,0.26008448004722595,0.21244694292545319,0.23813240230083466,0.18490271270275116,0.21110837161540985,0.19135059416294098,0.2373954951763153,0.25598275661468506,0.19952671229839325,0.1310626119375229,0.1907186657190323,0.16392426192760468,0.12463752180337906,0.23151563107967377,0.25598275661468506,0.25598275661468506,0.173237144947052,0.18836314976215363,0.18490271270275116,0.19361332058906555,0.11903949081897736
chantrey,0.24429167807102203,0.24555222690105438,0.16721892356872559,0.29895514249801636,0.28407779335975647,0.20074868202209473,0.24707703292369843,0.2631177604198456,0.3184458911418915,0.1816369891166687,0.17342537641525269,0.26349836587905884,0.2141561210155487,0.16749678552150726,0.26717862486839294,0.3184458911418915,0.3184458911418915,0.17265769839286804,0.1737537533044815,0.28407779335975647,0.186149463057518,0.17322935163974762
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.6633074283599854,0.427140474319458,0.25808972120285034,0.25757819414138794,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.2533513307571411,0.1862073689699173,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
john,0.20415355265140533,0.2667495906352997,0.21884140372276306,0.21634717285633087,0.20638683438301086,0.19958710670471191,0.17492835223674774,0.2407056987285614,0.2230520099401474,0.21047446131706238,0.13732489943504333,0.11585292965173721,0.16449548304080963,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.14187732338905334,0.13162356615066528
gibson,0.17864733934402466,0.19193629920482635,0.2204887568950653,0.2364436835050583,0.14912515878677368,0.09867250174283981,0.07638233155012131,0.1316560059785843,0.1916160136461258,0.14785286784172058,0.1898110955953598,0.15481269359588623,0.15224884450435638,0.1360810399055481,0.16864703595638275,0.1916160136461258,0.1916160136461258,0.15831832587718964,0.1325383186340332,0.14912515878677368,0.12019868940114975,0.1123829111456871
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.6633074283599854,0.427140474319458,0.25808972120285034,0.25757819414138794,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.2533513307571411,0.1862073689699173,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
edward,0.12004441767930984,0.305284321308136,0.21092724800109863,0.2590075433254242,0.16167707741260529,0.14370429515838623,0.11855505406856537,0.1742178201675415,0.1896408498287201,0.1623157262802124,0.12224382162094116,0.11507926136255264,0.1197931244969368,0.11091459542512894,0.19466985762119293,0.1896408498287201,0.1896408498287201,0.20957274734973907,0.16141867637634277,0.16167707741260529,0.12190137058496475,0.1439376026391983
hodges,0.23964332044124603,0.27766114473342896,0.13860292732715607,0.335842490196228,0.27498820424079895,0.21712511777877808,0.20323631167411804,0.25505587458610535,0.3044550120830536,0.2908642888069153,0.15509751439094543,0.1220988854765892,0.22105920314788818,0.20024025440216064,0.2765861749649048,0.3044550120830536,0.3044550120830536,0.27609387040138245,0.17724962532520294,0.27498820424079895,0.16473962366580963,0.19408352673053741
baily,0.2112952321767807,0.25527840852737427,0.1769324541091919,0.23988980054855347,0.1953568160533905,0.0727323442697525,0.14068855345249176,0.1404561698436737,0.20436659455299377,0.2529584765434265,0.1220574676990509,0.07852576673030853,0.19652123749256134,0.0886019915342331,0.17090058326721191,0.20436659455299377,0.20436659455299377,0.20343135297298431,0.1591244637966156,0.1953568160533905,0.220444917678833,0.20827718079090118
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.6633074283599854,0.427140474319458,0.25808972120285034,0.25757819414138794,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.2533513307571411,0.1862073689699173,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
lord,0.14450834691524506,0.2668116092681885,0.1582852005958557,0.22902889549732208,0.13542361557483673,0.132319837808609,0.15769723057746887,0.20127125084400177,0.2489406019449234,0.13789735734462738,0.16751648485660553,0.124540776014328,0.14423592388629913,0.10011780261993408,0.18930333852767944,0.2489406019449234,0.2489406019449234,0.1054067611694336,0.11174142360687256,0.13542361557483673,0.10136507451534271,0.09544310718774796
