,when,was,spanish,takeover,of,louisiana,territory,complete,?
the,0.5091903209686279,0.48711544275283813,0.23213517665863037,0.3833385705947876,0.733189046382904,0.21666446328163147,0.3000710904598236,0.277624249458313,0.22068053483963013
british,0.1642608791589737,0.31934812664985657,0.29220399260520935,0.24047987163066864,0.23701532185077667,0.1416575163602829,0.1931612640619278,0.14970111846923828,0.09711728990077972
takeover,0.24406474828720093,0.3563484847545624,0.19924035668373108,1.0000001192092896,0.24993263185024261,0.12837663292884827,0.22285103797912598,0.2675105035305023,0.1486419141292572
of,0.3757161796092987,0.4069072902202606,0.1623179167509079,0.24993263185024261,1.0,0.1720580756664276,0.27564212679862976,0.3009350895881653,0.1826142966747284
spanish,0.16431941092014313,0.2310291975736618,1.0000001192092896,0.19924035668373108,0.1623179167509079,0.27304747700691223,0.15274162590503693,0.08663364499807358,0.14750491082668304
florida,0.18923655152320862,0.23693005740642548,0.20658454298973083,0.13023914396762848,0.2330869883298874,0.5545777678489685,0.2116149514913559,0.12428790330886841,0.13469882309436798
resulted,0.23960529267787933,0.3113420605659485,0.17038153111934662,0.2895110547542572,0.3479447662830353,0.23975543677806854,0.22648677229881287,0.22606489062309265,0.1391388475894928
in,0.4431333839893341,0.45514053106307983,0.15696977078914642,0.29245465993881226,0.5696388483047485,0.21126049757003784,0.2756796181201935,0.2201821506023407,0.20430970191955566
the,0.5091903209686279,0.48711544275283813,0.23213517665863037,0.3833385705947876,0.733189046382904,0.21666446328163147,0.3000710904598236,0.277624249458313,0.22068053483963013
westward,0.2569642663002014,0.24061116576194763,0.16098816692829132,0.16328215599060059,0.19336579740047455,0.28084778785705566,0.314603328704834,0.049450524151325226,0.12436557561159134
migration,0.21347808837890625,0.09766753762960434,0.09001611173152924,0.2613435983657837,0.27637460827827454,0.15128286182880402,0.32136890292167664,0.1849912852048874,0.1366364061832428
of,0.3757161796092987,0.4069072902202606,0.1623179167509079,0.24993263185024261,1.0,0.1720580756664276,0.27564212679862976,0.3009350895881653,0.1826142966747284
tribes,0.14379605650901794,0.16813719272613525,0.1881207376718521,0.20418554544448853,0.21502000093460083,0.15938107669353485,0.3332762122154236,0.11122743040323257,0.08824794739484787
that,0.5860282182693481,0.33670201897621155,0.1831190586090088,0.2952345609664917,0.41498205065727234,0.15635134279727936,0.20377245545387268,0.30512917041778564,0.32716336846351624
did,0.3228907287120819,0.41399896144866943,0.15913060307502747,0.20498117804527283,0.2513895630836487,0.1889474093914032,0.14672954380512238,0.2538607120513916,0.3023456633090973
not,0.4799930453300476,0.2888734042644501,0.18698835372924805,0.21564628183841705,0.3307090103626251,0.16466392576694489,0.2067958265542984,0.3003719449043274,0.41942933201789856
want,0.3301641345024109,0.21886487305164337,0.22166958451271057,0.24712802469730377,0.2645295262336731,0.13737568259239197,0.1432189792394638,0.2520000636577606,0.44783785939216614
to,0.5423505902290344,0.3636345863342285,0.18265971541404724,0.2963380813598633,0.41548454761505127,0.18400363624095917,0.2642725706100464,0.26479288935661316,0.29463258385658264
do,0.28572237491607666,0.11523093283176422,0.16332001984119415,0.17236293852329254,0.26150479912757874,0.08544309437274933,0.15965865552425385,0.22834019362926483,0.4093979299068451
business,0.22256146371364594,0.21382471919059753,0.1330166757106781,0.27036386728286743,0.23985227942466736,0.19085603952407837,0.2130717635154724,0.11782357841730118,0.1545659303665161
with,0.5075214505195618,0.27411898970603943,0.09756194055080414,0.17884677648544312,0.41827285289764404,0.1483117789030075,0.2105223536491394,0.20904628932476044,0.2433311939239502
the,0.5091903209686279,0.48711544275283813,0.23213517665863037,0.3833385705947876,0.733189046382904,0.21666446328163147,0.3000710904598236,0.277624249458313,0.22068053483963013
british,0.1642608791589737,0.31934812664985657,0.29220399260520935,0.24047987163066864,0.23701532185077667,0.1416575163602829,0.1931612640619278,0.14970111846923828,0.09711728990077972
",",0.36674630641937256,0.45456063747406006,0.2153884321451187,0.28780224919319153,0.4946078956127167,0.22241710126399994,0.2454550564289093,0.23945219814777374,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.27494850754737854,0.23942521214485168,0.5116966962814331,0.2639060318470001,0.278890460729599,0.20886704325675964,0.20544172823429108
a,0.44397395849227905,0.4508470594882965,0.1956731081008911,0.25931400060653687,0.5052502155303955,0.2311234027147293,0.18926236033439636,0.29913821816444397,0.23916715383529663
rise,0.15769775211811066,0.1483619064092636,0.05226550251245499,0.2715587019920349,0.2733727991580963,0.06560085713863373,0.06985010206699371,0.11454574763774872,0.10799103230237961
in,0.4431333839893341,0.45514053106307983,0.15696977078914642,0.29245465993881226,0.5696388483047485,0.21126049757003784,0.2756796181201935,0.2201821506023407,0.20430970191955566
tensions,0.27312368154525757,0.18312513828277588,0.17879879474639893,0.22552335262298584,0.26010504364967346,0.1081344410777092,0.17141440510749817,0.10312681645154953,0.16045744717121124
between,0.38258615136146545,0.24048170447349548,0.1275138407945633,0.3103449046611786,0.3737983703613281,0.09505700320005417,0.2550467550754547,0.1449681520462036,0.12887074053287506
the,0.5091903209686279,0.48711544275283813,0.23213517665863037,0.3833385705947876,0.733189046382904,0.21666446328163147,0.3000710904598236,0.277624249458313,0.22068053483963013
choctaw,0.22618131339550018,0.25999313592910767,0.19617792963981628,0.22515875101089478,0.2778956890106201,0.334041565656662,0.35971519351005554,0.06249874830245972,0.21504952013492584
and,0.4716290831565857,0.3740963041782379,0.27494850754737854,0.23942521214485168,0.5116966962814331,0.2639060318470001,0.278890460729599,0.20886704325675964,0.20544172823429108
the,0.5091903209686279,0.48711544275283813,0.23213517665863037,0.3833385705947876,0.733189046382904,0.21666446328163147,0.3000710904598236,0.277624249458313,0.22068053483963013
creek,0.1539798229932785,0.18697237968444824,0.2140444815158844,0.0883428081870079,0.17091353237628937,0.250789999961853,0.19881999492645264,0.09881959855556488,0.10912753641605377
",",0.36674630641937256,0.45456063747406006,0.2153884321451187,0.28780224919319153,0.4946078956127167,0.22241710126399994,0.2454550564289093,0.23945219814777374,0.31091248989105225
historic,0.15384943783283234,0.17231665551662445,0.1562652736902237,0.14717121422290802,0.2833002209663391,0.18368437886238098,0.22908321022987366,0.22911100089550018,0.09992891550064087
enemies,0.26656579971313477,0.17964015901088715,0.1484227478504181,0.2539118826389313,0.23047283291816711,0.12265864759683609,0.22457391023635864,0.15514987707138062,0.1540507823228836
whose,0.36561164259910583,0.2162860482931137,0.22577516734600067,0.17047624289989471,0.37058958411216736,0.08766186982393265,0.16275125741958618,0.12328212708234787,0.16990536451339722
divisions,0.1958957463502884,0.197164848446846,0.07389334589242935,0.18959274888038635,0.3138268291950226,0.1428591012954712,0.33254656195640564,0.11805158853530884,0.14903524518013
the,0.5091903209686279,0.48711544275283813,0.23213517665863037,0.3833385705947876,0.733189046382904,0.21666446328163147,0.3000710904598236,0.277624249458313,0.22068053483963013
british,0.1642608791589737,0.31934812664985657,0.29220399260520935,0.24047987163066864,0.23701532185077667,0.1416575163602829,0.1931612640619278,0.14970111846923828,0.09711728990077972
at,0.38876327872276306,0.36707764863967896,0.14612680673599243,0.21905528008937836,0.42558613419532776,0.19440694153308868,0.1516614854335785,0.13879677653312683,0.21978627145290375
times,0.3857055902481079,0.2859917879104614,0.12893372774124146,0.13971000909805298,0.24352745711803436,0.1018889769911766,0.11348728090524673,0.12314721196889877,0.18880689144134521
exploited,0.23313096165657043,0.26709121465682983,0.1893034130334854,0.22227084636688232,0.21325378119945526,0.2103973776102066,0.2072262465953827,0.2557791769504547,0.1410878449678421
.,0.475719153881073,0.40146201848983765,0.18907511234283447,0.23184245824813843,0.5352458953857422,0.2520327866077423,0.2527329623699188,0.2471141666173935,0.4130953550338745
