,which,ancient,roman,monument,is,replicated,in,full-scale,in,the,cast,courts,?
column,0.28154584765434265,0.21803796291351318,0.21853703260421753,0.240857794880867,0.13739842176437378,0.18379592895507812,0.16165213286876678,0.2320634424686432,0.16165213286876678,0.2747204005718231,0.16733287274837494,0.11689049005508423,0.10008178651332855
",",0.3658004403114319,0.2677067816257477,0.26863154768943787,0.20374365150928497,0.4691906273365021,0.18936613202095032,0.5201468467712402,0.21983574330806732,0.5201468467712402,0.4933079481124878,0.19477514922618866,0.21853886544704437,0.31091248989105225
cut,0.29704195261001587,0.15375366806983948,0.0651889517903328,0.14430731534957886,0.16317076981067657,0.25010743737220764,0.1650969684123993,0.13429932296276093,0.1650969684123993,0.29221418499946594,0.27006375789642334,0.123670794069767,0.1403924524784088
in,0.4840516746044159,0.27350422739982605,0.24986636638641357,0.24587227404117584,0.5394441485404968,0.223674476146698,1.0,0.25651243329048157,1.0,0.6662389636039734,0.2079460471868515,0.2495848685503006,0.20430970191955566
half,0.277385950088501,0.12205950915813446,0.08174775540828705,0.05277099087834358,0.2514667510986328,0.19623823463916779,0.25644969940185547,0.1247805804014206,0.25644969940185547,0.3189295828342438,0.2052878588438034,0.1349872350692749,0.07471233606338501
in,0.4840516746044159,0.27350422739982605,0.24986636638641357,0.24587227404117584,0.5394441485404968,0.223674476146698,1.0,0.25651243329048157,1.0,0.6662389636039734,0.2079460471868515,0.2495848685503006,0.20430970191955566
order,0.32510286569595337,0.1445149928331375,0.18497221171855927,0.14681589603424072,0.19403748214244843,0.13686050474643707,0.24184700846672058,0.16475069522857666,0.24184700846672058,0.3284194767475128,0.18812565505504608,0.16790728271007538,0.13725648820400238
to,0.5345056653022766,0.21588295698165894,0.24710409343242645,0.12216886132955551,0.42745086550712585,0.2558719217777252,0.45010748505592346,0.22134050726890564,0.45010748505592346,0.535392165184021,0.20445263385772705,0.2114926129579544,0.29463258385658264
fit,0.3533089756965637,0.07042727619409561,0.10109388828277588,0.1276460736989975,0.2077641636133194,0.3695072829723358,0.16996274888515472,0.16611646115779877,0.16996274888515472,0.26103127002716064,0.16696828603744507,0.18388491868972778,0.24845652282238007
under,0.3235377371311188,0.12581376731395721,0.18811680376529694,0.16626456379890442,0.21294879913330078,0.13177122175693512,0.2535393238067627,0.2018538862466812,0.2535393238067627,0.3348022699356079,0.07961155474185944,0.20802876353263855,0.18233340978622437
the,0.6521818041801453,0.28808021545410156,0.2862859070301056,0.23366175591945648,0.5823672413825989,0.24206164479255676,0.6662389636039734,0.25189071893692017,0.6662389636039734,1.0,0.2840540409088135,0.2453746348619461,0.22068053483963013
ceiling,0.22733986377716064,0.2546173930168152,0.23012004792690277,0.3421328663825989,0.13160841166973114,0.2759047746658325,0.15928784012794495,0.28521057963371277,0.15928784012794495,0.2377617210149765,0.24383801221847534,0.25720545649528503,0.1451854705810547
.,0.45942068099975586,0.25280675292015076,0.27629324793815613,0.2158583402633667,0.4569662809371948,0.2519947290420532,0.5591574311256409,0.3045337498188019,0.5591574311256409,0.5934505462646484,0.21193501353263855,0.2468891590833664,0.4130953550338745
,which,ancient,roman,monument,is,replicated,in,full-scale,in,the,cast,courts,?
one,0.510688066482544,0.264198362827301,0.164652019739151,0.21854783594608307,0.4544198513031006,0.3135591447353363,0.4129433035850525,0.22289660573005676,0.4129433035850525,0.5514441132545471,0.22054436802864075,0.15161454677581787,0.2673267424106598
of,0.5011631846427917,0.3361112177371979,0.31028008460998535,0.23529943823814392,0.4854315221309662,0.19534797966480255,0.5696388483047485,0.2680472731590271,0.5696388483047485,0.733189046382904,0.2314109057188034,0.24972429871559143,0.1826142966747284
the,0.6521818041801453,0.28808021545410156,0.2862859070301056,0.23366175591945648,0.5823672413825989,0.24206164479255676,0.6662389636039734,0.25189071893692017,0.6662389636039734,1.0,0.2840540409088135,0.2453746348619461,0.22068053483963013
most,0.4637843072414398,0.28547999262809753,0.16993103921413422,0.16571363806724548,0.41165053844451904,0.2747276723384857,0.41416558623313904,0.18956008553504944,0.41416558623313904,0.47635307908058167,0.21107535064220428,0.21180403232574463,0.2107497900724411
dramatic,0.267555296421051,0.13275723159313202,0.19601494073867798,0.057693567126989365,0.15320704877376556,0.17773306369781494,0.23002950847148895,0.23919691145420074,0.23002950847148895,0.23786477744579315,0.2841610908508301,0.1206592321395874,0.12461373209953308
parts,0.402177631855011,0.23553220927715302,0.10512107610702515,0.11768162995576859,0.330430269241333,0.2682691514492035,0.3282690644264221,0.18395653367042542,0.3282690644264221,0.4042440354824066,0.16243228316307068,0.277414470911026,0.12310896813869476
of,0.5011631846427917,0.3361112177371979,0.31028008460998535,0.23529943823814392,0.4854315221309662,0.19534797966480255,0.5696388483047485,0.2680472731590271,0.5696388483047485,0.733189046382904,0.2314109057188034,0.24972429871559143,0.1826142966747284
the,0.6521818041801453,0.28808021545410156,0.2862859070301056,0.23366175591945648,0.5823672413825989,0.24206164479255676,0.6662389636039734,0.25189071893692017,0.6662389636039734,1.0,0.2840540409088135,0.2453746348619461,0.22068053483963013
museum,0.22731433808803558,0.22985386848449707,0.17132902145385742,0.26825350522994995,0.18299639225006104,0.1364879012107849,0.2407650351524353,0.21764981746673584,0.2407650351524353,0.24861779808998108,0.1442452371120453,0.1413554698228836,0.14128351211547852
is,0.4457404911518097,0.2616937756538391,0.16690842807292938,0.2182770073413849,1.0,0.1886705905199051,0.5394441485404968,0.23325079679489136,0.5394441485404968,0.5823672413825989,0.21460455656051636,0.19366668164730072,0.22961433231830597
the,0.6521818041801453,0.28808021545410156,0.2862859070301056,0.23366175591945648,0.5823672413825989,0.24206164479255676,0.6662389636039734,0.25189071893692017,0.6662389636039734,1.0,0.2840540409088135,0.2453746348619461,0.22068053483963013
cast,0.23016683757305145,0.15256449580192566,0.20481878519058228,0.19092297554016113,0.21460455656051636,0.1912759691476822,0.2079460471868515,0.20900632441043854,0.2079460471868515,0.2840540409088135,1.0000001192092896,0.11377569288015366,0.16641536355018616
courts,0.24834851920604706,0.2183312475681305,0.16028429567813873,0.166148379445076,0.19366668164730072,0.17951419949531555,0.2495848685503006,0.2099355012178421,0.2495848685503006,0.2453746348619461,0.11377569288015366,1.0,0.17759139835834503
in,0.4840516746044159,0.27350422739982605,0.24986636638641357,0.24587227404117584,0.5394441485404968,0.223674476146698,1.0,0.25651243329048157,1.0,0.6662389636039734,0.2079460471868515,0.2495848685503006,0.20430970191955566
the,0.6521818041801453,0.28808021545410156,0.2862859070301056,0.23366175591945648,0.5823672413825989,0.24206164479255676,0.6662389636039734,0.25189071893692017,0.6662389636039734,1.0,0.2840540409088135,0.2453746348619461,0.22068053483963013
sculpture,0.2241707295179367,0.3125160038471222,0.26723355054855347,0.346718966960907,0.20341666042804718,0.2236616462469101,0.23036405444145203,0.30272090435028076,0.23036405444145203,0.23690329492092133,0.2901458740234375,0.16710346937179565,0.1571214497089386
wing,0.2510293126106262,0.06887844949960709,0.1214183047413826,0.08277237415313721,0.1570284515619278,0.14763396978378296,0.19632737338542938,0.10403817892074585,0.19632737338542938,0.28874075412750244,0.21616730093955994,0.12987004220485687,0.10201311856508255
",",0.3658004403114319,0.2677067816257477,0.26863154768943787,0.20374365150928497,0.4691906273365021,0.18936613202095032,0.5201468467712402,0.21983574330806732,0.5201468467712402,0.4933079481124878,0.19477514922618866,0.21853886544704437,0.31091248989105225
comprising,0.34839189052581787,0.22660855948925018,0.1412852257490158,0.1371888965368271,0.3015725612640381,0.24282975494861603,0.2988578975200653,0.21546001732349396,0.2988578975200653,0.3166780471801758,0.17699937522411346,0.2304084748029709,0.043617378920316696
two,0.4674137234687805,0.17765630781650543,0.16959248483181,0.05328697711229324,0.2315155267715454,0.30783936381340027,0.36463531851768494,0.13271255791187286,0.36463531851768494,0.43858039379119873,0.23767927289009094,0.14246860146522522,0.19645625352859497
large,0.46308431029319763,0.2511257529258728,0.16179150342941284,0.18521855771541595,0.2971126437187195,0.3004035949707031,0.2841601073741913,0.30443787574768066,0.2841601073741913,0.3828733265399933,0.10633918642997742,0.13264405727386475,0.1355665624141693
",",0.3658004403114319,0.2677067816257477,0.26863154768943787,0.20374365150928497,0.4691906273365021,0.18936613202095032,0.5201468467712402,0.21983574330806732,0.5201468467712402,0.4933079481124878,0.19477514922618866,0.21853886544704437,0.31091248989105225
skylighted,0.22657786309719086,0.1426825225353241,0.08508332073688507,0.21221213042736053,0.19616200029850006,0.21849966049194336,0.2424762099981308,0.28733029961586,0.2424762099981308,0.2748565375804901,0.21848981082439423,0.14941871166229248,0.16829609870910645
rooms,0.23977339267730713,0.12669803202152252,0.1633814126253128,0.09038137644529343,0.1468551605939865,0.32957902550697327,0.1868988424539566,0.18015006184577942,0.1868988424539566,0.18837939202785492,0.1937798708677292,0.3072008192539215,0.11765021830797195
two,0.4674137234687805,0.17765630781650543,0.16959248483181,0.05328697711229324,0.2315155267715454,0.30783936381340027,0.36463531851768494,0.13271255791187286,0.36463531851768494,0.43858039379119873,0.23767927289009094,0.14246860146522522,0.19645625352859497
storeys,0.35719847679138184,0.24824023246765137,0.16822242736816406,0.2928217351436615,0.3153471350669861,0.3502577543258667,0.42118245363235474,0.2098708301782608,0.42118245363235474,0.3642514646053314,0.20378588140010834,0.2656722664833069,0.17954610288143158
high,0.25426656007766724,0.13510319590568542,0.1366816610097885,0.08911082148551941,0.2383800595998764,0.0991155132651329,0.2652597725391388,0.1995338797569275,0.2652597725391388,0.28034812211990356,0.14033682644367218,0.20446781814098358,0.11137914657592773
housing,0.21580976247787476,0.14331480860710144,0.17119862139225006,0.27065151929855347,0.19461371004581451,0.15401700139045715,0.255455881357193,0.30736732482910156,0.255455881357193,0.24837790429592133,0.21162749826908112,0.34522658586502075,0.11872038245201111
hundreds,0.38187333941459656,0.269553005695343,0.13184309005737305,0.1790190190076828,0.17066185176372528,0.3143008351325989,0.2818135917186737,0.2077673226594925,0.2818135917186737,0.31001466512680054,0.11819159984588623,0.19192002713680267,0.17484495043754578
of,0.5011631846427917,0.3361112177371979,0.31028008460998535,0.23529943823814392,0.4854315221309662,0.19534797966480255,0.5696388483047485,0.2680472731590271,0.5696388483047485,0.733189046382904,0.2314109057188034,0.24972429871559143,0.1826142966747284
plaster,0.3427174985408783,0.25390625,0.2439013570547104,0.2908861041069031,0.23408691585063934,0.37015002965927124,0.22626017034053802,0.20063649117946625,0.22626017034053802,0.26503533124923706,0.3568388819694519,0.16202181577682495,0.15216755867004395
casts,0.31485235691070557,0.28054898977279663,0.18046751618385315,0.1983281522989273,0.289104700088501,0.3002455234527588,0.24201662838459015,0.178916335105896,0.24201662838459015,0.32095256447792053,0.5857190489768982,0.21288363635540009,0.14627884328365326
of,0.5011631846427917,0.3361112177371979,0.31028008460998535,0.23529943823814392,0.4854315221309662,0.19534797966480255,0.5696388483047485,0.2680472731590271,0.5696388483047485,0.733189046382904,0.2314109057188034,0.24972429871559143,0.1826142966747284
sculptures,0.2569587528705597,0.3832021653652191,0.27330857515335083,0.3279988467693329,0.2162380963563919,0.2820855975151062,0.2280999720096588,0.30207329988479614,0.2280999720096588,0.2478773295879364,0.28503093123435974,0.21712271869182587,0.15626029670238495
",",0.3658004403114319,0.2677067816257477,0.26863154768943787,0.20374365150928497,0.4691906273365021,0.18936613202095032,0.5201468467712402,0.21983574330806732,0.5201468467712402,0.4933079481124878,0.19477514922618866,0.21853886544704437,0.31091248989105225
friezes,0.3448871374130249,0.28313517570495605,0.2957207262516022,0.2917088270187378,0.293672651052475,0.2640129625797272,0.2152184247970581,0.2599913775920868,0.2152184247970581,0.3073747754096985,0.20846955478191376,0.19308419525623322,0.14565420150756836
and,0.506277859210968,0.2774560749530792,0.2730041444301605,0.18470770120620728,0.3859752118587494,0.2396656572818756,0.4954058527946472,0.25272688269615173,0.4954058527946472,0.5171257257461548,0.24523046612739563,0.2592387795448303,0.20544172823429108
tombs,0.241653174161911,0.4241621792316437,0.3086031973361969,0.42922914028167725,0.19872885942459106,0.221055269241333,0.24174048006534576,0.1773223727941513,0.24174048006534576,0.31052449345588684,0.2001478672027588,0.2742983400821686,0.11909610778093338
.,0.45942068099975586,0.25280675292015076,0.27629324793815613,0.2158583402633667,0.4569662809371948,0.2519947290420532,0.5591574311256409,0.3045337498188019,0.5591574311256409,0.5934505462646484,0.21193501353263855,0.2468891590833664,0.4130953550338745
