,which,lone,female,architect,listed,above,is,represented,in,the,collection,?
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
sir,0.16247086226940155,0.15330439805984497,0.0741586834192276,0.32510843873023987,0.14237749576568604,0.09699603170156479,0.17222478985786438,0.1201157197356224,0.2226593792438507,0.20237073302268982,0.14995771646499634,0.10503887385129929
christopher,0.11785814166069031,0.18219390511512756,0.1301782876253128,0.2637917101383209,0.1514386683702469,0.09376919269561768,0.1794986128807068,0.09305477887392044,0.19567829370498657,0.22499394416809082,0.09946060180664062,0.09195942431688309
wren,0.22905807197093964,0.192286878824234,0.2222365438938141,0.3147846758365631,0.1440029889345169,0.10385211557149887,0.18627344071865082,0.1570368856191635,0.2169848084449768,0.2079256772994995,0.24420218169689178,0.10533406585454941
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
sir,0.16247086226940155,0.15330439805984497,0.0741586834192276,0.32510843873023987,0.14237749576568604,0.09699603170156479,0.17222478985786438,0.1201157197356224,0.2226593792438507,0.20237073302268982,0.14995771646499634,0.10503887385129929
john,0.20415355265140533,0.20941659808158875,0.10925143957138062,0.27462682127952576,0.17398898303508759,0.0872519314289093,0.16449548304080963,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.14187732338905334,0.13162356615066528
vanbrugh,0.23376651108264923,0.1800805628299713,0.11771387606859207,0.39751484990119934,0.21322518587112427,0.14926131069660187,0.21575000882148743,0.16326777637004852,0.31791433691978455,0.26699626445770264,0.21914653480052948,0.183149054646492
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
nicholas,0.16822440922260284,0.10659069567918777,0.10732406377792358,0.2249203473329544,0.08327990770339966,0.16791263222694397,0.1849042922258377,0.09949981421232224,0.1388292759656906,0.1640765219926834,0.1481238603591919,0.17208030819892883
hawksmoor,0.3196695148944855,0.3140234649181366,0.1640748828649521,0.22420786321163177,0.24122802913188934,0.20208796858787537,0.2696855962276459,0.15618586540222168,0.30178120732307434,0.3390456438064575,0.2118435949087143,0.17125895619392395
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
william,0.13988013565540314,0.1317555457353592,0.07856763154268265,0.23512442409992218,0.12497958540916443,0.13888294994831085,0.13717274367809296,0.07601814717054367,0.21605195105075836,0.21537061035633087,0.1617477536201477,0.14462219178676605
kent,0.15957725048065186,0.1636762171983719,0.11130144447088242,0.10333313792943954,0.07129531353712082,0.11484815180301666,0.16878673434257507,0.11890432983636856,0.23583711683750153,0.20858485996723175,0.11665088683366776,0.14343582093715668
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
james,0.18419533967971802,0.16392402350902557,0.09434824436903,0.17513617873191833,0.1448991596698761,0.15023256838321686,0.1426199972629547,0.11038950085639954,0.1994210183620453,0.22481533885002136,0.15626078844070435,0.12139993160963058
gibbs,0.14599213004112244,0.2282828837633133,0.09616217762231827,0.13640926778316498,0.10738632827997208,0.042352817952632904,0.14071159064769745,0.08808927983045578,0.19126920402050018,0.179118812084198,0.04810837656259537,0.11323598772287369
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
robert,0.14939574897289276,0.16643092036247253,0.07788704335689545,0.20758649706840515,0.1288280040025711,0.09562691301107407,0.16191203892230988,0.1261799931526184,0.22155319154262543,0.2257954627275467,0.15601195394992828,0.11293095350265503
adam,0.12085037678480148,0.14461250603199005,0.14258305728435516,0.14755652844905853,0.11813457310199738,0.1735323816537857,0.17023596167564392,0.1601180136203766,0.14893478155136108,0.18194441497325897,0.12363654375076294,0.12292556464672089
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
sir,0.16247086226940155,0.15330439805984497,0.0741586834192276,0.32510843873023987,0.14237749576568604,0.09699603170156479,0.17222478985786438,0.1201157197356224,0.2226593792438507,0.20237073302268982,0.14995771646499634,0.10503887385129929
william,0.13988013565540314,0.1317555457353592,0.07856763154268265,0.23512442409992218,0.12497958540916443,0.13888294994831085,0.13717274367809296,0.07601814717054367,0.21605195105075836,0.21537061035633087,0.1617477536201477,0.14462219178676605
chambers,0.24475304782390594,0.225475013256073,0.16599136590957642,0.18602177500724792,0.08625046163797379,0.17256414890289307,0.16459409892559052,0.1718316525220871,0.162662073969841,0.2718568742275238,0.1709126979112625,0.06382281333208084
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
james,0.18419533967971802,0.16392402350902557,0.09434824436903,0.17513617873191833,0.1448991596698761,0.15023256838321686,0.1426199972629547,0.11038950085639954,0.1994210183620453,0.22481533885002136,0.15626078844070435,0.12139993160963058
wyatt,0.2122565358877182,0.26995623111724854,0.12965907156467438,0.11789850145578384,0.03761913627386093,0.07432281970977783,0.19216066598892212,0.17236608266830444,0.2366287112236023,0.206215500831604,0.17014966905117035,0.16251783072948456
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
henry,0.16498084366321564,0.1427689790725708,0.111486054956913,0.19487477838993073,0.1114463061094284,0.1250264197587967,0.17977802455425262,0.11656971275806427,0.21735817193984985,0.2542637586593628,0.230765700340271,0.16836383938789368
holland,0.17337961494922638,0.04667067900300026,0.19178318977355957,0.1380901336669922,0.12561707198619843,0.12424559146165848,0.12953487038612366,0.11530116200447083,0.23064541816711426,0.21247440576553345,0.09286907315254211,0.14312024414539337
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
john,0.20415355265140533,0.20941659808158875,0.10925143957138062,0.27462682127952576,0.17398898303508759,0.0872519314289093,0.16449548304080963,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.14187732338905334,0.13162356615066528
nash,0.21119830012321472,0.14413653314113617,0.1096537709236145,0.23040829598903656,0.18423296511173248,0.04827228561043739,0.12960609793663025,0.10996145009994507,0.1849098950624466,0.21527719497680664,0.22509746253490448,0.1454223245382309
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
sir,0.16247086226940155,0.15330439805984497,0.0741586834192276,0.32510843873023987,0.14237749576568604,0.09699603170156479,0.17222478985786438,0.1201157197356224,0.2226593792438507,0.20237073302268982,0.14995771646499634,0.10503887385129929
john,0.20415355265140533,0.20941659808158875,0.10925143957138062,0.27462682127952576,0.17398898303508759,0.0872519314289093,0.16449548304080963,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.14187732338905334,0.13162356615066528
soane,0.27657055854797363,0.2552737593650818,0.19597356021404266,0.34192755818367004,0.24849362671375275,0.16564247012138367,0.30714941024780273,0.2081756740808487,0.3584173917770386,0.34225961565971375,0.3030278980731964,0.22762511670589447
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
sir,0.16247086226940155,0.15330439805984497,0.0741586834192276,0.32510843873023987,0.14237749576568604,0.09699603170156479,0.17222478985786438,0.1201157197356224,0.2226593792438507,0.20237073302268982,0.14995771646499634,0.10503887385129929
charles,0.1476125568151474,0.0677986592054367,0.11653413623571396,0.2770821750164032,0.1237739846110344,0.08685436099767685,0.16326871514320374,0.13907426595687866,0.21346928179264069,0.20777860283851624,0.18195943534374237,0.17366734147071838
barry,0.17567740380764008,0.1978951394557953,0.12431907653808594,0.20659001171588898,0.0780598521232605,0.07860361784696579,0.1582406908273697,0.12020906805992126,0.18231528997421265,0.22098763287067413,0.16736797988414764,0.12684106826782227
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
charles,0.1476125568151474,0.0677986592054367,0.11653413623571396,0.2770821750164032,0.1237739846110344,0.08685436099767685,0.16326871514320374,0.13907426595687866,0.21346928179264069,0.20777860283851624,0.18195943534374237,0.17366734147071838
robert,0.14939574897289276,0.16643092036247253,0.07788704335689545,0.20758649706840515,0.1288280040025711,0.09562691301107407,0.16191203892230988,0.1261799931526184,0.22155319154262543,0.2257954627275467,0.15601195394992828,0.11293095350265503
cockerell,0.2512316107749939,0.26099693775177,0.28297510743141174,0.16634142398834229,0.1333114206790924,0.10876347869634628,0.19573771953582764,0.1837410032749176,0.20376546680927277,0.25632691383361816,0.15202979743480682,0.163274884223938
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
augustus,0.1511116772890091,0.08999709784984589,0.15427879989147186,0.22400091588497162,0.11214809864759445,0.1577797830104828,0.12933102250099182,0.12485141307115555,0.2343107908964157,0.2133389264345169,0.1226046085357666,0.16386699676513672
welby,0.1816350519657135,0.18032190203666687,0.22363218665122986,0.22599650919437408,0.1518651396036148,0.11813382804393768,0.22095270454883575,0.2036626636981964,0.2667175233364105,0.28318098187446594,0.1236882209777832,0.22641946375370026
northmore,0.22650247812271118,0.19928354024887085,0.15565703809261322,0.22295771539211273,0.18434622883796692,0.18534846603870392,0.22971202433109283,0.2080984264612198,0.3547493815422058,0.31635281443595886,0.21196362376213074,0.16165171563625336
pugin,0.24432040750980377,0.21665173768997192,0.2637772560119629,0.27177894115448,0.1362895965576172,0.16072767972946167,0.21127787232398987,0.20589160919189453,0.22208446264266968,0.2767612338066101,0.21989774703979492,0.28266432881355286
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
sir,0.16247086226940155,0.15330439805984497,0.0741586834192276,0.32510843873023987,0.14237749576568604,0.09699603170156479,0.17222478985786438,0.1201157197356224,0.2226593792438507,0.20237073302268982,0.14995771646499634,0.10503887385129929
george,0.16627563536167145,0.1708187311887741,0.06773672252893448,0.1676310896873474,0.11044958978891373,0.15934878587722778,0.14082063734531403,0.11628139764070511,0.18167929351329803,0.2510760426521301,0.15784206986427307,0.1479024887084961
gilbert,0.14743243157863617,0.18024276196956635,0.1410374641418457,0.1833209991455078,0.09037654101848602,0.1175728365778923,0.15918461978435516,0.08621670305728912,0.274740993976593,0.1988684982061386,0.17694438993930817,0.16105259954929352
scott,0.16415341198444366,0.205585315823555,0.09315062314271927,0.11440107226371765,0.1234799176454544,0.06048023700714111,0.16574665904045105,0.13976098597049713,0.2145105004310608,0.20135091245174408,0.1691877394914627,0.0875725969672203
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
john,0.20415355265140533,0.20941659808158875,0.10925143957138062,0.27462682127952576,0.17398898303508759,0.0872519314289093,0.16449548304080963,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.14187732338905334,0.13162356615066528
loughborough,0.22876283526420593,0.17607933282852173,0.1383877545595169,0.217668816447258,0.15227480232715607,0.12299317866563797,0.21353527903556824,0.14076977968215942,0.24739104509353638,0.26623621582984924,0.14113874733448029,0.10695106536149979
pearson,0.1588914841413498,0.15983064472675323,0.131896510720253,0.22265097498893738,0.171976700425148,0.08488476276397705,0.1848994344472885,0.19502803683280945,0.2549836039543152,0.25533393025398254,0.19975551962852478,0.1649906039237976
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
george,0.16627563536167145,0.1708187311887741,0.06773672252893448,0.1676310896873474,0.11044958978891373,0.15934878587722778,0.14082063734531403,0.11628139764070511,0.18167929351329803,0.2510760426521301,0.15784206986427307,0.1479024887084961
edmund,0.10805397480726242,0.10503711551427841,0.22189313173294067,0.18304072320461273,0.09962141513824463,0.14573316276073456,0.11550616472959518,0.08551810681819916,0.17880931496620178,0.20799535512924194,0.1468820571899414,0.12587735056877136
street,0.19580180943012238,0.1775406152009964,0.11274390667676926,0.1981644481420517,0.19563284516334534,0.15681274235248566,0.1302390694618225,0.10312629491090775,0.2281111478805542,0.20947860181331635,0.18434172868728638,0.07315441966056824
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
richard,0.16533736884593964,0.1214473694562912,0.16495341062545776,0.2607191503047943,0.14838027954101562,0.02612740732729435,0.13580143451690674,0.11853054165840149,0.23321768641471863,0.2087954580783844,0.10597028583288193,0.15003317594528198
norman,0.1315736174583435,0.12492034584283829,0.09968866407871246,0.27111122012138367,0.07485473155975342,0.1569846123456955,0.15238438546657562,0.10742437094449997,0.17613162100315094,0.23459704220294952,0.12885071337223053,0.12243545055389404
shaw,0.16111214458942413,0.24727514386177063,0.06891687214374542,0.21093526482582092,0.14137013256549835,0.10302120447158813,0.11970321834087372,0.036073796451091766,0.230377659201622,0.22009336948394775,0.15153469145298004,0.14002816379070282
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
alfred,0.08948897570371628,0.11642778664827347,0.11907102912664413,0.18490605056285858,0.1553919017314911,0.11791533976793289,0.14016306400299072,0.1803615540266037,0.29950597882270813,0.24956922233104706,0.20781700313091278,0.10596195608377457
waterhouse,0.22246494889259338,0.16281269490718842,0.1529015302658081,0.32592397928237915,0.20138421654701233,0.16275086998939514,0.19805538654327393,0.18553103506565094,0.2719390094280243,0.2516355514526367,0.3150674104690552,0.17997978627681732
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
sir,0.16247086226940155,0.15330439805984497,0.0741586834192276,0.32510843873023987,0.14237749576568604,0.09699603170156479,0.17222478985786438,0.1201157197356224,0.2226593792438507,0.20237073302268982,0.14995771646499634,0.10503887385129929
edwin,0.13674814999103546,0.19415830075740814,0.08594189584255219,0.19693389534950256,0.04706105217337608,0.09368079155683517,0.1269298642873764,0.11516810953617096,0.1589140146970749,0.19826023280620575,0.12794066965579987,0.1910800039768219
lutyens,0.21640706062316895,0.22566062211990356,0.22809919714927673,0.3273102045059204,0.22649385035037994,0.1412021964788437,0.24994458258152008,0.20793300867080688,0.30846354365348816,0.31251174211502075,0.19918909668922424,0.23124295473098755
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
charles,0.1476125568151474,0.0677986592054367,0.11653413623571396,0.2770821750164032,0.1237739846110344,0.08685436099767685,0.16326871514320374,0.13907426595687866,0.21346928179264069,0.20777860283851624,0.18195943534374237,0.17366734147071838
rennie,0.12840215861797333,0.1919255256652832,0.18273043632507324,0.29073742032051086,0.1713429093360901,0.08514980971813202,0.12482503056526184,0.1308416873216629,0.17759451270103455,0.1902141571044922,0.13721047341823578,0.12221170216798782
mackintosh,0.16705530881881714,0.1470956802368164,0.16114531457424164,0.254224956035614,0.13736364245414734,0.12055959552526474,0.15587519109249115,0.15535427629947662,0.18786510825157166,0.1669662445783615,0.23770157992839813,0.15312418341636658
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
charles,0.1476125568151474,0.0677986592054367,0.11653413623571396,0.2770821750164032,0.1237739846110344,0.08685436099767685,0.16326871514320374,0.13907426595687866,0.21346928179264069,0.20777860283851624,0.18195943534374237,0.17366734147071838
holden,0.17509008944034576,0.2256697565317154,0.15245449542999268,0.292319655418396,0.20791292190551758,0.09042110294103622,0.2498326301574707,0.19901899993419647,0.2851129174232483,0.2033054679632187,0.22710959613323212,0.16267192363739014
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
frank,0.08326464891433716,0.16432970762252808,0.16279345750808716,0.27339738607406616,0.14673453569412231,0.1091565489768982,0.13593067228794098,0.11805404722690582,0.22083771228790283,0.23372484743595123,0.14913681149482727,0.14052411913871765
hoar,0.229188933968544,0.18097837269306183,0.19491179287433624,0.14888249337673187,0.13194577395915985,0.14377810060977936,0.19261519610881805,0.11158686876296997,0.18630671501159668,0.1897510141134262,0.1295596808195114,0.19989198446273804
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
lord,0.14450834691524506,0.137502059340477,0.13205313682556152,0.2259914129972458,0.08313503116369247,0.16170421242713928,0.14423592388629913,0.10011780261993408,0.18930333852767944,0.2489406019449234,0.10136507451534271,0.09544310718774796
richard,0.16533736884593964,0.1214473694562912,0.16495341062545776,0.2607191503047943,0.14838027954101562,0.02612740732729435,0.13580143451690674,0.11853054165840149,0.23321768641471863,0.2087954580783844,0.10597028583288193,0.15003317594528198
rogers,0.16784672439098358,0.23331844806671143,0.1801101118326187,0.21314306557178497,0.16042746603488922,0.06803962588310242,0.14970068633556366,0.14975419640541077,0.22798402607440948,0.20540136098861694,0.1574159860610962,0.12813130021095276
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
lord,0.14450834691524506,0.137502059340477,0.13205313682556152,0.2259914129972458,0.08313503116369247,0.16170421242713928,0.14423592388629913,0.10011780261993408,0.18930333852767944,0.2489406019449234,0.10136507451534271,0.09544310718774796
norman,0.1315736174583435,0.12492034584283829,0.09968866407871246,0.27111122012138367,0.07485473155975342,0.1569846123456955,0.15238438546657562,0.10742437094449997,0.17613162100315094,0.23459704220294952,0.12885071337223053,0.12243545055389404
foster,0.1748889684677124,0.22988668084144592,0.18370692431926727,0.3430575728416443,0.1398877650499344,0.11741774529218674,0.1692146509885788,0.18189094960689545,0.2064124047756195,0.22401562333106995,0.18516142666339874,0.15768253803253174
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
sir,0.16247086226940155,0.15330439805984497,0.0741586834192276,0.32510843873023987,0.14237749576568604,0.09699603170156479,0.17222478985786438,0.1201157197356224,0.2226593792438507,0.20237073302268982,0.14995771646499634,0.10503887385129929
nicholas,0.16822440922260284,0.10659069567918777,0.10732406377792358,0.2249203473329544,0.08327990770339966,0.16791263222694397,0.1849042922258377,0.09949981421232224,0.1388292759656906,0.1640765219926834,0.1481238603591919,0.17208030819892883
grimshaw,0.18454894423484802,0.20160914957523346,0.1318744719028473,0.3499225080013275,0.18931305408477783,0.20956218242645264,0.22126516699790955,0.08436775207519531,0.24091313779354095,0.2598542273044586,0.1466837376356125,0.2426598221063614
",",0.3658004403114319,0.25948193669319153,0.1907428652048111,0.21737651526927948,0.30069199204444885,0.2902800738811493,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2277175933122635,0.31091248989105225
zaha,0.09354981034994125,0.16467824578285217,0.16571210324764252,0.35505738854408264,0.05899424105882645,0.07672935724258423,0.16840079426765442,0.13728415966033936,0.19445253908634186,0.1684185266494751,0.17179468274116516,0.19586901366710663
hadid,0.1174934133887291,0.11481599509716034,0.19007647037506104,0.4370974600315094,0.1294253170490265,0.10880061984062195,0.13415473699569702,0.11833847314119339,0.1467609852552414,0.12357094138860703,0.22534728050231934,0.2634124159812927
and,0.506277859210968,0.19981883466243744,0.2491157501935959,0.20191539824008942,0.2351783663034439,0.2363634556531906,0.3859752118587494,0.2506123185157776,0.4954058527946472,0.5171257257461548,0.2379438579082489,0.20544172823429108
alick,0.11344308406114578,0.18701046705245972,0.1798841804265976,0.22186321020126343,0.1176268458366394,0.06735537201166153,0.1740802675485611,0.12217695266008377,0.20583860576152802,0.18750891089439392,0.22552961111068726,0.20257508754730225
horsnell,0.18319928646087646,0.17713716626167297,0.18206404149532318,0.3260377049446106,0.059141580015420914,0.15235570073127747,0.2074459344148636,0.24661372601985931,0.2767585515975952,0.25772279500961304,0.19192016124725342,0.16679315268993378
.,0.45942068099975586,0.2910583019256592,0.28143510222435,0.17999820411205292,0.2932872176170349,0.34496572613716125,0.4569662809371948,0.26645728945732117,0.5591574311256409,0.5934505462646484,0.2516246736049652,0.4130953550338745
,which,lone,female,architect,listed,above,is,represented,in,the,collection,?
