,what,did,artur,oppman,give,to,the,world,?
depths,0.3303919732570648,0.1558954417705536,0.12252648919820786,0.14756596088409424,0.17855791747570038,0.25861412286758423,0.23700039088726044,0.17687013745307922,0.21987856924533844
of,0.33290785551071167,0.2513895630836487,0.09037423133850098,0.23575705289840698,0.33489471673965454,0.41548454761505127,0.733189046382904,0.2828933000564575,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.1364172399044037,0.2954370081424713,0.29086416959762573,0.535392165184021,1.0,0.33604270219802856,0.22068053483963013
oceans,0.19098366796970367,0.13096754252910614,0.1277763843536377,0.13509777188301086,0.17540790140628815,0.2851090431213379,0.2614276707172394,0.34717392921447754,0.16026286780834198
and,0.31309178471565247,0.34479495882987976,0.1501060575246811,0.3116946220397949,0.3040338158607483,0.48971283435821533,0.5171257257461548,0.3246132433414459,0.20544172823429108
seas,0.1572486013174057,0.1708776354789734,0.1672280877828598,0.07123564928770065,0.1369013637304306,0.2753433585166931,0.25079038739204407,0.22136244177818298,0.13911867141723633
.,0.3567904531955719,0.35288307070732117,0.14083260297775269,0.33025699853897095,0.34017711877822876,0.4645031690597534,0.5934505462646484,0.3177160322666168,0.4130953550338745
,what,did,artur,oppman,give,to,the,world,?
the,0.42745697498321533,0.34736719727516174,0.1364172399044037,0.2954370081424713,0.29086416959762573,0.535392165184021,1.0,0.33604270219802856,0.22068053483963013
origin,0.20149369537830353,0.1306861788034439,0.13825319707393646,0.14911654591560364,0.1484992653131485,0.17114397883415222,0.24161343276500702,0.12216781079769135,0.12716172635555267
of,0.33290785551071167,0.2513895630836487,0.09037423133850098,0.23575705289840698,0.33489471673965454,0.41548454761505127,0.733189046382904,0.2828933000564575,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.1364172399044037,0.2954370081424713,0.29086416959762573,0.535392165184021,1.0,0.33604270219802856,0.22068053483963013
legendary,0.17747564613819122,0.13098298013210297,0.15561778843402863,0.1784939020872116,0.13730481266975403,0.18442505598068237,0.21384496986865997,0.17342977225780487,0.13697022199630737
figure,0.2582065463066101,0.13151919841766357,0.11666617542505264,0.2731461226940155,0.20774772763252258,0.24264496564865112,0.24786046147346497,0.21015223860740662,0.21107101440429688
is,0.28837618231773376,0.19247472286224365,0.1170555055141449,0.22116127610206604,0.25632646679878235,0.42745086550712585,0.5823672413825989,0.24458536505699158,0.22961433231830597
not,0.5449194312095642,0.6481515765190125,0.14249791204929352,0.2846580743789673,0.4267578423023224,0.5149973034858704,0.4310511648654938,0.2053144872188568,0.41942933201789856
fully,0.3561125099658966,0.23985297977924347,0.1206018254160881,0.22895462810993195,0.22388505935668945,0.30777493119239807,0.2750830352306366,0.17626479268074036,0.2089291661977768
known,0.20381177961826324,0.25943970680236816,0.14897941052913666,0.20495374500751495,0.14307789504528046,0.14337651431560516,0.3624623417854309,0.24694333970546722,0.18314571678638458
.,0.3567904531955719,0.35288307070732117,0.14083260297775269,0.33025699853897095,0.34017711877822876,0.4645031690597534,0.5934505462646484,0.3177160322666168,0.4130953550338745
