,how,did,celeron,handle,business,on,trip,?
leave,0.27903756499290466,0.3432042896747589,0.059775128960609436,0.2555054724216461,0.15721644461154938,0.23102210462093353,0.2869413495063782,0.23890845477581024
.,0.3287222981452942,0.35288307070732117,0.23717518150806427,0.2766178846359253,0.25987809896469116,0.49257001280784607,0.22995343804359436,0.4130953550338745
,how,did,celeron,handle,business,on,trip,?
there,0.3328511416912079,0.29736605286598206,0.13246478140354156,0.2849256694316864,0.13955728709697723,0.3521401882171631,0.21958450973033905,0.29405656456947327
céloron,0.17692279815673828,0.14053545892238617,0.4971884787082672,0.18122634291648865,0.16670362651348114,0.19579695165157318,0.16495010256767273,0.21622054278850555
buried,0.10184881091117859,0.15789687633514404,0.13267414271831512,0.02338874153792858,0.08600983768701553,0.21917641162872314,0.11914876103401184,0.18487362563610077
lead,0.18518535792827606,0.2009882926940918,0.09714978188276291,0.15061135590076447,0.09054888039827347,0.18420197069644928,0.11824887245893478,0.14552436769008636
plates,0.20601707696914673,0.1313653439283371,0.28049609065055847,0.14223000407218933,0.09279005229473114,0.18826749920845032,0.11234944313764572,0.15258446335792542
engraved,0.15592874586582184,0.22594672441482544,0.16348658502101898,0.15212923288345337,0.0879075899720192,0.22603967785835266,0.15257243812084198,0.1466713845729828
with,0.3525622487068176,0.25472134351730347,0.2736569046974182,0.312188059091568,0.2318158596754074,0.40749499201774597,0.21563397347927094,0.2433311939239502
the,0.33890387415885925,0.34736719727516174,0.2833483815193176,0.23661735653877258,0.2389037162065506,0.5107308030128479,0.2299763560295105,0.22068053483963013
french,0.14884154498577118,0.1584041714668274,0.2268296331167221,0.1174778863787651,0.17644880712032318,0.1382952481508255,0.17783024907112122,0.1386883556842804
claim,0.18613982200622559,0.30867162346839905,0.022236498072743416,0.18509390950202942,0.18710079789161682,0.21378369629383087,0.14410880208015442,0.2665664851665497
to,0.44169697165489197,0.4452643394470215,0.22752350568771362,0.30356109142303467,0.28079214692115784,0.41031414270401,0.29589349031448364,0.29463258385658264
the,0.33890387415885925,0.34736719727516174,0.2833483815193176,0.23661735653877258,0.2389037162065506,0.5107308030128479,0.2299763560295105,0.22068053483963013
ohio,0.11605536192655563,0.11018496751785278,0.16339963674545288,0.0848887488245964,0.27750176191329956,0.16643011569976807,0.14569777250289917,0.10064033418893814
country,0.17206698656082153,0.24348343908786774,0.09659630060195923,0.12102852761745453,0.2688640058040619,0.21584933996200562,0.2563345432281494,0.12647280097007751
.,0.3287222981452942,0.35288307070732117,0.23717518150806427,0.2766178846359253,0.25987809896469116,0.49257001280784607,0.22995343804359436,0.4130953550338745
