,the,house,of,the,baryczko,merchant,family,is,a,notable,example,of,what,type,of,architecture,?
(,0.33289089798927307,0.16532687842845917,0.35032153129577637,0.33289089798927307,0.3309778571128845,0.16240300238132477,0.11613968014717102,0.35393038392066956,0.3206180930137634,0.23965327441692352,0.23614145815372467,0.35032153129577637,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.15788985788822174,0.40561532974243164
1562,0.06752016395330429,0.035635240375995636,0.13883134722709656,0.06752016395330429,0.14960794150829315,-0.002908851020038128,0.15478956699371338,0.11650918424129486,0.08879490941762924,0.01475144736468792,-0.05260619521141052,0.13883134722709656,0.02059434913098812,0.02581709623336792,0.13883134722709656,0.08880698680877686,0.018519774079322815
),0.3456730246543884,0.19536921381950378,0.3680361211299896,0.3456730246543884,0.3198288083076477,0.18469096720218658,0.15234941244125366,0.37732169032096863,0.3640355169773102,0.2447381168603897,0.26101627945899963,0.3680361211299896,0.26259949803352356,0.18612703680992126,0.3680361211299896,0.1656959503889084,0.42300865054130554
",",0.4933079481124878,0.28236111998558044,0.4946078956127167,0.4933079481124878,0.39477184414863586,0.22464346885681152,0.22142739593982697,0.4691906273365021,0.427140474319458,0.31026551127433777,0.3094974756240845,0.4946078956127167,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2120368629693985,0.31091248989105225
building,0.3159640431404114,0.33306685090065,0.26200541853904724,0.3159640431404114,0.22025015950202942,0.17460530996322632,0.14317773282527924,0.20087163150310516,0.2576078176498413,0.10243089497089386,0.23277489840984344,0.26200541853904724,0.23529528081417084,0.17579787969589233,0.26200541853904724,0.4623510539531708,0.13549931347370148
called,0.489897221326828,0.20276714861392975,0.4222904443740845,0.489897221326828,0.3006953299045563,0.11771952360868454,0.2005452960729599,0.430266410112381,0.4868806302547455,0.12903524935245514,0.41785773634910583,0.4222904443740845,0.3235960602760315,0.30593958497047424,0.4222904443740845,0.1859540194272995,0.18963319063186646
``,0.029072100296616554,-0.06780067831277847,0.06780257821083069,0.029072100296616554,0.15214475989341736,0.00016463021165691316,0.028740283101797104,0.058766357600688934,0.07272057235240936,0.04696501046419144,0.17130611836910248,0.06780257821083069,0.008517155423760414,0.03534303233027458,0.06780257821083069,0.0028810505755245686,0.0685480609536171
the,1.0,0.2847244441509247,0.733189046382904,1.0,0.39765822887420654,0.18435479700565338,0.2394849956035614,0.5823672413825989,0.5829201340675354,0.20948168635368347,0.3755223751068115,0.733189046382904,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24488379061222076,0.22068053483963013
negro,0.2185794562101364,0.07057660818099976,0.16698876023292542,0.2185794562101364,0.22752514481544495,0.2114160805940628,0.08797585219144821,0.09626735001802444,0.20099806785583496,0.19785650074481964,0.17715846002101898,0.16698876023292542,0.1864016354084015,0.07832904160022736,0.16698876023292542,0.10295026004314423,0.09799780696630478
'',0.041273195296525955,0.03461001440882683,0.13035868108272552,0.041273195296525955,0.05287790670990944,0.04488278925418854,0.020035896450281143,0.0793738141655922,0.04890415817499161,0.11452727764844894,-0.021546287462115288,0.13035868108272552,0.08143015950918198,0.054222505539655685,0.13035868108272552,0.0893130749464035,0.018684765323996544
(,0.33289089798927307,0.16532687842845917,0.35032153129577637,0.33289089798927307,0.3309778571128845,0.16240300238132477,0.11613968014717102,0.35393038392066956,0.3206180930137634,0.23965327441692352,0.23614145815372467,0.35032153129577637,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.15788985788822174,0.40561532974243164
early,0.34442198276519775,0.23222167789936066,0.30937549471855164,0.34442198276519775,0.22102907299995422,0.20821189880371094,0.2132432609796524,0.18880519270896912,0.2710886299610138,0.2087685614824295,0.199724018573761,0.30937549471855164,0.2454567849636078,0.24463579058647156,0.30937549471855164,0.23402099311351776,0.15272949635982513
17th,0.2679309546947479,0.0669095441699028,0.19377021491527557,0.2679309546947479,0.22678907215595245,0.04920287802815437,0.0708116963505745,0.27897515892982483,0.18620461225509644,0.15975534915924072,0.12912528216838837,0.19377021491527557,0.15649843215942383,0.10341384261846542,0.19377021491527557,0.10102461278438568,0.096589595079422
century,0.3617299497127533,0.18364951014518738,0.2826060354709625,0.3617299497127533,0.269699364900589,0.26329317688941956,0.15242116153240204,0.20648397505283356,0.19417014718055725,0.18161359429359436,0.2011866271495819,0.2826060354709625,0.20422613620758057,0.12631413340568542,0.2826060354709625,0.2545687258243561,0.1026201918721199
),0.3456730246543884,0.19536921381950378,0.3680361211299896,0.3456730246543884,0.3198288083076477,0.18469096720218658,0.15234941244125366,0.37732169032096863,0.3640355169773102,0.2447381168603897,0.26101627945899963,0.3680361211299896,0.26259949803352356,0.18612703680992126,0.3680361211299896,0.1656959503889084,0.42300865054130554
and,0.5171257257461548,0.2552875876426697,0.5116966962814331,0.5171257257461548,0.339890718460083,0.2584588825702667,0.23506124317646027,0.3859752118587494,0.3739250600337982,0.18581628799438477,0.35305824875831604,0.5116966962814331,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2369556725025177,0.20544172823429108
salwator,0.32301682233810425,0.25136592984199524,0.27347227931022644,0.32301682233810425,0.3464610278606415,0.3517276346683502,0.08952240645885468,0.3009713590145111,0.35431423783302307,0.19128744304180145,0.2794494032859802,0.27347227931022644,0.24457713961601257,0.19033293426036835,0.27347227931022644,0.16213996708393097,0.20110712945461273
tenement,0.36469975113868713,0.2695252299308777,0.3170648217201233,0.36469975113868713,0.38822492957115173,0.20529066026210785,0.2605268955230713,0.32224100828170776,0.3401853144168854,0.18682986497879028,0.26473256945610046,0.3170648217201233,0.2740928828716278,0.1423605978488922,0.3170648217201233,0.32313597202301025,0.1192992627620697
(,0.33289089798927307,0.16532687842845917,0.35032153129577637,0.33289089798927307,0.3309778571128845,0.16240300238132477,0.11613968014717102,0.35393038392066956,0.3206180930137634,0.23965327441692352,0.23614145815372467,0.35032153129577637,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.15788985788822174,0.40561532974243164
1632,0.12151479721069336,-0.08020768314599991,0.12784138321876526,0.12151479721069336,0.12534211575984955,-0.08629285544157028,-0.07569605857133865,0.09435386955738068,0.012042236514389515,-0.026353493332862854,0.0107853589579463,0.12784138321876526,0.009378171525895596,0.003138169413432479,0.12784138321876526,0.06342515349388123,-0.13916918635368347
),0.3456730246543884,0.19536921381950378,0.3680361211299896,0.3456730246543884,0.3198288083076477,0.18469096720218658,0.15234941244125366,0.37732169032096863,0.3640355169773102,0.2447381168603897,0.26101627945899963,0.3680361211299896,0.26259949803352356,0.18612703680992126,0.3680361211299896,0.1656959503889084,0.42300865054130554
.,0.5934505462646484,0.2607949376106262,0.5352458953857422,0.5934505462646484,0.34296324849128723,0.20333921909332275,0.24114800989627838,0.4569662809371948,0.50484299659729,0.2256665676832199,0.41217929124832153,0.5352458953857422,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.21623484790325165,0.4130953550338745
