,what,venue,in,miami,was,a,candidate,for,the,site,of,super,bowl,50,?
new,0.2130378633737564,0.14508138597011566,0.3758552670478821,0.273945152759552,0.2748313844203949,0.3214259147644043,0.188808411359787,0.2700757384300232,0.3845241069793701,0.2091917097568512,0.343457967042923,0.2769954204559326,0.1471257209777832,-0.011314106173813343,0.14782847464084625
orleans,0.14538788795471191,0.21840296685695648,0.20925204455852509,0.4642077684402466,0.25941523909568787,0.24825912714004517,0.13200511038303375,0.2517727017402649,0.22309443354606628,0.13184593617916107,0.20952944457530975,0.1912957727909088,0.3010152578353882,0.016710840165615082,0.13097690045833588
',0.3245812654495239,0.1857934296131134,0.4158826768398285,0.14294792711734772,0.33675912022590637,0.48837921023368835,0.2555359899997711,0.31184524297714233,0.474788099527359,0.2368120700120926,0.39136970043182373,0.17380782961845398,0.10706733912229538,0.017068088054656982,0.330942302942276
mercedes-benz,0.15212507545948029,0.23052255809307098,0.2120264321565628,0.23995056748390198,0.2598739266395569,0.2119208425283432,0.24187074601650238,0.2308574914932251,0.19218237698078156,0.11913543194532394,0.17663422226905823,0.20391908288002014,0.09357385337352753,0.02235935628414154,0.20224438607692719
superdome,0.13333910703659058,0.3118520975112915,0.2625907063484192,0.4057529866695404,0.27980396151542664,0.23552317917346954,0.08636176586151123,0.23544606566429138,0.24818874895572662,0.14554396271705627,0.19121742248535156,0.5794023275375366,0.39185452461242676,0.11676210910081863,0.10737294703722
",",0.3087472915649414,0.24143879115581512,0.5201468467712402,0.2643101215362549,0.45456063747406006,0.427140474319458,0.27350884675979614,0.4464869201183319,0.4933079481124878,0.2036259025335312,0.4946078956127167,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
miami,0.1000966876745224,0.17575028538703918,0.17197883129119873,1.0000001192092896,0.22150732576847076,0.20162254571914673,0.11351746320724487,0.19339090585708618,0.19180938601493835,0.10719652473926544,0.15650133788585663,0.27029719948768616,0.3255155682563782,0.12948407232761383,0.14054250717163086
's,0.02692362666130066,0.10324010252952576,-0.037580832839012146,0.017450083047151566,0.008974763564765453,0.04866964742541313,-0.07327952980995178,-0.07241261005401611,-0.01540423184633255,0.007863886654376984,-0.03817026689648628,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
sun,0.207769975066185,0.10044530034065247,0.16873624920845032,0.2602541148662567,0.20506168901920319,0.18251942098140717,0.12287957221269608,0.1499021351337433,0.258540540933609,0.0744904950261116,0.22858914732933044,0.19575519859790802,0.1716381013393402,0.10816854238510132,0.1497713327407837
life,0.24693015217781067,0.12181356549263,0.27054134011268616,0.1090955138206482,0.22970539331436157,0.27076753973960876,0.1697685867547989,0.244698166847229,0.23528170585632324,0.1356610208749771,0.2788603901863098,0.11999484151601791,0.12527509033679962,0.035228993743658066,0.21677987277507782
stadium,0.12456028908491135,0.489891916513443,0.21361783146858215,0.2434653639793396,0.20318599045276642,0.14596018195152283,0.15141013264656067,0.18393352627754211,0.21145665645599365,0.22360195219516754,0.17126937210559845,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.07579939067363739
",",0.3087472915649414,0.24143879115581512,0.5201468467712402,0.2643101215362549,0.45456063747406006,0.427140474319458,0.27350884675979614,0.4464869201183319,0.4933079481124878,0.2036259025335312,0.4946078956127167,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
and,0.31309178471565247,0.20970648527145386,0.4954058527946472,0.21090377867221832,0.3740963041782379,0.3739250600337982,0.22019901871681213,0.5064792633056641,0.5171257257461548,0.19108152389526367,0.5116966962814331,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
the,0.42745697498321533,0.22078999876976013,0.6662389636039734,0.19180938601493835,0.48711544275283813,0.5829201340675354,0.20382727682590485,0.4739971458911896,1.0,0.288954496383667,0.733189046382904,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
san,0.19375550746917725,0.15182507038116455,0.2617562413215637,0.3835955858230591,0.2675222158432007,0.19931553304195404,0.14744053781032562,0.21004900336265564,0.2858080565929413,0.11943182349205017,0.25237205624580383,0.15279507637023926,0.18508543074131012,0.02022494748234749,0.10952327400445938
francisco,0.17887917160987854,0.15999378263950348,0.21278683841228485,0.36394280195236206,0.24025709927082062,0.1947603076696396,0.12624408304691315,0.2142373025417328,0.25086042284965515,0.07393891364336014,0.19117538630962372,0.1658499836921692,0.20152677595615387,-0.012375159189105034,0.1020219698548317
bay,0.20251236855983734,0.16702315211296082,0.1926257163286209,0.2541936933994293,0.18626409769058228,0.17936193943023682,0.055976420640945435,0.16755102574825287,0.2441686987876892,0.1858305186033249,0.20480380952358246,0.12241406738758087,0.1972428411245346,-0.04651472717523575,0.10773546993732452
area,0.21965408325195312,0.20748326182365417,0.33632898330688477,0.22475723922252655,0.24981513619422913,0.2782127559185028,0.10447641462087631,0.20941852033138275,0.37834644317626953,0.30512601137161255,0.3409860134124756,0.09147491306066513,0.19680163264274597,0.004881815519183874,0.12640461325645447
's,0.02692362666130066,0.10324010252952576,-0.037580832839012146,0.017450083047151566,0.008974763564765453,0.04866964742541313,-0.07327952980995178,-0.07241261005401611,-0.01540423184633255,0.007863886654376984,-0.03817026689648628,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
levi,0.13056978583335876,0.11435405910015106,0.13398480415344238,0.21586942672729492,0.22001278400421143,0.14748936891555786,0.17109255492687225,0.16166196763515472,0.15661084651947021,-0.0020847199484705925,0.14476609230041504,0.08340612053871155,0.1602962166070938,-0.008762326091527939,0.09252339601516724
's,0.02692362666130066,0.10324010252952576,-0.037580832839012146,0.017450083047151566,0.008974763564765453,0.04866964742541313,-0.07327952980995178,-0.07241261005401611,-0.01540423184633255,0.007863886654376984,-0.03817026689648628,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
stadium,0.12456028908491135,0.489891916513443,0.21361783146858215,0.2434653639793396,0.20318599045276642,0.14596018195152283,0.15141013264656067,0.18393352627754211,0.21145665645599365,0.22360195219516754,0.17126937210559845,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.07579939067363739
.,0.3567904531955719,0.21571816504001617,0.5591574311256409,0.2522616982460022,0.40146201848983765,0.50484299659729,0.2786639928817749,0.4726039469242096,0.5934505462646484,0.22011229395866394,0.5352458953857422,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
