,in,which,galleries,are,the,french,paintings,donated,by,jones,displayed,?
child,0.19259177148342133,0.14382052421569824,0.08487384766340256,0.1422968953847885,0.19800683856010437,0.12362543493509293,0.20030120015144348,0.15892185270786285,0.15601499378681183,0.20873892307281494,0.12711000442504883,0.1979578584432602
),0.3326910734176636,0.2758678197860718,0.14673174917697906,0.2373749315738678,0.3456730246543884,0.21857915818691254,0.13713160157203674,0.169013112783432,0.2151763141155243,0.17775073647499084,0.17679107189178467,0.42300865054130554
that,0.435920387506485,0.6894589066505432,0.25966814160346985,0.45265161991119385,0.5473989248275757,0.17619380354881287,0.24216632544994354,0.20781652629375458,0.37496164441108704,0.20900680124759674,0.2524890899658203,0.32716336846351624
formed,0.27325257658958435,0.3024848401546478,0.11380796879529953,0.23466052114963531,0.28813210129737854,0.09922009706497192,0.12073331326246262,0.2345018982887268,0.2924628257751465,0.13796459138393402,0.04245885834097862,0.09686966985464096
part,0.4499994218349457,0.4460882246494293,0.2222362458705902,0.3086032569408417,0.527681291103363,0.1543947458267212,0.14575506746768951,0.1977057158946991,0.28271573781967163,0.16420887410640717,0.14005601406097412,0.08557961881160736
of,0.5696388483047485,0.5011631846427917,0.24172402918338776,0.39081433415412903,0.733189046382904,0.19450366497039795,0.21768251061439514,0.27521181106567383,0.3646814823150635,0.2007877230644226,0.22871877253055573,0.1826142966747284
the,0.6662389636039734,0.6521818041801453,0.27603694796562195,0.40399202704429626,1.0,0.2555147111415863,0.2167874127626419,0.24606364965438843,0.4408751428127289,0.24446700513362885,0.2887660264968872,0.22068053483963013
jones,0.1750783771276474,0.1938105821609497,0.15568840503692627,0.11738275736570358,0.24446700513362885,0.11285733431577682,0.140014186501503,0.14533647894859314,0.19224686920642853,0.9999999403953552,0.13414613902568817,0.1838836669921875
bequest,0.2849925756454468,0.22139106690883636,0.3352208435535431,0.11660011857748032,0.27512025833129883,0.12739461660385132,0.2567296326160431,0.3226269483566284,0.2555016279220581,0.2305213063955307,0.19839423894882202,0.22906942665576935
of,0.5696388483047485,0.5011631846427917,0.24172402918338776,0.39081433415412903,0.733189046382904,0.19450366497039795,0.21768251061439514,0.27521181106567383,0.3646814823150635,0.2007877230644226,0.22871877253055573,0.1826142966747284
1882,-0.19429011642932892,-0.0590389221906662,-0.028666652739048004,-0.0558469258248806,-0.17908993363380432,-0.07793588191270828,0.008616939187049866,-0.0595322847366333,-0.13441531360149384,-0.01890460215508938,0.051681481301784515,0.08152727782726288
and,0.4954058527946472,0.506277859210968,0.3095110058784485,0.48576638102531433,0.5171257257461548,0.32751965522766113,0.2532086968421936,0.2513214945793152,0.4289871156215668,0.26914161443710327,0.19328086078166962,0.20544172823429108
as,0.3887844979763031,0.41006597876548767,0.2699747681617737,0.3826591968536377,0.48381632566452026,0.20159029960632324,0.19142313301563263,0.23766061663627625,0.3815547823905945,0.21983103454113007,0.2542615532875061,0.27043893933296204
such,0.2704046070575714,0.406057745218277,0.2945503890514374,0.4654397666454315,0.3575236201286316,0.15954585373401642,0.15791860222816467,0.15033212304115295,0.2736194431781769,0.17263257503509521,0.21313856542110443,0.17851735651493073
are,0.3841303884983063,0.42922598123550415,0.28016820549964905,1.0,0.40399202704429626,0.15086305141448975,0.2476382851600647,0.13930656015872955,0.37842893600463867,0.11738275736570358,0.217000812292099,0.24591213464736938
displayed,0.22596381604671478,0.2786124646663666,0.3981516361236572,0.217000812292099,0.2887660264968872,0.06261847168207169,0.3205025792121887,0.2662273049354553,0.18044444918632507,0.13414613902568817,0.9999998807907104,0.20322057604789734
in,1.0,0.4840516746044159,0.2712664008140564,0.3841303884983063,0.6662389636039734,0.22093388438224792,0.2264205515384674,0.2671816647052765,0.370934396982193,0.1750783771276474,0.22596381604671478,0.20430970191955566
the,0.6662389636039734,0.6521818041801453,0.27603694796562195,0.40399202704429626,1.0,0.2555147111415863,0.2167874127626419,0.24606364965438843,0.4408751428127289,0.24446700513362885,0.2887660264968872,0.22068053483963013
galleries,0.2712664008140564,0.28423401713371277,0.9999998807907104,0.28016820549964905,0.27603694796562195,0.1551118791103363,0.5707334280014038,0.32562538981437683,0.18073885142803192,0.15568840503692627,0.3981516361236572,0.1957392692565918
of,0.5696388483047485,0.5011631846427917,0.24172402918338776,0.39081433415412903,0.733189046382904,0.19450366497039795,0.21768251061439514,0.27521181106567383,0.3646814823150635,0.2007877230644226,0.22871877253055573,0.1826142966747284
continental,0.248937726020813,0.24691486358642578,0.15321724116802216,0.18167200684547424,0.32723063230514526,0.17705680429935455,0.12398024648427963,0.09213710576295853,0.21076206862926483,0.11768072098493576,0.09147659689188004,0.1410352885723114
art,0.2282189577817917,0.19862167537212372,0.5579828023910522,0.15355311334133148,0.20297785103321075,0.14656955003738403,0.535490870475769,0.327901154756546,0.2189643532037735,0.1079808920621872,0.2466290146112442,0.138971745967865
1600–1800,0.06990563869476318,0.03604291006922722,0.09767162799835205,-0.021786512807011604,0.09531836211681366,0.10691051930189133,0.09284955263137817,0.09641563892364502,0.018980592489242554,0.09345876425504684,0.06968444585800171,0.06071998551487923
",",0.5201468467712402,0.3658004403114319,0.2487238645553589,0.4062570035457611,0.4933079481124878,0.28806620836257935,0.22040317952632904,0.2569865584373474,0.3680937886238098,0.2674069404602051,0.2104237824678421,0.31091248989105225
including,0.35857823491096497,0.41826364398002625,0.3550356924533844,0.45025435090065,0.3738902807235718,0.19837699830532074,0.2211446613073349,0.21644090116024017,0.30155983567237854,0.1554713100194931,0.15254871547222137,0.1633303165435791
the,0.6662389636039734,0.6521818041801453,0.27603694796562195,0.40399202704429626,1.0,0.2555147111415863,0.2167874127626419,0.24606364965438843,0.4408751428127289,0.24446700513362885,0.2887660264968872,0.22068053483963013
portrait,0.14724093675613403,0.061554208397865295,0.43192073702812195,0.06317828595638275,0.18703287839889526,0.1325797736644745,0.5286722183227539,0.26811617612838745,0.195991650223732,0.10853715986013412,0.28227365016937256,0.14968478679656982
of,0.5696388483047485,0.5011631846427917,0.24172402918338776,0.39081433415412903,0.733189046382904,0.19450366497039795,0.21768251061439514,0.27521181106567383,0.3646814823150635,0.2007877230644226,0.22871877253055573,0.1826142966747284
françois,0.163356214761734,0.17284367978572845,0.13044975697994232,0.14793193340301514,0.22130244970321655,0.5515124201774597,0.22068682312965393,0.1989525556564331,0.23112155497074127,0.16942554712295532,0.11699476838111877,0.16150183975696564
",",0.5201468467712402,0.3658004403114319,0.2487238645553589,0.4062570035457611,0.4933079481124878,0.28806620836257935,0.22040317952632904,0.2569865584373474,0.3680937886238098,0.2674069404602051,0.2104237824678421,0.31091248989105225
duc,0.19990912079811096,0.1765618771314621,0.1544310599565506,0.10327327996492386,0.20688122510910034,0.4220242202281952,0.2409926950931549,0.1970556229352951,0.18230947852134705,0.08811692148447037,0.1250629872083664,0.1750880479812622
d'alençon,0.2645741105079651,0.23326970636844635,0.20451731979846954,0.20185308158397675,0.31672000885009766,0.4282047748565674,0.18686313927173615,0.18027301132678986,0.20207694172859192,0.16705435514450073,0.11941829323768616,0.28709274530410767
by,0.370934396982193,0.40543368458747864,0.18073885142803192,0.37842893600463867,0.4408751428127289,0.23343317210674286,0.24946486949920654,0.24880395829677582,1.0000001192092896,0.19224686920642853,0.18044444918632507,0.17966607213020325
françois,0.163356214761734,0.17284367978572845,0.13044975697994232,0.14793193340301514,0.22130244970321655,0.5515124201774597,0.22068682312965393,0.1989525556564331,0.23112155497074127,0.16942554712295532,0.11699476838111877,0.16150183975696564
clouet,0.20573028922080994,0.19012299180030823,0.27703261375427246,0.14904789626598358,0.28415921330451965,0.4535975456237793,0.3557719588279724,0.19729971885681152,0.21107769012451172,0.17941807210445404,0.17024797201156616,0.12949907779693604
",",0.5201468467712402,0.3658004403114319,0.2487238645553589,0.4062570035457611,0.4933079481124878,0.28806620836257935,0.22040317952632904,0.2569865584373474,0.3680937886238098,0.2674069404602051,0.2104237824678421,0.31091248989105225
gaspard,0.2074143886566162,0.14836090803146362,0.1967974156141281,0.0696558877825737,0.20091621577739716,0.4507993161678314,0.21051278710365295,0.10624542832374573,0.19097164273262024,0.24305537343025208,0.129820317029953,0.14066632091999054
dughet,0.22638407349586487,0.1764272004365921,0.20685119926929474,0.19071924686431885,0.1946030557155609,0.24311648309230804,0.18957753479480743,0.16802680492401123,0.2392580658197403,0.310634970664978,0.14742983877658844,0.2872669994831085
and,0.4954058527946472,0.506277859210968,0.3095110058784485,0.48576638102531433,0.5171257257461548,0.32751965522766113,0.2532086968421936,0.2513214945793152,0.4289871156215668,0.26914161443710327,0.19328086078166962,0.20544172823429108
works,0.2656683027744293,0.2730301022529602,0.37208712100982666,0.2733730971813202,0.26337864995002747,0.1636105477809906,0.35978686809539795,0.2451373040676117,0.2887086570262909,0.1691809594631195,0.29576006531715393,0.19597402215003967
by,0.370934396982193,0.40543368458747864,0.18073885142803192,0.37842893600463867,0.4408751428127289,0.23343317210674286,0.24946486949920654,0.24880395829677582,1.0000001192092896,0.19224686920642853,0.18044444918632507,0.17966607213020325
françois,0.163356214761734,0.17284367978572845,0.13044975697994232,0.14793193340301514,0.22130244970321655,0.5515124201774597,0.22068682312965393,0.1989525556564331,0.23112155497074127,0.16942554712295532,0.11699476838111877,0.16150183975696564
boucher,0.23048847913742065,0.12027700990438461,0.28218284249305725,0.1107320487499237,0.19163161516189575,0.3486352860927582,0.3102486729621887,0.21516536176204681,0.2281590700149536,0.2680973410606384,0.19170378148555756,0.09288538992404938
including,0.35857823491096497,0.41826364398002625,0.3550356924533844,0.45025435090065,0.3738902807235718,0.19837699830532074,0.2211446613073349,0.21644090116024017,0.30155983567237854,0.1554713100194931,0.15254871547222137,0.1633303165435791
his,0.3598145842552185,0.32283493876457214,0.1668430119752884,0.1785505712032318,0.4394008219242096,0.21960797905921936,0.26624757051467896,0.26214152574539185,0.3107621967792511,0.2716478705406189,0.18470671772956848,0.18075084686279297
portrait,0.14724093675613403,0.061554208397865295,0.43192073702812195,0.06317828595638275,0.18703287839889526,0.1325797736644745,0.5286722183227539,0.26811617612838745,0.195991650223732,0.10853715986013412,0.28227365016937256,0.14968478679656982
of,0.5696388483047485,0.5011631846427917,0.24172402918338776,0.39081433415412903,0.733189046382904,0.19450366497039795,0.21768251061439514,0.27521181106567383,0.3646814823150635,0.2007877230644226,0.22871877253055573,0.1826142966747284
madame,0.20866332948207855,0.14083023369312286,0.24707570672035217,0.11948484182357788,0.19484542310237885,0.3267756998538971,0.23030062019824982,0.12862764298915863,0.1688230335712433,0.1561530977487564,0.1421298235654831,0.19784264266490936
de,0.24818959832191467,0.13585758209228516,0.19726136326789856,0.1437842696905136,0.23491892218589783,0.3256419897079468,0.1901720017194748,0.13757584989070892,0.1910746693611145,0.14144746959209442,0.12395555526018143,0.11064168810844421
pompadour,0.2206035703420639,0.13065336644649506,0.30648377537727356,0.14610080420970917,0.27619731426239014,0.42733845114707947,0.3504786491394043,0.15827561914920807,0.22893433272838593,0.19204530119895935,0.16322076320648193,0.2170744240283966
dated,0.1982845962047577,0.215279221534729,0.22093601524829865,0.06571130454540253,0.2046709507703781,0.09973683953285217,0.28198131918907166,0.2854050397872925,0.18139129877090454,0.11437251418828964,0.23530320823192596,0.215650275349617
1758,0.13127636909484863,0.031496040523052216,0.13500063121318817,0.15867647528648376,0.13942837715148926,0.27732017636299133,0.17496252059936523,0.15889979898929596,0.18049003183841705,0.19739171862602234,0.14843516051769257,0.16363275051116943
",",0.5201468467712402,0.3658004403114319,0.2487238645553589,0.4062570035457611,0.4933079481124878,0.28806620836257935,0.22040317952632904,0.2569865584373474,0.3680937886238098,0.2674069404602051,0.2104237824678421,0.31091248989105225
jean,0.19998259842395782,0.11219283938407898,0.14893126487731934,0.11007310450077057,0.2186683863401413,0.5110375285148621,0.24381859600543976,0.17312408983707428,0.24977658689022064,0.18034815788269043,0.04868488386273384,0.1531364470720291
françois,0.163356214761734,0.17284367978572845,0.13044975697994232,0.14793193340301514,0.22130244970321655,0.5515124201774597,0.22068682312965393,0.1989525556564331,0.23112155497074127,0.16942554712295532,0.11699476838111877,0.16150183975696564
de,0.24818959832191467,0.13585758209228516,0.19726136326789856,0.1437842696905136,0.23491892218589783,0.3256419897079468,0.1901720017194748,0.13757584989070892,0.1910746693611145,0.14144746959209442,0.12395555526018143,0.11064168810844421
troy,0.17837285995483398,0.1249629557132721,0.158002570271492,0.06324591487646103,0.2026389241218567,0.1335081160068512,0.12270354479551315,0.16664965450763702,0.1490573287010193,0.3059517741203308,0.1320398598909378,0.19857004284858704
",",0.5201468467712402,0.3658004403114319,0.2487238645553589,0.4062570035457611,0.4933079481124878,0.28806620836257935,0.22040317952632904,0.2569865584373474,0.3680937886238098,0.2674069404602051,0.2104237824678421,0.31091248989105225
jean-baptiste,0.1918371021747589,0.16533686220645905,0.24832363426685333,0.09195052832365036,0.21484804153442383,0.5190817713737488,0.3168494999408722,0.22414447367191315,0.26043951511383057,0.19497783482074738,0.1312112957239151,0.14928396046161652
pater,0.20608162879943848,0.17745789885520935,0.13084043562412262,0.06171226128935814,0.219729945063591,0.16066129505634308,0.15637919306755066,0.19261737167835236,0.1931728720664978,0.2321988344192505,0.08415437489748001,0.1586577296257019
and,0.4954058527946472,0.506277859210968,0.3095110058784485,0.48576638102531433,0.5171257257461548,0.32751965522766113,0.2532086968421936,0.2513214945793152,0.4289871156215668,0.26914161443710327,0.19328086078166962,0.20544172823429108
their,0.34976133704185486,0.4582767188549042,0.17941191792488098,0.46887820959091187,0.516537070274353,0.18787698447704315,0.21738748252391815,0.2411140501499176,0.3242124021053314,0.1637946516275406,0.18097133934497833,0.1898253709077835
contemporaries,0.26698702573776245,0.22240515053272247,0.4007043242454529,0.22800104320049286,0.2599239647388458,0.18413250148296356,0.41739726066589355,0.29593250155448914,0.3001972436904907,0.20512908697128296,0.23223720490932465,0.09777076542377472
.,0.5591574311256409,0.45942068099975586,0.2919006645679474,0.3452940285205841,0.5934505462646484,0.2480926215648651,0.26640555262565613,0.28309792280197144,0.3936232924461365,0.2486228495836258,0.2529311776161194,0.4130953550338745
