,what,are,the,three,primary,expressions,used,to,represent,case,complexity,?
three,0.24888746440410614,0.38895705342292786,0.43452659249305725,1.0,0.19898562133312225,0.13326291739940643,0.20464463531970978,0.3043823838233948,0.26791635155677795,0.14444349706172943,0.20467406511306763,0.20928427577018738
different,0.39262300729751587,0.5170795917510986,0.36412742733955383,0.41553589701652527,0.27170029282569885,0.37025249004364014,0.4402783513069153,0.3617510497570038,0.375935435295105,0.2549264132976532,0.3334031403064728,0.24476227164268494
ways,0.394069641828537,0.38641616702079773,0.25153350830078125,0.23289813101291656,0.15142196416854858,0.4222770929336548,0.43732038140296936,0.3916551172733307,0.2770436704158783,0.261412113904953,0.33650463819503784,0.2710120975971222
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.3844621181488037,0.23414276540279388,0.2934325933456421,0.3075267970561981,0.41548454761505127,0.40416419506073,0.24743439257144928,0.23338180780410767,0.1826142966747284
measuring,0.2584631145000458,0.29992809891700745,0.29231998324394226,0.1908663958311081,0.17227785289287567,0.28113242983818054,0.3506910800933838,0.2159111499786377,0.29222050309181213,0.23168981075286865,0.3293389678001404,0.16787901520729065
the,0.42745697498321533,0.40399202704429626,1.0,0.43452659249305725,0.25688621401786804,0.25529181957244873,0.3718377649784088,0.535392165184021,0.3288072943687439,0.31022098660469055,0.21171598136425018,0.22068053483963013
time,0.36319252848625183,0.24188680946826935,0.43061500787734985,0.3144358992576599,0.04333251714706421,0.20626242458820343,0.2869652807712555,0.3679993152618408,0.20947037637233734,0.2244701236486435,0.2680857479572296,0.27391523122787476
complexity,0.33747240900993347,0.27680158615112305,0.21171598136425018,0.20467406511306763,0.1772792488336563,0.4038257300853729,0.2618294954299927,0.28336837887763977,0.24635639786720276,0.33170047402381897,1.0,0.23062916100025177
(,0.2411840260028839,0.23263892531394958,0.33289089798927307,0.2272176295518875,0.21913397312164307,0.18669256567955017,0.19005385041236877,0.30882009863853455,0.25946855545043945,0.2248619794845581,0.19830146431922913,0.40561532974243164
or,0.33867141604423523,0.5374364256858826,0.4174870550632477,0.25355035066604614,0.24037444591522217,0.32514891028404236,0.4951852560043335,0.38921234011650085,0.35283932089805603,0.3510584235191345,0.2691935896873474,0.32389625906944275
any,0.43670421838760376,0.40178635716438293,0.4525727927684784,0.33841368556022644,0.2574145197868347,0.3785373866558075,0.3731808662414551,0.46410247683525085,0.31771180033683777,0.4125841557979584,0.3716617226600647,0.4113408327102661
other,0.341873437166214,0.5932393670082092,0.44152235984802246,0.35207873582839966,0.20854246616363525,0.2857610285282135,0.3574926257133484,0.4193183183670044,0.34445977210998535,0.2931601405143738,0.25132685899734497,0.24682199954986572
complexity,0.33747240900993347,0.27680158615112305,0.21171598136425018,0.20467406511306763,0.1772792488336563,0.4038257300853729,0.2618294954299927,0.28336837887763977,0.24635639786720276,0.33170047402381897,1.0,0.23062916100025177
measure,0.2807709276676178,0.28366684913635254,0.2528008222579956,0.18879275023937225,0.1991889476776123,0.31350603699684143,0.37946778535842896,0.2774736285209656,0.28726688027381897,0.2402588278055191,0.31501296162605286,0.22092340886592865
),0.26259949803352356,0.2373749315738678,0.3456730246543884,0.2493964433670044,0.19666743278503418,0.20468248426914215,0.1905621439218521,0.31236231327056885,0.2403150051832199,0.2503088414669037,0.21122688055038452,0.42300865054130554
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.3844621181488037,0.23414276540279388,0.2934325933456421,0.3075267970561981,0.41548454761505127,0.40416419506073,0.24743439257144928,0.23338180780410767,0.1826142966747284
different,0.39262300729751587,0.5170795917510986,0.36412742733955383,0.41553589701652527,0.27170029282569885,0.37025249004364014,0.4402783513069153,0.3617510497570038,0.375935435295105,0.2549264132976532,0.3334031403064728,0.24476227164268494
inputs,0.2919771075248718,0.2979484796524048,0.20493915677070618,0.19631896913051605,0.18890215456485748,0.3789942264556885,0.2581029236316681,0.25518661737442017,0.303310751914978,0.31891289353370667,0.43285974860191345,0.22019177675247192
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.3844621181488037,0.23414276540279388,0.2934325933456421,0.3075267970561981,0.41548454761505127,0.40416419506073,0.24743439257144928,0.23338180780410767,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,1.0,0.43452659249305725,0.25688621401786804,0.25529181957244873,0.3718377649784088,0.535392165184021,0.3288072943687439,0.31022098660469055,0.21171598136425018,0.22068053483963013
same,0.3764382302761078,0.3446533679962158,0.4583131968975067,0.3318946957588196,0.17336927354335785,0.2679213881492615,0.31133803725242615,0.3205692768096924,0.3312516212463379,0.33921727538108826,0.29134202003479004,0.22649677097797394
size,0.2566739320755005,0.25654396414756775,0.2946445941925049,0.14938819408416748,0.12807469069957733,0.20057471096515656,0.22543680667877197,0.26289698481559753,0.2254483997821808,0.16975711286067963,0.3099218010902405,0.13693112134933472
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.34968629479408264,0.22422198951244354,0.24869094789028168,0.33111312985420227,0.4645031690597534,0.22431740164756775,0.32712292671203613,0.21340465545654297,0.4130953550338745
