,what,is,the,city,centre,of,warsaw,called,in,polish,?
is,0.28837618231773376,1.0,0.5823672413825989,0.3186660706996918,0.29804176092147827,0.4854315221309662,0.09741193056106567,0.430266410112381,0.5394441485404968,0.14989061653614044,0.22961433231830597
home,0.1608789712190628,0.22316986322402954,0.28978195786476135,0.2925249934196472,0.2669375538825989,0.24402645230293274,0.198114275932312,0.22441831231117249,0.30467477440834045,0.10256216675043106,0.0757145956158638
not,0.5449194312095642,0.3776007890701294,0.4310511648654938,0.1545342206954956,0.14539459347724915,0.3307090103626251,0.22481675446033478,0.324552983045578,0.3403114080429077,0.1707746386528015,0.41942933201789856
only,0.41415658593177795,0.44708555936813354,0.5497692227363586,0.18977274000644684,0.22665877640247345,0.49632513523101807,0.15353617072105408,0.31755709648132324,0.42992329597473145,0.11685612052679062,0.2767370045185089
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.20300441980361938,0.18141506612300873,0.41548454761505127,0.1953994333744049,0.2987143397331238,0.45010748505592346,0.1475636065006256,0.29463258385658264
many,0.36131182312965393,0.2649032473564148,0.4335206151008606,0.21416836977005005,0.1953071653842926,0.37253960967063904,0.1653265357017517,0.3552800714969635,0.41474202275276184,0.20127539336681366,0.2124512493610382
national,0.16882304847240448,0.23413582146167755,0.32739606499671936,0.24780899286270142,0.2877056896686554,0.3314673602581024,0.19670157134532928,0.20165744423866272,0.28915393352508545,0.12666994333267212,0.15643028914928436
institutions,0.22018329799175262,0.14988303184509277,0.2776423394680023,0.2996973395347595,0.3388558328151703,0.3371490240097046,0.23714865744113922,0.2523013651371002,0.2592448890209198,0.1287817358970642,0.19119486212730408
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2827445864677429,0.2848764955997467,0.5116966962814331,0.2083624005317688,0.3251761794090271,0.4954058527946472,0.2486540973186493,0.20544172823429108
government,0.28074538707733154,0.20343491435050964,0.31798112392425537,0.3656178414821625,0.20200572907924652,0.3475167155265808,0.1869036853313446,0.21808753907680511,0.3066793978214264,0.16365791857242584,0.18851417303085327
agencies,0.2035544514656067,0.1606675088405609,0.2486087828874588,0.2198161482810974,0.1986512988805771,0.22542637586593628,0.1416264772415161,0.1417674869298935,0.20355331897735596,0.09245983511209488,0.1637895703315735
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.35839709639549255,0.20527958869934082,0.4946078956127167,0.25300899147987366,0.26549121737480164,0.5201468467712402,0.2655222415924072,0.31091248989105225
but,0.5029441118240356,0.4106791317462921,0.4859698414802551,0.22763673961162567,0.1685640662908554,0.39942997694015503,0.19758136570453644,0.34633150696754456,0.48674455285072327,0.14569659531116486,0.27921953797340393
also,0.42747777700424194,0.5012649297714233,0.6021018624305725,0.2577536404132843,0.23428496718406677,0.4924938678741455,0.16331592202186584,0.5140911936759949,0.5073733329772949,0.1757330447435379,0.21848613023757935
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.20300441980361938,0.18141506612300873,0.41548454761505127,0.1953994333744049,0.2987143397331238,0.45010748505592346,0.1475636065006256,0.29463258385658264
many,0.36131182312965393,0.2649032473564148,0.4335206151008606,0.21416836977005005,0.1953071653842926,0.37253960967063904,0.1653265357017517,0.3552800714969635,0.41474202275276184,0.20127539336681366,0.2124512493610382
domestic,0.11560896784067154,0.16967669129371643,0.21731778979301453,0.20762217044830322,0.16018237173557281,0.1528376340866089,0.15209178626537323,0.17882321774959564,0.208420991897583,0.1811840981245041,0.1850636899471283
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2827445864677429,0.2848764955997467,0.5116966962814331,0.2083624005317688,0.3251761794090271,0.4954058527946472,0.2486540973186493,0.20544172823429108
international,0.10870302468538284,0.19279639422893524,0.23719607293605804,0.24892936646938324,0.27605995535850525,0.23367412388324738,0.23553436994552612,0.17613045871257782,0.26377472281455994,0.15488091111183167,0.15335838496685028
companies,0.20801754295825958,0.1956041008234024,0.26917189359664917,0.2752535045146942,0.18379569053649902,0.22608543932437897,0.16749995946884155,0.21153667569160461,0.2321794629096985,0.10015015304088593,0.14365637302398682
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.29856356978416443,0.21697939932346344,0.5352458953857422,0.26825499534606934,0.300344854593277,0.5591574311256409,0.23422029614448547,0.4130953550338745
