,what,is,the,biggest,abc,subchannel,affiliate,by,the,size,of,markets,?
services,0.16048473119735718,0.2128378003835678,0.2381475418806076,0.1628188192844391,0.20619745552539825,0.3415246903896332,0.21671871840953827,0.2132156491279602,0.2381475418806076,0.10559290647506714,0.23787347972393036,0.36865589022636414,0.1328447163105011
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.20095665752887726,0.1762417107820511,0.2879562973976135,0.23261301219463348,0.33534231781959534,0.535392165184021,0.26289698481559753,0.41548454761505127,0.23568420112133026,0.29463258385658264
28,-0.2335955947637558,-0.1692609190940857,-0.31177106499671936,-0.2344258576631546,-0.04468327388167381,-0.08341541141271591,-0.15522658824920654,-0.08205552399158478,-0.31177106499671936,-0.08232713490724564,-0.2696417272090912,-0.20300015807151794,-0.012856917455792427
abc,0.1317344456911087,0.16037321090698242,0.2068762183189392,0.08061102777719498,1.0000001192092896,0.410636305809021,0.2614424228668213,0.17600902915000916,0.2068762183189392,0.0863366350531578,0.14607268571853638,0.16946740448474884,0.19065172970294952
affiliates,0.13172908127307892,0.10302519798278809,0.1912562996149063,0.16124413907527924,0.26733168959617615,0.38557785749435425,0.9436173439025879,0.11500819772481918,0.1912562996149063,0.1837329864501953,0.1803562045097351,0.21154846251010895,0.11092336475849152
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2873573303222656,0.16453155875205994,0.28824105858802795,0.19473032653331757,0.4289871156215668,0.5171257257461548,0.252314954996109,0.5116966962814331,0.2580149173736572,0.20544172823429108
two,0.23363454639911652,0.2315155267715454,0.43858039379119873,0.22994059324264526,0.15247683227062225,0.2650447487831116,0.22714833915233612,0.33852577209472656,0.43858039379119873,0.1897725760936737,0.37726253271102905,0.13914848864078522,0.19645625352859497
additional,0.20172064006328583,0.1715312898159027,0.2539002597332001,0.07968966662883759,0.1623675376176834,0.20552930235862732,0.1733003854751587,0.21923303604125977,0.2539002597332001,0.19531549513339996,0.2518594264984131,0.15523546934127808,0.24309562146663666
subchannel-only,0.36202189326286316,0.4004402458667755,0.37583857774734497,0.1250513345003128,0.3885034918785095,0.9348397254943848,0.3415164351463318,0.3011992573738098,0.37583857774734497,0.17951466143131256,0.29071205854415894,0.3159739673137665,0.25985485315322876
affiliates,0.13172908127307892,0.10302519798278809,0.1912562996149063,0.16124413907527924,0.26733168959617615,0.38557785749435425,0.9436173439025879,0.11500819772481918,0.1912562996149063,0.1837329864501953,0.1803562045097351,0.21154846251010895,0.11092336475849152
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.07440086454153061,-0.0012340332614257932,0.014494924806058407,0.061708442866802216,0.10469875484704971,0.09152708947658539,0.0915059968829155,0.054534342139959335,0.024919601157307625,0.10349778085947037
sinclair,0.13678078353405,0.22747954726219177,0.18596287071704865,0.062352828681468964,0.24845848977565765,0.2251933217048645,0.1813294142484665,0.2546863853931427,0.18596287071704865,0.16660812497138977,0.18807722628116608,0.18833297491073608,0.17342320084571838
owns,0.1270528882741928,0.2503352761268616,0.19328729808330536,0.2230774462223053,0.23212404549121857,0.2315254509449005,0.2600601017475128,0.14796122908592224,0.19328729808330536,0.11738971620798111,0.19865453243255615,0.29078468680381775,0.18703800439834595
the,0.42745697498321533,0.5823672413825989,1.0,0.3799763321876526,0.2068762183189392,0.3338429033756256,0.2278994768857956,0.4408751428127289,1.0,0.2946445941925049,0.733189046382904,0.23818166553974152,0.22068053483963013
largest,0.13463157415390015,0.3413417339324951,0.3757036626338959,0.737842857837677,0.09599892795085907,0.17885249853134155,0.24725893139839172,0.17839421331882477,0.3757036626338959,0.3179561197757721,0.36650770902633667,0.2044110894203186,0.12401245534420013
abc,0.1317344456911087,0.16037321090698242,0.2068762183189392,0.08061102777719498,1.0000001192092896,0.410636305809021,0.2614424228668213,0.17600902915000916,0.2068762183189392,0.0863366350531578,0.14607268571853638,0.16946740448474884,0.19065172970294952
subchannel,0.296663761138916,0.3198363780975342,0.3338429033756256,0.11303047090768814,0.410636305809021,1.0000001192092896,0.33669957518577576,0.24033819139003754,0.3338429033756256,0.1565188318490982,0.2371281534433365,0.31678086519241333,0.2216910868883133
affiliate,0.16121849417686462,0.10908813774585724,0.2278994768857956,0.16946883499622345,0.2614424228668213,0.33669957518577576,0.9999999403953552,0.06732604652643204,0.2278994768857956,0.1771285980939865,0.19963958859443665,0.14650484919548035,0.10958297550678253
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.13812409341335297,0.17600902915000916,0.24033819139003754,0.06732604652643204,1.0000001192092896,0.4408751428127289,0.1382545381784439,0.3646814823150635,0.1262868195772171,0.17966607213020325
market,0.12116116285324097,0.2463478147983551,0.2041238248348236,0.19904829561710358,0.10615630447864532,0.22833099961280823,0.089150071144104,0.09993520379066467,0.2041238248348236,0.1954835057258606,0.1694333702325821,0.7553026676177979,0.12805593013763428
size,0.2566739320755005,0.22983339428901672,0.2946445941925049,0.24000126123428345,0.0863366350531578,0.1565188318490982,0.1771285980939865,0.1382545381784439,0.2946445941925049,1.0000001192092896,0.27599775791168213,0.1672537475824356,0.13693112134933472
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28671082854270935,0.2097204476594925,0.26144933700561523,0.20519042015075684,0.3680937886238098,0.4933079481124878,0.2156888097524643,0.4946078956127167,0.24350304901599884,0.31091248989105225
wabm-dt2/wdbb-dt2,0.13352668285369873,0.19134454429149628,0.24804632365703583,0.04611656069755554,0.1347823143005371,0.09041862189769745,0.12739035487174988,0.17370520532131195,0.24804632365703583,0.20410586893558502,0.26021477580070496,0.13966457545757294,0.09172680974006653
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.33434951305389404,0.1697147786617279,0.25593438744544983,0.2081480771303177,0.370934396982193,0.6662389636039734,0.21714140474796295,0.5696388483047485,0.2811138927936554,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.3799763321876526,0.2068762183189392,0.3338429033756256,0.2278994768857956,0.4408751428127289,1.0,0.2946445941925049,0.733189046382904,0.23818166553974152,0.22068053483963013
birmingham,0.14769886434078217,0.14477425813674927,0.2381640374660492,0.15539054572582245,0.20163780450820923,0.18279631435871124,0.19014286994934082,0.20519161224365234,0.2381640374660492,0.10470525175333023,0.15350331366062164,0.19534744322299957,0.13550083339214325
market,0.12116116285324097,0.2463478147983551,0.2041238248348236,0.19904829561710358,0.10615630447864532,0.22833099961280823,0.089150071144104,0.09993520379066467,0.2041238248348236,0.1954835057258606,0.1694333702325821,0.7553026676177979,0.12805593013763428
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28671082854270935,0.2097204476594925,0.26144933700561523,0.20519042015075684,0.3680937886238098,0.4933079481124878,0.2156888097524643,0.4946078956127167,0.24350304901599884,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.3054406940937042,0.1991286277770996,0.37740904092788696,0.13397137820720673,0.40543368458747864,0.6521818041801453,0.3073295056819916,0.5011631846427917,0.24139980971813202,0.25814583897590637
serve,0.23061832785606384,0.22737301886081696,0.2749462425708771,0.11109717190265656,0.060676369816064835,0.15099184215068817,0.2115054875612259,0.1410149484872818,0.2749462425708771,0.16797079145908356,0.2656401991844177,0.22463561594486237,0.19925682246685028
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.15831372141838074,0.2286096066236496,0.24802957475185394,0.19680941104888916,0.3815547823905945,0.48381632566452026,0.23959164321422577,0.3886612355709076,0.24814029037952423,0.27043893933296204
repeaters,0.2137874960899353,0.19488303363323212,0.2874545454978943,0.07117871195077896,0.29359373450279236,0.35841554403305054,0.17105843126773834,0.24761779606342316,0.2874545454978943,0.22225351631641388,0.18758715689182281,0.23422399163246155,0.18885312974452972
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.35091954469680786,0.14607268571853638,0.2371281534433365,0.19963958859443665,0.3646814823150635,0.733189046382904,0.27599775791168213,1.0,0.17050357162952423,0.1826142966747284
wbma-ld,0.1199706643819809,0.1658691167831421,0.28817129135131836,0.12908239662647247,0.18507595360279083,0.25536444783210754,0.2370409369468689,0.15919286012649536,0.28817129135131836,0.12138084322214127,0.17585024237632751,0.16687409579753876,0.16148127615451813
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.13072092831134796,0.183883935213089,0.19793467223644257,0.19882215559482574,0.20696312189102173,0.33289089798927307,0.20613399147987366,0.35032153129577637,0.08029836416244507,0.40561532974243164
the,0.42745697498321533,0.5823672413825989,1.0,0.3799763321876526,0.2068762183189392,0.3338429033756256,0.2278994768857956,0.4408751428127289,1.0,0.2946445941925049,0.733189046382904,0.23818166553974152,0.22068053483963013
largest,0.13463157415390015,0.3413417339324951,0.3757036626338959,0.737842857837677,0.09599892795085907,0.17885249853134155,0.24725893139839172,0.17839421331882477,0.3757036626338959,0.3179561197757721,0.36650770902633667,0.2044110894203186,0.12401245534420013
low-power,0.2962779700756073,0.18936294317245483,0.3769046366214752,0.21088524162769318,0.2579306364059448,0.31599852442741394,0.24368418753147125,0.3105635344982147,0.3769046366214752,0.25304874777793884,0.2985802888870239,0.31603744626045227,0.23557345569133759
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,-0.02156936377286911,-0.04806871339678764,0.05688970908522606,0.004061772953718901,-0.030704375356435776,0.029072100296616554,0.12952813506126404,0.06780257821083069,-0.045080240815877914,0.0685480609536171
big,0.2788069546222687,0.22924260795116425,0.308749794960022,0.4982573688030243,0.16051800549030304,0.13473406434059143,0.17572078108787537,0.20124688744544983,0.308749794960022,0.2733207643032074,0.2513701021671295,0.23156856000423431,0.20497842133045197
four,0.18057085573673248,0.22331103682518005,0.40344667434692383,0.22119766473770142,0.11602456867694855,0.20108875632286072,0.24086031317710876,0.2771659195423126,0.40344667434692383,0.1569480299949646,0.36293646693229675,0.06780338287353516,0.14532537758350372
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.06972826272249222,-0.05768610164523125,-0.021888628602027893,0.06901431828737259,-0.010275691747665405,0.041273195296525955,0.06992906332015991,0.13035868108272552,0.003978963475674391,0.018684765323996544
affiliate,0.16121849417686462,0.10908813774585724,0.2278994768857956,0.16946883499622345,0.2614424228668213,0.33669957518577576,0.9999999403953552,0.06732604652643204,0.2278994768857956,0.1771285980939865,0.19963958859443665,0.14650484919548035,0.10958297550678253
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.13812409341335297,0.17600902915000916,0.24033819139003754,0.06732604652643204,1.0000001192092896,0.4408751428127289,0.1382545381784439,0.3646814823150635,0.1262868195772171,0.17966607213020325
market,0.12116116285324097,0.2463478147983551,0.2041238248348236,0.19904829561710358,0.10615630447864532,0.22833099961280823,0.089150071144104,0.09993520379066467,0.2041238248348236,0.1954835057258606,0.1694333702325821,0.7553026676177979,0.12805593013763428
size,0.2566739320755005,0.22983339428901672,0.2946445941925049,0.24000126123428345,0.0863366350531578,0.1565188318490982,0.1771285980939865,0.1382545381784439,0.2946445941925049,1.0000001192092896,0.27599775791168213,0.1672537475824356,0.13693112134933472
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28671082854270935,0.2097204476594925,0.26144933700561523,0.20519042015075684,0.3680937886238098,0.4933079481124878,0.2156888097524643,0.4946078956127167,0.24350304901599884,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.3054406940937042,0.1991286277770996,0.37740904092788696,0.13397137820720673,0.40543368458747864,0.6521818041801453,0.3073295056819916,0.5011631846427917,0.24139980971813202,0.25814583897590637
itself,0.3625122308731079,0.3638126254081726,0.45971640944480896,0.22835499048233032,0.1984531283378601,0.3144265413284302,0.08838009834289551,0.283213347196579,0.45971640944480896,0.263422429561615,0.3157202899456024,0.187265545129776,0.17933900654315948
is,0.28837618231773376,1.0,0.5823672413825989,0.3216690123081207,0.16037321090698242,0.3198363780975342,0.10908813774585724,0.3899846076965332,0.5823672413825989,0.22983339428901672,0.4854315221309662,0.21294242143630981,0.22961433231830597
also,0.42747777700424194,0.5012649297714233,0.6021018624305725,0.337286114692688,0.2030053734779358,0.27465537190437317,0.24519509077072144,0.3824189305305481,0.6021018624305725,0.22071801126003265,0.4924938678741455,0.27158498764038086,0.21848613023757935
simulcast,0.2620822489261627,0.2441602647304535,0.31249719858169556,0.2158685028553009,0.3766351342201233,0.3931947648525238,0.2703630030155182,0.28010353446006775,0.31249719858169556,0.14718608558177948,0.2524929940700531,0.2347741574048996,0.1439180225133896
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.24087245762348175,0.2862928807735443,0.32101425528526306,0.24123993515968323,0.33887791633605957,0.5107308030128479,0.22330769896507263,0.3966929316520691,0.24747714400291443,0.2714994251728058
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.24141843616962433,0.21331243216991425,0.27515140175819397,0.15037991106510162,0.32094135880470276,0.5829201340675354,0.24953703582286835,0.5052502155303955,0.1907232105731964,0.23916715383529663
subchannel,0.296663761138916,0.3198363780975342,0.3338429033756256,0.11303047090768814,0.410636305809021,1.0000001192092896,0.33669957518577576,0.24033819139003754,0.3338429033756256,0.1565188318490982,0.2371281534433365,0.31678086519241333,0.2216910868883133
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.35091954469680786,0.14607268571853638,0.2371281534433365,0.19963958859443665,0.3646814823150635,0.733189046382904,0.27599775791168213,1.0,0.17050357162952423,0.1826142966747284
former,0.13598288595676422,0.2175939530134201,0.2251449078321457,0.11820820719003677,0.11236388981342316,0.227233424782753,0.21662718057632446,0.18490687012672424,0.2251449078321457,0.0661017969250679,0.30415382981300354,0.12895965576171875,0.10570605844259262
wbma,0.1591835469007492,0.1559111326932907,0.18546076118946075,0.1639685183763504,0.27367207407951355,0.2919693887233734,0.21566207706928253,0.10931386798620224,0.18546076118946075,0.04658528044819832,0.10728900134563446,0.21512548625469208,0.20027267932891846
satellite,0.17739586532115936,0.19278542697429657,0.22563834488391876,0.24601849913597107,0.18923600018024445,0.37451037764549255,0.21572725474834442,0.1882091760635376,0.22563834488391876,0.14938072860240936,0.1683834195137024,0.21800176799297333,0.13568443059921265
wgww,0.26197394728660583,0.1660979986190796,0.22808116674423218,0.13622954487800598,0.2987534701824188,0.24889662861824036,0.27934396266937256,0.1646890789270401,0.22808116674423218,0.12066449970006943,0.18577982485294342,0.1704837530851364,0.46035540103912354
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28671082854270935,0.2097204476594925,0.26144933700561523,0.20519042015075684,0.3680937886238098,0.4933079481124878,0.2156888097524643,0.4946078956127167,0.24350304901599884,0.31091248989105225
owned,0.12432919442653656,0.20921923220157623,0.1999378502368927,0.2438831925392151,0.2405787706375122,0.26019737124443054,0.28594088554382324,0.321108877658844,0.1999378502368927,0.10995006561279297,0.17190153896808624,0.3139321506023407,0.1288648396730423
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.13812409341335297,0.17600902915000916,0.24033819139003754,0.06732604652643204,1.0000001192092896,0.4408751428127289,0.1382545381784439,0.3646814823150635,0.1262868195772171,0.17966607213020325
sinclair,0.13678078353405,0.22747954726219177,0.18596287071704865,0.062352828681468964,0.24845848977565765,0.2251933217048645,0.1813294142484665,0.2546863853931427,0.18596287071704865,0.16660812497138977,0.18807722628116608,0.18833297491073608,0.17342320084571838
partner,0.10468954592943192,0.12903441488742828,0.1342829167842865,0.12311753630638123,0.11243466287851334,0.19150622189044952,0.22177371382713318,0.17357978224754333,0.1342829167842865,0.14642293751239777,0.10028040409088135,0.136522114276886,0.15119856595993042
company,0.2333769053220749,0.18005689978599548,0.26591673493385315,0.21182529628276825,0.16210390627384186,0.26167941093444824,0.1934514045715332,0.22328482568264008,0.26591673493385315,0.14739122986793518,0.20467796921730042,0.42034193873405457,0.12195809185504913
howard,0.11493710428476334,0.14383739233016968,0.23961152136325836,0.09787436574697495,0.2233182042837143,0.13390588760375977,0.20084179937839508,0.2167098969221115,0.23961152136325836,0.060650940984487534,0.19389913976192474,0.08366618305444717,0.0705622211098671
stirk,0.2337016612291336,0.21374130249023438,0.1931556612253189,0.05670980364084244,0.13433802127838135,0.25721174478530884,0.12950725853443146,0.22966647148132324,0.1931556612253189,0.15215390920639038,0.1820353865623474,0.09967007488012314,0.18809868395328522
holdings,0.07863982766866684,0.17933884263038635,0.1920640915632248,0.24487195909023285,0.18232308328151703,0.2294929027557373,0.22273556888103485,0.2218058556318283,0.1920640915632248,0.21067652106285095,0.23571044206619263,0.377330482006073,0.14412938058376312
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.13579978048801422,0.18381085991859436,0.2303866147994995,0.19913357496261597,0.2151763141155243,0.3456730246543884,0.1989639550447464,0.3680361211299896,0.07353660464286804,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.23587781190872192,0.2567209303379059,0.2619004249572754,0.19002677500247955,0.3936232924461365,0.5934505462646484,0.30260366201400757,0.5352458953857422,0.1713474988937378,0.4130953550338745
