,which,two,generals,raided,the,caucasas,and,kievan,rus,',for,genghis,khan,?
dynasty,0.1794537752866745,0.1380538046360016,0.2635614573955536,0.18950524926185608,0.26267939805984497,0.24523650109767914,0.21357402205467224,0.4007067382335663,0.324747771024704,0.13163135945796967,0.1219317764043808,0.49750640988349915,0.34412047266960144,0.15884074568748474
while,0.38669952750205994,0.3780401647090912,0.22162850201129913,0.27827730774879456,0.39804592728614807,0.23664112389087677,0.45699796080589294,0.1958319991827011,0.18911422789096832,0.1912580281496048,0.4232339859008789,0.17087101936340332,0.16199307143688202,0.21076419949531555
genghis,0.26472097635269165,0.21525606513023376,0.35899436473846436,0.350581556558609,0.3448939025402069,0.36018747091293335,0.26551535725593567,0.4848925769329071,0.4139024019241333,0.24026870727539062,0.14123353362083435,1.0,0.5896923542022705,0.18813461065292358
khan,0.19211235642433167,0.18127043545246124,0.2616235017776489,0.22728611528873444,0.21067845821380615,0.24608218669891357,0.22885166108608246,0.3804123103618622,0.252724826335907,0.17487680912017822,0.13388998806476593,0.5896923542022705,1.0,0.12862591445446014
was,0.2830964922904968,0.27166637778282166,0.25550490617752075,0.2927231788635254,0.48711544275283813,0.19729925692081451,0.3740963041782379,0.2750789523124695,0.1890505701303482,0.33675912022590637,0.3863949179649353,0.3037589192390442,0.23483267426490784,0.18412111699581146
fighting,0.22858788073062897,0.21563751995563507,0.30881479382514954,0.3452525734901428,0.29008734226226807,0.21227242052555084,0.3183648884296417,0.23997598886489868,0.1748289167881012,0.23314261436462402,0.21617616713047028,0.27474021911621094,0.12347660213708878,0.15496447682380676
in,0.4840516746044159,0.36463531851768494,0.24585305154323578,0.26949775218963623,0.6662389636039734,0.27879631519317627,0.4954058527946472,0.17612865567207336,0.1560211032629013,0.4158826768398285,0.4322226941585541,0.224680557847023,0.1527150720357895,0.20430970191955566
central,0.2778315246105194,0.14650863409042358,0.20427337288856506,0.17557834088802338,0.3417201042175293,0.2982815206050873,0.2465941160917282,0.15965859591960907,0.09213538467884064,0.18832235038280487,0.20646226406097412,0.17817124724388123,0.14283986389636993,0.14787602424621582
asia,0.24878287315368652,0.2456982135772705,0.2340519279241562,0.10942346602678299,0.2838890850543976,0.3386574983596802,0.26469188928604126,0.30021214485168457,0.2506829798221588,0.18115292489528656,0.18444210290908813,0.31414562463760376,0.2521873712539673,0.1340748518705368
",",0.3658004403114319,0.35859420895576477,0.28962698578834534,0.2697465717792511,0.4933079481124878,0.2814639210700989,0.6633074283599854,0.20198769867420197,0.2609914243221283,0.5178600549697876,0.4464869201183319,0.2891939878463745,0.19700400531291962,0.31091248989105225
and,0.506277859210968,0.4671151638031006,0.29397696256637573,0.2940787374973297,0.5171257257461548,0.23796497285366058,1.0,0.20611809194087982,0.2066546380519867,0.3053182065486908,0.5064792633056641,0.26551535725593567,0.22885166108608246,0.20544172823429108
subutai,0.3430885374546051,0.2510770559310913,0.23923662304878235,0.21408355236053467,0.33055391907691956,0.40156289935112,0.28429698944091797,0.2946189343929291,0.25162649154663086,0.2550942897796631,0.18210144340991974,0.4099789559841156,0.2723410427570343,0.1578579694032669
and,0.506277859210968,0.4671151638031006,0.29397696256637573,0.2940787374973297,0.5171257257461548,0.23796497285366058,1.0,0.20611809194087982,0.2066546380519867,0.3053182065486908,0.5064792633056641,0.26551535725593567,0.22885166108608246,0.20544172823429108
jebe,0.2355845421552658,0.20665757358074188,0.15942278504371643,0.22971303761005402,0.272458553314209,0.3370644748210907,0.2566799223423004,0.283221960067749,0.18781335651874542,0.28672415018081665,0.14038780331611633,0.38717931509017944,0.3338758945465088,0.1268274188041687
were,0.2807837128639221,0.4493520259857178,0.3414156436920166,0.2997579276561737,0.3906462490558624,0.17542190849781036,0.42175528407096863,0.218464657664299,0.15396760404109955,0.17108602821826935,0.33592689037323,0.25783681869506836,0.12865866720676422,0.17890112102031708
allowed,0.3234473168849945,0.2672445476055145,0.22723466157913208,0.2871817946434021,0.2985120713710785,0.20142298936843872,0.30774351954460144,0.2519129812717438,0.18682101368904114,0.18624471127986908,0.3152953088283539,0.1111447736620903,0.1184631809592247,0.2309964895248413
to,0.5345056653022766,0.3343428373336792,0.23583383858203888,0.2307261973619461,0.535392165184021,0.30635151267051697,0.48971283435821533,0.22258558869361877,0.18231740593910217,0.34544456005096436,0.4451248347759247,0.2294713407754898,0.18221943080425262,0.29463258385658264
pursue,0.19060106575489044,0.1372550129890442,0.2078995555639267,0.22052101790905,0.21766875684261322,0.17484688758850098,0.33660218119621277,0.19768859446048737,0.14248326420783997,0.1535148024559021,0.3109000325202942,0.20151400566101074,0.20839102566242218,0.1284760683774948
the,0.6521818041801453,0.43858039379119873,0.27897581458091736,0.3490786552429199,1.0,0.32064351439476013,0.5171257257461548,0.29959583282470703,0.2636447250843048,0.474788099527359,0.4739971458911896,0.3448939025402069,0.21067845821380615,0.22068053483963013
great,0.2356490194797516,0.1982017457485199,0.2774220407009125,0.16003206372261047,0.2822027802467346,0.14018739759922028,0.2591964602470398,0.20844317972660065,0.17699474096298218,0.24414026737213135,0.19302397966384888,0.3619271516799927,0.22385743260383606,0.13135133683681488
raid,0.27179622650146484,0.22234876453876495,0.22506171464920044,0.6005037426948547,0.21593409776687622,0.12899352610111237,0.14785856008529663,0.1626736968755722,0.14806565642356873,0.13855060935020447,0.1741655319929123,0.24517573416233063,0.12855730950832367,0.18620501458644867
into,0.4405161738395691,0.34175926446914673,0.11719227582216263,0.3138837516307831,0.39493247866630554,0.18779300153255463,0.36597734689712524,0.1911810338497162,0.13834841549396515,0.19036275148391724,0.231735959649086,0.227550208568573,0.10511033236980438,0.15662476420402527
the,0.6521818041801453,0.43858039379119873,0.27897581458091736,0.3490786552429199,1.0,0.32064351439476013,0.5171257257461548,0.29959583282470703,0.2636447250843048,0.474788099527359,0.4739971458911896,0.3448939025402069,0.21067845821380615,0.22068053483963013
caucasus,0.1771067976951599,0.15960471332073212,0.25977447628974915,0.19056616723537445,0.2726996839046478,0.7929471135139465,0.20031197369098663,0.4489971697330475,0.3808882534503937,0.13119244575500488,0.13358131051063538,0.37774935364723206,0.2731010913848877,0.13771438598632812
and,0.506277859210968,0.4671151638031006,0.29397696256637573,0.2940787374973297,0.5171257257461548,0.23796497285366058,1.0,0.20611809194087982,0.2066546380519867,0.3053182065486908,0.5064792633056641,0.26551535725593567,0.22885166108608246,0.20544172823429108
kievan,0.22606471180915833,0.15557852387428284,0.24534617364406586,0.28984570503234863,0.29959583282470703,0.3736346960067749,0.20611809194087982,1.0,0.6210689544677734,0.12705008685588837,0.21043145656585693,0.4848925769329071,0.3804123103618622,0.1342822015285492
rus,0.2172153890132904,0.16552938520908356,0.170368954539299,0.16847380995750427,0.2636447250843048,0.31868159770965576,0.2066546380519867,0.6210689544677734,1.0,0.20741838216781616,0.3214209973812103,0.4139024019241333,0.252724826335907,0.1432476043701172
',0.32852497696876526,0.23614099621772766,0.15931333601474762,0.12361665815114975,0.474788099527359,0.24548231065273285,0.3053182065486908,0.12705008685588837,0.20741838216781616,1.0,0.31184524297714233,0.24026870727539062,0.17487680912017822,0.330942302942276
",",0.3658004403114319,0.35859420895576477,0.28962698578834534,0.2697465717792511,0.4933079481124878,0.2814639210700989,0.6633074283599854,0.20198769867420197,0.2609914243221283,0.5178600549697876,0.4464869201183319,0.2891939878463745,0.19700400531291962,0.31091248989105225
an,0.3611921966075897,0.1867314726114273,0.07581738382577896,0.20232446491718292,0.4207492768764496,0.16912105679512024,0.2838519215583801,0.16391849517822266,0.08751065284013748,0.36139753460884094,0.3236706852912903,0.14007556438446045,0.12960869073867798,0.19793890416622162
idea,0.3808409571647644,0.2782103419303894,0.19562456011772156,0.09991706162691116,0.2839161455631256,0.19083890318870544,0.24201342463493347,0.1611327826976776,0.22476257383823395,0.25658801198005676,0.26828616857528687,0.16647101938724518,0.1646038144826889,0.2952161729335785
they,0.5165667533874512,0.46170496940612793,0.29279035329818726,0.26408010721206665,0.49925389885902405,0.2445562779903412,0.5073080658912659,0.1892884075641632,0.18752554059028625,0.27022266387939453,0.3466525673866272,0.23624715209007263,0.1357993632555008,0.2753053903579712
had,0.3188965916633606,0.41487234830856323,0.31306225061416626,0.3316826820373535,0.3875846862792969,0.12079638242721558,0.3872550129890442,0.23381254076957703,0.17260515689849854,0.21722373366355896,0.3270139992237091,0.2616504430770874,0.1740240752696991,0.20728366076946259
presented,0.2723793089389801,0.24947787821292877,0.20354899764060974,0.2263014167547226,0.3251480758190155,0.12521514296531677,0.26139622926712036,0.10312356054782867,0.13857439160346985,0.21643739938735962,0.3429855704307556,0.10517740249633789,0.11573146283626556,0.17025142908096313
to,0.5345056653022766,0.3343428373336792,0.23583383858203888,0.2307261973619461,0.535392165184021,0.30635151267051697,0.48971283435821533,0.22258558869361877,0.18231740593910217,0.34544456005096436,0.4451248347759247,0.2294713407754898,0.18221943080425262,0.29463258385658264
the,0.6521818041801453,0.43858039379119873,0.27897581458091736,0.3490786552429199,1.0,0.32064351439476013,0.5171257257461548,0.29959583282470703,0.2636447250843048,0.474788099527359,0.4739971458911896,0.3448939025402069,0.21067845821380615,0.22068053483963013
khagan,0.23824752867221832,0.1737419217824936,0.27942243218421936,0.27918267250061035,0.30096983909606934,0.4133938252925873,0.2395346760749817,0.5746179223060608,0.37879663705825806,0.2213732898235321,0.15145175158977509,0.607407808303833,0.6743661165237427,0.16919690370559692
on,0.4245251417160034,0.3205535411834717,0.1894190013408661,0.2344900220632553,0.5107308030128479,0.21564878523349762,0.4077630043029785,0.15247929096221924,0.15804524719715118,0.30823177099227905,0.36199691891670227,0.17695671319961548,0.13222354650497437,0.2714994251728058
their,0.4582767188549042,0.401440292596817,0.2160775512456894,0.23126740753650665,0.516537070274353,0.19861091673374176,0.45114588737487793,0.24065889418125153,0.19388994574546814,0.20297467708587646,0.3406745493412018,0.2492474466562271,0.16260504722595215,0.1898253709077835
own,0.3863328993320465,0.27524054050445557,0.11955177038908005,0.1251543015241623,0.334675133228302,0.18953242897987366,0.3142828047275543,0.2252786010503769,0.1925523430109024,0.20169219374656677,0.30703625082969666,0.15329284965991974,0.1131855770945549,0.1937696635723114
initiative,0.2602427899837494,0.1258925050497055,0.1567879319190979,0.1307409554719925,0.23040100932121277,0.14307823777198792,0.24450580775737762,0.15808919072151184,0.17137490212917328,0.20546936988830566,0.3471551239490509,0.12292126566171646,0.10351115465164185,0.2048262655735016
.,0.45942068099975586,0.3524959683418274,0.2950180768966675,0.2353798747062683,0.5934505462646484,0.25129052996635437,0.588965117931366,0.19784846901893616,0.22884419560432434,0.4806240200996399,0.4726039469242096,0.25373268127441406,0.19819748401641846,0.4130953550338745
