,what,thesis,specifies,that,a,polynomial,relationship,exists,within,time,complexities,in,a,computational,model,?
thesis,0.2813449203968048,0.9999999403953552,0.20718540251255035,0.28562554717063904,0.23946425318717957,0.41477179527282715,0.22383569180965424,0.2285645604133606,0.1304297149181366,0.19269683957099915,0.3309136927127838,0.24000997841358185,0.23946425318717957,0.36720168590545654,0.14560572803020477,0.21227407455444336
states,0.21526020765304565,0.16559045016765594,0.2100074738264084,0.291576623916626,0.24708621203899384,0.21274565160274506,0.16767162084579468,0.21063534915447235,0.2406880259513855,0.25020933151245117,0.18149429559707642,0.3977442979812622,0.24708621203899384,0.19589205086231232,0.14965134859085083,0.16272737085819244
that,0.6297725439071655,0.28562554717063904,0.28237780928611755,1.0,0.47537946701049805,0.33595728874206543,0.33911964297294617,0.40266144275665283,0.33798906207084656,0.388528436422348,0.3600628077983856,0.435920387506485,0.47537946701049805,0.3084385395050049,0.16250061988830566,0.32716336846351624
``,0.008517155423760414,0.01547185704112053,0.21155807375907898,0.05285148695111275,0.07272057235240936,0.2817155420780182,0.11167515814304352,0.0608520545065403,0.11752022802829742,0.041467953473329544,0.1411651074886322,0.04765888676047325,0.07272057235240936,0.17512209713459015,-0.007006587460637093,0.0685480609536171
the,0.42745697498321533,0.22074155509471893,0.3288472592830658,0.5473989248275757,0.5829201340675354,0.1902180016040802,0.21018025279045105,0.29877129197120667,0.39827480912208557,0.43061500787734985,0.26121237874031067,0.6662389636039734,0.5829201340675354,0.18477948009967804,0.14028635621070862,0.22068053483963013
time,0.36319252848625183,0.19269683957099915,0.22010402381420135,0.388528436422348,0.3292340338230133,0.28301435708999634,0.2609099745750427,0.21316687762737274,0.2541442811489105,0.9999998807907104,0.2667813003063202,0.3431483507156372,0.3292340338230133,0.25503867864608765,0.1744140237569809,0.27391523122787476
complexities,0.3328567147254944,0.3309136927127838,0.3832056224346161,0.3600628077983856,0.2912657558917999,0.5129624009132385,0.33048927783966064,0.3104735314846039,0.30562278628349304,0.2667813003063202,1.0000001192092896,0.23471342027187347,0.2912657558917999,0.5507559776306152,0.24748088419437408,0.23725803196430206
in,0.30808621644973755,0.24000997841358185,0.21292303502559662,0.435920387506485,0.539380669593811,0.1631830483675003,0.20233847200870514,0.2509026825428009,0.40576374530792236,0.3431483507156372,0.23471342027187347,1.0,0.539380669593811,0.2346334308385849,0.2267826348543167,0.20430970191955566
any,0.43670421838760376,0.23033255338668823,0.42843106389045715,0.5484943389892578,0.45031747221946716,0.3811005651950836,0.2039283961057663,0.36603018641471863,0.34662479162216187,0.3699842095375061,0.4151321351528168,0.3135753571987152,0.45031747221946716,0.3368047773838043,0.12371537834405899,0.4113408327102661
two,0.23363454639911652,0.18172107636928558,0.19496384263038635,0.3858162462711334,0.3289857804775238,0.2791208326816559,0.25299593806266785,0.17505966126918793,0.29626569151878357,0.33960169553756714,0.2744801938533783,0.36463531851768494,0.3289857804775238,0.19982342422008514,0.17337965965270996,0.19645625352859497
reasonable,0.40443673729896545,0.24684035778045654,0.3344847559928894,0.46349719166755676,0.3338717520236969,0.3077861964702606,0.24449971318244934,0.3153120279312134,0.2628902494907379,0.27479901909828186,0.4208046793937683,0.22917132079601288,0.3338717520236969,0.36961326003074646,0.22889335453510284,0.3725526034832001
and,0.31309178471565247,0.20491434633731842,0.18073636293411255,0.4731321930885315,0.3739250600337982,0.18511588871479034,0.3086830675601959,0.19158129394054413,0.35049548745155334,0.3025408685207367,0.32739776372909546,0.4954058527946472,0.3739250600337982,0.28914058208465576,0.22216768562793732,0.20544172823429108
general,0.24928055703639984,0.2056431770324707,0.1882047802209854,0.2510950565338135,0.2157215178012848,0.20261721312999725,0.09946868568658829,0.08316455781459808,0.2165386825799942,0.2027285099029541,0.25015294551849365,0.259066641330719,0.2157215178012848,0.25230899453163147,0.17147980630397797,0.1972234547138214
models,0.22431734204292297,0.20454281568527222,0.20843468606472015,0.19949059188365936,0.2741396725177765,0.24886171519756317,0.21243223547935486,0.18508659303188324,0.22113458812236786,0.19152137637138367,0.341205358505249,0.2122073471546173,0.2741396725177765,0.3618801534175873,0.6909285187721252,0.16656708717346191
of,0.33290785551071167,0.2590109705924988,0.2695505619049072,0.41498205065727234,0.5052502155303955,0.23810522258281708,0.22000651061534882,0.2298482358455658,0.39594778418540955,0.35127586126327515,0.2722324728965759,0.5696388483047485,0.5052502155303955,0.2832651138305664,0.18271391093730927,0.1826142966747284
computation,0.31098654866218567,0.3856871724128723,0.3916316032409668,0.3183630406856537,0.27461811900138855,0.6178844571113586,0.3203262984752655,0.28673210740089417,0.1953861266374588,0.301578551530838,0.552871823310852,0.19618529081344604,0.27461811900138855,0.9130441546440125,0.30226951837539673,0.2260068953037262
are,0.29724663496017456,0.13242118060588837,0.22649306058883667,0.45265161991119385,0.265255331993103,0.2628597319126129,0.13166306912899017,0.30258506536483765,0.3069663643836975,0.24188680946826935,0.38549119234085083,0.3841303884983063,0.265255331993103,0.2675340473651886,0.07012248039245605,0.24591213464736938
polynomially,0.2920946776866913,0.3860991597175598,0.35432809591293335,0.3955147862434387,0.2932688891887665,0.947847306728363,0.30200400948524475,0.34320494532585144,0.1992536187171936,0.30743342638015747,0.5124724507331848,0.19104565680027008,0.2932688891887665,0.5655801296234131,0.23968841135501862,0.24941517412662506
related,0.258600115776062,0.11781778186559677,0.2586958706378937,0.3420106768608093,0.21209308505058289,0.1747463196516037,0.3289865553379059,0.18222497403621674,0.26309439539909363,0.1470547765493393,0.3279024660587311,0.2638801634311676,0.21209308505058289,0.2615758776664734,0.11436206847429276,0.17689068615436554
'',0.08143015950918198,0.023389698937535286,0.07832291722297668,0.007880004122853279,0.04890415817499161,0.07067741453647614,-0.026206104084849358,-0.019739408046007156,-0.028991393744945526,-0.01899585872888565,0.07435967028141022,0.07432962208986282,0.04890415817499161,0.0990661084651947,0.06939558684825897,0.018684765323996544
(,0.2411840260028839,0.1875007152557373,0.261788934469223,0.2264307141304016,0.3206180930137634,0.1903659999370575,0.15291789174079895,0.2644696831703186,0.21063244342803955,0.28391751646995544,0.2174818068742752,0.3087427020072937,0.3206180930137634,0.2595787048339844,0.15940167009830475,0.40561532974243164
goldreich,0.22062288224697113,0.25770309567451477,0.16919972002506256,0.21599207818508148,0.26062852144241333,0.20790217816829681,0.1398618072271347,0.17759598791599274,0.11952413618564606,0.2519152760505676,0.13665203750133514,0.2608586549758911,0.26062852144241333,0.17371629178524017,0.12079222500324249,0.2140701562166214
2008,-0.19703538715839386,-0.07037482410669327,-0.09245897084474564,-0.2374892234802246,-0.08630643039941788,-0.12562473118305206,-0.047372449189424515,-0.11090462654829025,-0.1245134249329567,-0.06476990878582001,-0.20344464480876923,-0.0422978475689888,-0.08630643039941788,-0.12584811449050903,-0.05966586619615555,-0.09852470457553864
",",0.3087472915649414,0.19271056354045868,0.21931898593902588,0.4137537479400635,0.427140474319458,0.21592853963375092,0.23936419188976288,0.27124884724617004,0.2513136863708496,0.3029961884021759,0.33099550008773804,0.5201468467712402,0.427140474319458,0.28742313385009766,0.244965597987175,0.31091248989105225
chapter,0.25136247277259827,0.3674481213092804,0.27923935651779175,0.260188490152359,0.20562730729579926,0.19049987196922302,0.19079318642616272,0.18611972033977509,0.27170702815055847,0.20243532955646515,0.18953688442707062,0.17266090214252472,0.20562730729579926,0.19578474760055542,0.0771181732416153,0.20212359726428986
1.2,0.14770597219467163,0.13595916330814362,0.17655013501644135,0.10562649369239807,0.1394452303647995,0.21305879950523376,0.11296536028385162,0.16931091248989105,0.15029649436473846,0.05712565407156944,0.17779938876628876,0.2198333591222763,0.1394452303647995,0.15119004249572754,0.09555427730083466,0.15333291888237
),0.26259949803352356,0.18820792436599731,0.24706055223941803,0.23478686809539795,0.3640355169773102,0.20558486878871918,0.16473416984081268,0.2695259153842926,0.2227933555841446,0.2857224941253662,0.21905949711799622,0.3326910734176636,0.3640355169773102,0.2728332579135895,0.18309912085533142,0.42300865054130554
.,0.3567904531955719,0.2498284876346588,0.23105934262275696,0.4460422694683075,0.50484299659729,0.2530868649482727,0.22535671293735504,0.29429712891578674,0.2984525263309479,0.371569961309433,0.23860958218574524,0.5591574311256409,0.50484299659729,0.24047870934009552,0.1938832700252533,0.4130953550338745
